state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_MODEL_UP,q_all_MODEL_UP,q_half_A_MODEL_UP,q_half_B_MODEL_UP,prediction_MODEL_DOWN,q_all_MODEL_DOWN,q_half_A_MODEL_DOWN,q_half_B_MODEL_DOWN,prediction_RANDOM,q_all_RANDOM,q_half_A_RANDOM,q_half_B_RANDOM,prediction_NOOP,q_all_NOOP,q_half_A_NOOP,q_half_B_NOOP
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c02-m000-g035,02,0,35,40,4,2,101,0.00047030031843102086,0.0,0.0,0.0,6.362816594766366e-05,0.0,0.0,0.0,0.000404652767940547,0.0,0.0,0.0,0.0001882711228740593,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c02-m000-g065,02,0,65,40,6,2,194,0.0030145644591189017,0.0,0.0,0.0,0.0002028670600517874,0.0,0.0,0.0,0.0027826497741267353,0.0,0.0,0.0,0.0005271634028751862,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c03-m000-g035,03,0,35,41,8,3,107,0.0035047682021950373,0.0,0.0,0.0,0.0009818401795261677,0.0,0.0,0.0,0.002332779930690974,0.0,0.0,0.0,0.0019332987024103662,0.020833333333333332,0.041666666666666664,0.0
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c03-m000-g065,03,0,65,43,7,2,189,0.0007705056318788484,0.0,0.0,0.0,0.0002369930718446016,0.0,0.0,0.0,0.0003842738767162685,0.0,0.0,0.0,0.00039307366263606063,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c02-m001-g035,02,1,35,40,20,3,158,0.04031984029762076,0.125,0.041666666666666664,0.20833333333333334,0.007609417900620408,0.125,0.08333333333333333,0.16666666666666666,0.017313715802837484,0.08333333333333333,0.125,0.041666666666666664,0.01447296145620957,0.08333333333333333,0.08333333333333333,0.08333333333333333
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c02-m001-g065,02,1,65,40,15,4,272,0.019919683217669116,0.14583333333333334,0.16666666666666666,0.125,0.006762585390167848,0.08333333333333333,0.041666666666666664,0.125,0.016840740342623967,0.10416666666666667,0.125,0.08333333333333333,0.01189252301210347,0.08333333333333333,0.08333333333333333,0.08333333333333333
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c03-m001-g035,03,1,35,28,9,1,122,0.00505118231929422,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0009524028894696001,0.08333333333333333,0.041666666666666664,0.125,0.0020836692344640717,0.125,0.20833333333333334,0.041666666666666664,0.0013999060706390927,0.10416666666666667,0.125,0.08333333333333333
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c03-m001-g065,03,1,65,41,11,4,223,0.028642603054435667,0.125,0.20833333333333334,0.041666666666666664,0.0077932397657548,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.014364220651648376,0.16666666666666666,0.125,0.20833333333333334,0.02100012264863183,0.1875,0.20833333333333334,0.16666666666666666
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c02-m002-g035,02,2,35,40,3,1,88,0.0063761147074262396,0.0,0.0,0.0,0.0001594751926904883,0.020833333333333332,0.041666666666666664,0.0,0.004322451387487199,0.020833333333333332,0.0,0.041666666666666664,0.003216648855721125,0.041666666666666664,0.041666666666666664,0.041666666666666664
INTCR6_ZERO_SHOT_POS_A_M4_S5_V1-c02-m002-g065,02,2,65,40,3,1,198,0.004972346211916082,0.0,0.0,0.0,7.528712280075134e-05,0.0,0.0,0.0,0.003430485862818558,0.0,0.0,0.0,0.001671352361809286,0.041666666666666664,0.041666666666666664,0.041666666666666664
