state_id,cohort,candidate,matrix_id,landmark,mass,q_all,q_half_A,q_half_B,prediction_prior,prediction_history,prediction_beta,prediction_full
CONF-c02-m009-g035,CONF,02,9,35,40,0.125,0.125,0.125,0.31734375,0.1682964649571512,0.4597671766984975,0.1031154574413074
CONF-c02-m009-g050,CONF,02,9,50,40,0.03125,0.0625,0.0,0.31734375,0.30833279190492274,0.4597671766984975,0.2259503918727517
CONF-c02-m009-g065,CONF,02,9,65,40,0.234375,0.1875,0.28125,0.31734375,0.10445314612526563,0.4597671766984975,0.19530629040051417
CONF-c02-m009-g080,CONF,02,9,80,40,0.09375,0.125,0.0625,0.31734375,0.06378199489822109,0.4597671766984975,0.06224730452454091
CONF-c03-m009-g020,CONF,03,9,20,45,0.046875,0.03125,0.0625,0.34546875,0.1144029017261998,0.46236783668473425,0.05618196745117371
CONF-c03-m009-g035,CONF,03,9,35,43,0.078125,0.09375,0.0625,0.34546875,0.1608957391639687,0.46236783668473425,0.011374918750580597
CONF-c03-m009-g050,CONF,03,9,50,39,0.171875,0.15625,0.1875,0.34546875,0.2167203748191291,0.46236783668473425,0.12973311802314905
CONF-c03-m009-g065,CONF,03,9,65,31,0.296875,0.28125,0.3125,0.34546875,0.18087632718163987,0.46236783668473425,0.31837673465973426
CONF-c03-m009-g080,CONF,03,9,80,38,0.375,0.375,0.375,0.34546875,0.6292460973113354,0.46236783668473425,0.48255940422946225
CONF-c02-m010-g020,CONF,02,10,20,40,0.75,0.75,0.75,0.31734375,0.7075670487707065,0.4706252328553091,0.7426243341091671
CONF-c02-m010-g035,CONF,02,10,35,40,0.109375,0.15625,0.0625,0.31734375,0.378910351609309,0.4706252328553091,0.37353137651318025
CONF-c02-m010-g050,CONF,02,10,50,40,0.0625,0.0625,0.0625,0.31734375,0.251299924128043,0.4706252328553091,0.21444437485857032
CONF-c02-m010-g065,CONF,02,10,65,40,0.140625,0.21875,0.0625,0.31734375,0.24708348160141422,0.4706252328553091,0.20870139527804307
CONF-c02-m010-g080,CONF,02,10,80,40,0.109375,0.09375,0.125,0.31734375,0.11774895074637308,0.4706252328553091,0.1204033249208718
CONF-c03-m010-g020,CONF,03,10,20,40,0.765625,0.8125,0.71875,0.34546875,0.8231114717496144,0.4225081346546139,0.7720153778595916
CONF-c03-m010-g035,CONF,03,10,35,41,0.34375,0.34375,0.34375,0.34546875,0.6619350207684975,0.4225081346546139,0.6752926374381061
CONF-c03-m010-g050,CONF,03,10,50,43,0.046875,0.09375,0.0,0.34546875,0.4470153146026845,0.4225081346546139,0.26838323668443276
CONF-c03-m010-g065,CONF,03,10,65,36,0.140625,0.125,0.15625,0.34546875,0.3429873134896598,0.4225081346546139,0.30925291863147436
CONF-c03-m010-g080,CONF,03,10,80,33,0.359375,0.40625,0.3125,0.34546875,0.4847091967010019,0.4225081346546139,0.5456168483471777
CONF-c02-m011-g020,CONF,02,11,20,40,0.4375,0.4375,0.4375,0.31734375,0.2734890834706848,0.5555075624363747,0.3631983857405167
CONF-c02-m011-g035,CONF,02,11,35,40,0.359375,0.375,0.34375,0.31734375,0.252882081126523,0.5555075624363747,0.28864027831766126
CONF-c02-m011-g050,CONF,02,11,50,40,0.453125,0.375,0.53125,0.31734375,0.257328722239946,0.5555075624363747,0.3137246303337825
CONF-c02-m011-g065,CONF,02,11,65,40,0.5625,0.5,0.625,0.31734375,0.4582288588926237,0.5555075624363747,0.47849298950175306
CONF-c02-m011-g080,CONF,02,11,80,40,0.765625,0.78125,0.75,0.31734375,0.5679397546754626,0.5555075624363747,0.6854974093304536
CONF-c03-m011-g020,CONF,03,11,20,43,0.484375,0.53125,0.4375,0.34546875,0.2632123863242475,0.5277954116465639,0.42431927903140426
CONF-c03-m011-g035,CONF,03,11,35,38,0.578125,0.625,0.53125,0.34546875,0.48214952375053816,0.5277954116465639,0.4891193198035791
CONF-c03-m011-g050,CONF,03,11,50,38,0.796875,0.8125,0.78125,0.34546875,0.45266577555127746,0.5277954116465639,0.6702211944463957
CONF-c03-m011-g065,CONF,03,11,65,46,0.46875,0.53125,0.40625,0.34546875,0.5712331302182884,0.5277954116465639,0.5770047533425339
CONF-c03-m011-g080,CONF,03,11,80,40,0.734375,0.78125,0.6875,0.34546875,0.5557311290036633,0.5277954116465639,0.7328201879733218
CONF-c02-m012-g020,CONF,02,12,20,40,0.171875,0.1875,0.15625,0.31734375,0.33662921421759356,0.03631978076888235,0.3042129523939298
CONF-c02-m012-g035,CONF,02,12,35,40,0.125,0.125,0.125,0.31734375,0.21414686534675037,0.03631978076888235,0.2113734526763072
CONF-c02-m012-g050,CONF,02,12,50,40,0.03125,0.0625,0.0,0.31734375,0.16557748876906414,0.03631978076888235,0.08274713286858132
CONF-c02-m012-g065,CONF,02,12,65,40,0.125,0.09375,0.15625,0.31734375,0.1664627977349951,0.03631978076888235,0.1644729682809297
CONF-c02-m012-g080,CONF,02,12,80,40,0.125,0.15625,0.09375,0.31734375,0.1233889844947977,0.03631978076888235,0.15215866209910514
CONF-c03-m012-g020,CONF,03,12,20,33,0.234375,0.25,0.21875,0.34546875,0.3643338518434164,0.08563291228734252,0.3513178108302032
CONF-c03-m012-g035,CONF,03,12,35,38,0.59375,0.59375,0.59375,0.34546875,0.3141204683984682,0.08563291228734252,0.45133050147609555
CONF-c03-m012-g050,CONF,03,12,50,35,0.046875,0.03125,0.0625,0.34546875,0.35750716234414276,0.08563291228734252,0.3033777498077922
CONF-c03-m012-g065,CONF,03,12,65,32,0.03125,0.03125,0.03125,0.34546875,0.210615060154727,0.08563291228734252,0.09263122945044645
CONF-c03-m012-g080,CONF,03,12,80,40,0.046875,0.0,0.09375,0.34546875,0.14315665422079596,0.08563291228734252,0.07798892736174118
