definition_index,definition_key,inheritance_threshold_strict,horizon_fissions,renewal_run_length,registered_baseline,candidate,states,branches,events,event_positive_matrices,prevalence,prevalence_ci95_lower,prevalence_ci95_upper,transition_region_states,branch_half_reliability,branch_half_reliability_ci95_lower,branch_half_reliability_ci95_upper,centered_branch_half_reliability,centered_branch_half_reliability_ci95_lower,centered_branch_half_reliability_ci95_upper,log_loss_baseline_A,log_loss_added_A,log_loss_gain_A,log_loss_gain_A_ci95_lower,log_loss_gain_A_ci95_upper,q_brier_gain_A,centered_spearman_baseline_A,centered_spearman_added_A,centered_spearman_gain_A,log_loss_baseline_B,log_loss_added_B,log_loss_gain_B,log_loss_gain_B_ci95_lower,log_loss_gain_B_ci95_upper,q_brier_gain_B,centered_spearman_baseline_B,centered_spearman_added_B,centered_spearman_gain_B
19,h0.88_f12_r3,0.88,12,3,False,02,1000,64000,16458,181,0.25715625,0.23313476562500002,0.28450390625,679,0.9224641871903251,0.9048827195484549,0.9350682394265462,0.6250427164478384,0.5673687825773214,0.6774590587850124,0.5187180798454285,0.49992529132210367,0.018792788523324833,0.01279302698034861,0.02510931416729364,0.004945907458669373,0.3346804669499077,0.521093051481733,0.1864125845318253,0.5187751080425207,0.5000929696229547,0.018682138419566008,0.012560435976019819,0.025404663587002156,0.005164965279613822,0.33093893023048604,0.5142188235080676,0.18327989327758154
20,h0.88_f12_r4,0.88,12,4,False,02,1000,64000,14199,181,0.221859375,0.19966640624999998,0.24422812500000002,636,0.9079702138180438,0.885249517166685,0.9203639186067125,0.655230734253323,0.6016361971835327,0.7022304443046821,0.5215820568903375,0.5031706305117772,0.018411426378560303,0.011387391280829592,0.026092637508804317,0.004338562416794187,0.3555915429306152,0.5466817895331686,0.19109024660255342,0.5212151641823852,0.5034050785965951,0.017810085585790114,0.009990973326586652,0.025401302578443568,0.004374717071747365,0.3434433515499821,0.5281793509552087,0.18473599940522661
21,h0.88_f16_r2,0.88,16,2,False,02,1000,64000,23395,182,0.365546875,0.3255015625,0.40136132812499997,730,0.9373555883130875,0.9204520095442718,0.9483565358164421,0.49183021971873636,0.4268258372997988,0.5590751899739473,0.540754732778554,0.5199101263576626,0.020844606420891365,0.014166680510710775,0.0264083172957075,0.0071958030562851265,0.29318949495793184,0.4782227011287604,0.18503320617082858,0.5390071284136625,0.5205867839204747,0.018420344493187746,0.011410980634932247,0.02596651895298762,0.006648136774593076,0.2948764486117311,0.45868958578454644,0.16381313717281532
22,h0.88_f16_r3,0.88,16,3,False,02,1000,64000,21774,182,0.34021875,0.30417695312500004,0.37489453125,737,0.9303459463357459,0.9158415847296871,0.9419649426332543,0.5147874322590493,0.4473608182322627,0.5791442129798221,0.5369473562778859,0.5165385446971279,0.020408811580758024,0.014211879092702656,0.026281456376308528,0.006622663238588299,0.3012211031224036,0.480312900110565,0.1790917969881614,0.5368542809467517,0.5183198156971031,0.018534465249648635,0.011426899403157536,0.025193178747687103,0.006339196220387942,0.3140590193793092,0.47566853621200833,0.16160951683269914
23,h0.88_f16_r4,0.88,16,4,False,02,1000,64000,19901,182,0.310953125,0.28206171874999997,0.34020546874999996,733,0.9216531405410707,0.9029206405433468,0.9353795219833705,0.534770871827434,0.47338386942070376,0.5876076978814252,0.5398930271742285,0.5189392211728395,0.020953806001388964,0.014908523081040976,0.027202359981150486,0.006424053477424585,0.2848450296082889,0.4782016287830476,0.19335659917475873,0.5375277751444071,0.5189358715623356,0.018591903582071523,0.01257846002603793,0.02536230412386696,0.0058738866397142,0.3029825061370874,0.46972861661061627,0.16674611047352889
24,h0.90_f08_r2,0.9,8,2,False,02,1000,64000,18944,181,0.296,0.26814296875,0.3259035156249999,713,0.9322953660900203,0.9204681463319646,0.9407466937623348,0.7380185639820117,0.6935249632833576,0.7790908402525184,0.5360262812363752,0.506196919051585,0.029829362184790154,0.024538353833216946,0.03462625800131844,0.009210845403740092,0.37936171254881235,0.5895023017411343,0.21014058919232192,0.5352483024760393,0.5059536871562321,0.02929461531980715,0.023318602771143566,0.03532305970790663,0.009129820921330831,0.3801162661553287,0.6234811162311485,0.24336485007581987
25,h0.90_f08_r3,0.9,8,3,False,02,1000,64000,14378,181,0.22465625,0.20437109375,0.24371718749999996,639,0.9127423330080788,0.8988416651573856,0.9240844316714678,0.7248410283785511,0.6774500237127722,0.7684015417176029,0.5365080704919016,0.5099141574565785,0.026593913035323102,0.020164842696791314,0.03425784925368239,0.007199867353501421,0.3781089580055767,0.5926322690228979,0.2145233110173212,0.5376924233929913,0.5104022041194209,0.027290219273570337,0.02062836560835026,0.03597375844437941,0.007333811757327141,0.35936016140600235,0.6035042998026526,0.24414413839665028
26,h0.90_f08_r4,0.9,8,4,False,02,1000,64000,10171,180,0.158921875,0.144938671875,0.17292031249999998,541,0.8754878220438251,0.8546765842439866,0.8911013252852957,0.696556781392715,0.6452176937725608,0.7439288607697166,0.5367155664421339,0.5161792183680038,0.020536348074130073,0.010613357765009565,0.02987030154026343,0.003896741474726212,0.38514434812128495,0.5895402120728503,0.2043958639515654,0.5353930907352039,0.5136027187297268,0.021790372005477066,0.011920532403858961,0.031041929606242937,0.004430705071696864,0.35512741618070626,0.5955908777573728,0.2404634615766666
27,h0.90_f10_r2,0.9,10,2,False,02,1000,64000,23527,184,0.367609375,0.33500351562499997,0.40219140625000005,767,0.9385911546459912,0.9239729478754798,0.949159693861779,0.7038241935897337,0.6535283328097633,0.7429014465652026,0.5556995547614398,0.5266086931014952,0.029090861659944678,0.02458026867488828,0.03477213311204639,0.010070068288817468,0.3709213467856895,0.5637700658852195,0.19284871909953,0.5537100417065779,0.524772583815359,0.028937457891218932,0.02280303129260304,0.03481720439626657,0.01007506051753682,0.37366215865801744,0.5888668892505023,0.2152047305924849
28,h0.90_f10_r3,0.9,10,3,False,02,1000,64000,19505,183,0.304765625,0.277162890625,0.3334296875,743,0.9253419105357367,0.9097891790519128,0.9367603432961125,0.7099485107356477,0.6581137811821678,0.758544400685595,0.5546696828736797,0.5250221714992971,0.029647511374382596,0.0239895566079965,0.03514881839342649,0.009288743072637783,0.36258411398467877,0.5667506900375454,0.20416657605286664,0.5540537983646339,0.5257980815585472,0.028255716806086628,0.021673383151270726,0.03463163135039236,0.008862897715430425,0.37110785401463864,0.5995479225252281,0.2284400685105895
29,h0.90_f10_r4,0.9,10,4,False,02,1000,64000,15287,181,0.238859375,0.218718359375,0.26203476562499994,688,0.9083858639410909,0.8905026800955422,0.9219982887666044,0.71541972860759,0.6715203664701428,0.75696975153434,0.5528730424167415,0.5268228747907258,0.026050167626015752,0.018215557884356835,0.03434926704628425,0.006923919512160329,0.3887347980845855,0.5859611314969307,0.19722633341234524,0.5534045323564405,0.5265430951160758,0.026861437240364716,0.019110078745432676,0.034672312580944116,0.007418303330973791,0.3526231538913932,0.5980093535017962,0.24538619961040298
30,h0.90_f12_r2,0.9,12,2,False,02,1000,64000,27304,185,0.426625,0.391848828125,0.46455078124999993,784,0.9404778991797481,0.9261373813234096,0.9503763925456303,0.6288235159957803,0.5719285604508828,0.6808686259585938,0.5759504781500298,0.5478293709248055,0.028121107225224207,0.02137316280739431,0.03515162226219391,0.010408409058693054,0.35829917662886623,0.5257827229535811,0.16748354632471485,0.5739733309817496,0.5452342356181059,0.02873909536364372,0.02248559589703389,0.03539445421086072,0.010679505043069613,0.34301597654830396,0.5494890705940857,0.20647309404578174
31,h0.90_f12_r3,0.9,12,3,True,02,1000,64000,23752,185,0.371125,0.33952890625,0.40176796875000004,793,0.9303518215883092,0.9141467223162418,0.9425138125383626,0.6644342096940119,0.6115645129125452,0.7163299694171702,0.5739952180299944,0.5448073290641922,0.029187888965802267,0.023603898542842505,0.034733535434146624,0.01005792442491859,0.36319724023728406,0.5502826005007313,0.18708536026344724,0.5732777157194828,0.5443426962167218,0.028935019502761006,0.02302264558418447,0.03547038950001259,0.010173467425615725,0.3567432148774165,0.5714602786447718,0.21471706376735528
32,h0.90_f12_r4,0.9,12,4,False,02,1000,64000,19861,184,0.310328125,0.2864453125,0.33402265625,772,0.9169155916343475,0.899581675292212,0.9319244103180748,0.6846595893409524,0.628634501508599,0.7314790968178745,0.572134368151473,0.5443962294223677,0.027738138729105355,0.02210830307283603,0.034004828081035804,0.008639544608812763,0.38315170432058776,0.5754454251471888,0.192293720826601,0.5717193904699995,0.5435313187263642,0.028188071743635357,0.021912346685632432,0.03509148419947451,0.009029399184479675,0.3549310172420391,0.5830838236581662,0.22815280641612712
33,h0.90_f16_r2,0.9,16,2,False,02,1000,64000,33330,186,0.52078125,0.481683984375,0.5605917968749999,736,0.9399225380224375,0.92174975552314,0.9515598844721745,0.5152283722551043,0.4561798501593971,0.5766337297491779,0.6219757371627593,0.5949322941728135,0.027043442989945876,0.017159558399085374,0.03696806533380799,0.011424499500316161,0.3019621895543199,0.46032048932795144,0.15835829977363153,0.6168916222025431,0.58930279068591,0.02758883151663316,0.016753655164307435,0.037348867059883564,0.011450970788228168,0.3063424013340169,0.5031746422442818,0.19683224091026486
34,h0.90_f16_r3,0.9,16,3,False,02,1000,64000,30679,186,0.479359375,0.4442890625,0.513988671875,799,0.9245644422896856,0.9047322456079219,0.9399779647471311,0.518859783100823,0.44298408363992475,0.579482639652154,0.6153414803284343,0.5870038231921112,0.02833765713632308,0.019859134380438914,0.036155280211894035,0.0111261518217518,0.3240555211962168,0.479546446056519,0.15549092486030225,0.6140540263136874,0.5850898571374161,0.028964169176271315,0.021150566421927114,0.03834445358219913,0.011418100260666968,0.3167615055007604,0.5116205215997719,0.19485901609901152
35,h0.90_f16_r4,0.9,16,4,False,02,1000,64000,27452,186,0.4289375,0.395876171875,0.461741796875,828,0.9108291042114087,0.8870079298789607,0.9286156886747796,0.5531757390767968,0.4811120457760043,0.6089560234702087,0.6139439223842879,0.5854793957707561,0.028464526613531715,0.021415134869009957,0.03576490976451799,0.010444237372607548,0.33600253762178695,0.4971134777964053,0.16111094017461836,0.6111099372921645,0.5819975211929052,0.029112416099259297,0.02120905743698733,0.03686728926748965,0.010816685100149204,0.3110072729459998,0.520944949446606,0.20993767650060619
36,h0.92_f08_r2,0.92,8,2,False,02,1000,64000,24788,186,0.3873125,0.358977734375,0.41641171875,803,0.9198318207148833,0.8996095520611135,0.9353726476343245,0.7398403728328873,0.6901351303262538,0.7813060907377782,0.609046383965483,0.5699372051306587,0.03910917883482434,0.032722671929740245,0.04513823997759561,0.013286502451370745,0.36809464905109057,0.5812924142347415,0.21319776518365097,0.6085942200697109,0.570177389182417,0.03841683088729386,0.031971801842654274,0.045281655659085575,0.013002776730615818,0.373739831182037,0.6090109537587073,0.23527112257667027
37,h0.92_f08_r3,0.92,8,3,False,02,1000,64000,17913,183,0.279890625,0.25885898437500005,0.300851171875,753,0.895150890743129,0.87219075994522,0.9134198684219086,0.7340553911440684,0.6823590850494997,0.7766178398877654,0.5964588727429633,0.5626965785846144,0.03376229415834886,0.026143834877499217,0.04137026025333014,0.010079894129627828,0.3581348739339233,0.587547793909103,0.22941291997517976,0.596148594889054,0.5612350772493503,0.03491351763970374,0.02740480876080419,0.04216005835732421,0.010324488559793565,0.36163214292516127,0.5958259602515327,0.2341938173263714
38,h0.92_f08_r4,0.92,8,4,False,02,1000,64000,12061,183,0.188453125,0.173966796875,0.20391054687499996,662,0.8535902867791914,0.8213615193243065,0.8748055753216829,0.6914767649314382,0.639130726777586,0.7355868368691683,0.578773780950486,0.5525769871347926,0.026196793815693398,0.0176252684011343,0.036527951425561034,0.006121732075003675,0.37398619268520317,0.5764113752741238,0.20242518258892062,0.5792268685301087,0.5516158960401217,0.027610972489987007,0.01847439195333658,0.03719379644951692,0.00660325449657663,0.35799813603575953,0.5901337246050647,0.23213558856930522
39,h0.92_f10_r2,0.92,10,2,False,02,1000,64000,30493,186,0.476453125,0.442265625,0.5106062499999999,831,0.9202651654977319,0.8983503189936259,0.9351660113747593,0.6987007928717578,0.6471387588803802,0.7508580179722129,0.6454858821474196,0.6082216679908602,0.03726421415655945,0.02954282507790709,0.04527365540106569,0.01404681258822476,0.36071076121149687,0.5513210244225759,0.19061026321107905,0.6457729877322368,0.6078526905917021,0.03792029714053469,0.02928683839699361,0.04664714420909047,0.014217996217907203,0.3551535081161728,0.5763336525200909,0.22118014440391814
40,h0.92_f10_r3,0.92,10,3,False,02,1000,64000,24070,186,0.37609375,0.34888359374999994,0.402831640625,823,0.8962980453689446,0.8717822416508179,0.9162745013897341,0.6921262712912407,0.6360059141499977,0.7382722780033831,0.6333951291664203,0.5968919899534197,0.036503139213000524,0.02957046018311433,0.04329059129977009,0.012403552903653081,0.34339246136169826,0.5581454350194573,0.21475297365775908,0.6316358491757215,0.5958134498418451,0.03582239933387632,0.028747592219773396,0.04359169214338113,0.012185535406195554,0.3527432411528272,0.5787235070490162,0.22598026589618903
41,h0.92_f10_r4,0.92,10,4,False,02,1000,64000,18038,186,0.28184375,0.260198828125,0.304776171875,788,0.872491594713491,0.8449297279808756,0.8944951853337693,0.7037124227460267,0.6572535065003997,0.7465939360370974,0.6163842124162607,0.5850200542262194,0.03136415819004135,0.02308124121219462,0.0393947257187162,0.009196653797679498,0.36440593023487333,0.5660336519224939,0.20162772168762055,0.6153108865947103,0.5826207537147365,0.0326901328799738,0.024948006212937857,0.039640318530772586,0.00967480896357742,0.35952861397973784,0.5852419406309041,0.22571332665116622
42,h0.92_f12_r2,0.92,12,2,False,02,1000,64000,34879,188,0.544984375,0.507512109375,0.578375390625,782,0.9167384033620213,0.8934351361113251,0.9342019588819819,0.6627101278158397,0.6080207190840459,0.711251880308136,0.6776745428360359,0.6424191332636904,0.03525540957234552,0.02530173563013034,0.04507043356658148,0.014297859445253344,0.35646509597972836,0.5289458500898783,0.1724807541101499,0.6791622572258771,0.6433682217129767,0.03579403551290039,0.025043404838068335,0.047090910573152074,0.014615946211284314,0.3191891892696798,0.5370185196234175,0.2178293303537377
43,h0.92_f12_r3,0.92,12,3,False,02,1000,64000,29295,188,0.457734375,0.426702734375,0.49010312500000003,850,0.8944402747029582,0.8654604896786008,0.9168771818670228,0.6605470500562121,0.6012660355854943,0.7121613721782071,0.671197559694662,0.634825361712467,0.03637219798219504,0.02783336813650391,0.04509646354008591,0.013753682775534064,0.34741883499217674,0.547783346291917,0.2003645112997403,0.667066177442465,0.6316857876918615,0.035380389750603536,0.027432148216662268,0.044982030726917845,0.013321318306460918,0.3354410593257964,0.5561524510820831,0.22071139175628673
44,h0.92_f12_r4,0.92,12,4,False,02,1000,64000,23350,186,0.36484375,0.33804648437499996,0.389248046875,841,0.8759437620949935,0.8462307146329248,0.900088840304278,0.6647282202993576,0.6164037542041927,0.7083226724174608,0.6542764547926904,0.6214102238011763,0.03286623099151409,0.02478855382541756,0.041897323948187556,0.011158728722865864,0.34310640530595704,0.5397766767545414,0.1966702714485844,0.6520405608296506,0.6184000156755435,0.03364054515410708,0.02552222900261927,0.04219964562789872,0.011393538718143331,0.3488947066899309,0.5641167725849353,0.21522206589500442
