definition_index,definition_key,adjacent_and_pairwise_threshold_strict,strict_run_length,old_anchor_threshold_inclusive,horizon_fissions,registered_baseline,candidate,states,branches,events,event_positive_matrices,prevalence,prevalence_ci95_lower,prevalence_ci95_upper,transition_region_states,branch_half_reliability,branch_half_reliability_ci95_lower,branch_half_reliability_ci95_upper,centered_branch_half_reliability,centered_branch_half_reliability_ci95_lower,centered_branch_half_reliability_ci95_upper,log_loss_baseline_A,log_loss_added_A,log_loss_gain_A,log_loss_gain_A_ci95_lower,log_loss_gain_A_ci95_upper,q_brier_gain_A,centered_spearman_baseline_A,centered_spearman_added_A,centered_spearman_gain_A,log_loss_baseline_B,log_loss_added_B,log_loss_gain_B,log_loss_gain_B_ci95_lower,log_loss_gain_B_ci95_upper,q_brier_gain_B,centered_spearman_baseline_B,centered_spearman_added_B,centered_spearman_gain_B
15,h0.90_r9_a0.80,0.9,9,0.8,32,False,03,1000,128000,1616,131,0.012625,0.00922734375,0.01674921875,30,0.6251144748172329,0.5473938839041751,0.7022191194729397,0.21949378955638907,0.13375925398570648,0.30521038347712093,0.07123313064111343,0.07097552100881756,0.0002576096322958743,6.948957325508128e-06,0.0005173583939303959,4.86022799626399e-06,0.04660924361012747,0.021413350199426237,-0.025195893410701234,0.06969698682508607,0.06951252160627465,0.00018446521881142208,-4.0060643846798365e-05,0.0004178233618334465,1.1089317729004716e-06,0.09623815092195252,0.06056376933840397,-0.035674381583548555
16,h0.90_r9_a0.85,0.9,9,0.85,32,False,03,1000,128000,1709,135,0.0133515625,0.0099279296875,0.017488085937499995,33,0.6343021214621691,0.5545089171133518,0.7107942908124714,0.24868829953266386,0.1504131965483816,0.33793235237353153,0.0734734980825627,0.07319402086695012,0.00027947721561258354,1.3903147932655889e-05,0.0005500116308854075,5.96743671572625e-06,0.05461338658740053,0.03569721081047825,-0.018916175776922284,0.07281715822877088,0.07259805786927533,0.00021910035949555817,-2.7166917359148016e-05,0.0004723652758795471,2.841271909112585e-06,0.08212896449211397,0.04826453095413109,-0.03386443353798289
17,h0.90_r9_a0.90,0.9,9,0.9,32,False,03,1000,128000,1784,136,0.0139375,0.010290429687500002,0.017891601562499998,34,0.632475937545566,0.5473384590109373,0.7114813195710916,0.23495556199333437,0.14142105982056924,0.3272382909993577,0.07532517281924446,0.07503602158499742,0.0002891512342470398,2.537816347482711e-05,0.0005612037783740905,6.915673284820824e-06,0.04987138552006767,0.029719848436483405,-0.02015153708358426,0.07529298990452114,0.07504819349375522,0.00024479641076592673,1.123077574837449e-05,0.0005165804484252674,4.137154142656516e-06,0.08585332826244324,0.04726068151772906,-0.03859264674471418
18,h0.92_r7_a0.80,0.92,7,0.8,32,False,03,1000,128000,3909,150,0.0305390625,0.023481250000000002,0.038016015624999996,99,0.7092897911125589,0.6355816949688987,0.7738714655172892,0.17487860898730614,0.08052591236564953,0.26623200631420046,0.13510212612554745,0.13440845138749263,0.0006936747380548169,0.00027914267295910675,0.0011117528413697245,2.9791098736600425e-05,0.1073482613446663,0.06931588829087637,-0.038032373053789925,0.13747467976946484,0.13678685805092286,0.000687821718541981,0.00024333973394897318,0.0010926201251334467,2.899603610588596e-05,0.07343425985980359,0.01982889472051749,-0.0536053651392861
19,h0.92_r7_a0.85,0.92,7,0.85,32,False,03,1000,128000,4183,153,0.0326796875,0.0253275390625,0.04034335937499999,107,0.716914562255939,0.6480435813519017,0.7764217182864038,0.158473391489422,0.06111233601575927,0.24990762483777473,0.1434107107788965,0.14262394331868775,0.0007867674602087538,0.00037250157114108453,0.001250386517955197,3.4617457852897764e-05,0.09768407866029144,0.06773006450611835,-0.029954014154173092,0.14502904169369948,0.1442582786155486,0.0007707630781508823,0.0003397350996535885,0.0011756669783140404,3.34489267107556e-05,0.07120113367910012,0.019396139672786507,-0.051804994006313616
20,h0.92_r7_a0.90,0.92,7,0.9,32,False,03,1000,128000,4439,154,0.0346796875,0.027067187500000003,0.042833984374999995,111,0.7246050555687921,0.6495234914740244,0.7809718008989502,0.13283708762535962,0.03984916006555202,0.21954723628270184,0.1517241747917834,0.15084330775881324,0.0008808670329701618,0.0004364396662880986,0.001355219850883678,3.983530576373486e-05,0.09126072109717268,0.06410056777145474,-0.02716015332571793,0.15159207805415403,0.15074776649626234,0.0008443115578916915,0.0004006076274756184,0.0012969291655553084,3.7295538551537256e-05,0.06348097221780634,0.020647892730679296,-0.04283307948712704
21,h0.92_r8_a0.80,0.92,8,0.8,32,False,03,1000,128000,2344,130,0.0183125,0.013547656250000002,0.023166015624999994,46,0.6623997772636266,0.5700066695797494,0.7356686218235227,0.13199114825804434,0.03769716912622851,0.21600606360377106,0.09200311791745909,0.09156131123434964,0.00044180668310944693,0.00013223459430495367,0.0007560924260519631,1.5483637935172082e-05,0.08093391915899961,0.05827980479814428,-0.022654114360855335,0.090860849352747,0.09050740750521406,0.0003534418475329426,8.76916588448691e-05,0.0006856825559843231,1.000077175164699e-05,0.0753435058497087,0.015005058309144656,-0.06033844754056404
22,h0.92_r8_a0.85,0.92,8,0.85,32,False,03,1000,128000,2516,131,0.01965625,0.01474453125,0.024909765624999997,52,0.6724241584923134,0.5911177107432947,0.7479472105183428,0.10246471652422287,0.01849527181664714,0.18198836827164402,0.09692938388089573,0.09643578714558487,0.0004935967353108528,0.00018005827875280898,0.0008550038759374154,1.8116111707224295e-05,0.07090334219583282,0.050783330494274546,-0.02012001170155827,0.09585597207663187,0.09543509919220464,0.0004208728844272286,0.00010888702915119868,0.0007309836335208166,1.3448169628119816e-05,0.07387620955157359,0.020191691296833437,-0.05368451825474015
23,h0.92_r8_a0.90,0.92,8,0.9,32,False,03,1000,128000,2653,134,0.0207265625,0.015514453125,0.02607734375,57,0.6817324768049638,0.6036846338763373,0.746890378840574,0.11504364468961716,0.03667303109529846,0.18976857721613033,0.10156829270922836,0.10100772652409762,0.0005605661851307425,0.0002726593089464675,0.0009679415455771838,2.1704994488727473e-05,0.06462221842200908,0.04555832327499362,-0.019063895147015453,0.09913642292189329,0.09865993326573952,0.0004764896561537668,0.00017901706676429172,0.0008173542506725632,1.641936085551186e-05,0.08602161036270302,0.038274566402945125,-0.047747043959757894
24,h0.92_r9_a0.80,0.92,9,0.8,32,False,03,1000,128000,1454,115,0.011359375,0.0082248046875,0.015647656249999996,20,0.6010479559861243,0.5035188856480571,0.6799961223277404,0.12665972184738383,0.032121580232721596,0.2094293175792615,0.06593533355729923,0.06569759780456144,0.00023773575273779157,-2.2137096346399112e-05,0.0004732415134612653,3.688526054325056e-06,0.06604520996091551,0.031134476198325114,-0.03491073376259039,0.06599269867352534,0.06579394998958911,0.0001987486839362257,-4.547665663722118e-05,0.0004458972712384476,1.2809559548133433e-06,0.1121912941523282,0.060795361338901885,-0.05139593281342632
25,h0.92_r9_a0.85,0.92,9,0.85,32,False,03,1000,128000,1566,116,0.012234375,0.00843828125,0.016220703124999996,26,0.6221910808207232,0.5329956228531842,0.6979326951370716,0.12659988511813833,0.03949380939071873,0.2106701781257123,0.06906367946308878,0.0687839998551582,0.0002796796079305719,-7.321299637852612e-06,0.0005229286154194518,5.8076620416049485e-06,0.05756097696057861,0.029559446666786747,-0.028001530293791863,0.06928240612272768,0.06902626586675117,0.0002561402559765058,8.856805596479946e-07,0.000507643557933403,4.0975073153093344e-06,0.11404555138616512,0.06649149094139606,-0.047554060444769064
26,h0.92_r9_a0.90,0.92,9,0.9,32,False,03,1000,128000,1650,119,0.012890625,0.009297656250000001,0.017334570312499995,29,0.6326377675761444,0.5356028876585417,0.7145151106391978,0.10545335863765368,0.00900618751341209,0.19355801951085871,0.07171759135649668,0.07139832034440524,0.00031927101209143494,5.009320114365591e-05,0.000582579953869777,7.977783082841784e-06,0.049039510317263,0.023142519915001658,-0.025896990402261344,0.07147073329002171,0.0711787716366967,0.00029196165332501245,4.794950400869164e-05,0.0005742713975538424,5.961936761809039e-06,0.11474262791465145,0.07268711823053578,-0.04205550968411567
