break_by_8,eta,median_gen_sweeps,rule,strict,in_band,wolfram_class
0.3125,0.01,128.0,36,0.0,False,2
1.0,0.01,6.0,37,0.0,False,2
0.75,0.01,11.0,38,0.0,False,2
0.625,0.01,128.0,40,0.0,False,1
1.0,0.01,7.0,41,0.0,False,4
0.75,0.01,8.0,42,0.0,False,2
0.625,0.01,8.0,43,0.25,True,2
1.0,0.01,128.0,44,0.3125,True,2
1.0,0.01,8.0,45,0.0,False,3
0.25,0.01,10.0,46,0.0625,True,2
1.0,0.01,5.0,50,0.75,False,2
1.0,0.01,5.0,51,0.0,False,2
1.0,0.01,6.0,54,0.0,False,4
0.625,0.01,6.0,56,0.125,True,2
0.875,0.01,5.0,57,0.75,False,2
0.875,0.01,6.0,58,0.875,False,2
1.0,0.01,8.0,60,0.0,False,3
0.875,0.01,6.0,62,0.0625,True,2
0.5625,0.01,128.0,72,0.0,False,2
1.0,0.01,13.0,73,0.0,False,2
0.625,0.01,13.0,74,0.0,False,2
1.0,0.01,128.0,76,0.0,False,2
0.125,0.01,128.0,77,0.0625,True,2
1.0,0.01,128.0,78,1.0,False,2
1.0,0.01,8.0,90,0.0,False,3
1.0,0.01,30.0,94,0.0625,True,2
0.5,0.01,128.0,104,0.0,False,2
1.0,0.01,8.0,105,0.0,False,3
1.0,0.01,8.0,106,0.0,False,4
1.0,0.01,68.0,108,0.0625,True,2
1.0,0.01,10.0,110,0.0,False,4
1.0,0.01,8.0,122,0.0,False,3
1.0,0.01,8.0,126,0.0,False,3
0.0,0.01,128.0,128,0.0,False,1
0.25,0.01,12.0,130,0.0,False,2
0.5625,0.01,128.0,132,0.0,False,2
1.0,0.01,11.0,134,0.0,False,2
0.3125,0.01,128.0,136,0.0,False,1
0.6875,0.01,11.0,138,0.0625,True,2
0.9375,0.01,128.0,140,0.0625,True,2
0.8125,0.01,10.0,142,0.6875,False,2
0.9375,0.01,8.0,146,0.0,False,3
1.0,0.01,8.0,150,0.0,False,3
0.875,0.01,12.0,152,0.75,False,2
0.9375,0.01,8.0,154,0.0,False,2
1.0,0.01,39.0,156,1.0,False,2
0.25,0.01,128.0,160,0.0,False,1
0.125,0.01,8.0,162,0.125,True,2
0.9375,0.01,128.0,164,0.4375,True,2
0.6875,0.01,128.0,168,0.0,False,1
0.75,0.01,8.0,170,0.0,False,2
1.0,0.01,128.0,172,0.9375,False,2
0.4375,0.01,5.0,178,0.0,False,2
0.5625,0.01,6.0,184,0.5,True,2
1.0,0.01,128.0,200,0.0,False,2
1.0,0.01,128.0,204,0.0,False,2
0.4375,0.01,128.0,232,0.375,True,2
0.0,0.02,128.0,0,0.0,False,1
1.0,0.02,6.0,1,0.0,False,2
0.375,0.02,12.0,2,0.0625,True,2
1.0,0.02,5.0,3,0.0,False,2
0.625,0.02,123.0,4,0.0,False,2
1.0,0.02,9.0,5,0.0,False,2
1.0,0.02,12.0,6,0.0625,True,2
1.0,0.02,5.0,7,0.25,True,2
0.125,0.02,102.0,8,0.0,False,1
1.0,0.02,7.0,9,0.0,False,2
0.625,0.02,11.0,10,0.0,False,2
0.875,0.02,7.0,11,0.4375,True,2
0.8125,0.02,128.0,12,0.0,False,2
0.8125,0.02,64.0,13,0.75,False,2
1.0,0.02,10.0,14,0.8125,False,2
1.0,0.02,8.0,15,0.0,False,2
1.0,0.02,7.0,18,0.0,False,3
1.0,0.02,5.0,19,0.125,True,2
1.0,0.02,8.0,22,0.0,False,3
0.875,0.02,5.0,23,0.0,False,2
0.5,0.02,12.0,24,0.0,False,2
1.0,0.02,6.0,25,0.0,False,2
1.0,0.02,7.0,26,0.0,False,2
1.0,0.02,5.0,27,0.0,False,2
1.0,0.02,26.0,28,1.0,False,2
1.0,0.02,11.0,29,0.0,False,2
1.0,0.02,8.0,30,0.0,False,3
0.0,0.02,100.0,32,0.0,False,1
1.0,0.02,6.0,33,0.0,False,2
0.5,0.02,8.0,34,0.0,False,2
0.875,0.02,6.0,35,0.125,True,2
0.4375,0.02,93.0,36,0.0,False,2
1.0,0.02,6.0,37,0.0,False,2
1.0,0.02,10.0,38,0.0,False,2
0.875,0.02,99.0,40,0.1875,True,1
1.0,0.02,7.0,41,0.0,False,4
0.9375,0.02,8.0,42,0.0,False,2
0.5625,0.02,7.0,43,0.25,True,2
0.9375,0.02,85.0,44,0.0625,True,2
1.0,0.02,8.0,45,0.0,False,3
0.5625,0.02,10.0,46,0.0,False,2
0.9375,0.02,5.0,50,0.75,False,2
1.0,0.02,5.0,51,0.0,False,2
1.0,0.02,6.0,54,0.0,False,4
0.8125,0.02,6.0,56,0.0625,True,2
0.9375,0.02,5.0,57,0.5,True,2
0.875,0.02,6.0,58,0.75,False,2
1.0,0.02,8.0,60,0.0,False,3
1.0,0.02,6.0,62,0.0,False,2
0.875,0.02,102.0,72,0.25,True,2
1.0,0.02,11.0,73,0.0,False,2
0.9375,0.02,13.0,74,0.0,False,2
1.0,0.02,128.0,76,0.0,False,2
0.1875,0.02,101.0,77,0.0,False,2
1.0,0.02,68.0,78,0.9375,False,2
1.0,0.02,8.0,90,0.0,False,3
1.0,0.02,23.0,94,0.0,False,2
0.875,0.02,97.0,104,0.4375,True,2
1.0,0.02,8.0,105,0.0,False,3
1.0,0.02,8.0,106,0.0,False,4
1.0,0.02,50.0,108,0.0625,True,2
1.0,0.02,10.0,110,0.0,False,4
1.0,0.02,8.0,122,0.0,False,3
1.0,0.02,8.0,126,0.0,False,3
0.0,0.02,102.5,128,0.0,False,1
0.5625,0.02,12.0,130,0.0,False,2
0.5625,0.02,123.0,132,0.0625,True,2
1.0,0.02,11.0,134,0.0,False,2
0.4375,0.02,102.0,136,0.0,False,1
0.875,0.02,11.0,138,0.0,False,2
1.0,0.02,128.0,140,0.25,True,2
0.8125,0.02,10.0,142,0.1875,True,2
1.0,0.02,8.0,146,0.0,False,3
1.0,0.02,8.0,150,0.0,False,3
0.875,0.02,12.0,152,0.75,False,2
1.0,0.02,8.0,154,0.0,False,2
1.0,0.02,29.0,156,1.0,False,2
0.5,0.02,99.0,160,0.25,True,1
0.75,0.02,7.0,162,0.0,False,2
1.0,0.02,89.0,164,0.5,True,2
0.75,0.02,97.0,168,0.3125,True,1
0.9375,0.02,9.0,170,0.0,False,2
1.0,0.02,83.0,172,0.5,True,2
0.375,0.02,5.0,178,0.0,False,2
0.75,0.02,6.0,184,0.375,True,2
1.0,0.02,108.0,200,0.5625,False,2
1.0,0.02,128.0,204,0.0,False,2
0.9375,0.02,102.0,232,0.25,True,2
0.0,0.04,128.0,0,0.0,False,1
1.0,0.04,6.0,1,0.0,False,2
0.6875,0.04,11.0,2,0.0,False,2
1.0,0.04,5.0,3,0.0,False,2
0.75,0.04,62.0,4,0.0,False,2
1.0,0.04,8.0,5,0.0,False,2
0.9375,0.04,12.0,6,0.0625,True,2
1.0,0.04,5.0,7,0.0625,True,2
0.125,0.04,51.0,8,0.0,False,1
1.0,0.04,7.0,9,0.0,False,2
0.875,0.04,11.0,10,0.0,False,2
1.0,0.04,7.0,11,0.0625,True,2
0.875,0.04,69.0,12,0.0,False,2
1.0,0.04,33.0,13,0.5,True,2
1.0,0.04,11.0,14,0.0625,True,2
1.0,0.04,8.5,15,0.0,False,2
1.0,0.04,7.0,18,0.0,False,3
1.0,0.04,5.0,19,0.0,False,2
1.0,0.04,8.0,22,0.0,False,3
0.9375,0.04,5.0,23,0.0,False,2
0.625,0.04,11.0,24,0.0,False,2
1.0,0.04,6.0,25,0.0,False,2
1.0,0.04,7.0,26,0.0,False,2
1.0,0.04,6.0,27,0.0,False,2
1.0,0.04,19.0,28,0.3125,True,2
1.0,0.04,11.0,29,0.0,False,2
1.0,0.04,8.0,30,0.0,False,3
0.0,0.04,49.0,32,0.0,False,1
1.0,0.04,6.0,33,0.0625,True,2
0.875,0.04,8.0,34,0.0,False,2
1.0,0.04,6.0,35,0.0,False,2
0.3125,0.04,47.0,36,0.0,False,2
1.0,0.04,6.0,37,0.0,False,2
1.0,0.04,10.0,38,0.0,False,2
0.75,0.04,50.0,40,0.625,False,1
1.0,0.04,7.0,41,0.0,False,4
1.0,0.04,8.0,42,0.0,False,2
0.8125,0.04,7.0,43,0.0,False,2
1.0,0.04,44.0,44,0.0,False,2
1.0,0.04,8.0,45,0.0,False,3
0.75,0.04,10.0,46,0.0,False,2
1.0,0.04,5.0,50,0.625,False,2
1.0,0.04,5.0,51,0.0,False,2
1.0,0.04,6.0,54,0.0,False,4
1.0,0.04,7.0,56,0.0,False,2
0.9375,0.04,6.0,57,0.0625,True,2
0.9375,0.04,6.0,58,0.0625,True,2
1.0,0.04,8.0,60,0.0,False,3
1.0,0.04,7.0,62,0.0,False,2
1.0,0.04,53.0,72,0.3125,True,2
1.0,0.04,10.0,73,0.0,False,2
1.0,0.04,12.0,74,0.0,False,2
1.0,0.04,81.0,76,0.0,False,2
0.375,0.04,52.0,77,0.0,False,2
1.0,0.04,36.0,78,0.5,True,2
1.0,0.04,8.0,90,0.0,False,3
1.0,0.04,17.0,94,0.0,False,2
1.0,0.04,49.0,104,0.9375,False,2
1.0,0.04,9.0,105,0.0,False,3
1.0,0.04,8.0,106,0.0,False,4
1.0,0.04,34.0,108,0.0,False,2
1.0,0.04,10.0,110,0.0,False,4
1.0,0.04,8.0,122,0.0,False,3
1.0,0.04,8.0,126,0.0,False,3
0.0,0.04,51.0,128,0.0,False,1
0.6875,0.04,11.0,130,0.0,False,2
0.625,0.04,62.0,132,0.0,False,2
1.0,0.04,12.0,134,0.0,False,2
0.4375,0.04,51.0,136,0.0625,True,1
1.0,0.04,11.0,138,0.0,False,2
0.9375,0.04,69.0,140,0.0625,True,2
1.0,0.04,11.0,142,0.0,False,2
1.0,0.04,7.0,146,0.0,False,3
1.0,0.04,9.0,150,0.0,False,3
1.0,0.04,11.0,152,0.5,True,2
1.0,0.04,8.0,154,0.0,False,2
1.0,0.04,21.0,156,0.6875,False,2
0.5,0.04,50.0,160,0.5,True,1
0.9375,0.04,7.0,162,0.0,False,2
1.0,0.04,45.0,164,0.5,True,2
1.0,0.04,49.0,168,0.9375,False,1
1.0,0.04,8.0,170,0.0,False,2
1.0,0.04,42.0,172,0.5,True,2
0.375,0.04,5.0,178,0.0,False,2
0.875,0.04,6.0,184,0.0,False,2
1.0,0.04,56.0,200,0.8125,False,2
1.0,0.04,100.0,204,0.0,False,2
0.9375,0.04,52.0,232,0.125,True,2
