break_by_8,eta,median_gen_sweeps,rule,strict,in_band,wolfram_class
0.0,0.0025,128.0,0,0.0,False,1
0.9375,0.0025,5.0,1,0.0625,True,2
0.0,0.0025,13.0,2,0.0,False,2
1.0,0.0025,5.0,3,0.0,False,2
0.5625,0.0025,128.0,4,0.0,False,2
0.9375,0.0025,8.0,5,0.25,True,2
0.75,0.0025,11.0,6,0.0625,True,2
1.0,0.0025,5.0,7,0.3125,True,2
0.0,0.0025,128.0,8,0.0,False,1
1.0,0.0025,7.0,9,0.5625,False,2
0.0,0.0025,11.0,10,0.0,False,2
0.875,0.0025,7.0,11,0.5,True,2
0.6875,0.0025,128.0,12,0.0,False,2
0.75,0.0025,128.0,13,0.75,False,2
1.0,0.0025,9.0,14,1.0,False,2
0.8125,0.0025,8.0,15,0.0,False,2
1.0,0.0025,8.0,18,0.0,False,3
1.0,0.0025,5.0,19,0.0625,True,2
1.0,0.0025,8.0,22,0.0,False,3
0.5625,0.0025,5.0,23,0.0,False,2
0.0,0.0025,12.0,24,0.0,False,2
0.875,0.0025,6.0,25,0.4375,True,2
1.0,0.0025,7.0,26,0.0625,True,2
1.0,0.0025,5.0,27,0.125,True,2
1.0,0.0025,55.0,28,1.0,False,2
0.9375,0.0025,11.0,29,0.0,False,2
1.0,0.0025,8.0,30,0.0,False,3
0.0,0.0025,128.0,32,0.0,False,1
0.875,0.0025,6.0,33,0.5625,False,2
0.0625,0.0025,8.0,34,0.0,False,2
0.5625,0.0025,6.0,35,0.5625,False,2
0.3125,0.0025,128.0,36,0.0,False,2
0.9375,0.0025,6.0,37,0.3125,True,2
0.5,0.0025,10.0,38,0.0,False,2
0.25,0.0025,128.0,40,0.0,False,1
1.0,0.0025,7.0,41,0.0,False,4
0.0625,0.0025,8.0,42,0.0,False,2
0.5625,0.0025,8.0,43,0.5,True,2
1.0,0.0025,128.0,44,0.5625,False,2
1.0,0.0025,8.0,45,0.0,False,3
0.125,0.0025,10.0,46,0.0625,True,2
1.0,0.0025,5.0,50,0.75,False,2
1.0,0.0025,4.0,51,0.0625,True,2
1.0,0.0025,6.0,54,0.0,False,4
0.5625,0.0025,6.0,56,0.5,True,2
0.9375,0.0025,5.0,57,0.875,False,2
0.75,0.0025,6.0,58,0.75,False,2
1.0,0.0025,8.0,60,0.0,False,3
1.0,0.0025,6.0,62,0.75,False,2
0.75,0.0025,128.0,72,0.0,False,2
0.9375,0.0025,14.0,73,0.0625,True,2
0.5,0.0025,13.0,74,0.0625,True,2
0.875,0.0025,128.0,76,0.0,False,2
0.125,0.0025,128.0,77,0.0,False,2
1.0,0.0025,128.0,78,1.0,False,2
1.0,0.0025,9.0,90,0.0,False,3
0.9375,0.0025,36.5,94,0.5625,False,2
0.1875,0.0025,128.0,104,0.0,False,2
1.0,0.0025,8.0,105,0.0,False,3
1.0,0.0025,9.0,106,0.0,False,4
1.0,0.0025,91.0,108,0.3125,True,2
1.0,0.0025,10.0,110,0.0,False,4
1.0,0.0025,8.0,122,0.0,False,3
1.0,0.0025,8.0,126,0.0,False,3
0.0,0.0025,128.0,128,0.0,False,1
0.0625,0.0025,12.0,130,0.0,False,2
0.8125,0.0025,128.0,132,0.0,False,2
0.9375,0.0025,11.0,134,0.0,False,2
0.25,0.0025,128.0,136,0.0,False,1
0.0625,0.0025,11.0,138,0.0625,True,2
1.0,0.0025,128.0,140,0.125,True,2
1.0,0.0025,9.0,142,0.75,False,2
1.0,0.0025,8.0,146,0.0,False,3
1.0,0.0025,9.0,150,0.0,False,3
0.75,0.0025,12.0,152,0.75,False,2
0.9375,0.0025,9.0,154,0.0625,True,2
1.0,0.0025,58.0,156,1.0,False,2
0.125,0.0025,128.0,160,0.0,False,1
0.0625,0.0025,7.0,162,0.0,False,2
1.0,0.0025,128.0,164,0.5,True,2
0.25,0.0025,128.0,168,0.0,False,1
0.0,0.0025,9.0,170,0.0,False,2
1.0,0.0025,128.0,172,1.0,False,2
0.6875,0.0025,5.0,178,0.0,False,2
0.75,0.0025,5.0,184,0.75,False,2
0.5625,0.0025,128.0,200,0.25,True,2
1.0,0.0025,128.0,204,0.0,False,2
0.3125,0.0025,128.0,232,0.3125,True,2
0.0,0.005,128.0,0,0.0,False,1
0.9375,0.005,5.0,1,0.0,False,2
0.0625,0.005,12.0,2,0.0,False,2
1.0,0.005,5.0,3,0.0,False,2
0.6875,0.005,128.0,4,0.0,False,2
0.9375,0.005,8.0,5,0.125,True,2
0.875,0.005,12.0,6,0.0,False,2
1.0,0.005,5.0,7,0.3125,True,2
0.0625,0.005,128.0,8,0.0,False,1
1.0,0.005,7.0,9,0.3125,True,2
0.0625,0.005,11.0,10,0.0,False,2
0.875,0.005,7.0,11,0.625,False,2
0.6875,0.005,128.0,12,0.0,False,2
0.875,0.005,128.0,13,0.875,False,2
1.0,0.005,9.0,14,1.0,False,2
0.8125,0.005,8.0,15,0.0625,True,2
0.875,0.005,8.0,18,0.0,False,3
1.0,0.005,5.0,19,0.0,False,2
1.0,0.005,8.0,22,0.0,False,3
0.75,0.005,5.0,23,0.0,False,2
0.125,0.005,12.0,24,0.0,False,2
0.875,0.005,6.0,25,0.1875,True,2
1.0,0.005,7.0,26,0.0,False,2
0.9375,0.005,5.0,27,0.0625,True,2
1.0,0.005,48.0,28,1.0,False,2
0.9375,0.005,11.0,29,0.0,False,2
1.0,0.005,8.0,30,0.0,False,3
0.0,0.005,128.0,32,0.0,False,1
0.875,0.005,6.0,33,0.3125,True,2
0.0,0.005,8.0,34,0.0,False,2
0.5625,0.005,6.0,35,0.4375,True,2
0.1875,0.005,128.0,36,0.0,False,2
0.75,0.005,6.0,37,0.0,False,2
0.4375,0.005,11.0,38,0.0,False,2
0.3125,0.005,128.0,40,0.0,False,1
1.0,0.005,7.0,41,0.0,False,4
0.0625,0.005,8.0,42,0.0,False,2
0.625,0.005,8.0,43,0.375,True,2
1.0,0.005,128.0,44,0.375,True,2
1.0,0.005,8.0,45,0.0,False,3
0.125,0.005,10.0,46,0.0625,True,2
1.0,0.005,5.0,50,0.8125,False,2
1.0,0.005,5.0,51,0.0,False,2
1.0,0.005,6.0,54,0.0,False,4
0.5625,0.005,6.0,56,0.4375,True,2
1.0,0.005,5.0,57,0.75,False,2
0.8125,0.005,6.0,58,0.8125,False,2
1.0,0.005,8.0,60,0.0,False,3
0.8125,0.005,6.0,62,0.25,True,2
0.75,0.005,128.0,72,0.0,False,2
1.0,0.005,13.0,73,0.0,False,2
0.5,0.005,13.0,74,0.0,False,2
0.875,0.005,128.0,76,0.0,False,2
0.25,0.005,128.0,77,0.0,False,2
1.0,0.005,128.0,78,1.0,False,2
1.0,0.005,8.0,90,0.0,False,3
0.875,0.005,36.0,94,0.125,True,2
0.4375,0.005,128.0,104,0.0,False,2
1.0,0.005,9.0,105,0.0,False,3
1.0,0.005,9.0,106,0.0,False,4
1.0,0.005,81.0,108,0.1875,True,2
1.0,0.005,10.0,110,0.0,False,4
1.0,0.005,8.0,122,0.0,False,3
1.0,0.005,8.0,126,0.0,False,3
0.0,0.005,128.0,128,0.0,False,1
0.1875,0.005,12.0,130,0.0,False,2
0.75,0.005,128.0,132,0.0,False,2
1.0,0.005,11.0,134,0.0,False,2
0.25,0.005,128.0,136,0.0,False,1
0.1875,0.005,11.0,138,0.0625,True,2
0.875,0.005,128.0,140,0.1875,True,2
0.9375,0.005,9.0,142,0.75,False,2
1.0,0.005,8.0,146,0.0,False,3
1.0,0.005,8.0,150,0.0,False,3
0.875,0.005,12.0,152,0.8125,False,2
0.9375,0.005,8.0,154,0.0,False,2
1.0,0.005,50.0,156,1.0,False,2
0.1875,0.005,128.0,160,0.0,False,1
0.0,0.005,7.0,162,0.0625,True,2
0.9375,0.005,128.0,164,0.4375,True,2
0.25,0.005,128.0,168,0.0,False,1
0.125,0.005,8.0,170,0.125,True,2
1.0,0.005,128.0,172,1.0,False,2
0.5625,0.005,5.0,178,0.0,False,2
0.6875,0.005,5.0,184,0.625,False,2
0.875,0.005,128.0,200,0.0625,True,2
1.0,0.005,128.0,204,0.0,False,2
0.25,0.005,128.0,232,0.25,True,2
0.0,0.01,128.0,0,0.0,False,1
0.875,0.01,6.0,1,0.1875,True,2
0.1875,0.01,12.0,2,0.0625,True,2
1.0,0.01,5.0,3,0.0,False,2
0.75,0.01,128.0,4,0.0,False,2
1.0,0.01,8.0,5,0.0,False,2
1.0,0.01,12.0,6,0.0,False,2
1.0,0.01,5.0,7,0.375,True,2
0.125,0.01,128.0,8,0.0,False,1
0.9375,0.01,7.0,9,0.0,False,2
0.4375,0.01,11.0,10,0.0,False,2
0.875,0.01,7.0,11,0.5625,False,2
0.875,0.01,128.0,12,0.0,False,2
0.8125,0.01,128.0,13,0.8125,False,2
1.0,0.01,10.0,14,1.0,False,2
0.9375,0.01,8.0,15,0.0,False,2
1.0,0.01,8.0,18,0.0625,True,3
1.0,0.01,5.0,19,0.3125,True,2
1.0,0.01,8.0,22,0.0,False,3
0.8125,0.01,5.0,23,0.0,False,2
0.4375,0.01,12.0,24,0.0,False,2
0.9375,0.01,6.0,25,0.0,False,2
1.0,0.01,7.0,26,0.0,False,2
1.0,0.01,5.0,27,0.0,False,2
1.0,0.01,36.0,28,1.0,False,2
1.0,0.01,11.0,29,0.0,False,2
1.0,0.01,8.0,30,0.0,False,3
0.0,0.01,128.0,32,0.0,False,1
1.0,0.01,6.0,33,0.0625,True,2
0.125,0.01,9.0,34,0.0,False,2
0.6875,0.01,6.0,35,0.375,True,2
