matrix_id,outcome,term,order,effect
5,damage_exponent,exposure:overshoot,two_way,0.011632921094479528
5,damage_exponent,exposure:fission,two_way,-0.038017412102254594
5,damage_exponent,exposure:daughter,two_way,0.011668162944953934
5,damage_exponent,overshoot:fission,two_way,0.010422671998856544
5,damage_exponent,overshoot:daughter,two_way,-0.025747006341199658
5,damage_exponent,fission:daughter,two_way,0.0004171636322834755
6,f12_rate,exposure,main,-0.005456349206349298
6,f12_rate,overshoot,main,-0.003472222222222099
6,f12_rate,fission,main,-0.003472222222222321
6,f12_rate,daughter,main,0.0004960317460319663
6,f12_rate,exposure:overshoot,two_way,0.012896825396825129
6,f12_rate,exposure:fission,two_way,0.04067460317460325
6,f12_rate,exposure:daughter,two_way,-0.0267857142857143
6,f12_rate,overshoot:fission,two_way,-0.0029761904761906877
6,f12_rate,overshoot:daughter,two_way,0.024801587301587547
6,f12_rate,fission:daughter,two_way,-0.006944444444444309
6,strict8_rate,exposure,main,0.0
6,strict8_rate,overshoot,main,0.000992063492063492
6,strict8_rate,fission,main,0.0
6,strict8_rate,daughter,main,0.0
6,strict8_rate,exposure:overshoot,two_way,0.0
6,strict8_rate,exposure:fission,two_way,0.001984126984126984
6,strict8_rate,exposure:daughter,two_way,0.001984126984126984
6,strict8_rate,overshoot:fission,two_way,0.0
6,strict8_rate,overshoot:daughter,two_way,0.0
6,strict8_rate,fission:daughter,two_way,0.001984126984126984
6,terminal_cross_similarity,exposure,main,0.010153590906204213
6,terminal_cross_similarity,overshoot,main,0.003911033604883485
6,terminal_cross_similarity,fission,main,-0.01047653758039746
6,terminal_cross_similarity,daughter,main,0.008370776081348008
6,terminal_cross_similarity,exposure:overshoot,two_way,-0.021390507437029582
6,terminal_cross_similarity,exposure:fission,two_way,-0.004138860180910697
6,terminal_cross_similarity,exposure:daughter,two_way,0.013681288135283132
6,terminal_cross_similarity,overshoot:fission,two_way,-0.018286540249741523
6,terminal_cross_similarity,overshoot:daughter,two_way,0.01134242755924797
6,terminal_cross_similarity,fission:daughter,two_way,0.010577566178543107
6,damage_exponent,exposure,main,0.03396479251057913
6,damage_exponent,overshoot,main,-0.01996352587299216
6,damage_exponent,fission,main,-0.01375200626474301
6,damage_exponent,daughter,main,-0.027067782957601594
6,damage_exponent,exposure:overshoot,two_way,0.0018125367042514315
6,damage_exponent,exposure:fission,two_way,0.011808328153468516
6,damage_exponent,exposure:daughter,two_way,-0.021769583629585598
6,damage_exponent,overshoot:fission,two_way,-0.04079471995265478
6,damage_exponent,overshoot:daughter,two_way,-0.01696825294077696
6,damage_exponent,fission:daughter,two_way,0.008661785048995322
7,f12_rate,exposure,main,-0.012400793650793607
7,f12_rate,overshoot,main,0.035218253968253954
7,f12_rate,fission,main,0.0014880952380950108
7,f12_rate,daughter,main,0.00942460317460303
7,f12_rate,exposure:overshoot,two_way,-0.03472222222222199
7,f12_rate,exposure:fission,two_way,-0.018849206349206504
7,f12_rate,exposure:daughter,two_way,-0.010912698412698263
7,f12_rate,overshoot:fission,two_way,-0.006944444444444198
7,f12_rate,overshoot:daughter,two_way,0.0009920634920637106
7,f12_rate,fission:daughter,two_way,0.012896825396825129
7,strict8_rate,exposure,main,0.000496031746031746
7,strict8_rate,overshoot,main,-0.000496031746031746
7,strict8_rate,fission,main,0.000496031746031746
7,strict8_rate,daughter,main,-0.000496031746031746
7,strict8_rate,exposure:overshoot,two_way,-0.000992063492063492
7,strict8_rate,exposure:fission,two_way,0.000992063492063492
7,strict8_rate,exposure:daughter,two_way,-0.000992063492063492
7,strict8_rate,overshoot:fission,two_way,-0.000992063492063492
7,strict8_rate,overshoot:daughter,two_way,0.000992063492063492
7,strict8_rate,fission:daughter,two_way,-0.000992063492063492
7,terminal_cross_similarity,exposure,main,-0.00021272958056495206
7,terminal_cross_similarity,overshoot,main,-0.0010434501190988987
7,terminal_cross_similarity,fission,main,0.003745615093475929
7,terminal_cross_similarity,daughter,main,0.003007021542658972
7,terminal_cross_similarity,exposure:overshoot,two_way,-0.008262759093299321
7,terminal_cross_similarity,exposure:fission,two_way,-0.01096748444891793
7,terminal_cross_similarity,exposure:daughter,two_way,0.0314642376219878
7,terminal_cross_similarity,overshoot:fission,two_way,0.008305289294078144
7,terminal_cross_similarity,overshoot:daughter,two_way,-1.687090682800374e-05
7,terminal_cross_similarity,fission:daughter,two_way,0.001387333009427838
7,damage_exponent,exposure,main,-0.0007847751119351466
7,damage_exponent,overshoot,main,-0.025727685435586387
7,damage_exponent,fission,main,-0.02015836248617797
7,damage_exponent,daughter,main,-0.0004277084399724289
7,damage_exponent,exposure:overshoot,two_way,0.03680401941251365
7,damage_exponent,exposure:fission,two_way,-0.006683199627635382
7,damage_exponent,exposure:daughter,two_way,-0.06007339173950077
7,damage_exponent,overshoot:fission,two_way,-0.040594159060024795
7,damage_exponent,overshoot:daughter,two_way,-0.053030872684238214
7,damage_exponent,fission:daughter,two_way,-3.0305103531906574e-05
8,f12_rate,exposure,main,0.010416666666666852
8,f12_rate,overshoot,main,-0.0014880952380952328
8,f12_rate,fission,main,-0.012400793650793718
8,f12_rate,daughter,main,0.005456349206349298
8,f12_rate,exposure:overshoot,two_way,-0.014880952380952883
8,f12_rate,exposure:fission,two_way,-0.0287698412698415
8,f12_rate,exposure:daughter,two_way,0.010912698412698263
8,f12_rate,overshoot:fission,two_way,-0.0009920634920637106
8,f12_rate,overshoot:daughter,two_way,-0.004960317460317554
8,f12_rate,fission:daughter,two_way,0.0009920634920631555
8,strict8_rate,exposure,main,0.0009920634920634885
8,strict8_rate,overshoot,main,0.0009920634920634885
8,strict8_rate,fission,main,-0.014880952380952397
8,strict8_rate,daughter,main,0.008928571428571438
8,strict8_rate,exposure:overshoot,two_way,-0.0158730158730159
8,strict8_rate,exposure:fission,two_way,-0.019841269841269826
8,strict8_rate,exposure:daughter,two_way,0.007936507936507915
8,strict8_rate,overshoot:fission,two_way,-1.3877787807814457e-17
8,strict8_rate,overshoot:daughter,two_way,-0.007936507936507936
8,strict8_rate,fission:daughter,two_way,0.015873015873015886
8,terminal_cross_similarity,exposure,main,0.0014739957681186855
8,terminal_cross_similarity,overshoot,main,-0.0020706912658130516
8,terminal_cross_similarity,fission,main,0.008500388686877303
8,terminal_cross_similarity,daughter,main,-0.011271233899182387
8,terminal_cross_similarity,exposure:overshoot,two_way,-0.03634630436868014
8,terminal_cross_similarity,exposure:fission,two_way,0.01997983920462576
8,terminal_cross_similarity,exposure:daughter,two_way,-0.008601022782931955
8,terminal_cross_similarity,overshoot:fission,two_way,-0.03743622378211864
8,terminal_cross_similarity,overshoot:daughter,two_way,-0.01276055119218189
8,terminal_cross_similarity,fission:daughter,two_way,0.02977333655029557
8,damage_exponent,exposure,main,-0.0033575814519454517
8,damage_exponent,overshoot,main,-0.05680076692148023
8,damage_exponent,fission,main,-0.009223927146411456
8,damage_exponent,daughter,main,0.006242388589141359
8,damage_exponent,exposure:overshoot,two_way,0.001405233553322477
8,damage_exponent,exposure:fission,two_way,-0.014783158939930477
8,damage_exponent,exposure:daughter,two_way,0.02301036620545866
8,damage_exponent,overshoot:fission,two_way,0.022435017686802897
8,damage_exponent,overshoot:daughter,two_way,-0.0031457354253645806
8,damage_exponent,fission:daughter,two_way,-0.001335696120458165
9,f12_rate,exposure,main,0.01140873015873023
9,f12_rate,overshoot,main,0.03323412698412698
9,f12_rate,fission,main,0.014384920634920584
9,f12_rate,daughter,main,-0.008432539682539653
9,f12_rate,exposure:overshoot,two_way,-0.04861111111111105
