substrate,rule,donor_id,arm,depths,final_leaves,final_success_count,final_success_rate
life,18470,life-18470-6-6,shuffled_half,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.375, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 5}]",5,1,0.2
life,84020,life-84020-5-5,intact,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 3}]",3,0,0.0
life,84020,life-84020-5-5,complementary_half,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 6, ""sibling_concordance"": 1.0, ""survivors"": 3}]",3,0,0.0
life,84020,life-84020-5-5,shuffled_half,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 1}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}]",2,0,0.0
life,84020,life-84020-6-6,intact,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}]",8,7,0.875
life,84020,life-84020-6-6,complementary_half,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.375, ""nodes"": 8, ""sibling_concordance"": 0.25, ""survivors"": 6}]",6,0,0.0
life,84020,life-84020-6-6,shuffled_half,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 0.0, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 6, ""sibling_concordance"": 1.0, ""survivors"": 3}]",3,0,0.0
life,117208,life-117208-7-79,intact,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}]",8,3,0.375
life,117208,life-117208-7-79,complementary_half,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 7}]",7,0,0.0
life,117208,life-117208-7-79,shuffled_half,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 6}]",6,0,0.0
life,117208,life-117208-5-125,intact,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 2}]",2,0,0.0
life,117208,life-117208-5-125,complementary_half,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 1}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}]",2,0,0.0
life,117208,life-117208-5-125,shuffled_half,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 0}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}]",0,0,0.0
life,119272,life-119272-6-382,intact,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 0.0, ""survivors"": 2}]",2,0,0.0
life,119272,life-119272-6-382,complementary_half,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.5, ""nodes"": 6, ""sibling_concordance"": 0.6666666666666666, ""survivors"": 3}]",3,1,0.3333333333333333
life,119272,life-119272-6-382,shuffled_half,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.8333333333333334, ""nodes"": 6, ""sibling_concordance"": 0.6666666666666666, ""survivors"": 5}]",5,1,0.2
life,119272,life-119272-2-450,intact,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 3}, {""depth"": 3, ""identity_rate"": 0.3333333333333333, ""nodes"": 6, ""sibling_concordance"": 0.3333333333333333, ""survivors"": 2}]",2,0,0.0
life,119272,life-119272-2-450,complementary_half,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}]",4,0,0.0
life,119272,life-119272-2-450,shuffled_half,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 3}]",3,0,0.0
life,125408,life-125408-3-91,intact,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 0}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}]",0,0,0.0
life,125408,life-125408-3-91,complementary_half,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 1}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}]",2,0,0.0
life,125408,life-125408-3-91,shuffled_half,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 0.0, ""survivors"": 2}]",2,0,0.0
life,125408,life-125408-6-422,intact,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 1}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 1}]",1,0,0.0
life,125408,life-125408-6-422,complementary_half,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 0}, {""depth"": 2, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}, {""depth"": 3, ""identity_rate"": 0.0, ""nodes"": 0, ""sibling_concordance"": 0.0, ""survivors"": 0}]",0,0,0.0
life,125408,life-125408-6-422,shuffled_half,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 3, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 0.0, ""survivors"": 2}]",2,0,0.0
