pair_id,feature_kind,condition,generation,balanced_accuracy,opposite_rescue_branch
renewal-v2-0-74584e6fc3b5578e,carrier,intact,16,0.6953125,False
renewal-v2-0-74584e6fc3b5578e,carrier,no_rewrite,16,1.0,False
renewal-v2-0-74584e6fc3b5578e,carrier,read_disabled,16,0.0,False
renewal-v2-0-74584e6fc3b5578e,carrier,rescue_opposite_enter_g4,16,0.6953125,True
renewal-v2-0-74584e6fc3b5578e,carrier,rescue_same_enter_g4,16,0.6953125,False
renewal-v2-0-74584e6fc3b5578e,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-0-74584e6fc3b5578e,phenotype,intact,16,0.6796875,False
renewal-v2-0-74584e6fc3b5578e,phenotype,no_rewrite,16,0.25,False
renewal-v2-0-74584e6fc3b5578e,phenotype,read_disabled,16,0.0,False
renewal-v2-0-74584e6fc3b5578e,phenotype,rescue_opposite_enter_g4,16,0.6796875,True
renewal-v2-0-74584e6fc3b5578e,phenotype,rescue_same_enter_g4,16,0.6796875,False
renewal-v2-1-0517b8cdad387d95,carrier,ablate_after_g2,16,0.0,False
renewal-v2-1-0517b8cdad387d95,carrier,intact,16,0.578125,False
renewal-v2-1-0517b8cdad387d95,carrier,no_rewrite,16,1.0,False
renewal-v2-1-0517b8cdad387d95,carrier,read_disabled,16,0.0,False
renewal-v2-1-0517b8cdad387d95,carrier,rescue_opposite_enter_g4,16,0.578125,True
renewal-v2-1-0517b8cdad387d95,carrier,rescue_same_enter_g4,16,0.578125,False
renewal-v2-1-0517b8cdad387d95,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-1-0517b8cdad387d95,phenotype,intact,16,0.55859375,False
renewal-v2-1-0517b8cdad387d95,phenotype,no_rewrite,16,0.37109375,False
renewal-v2-1-0517b8cdad387d95,phenotype,read_disabled,16,0.0,False
renewal-v2-1-0517b8cdad387d95,phenotype,rescue_opposite_enter_g4,16,0.55859375,True
renewal-v2-1-0517b8cdad387d95,phenotype,rescue_same_enter_g4,16,0.55859375,False
renewal-v2-1-43596e09e79e543f,carrier,ablate_after_g2,16,0.0,False
renewal-v2-1-43596e09e79e543f,carrier,intact,16,0.6015625,False
renewal-v2-1-43596e09e79e543f,carrier,no_rewrite,16,1.0,False
renewal-v2-1-43596e09e79e543f,carrier,read_disabled,16,0.0,False
renewal-v2-1-43596e09e79e543f,carrier,rescue_opposite_enter_g4,16,0.6015625,True
renewal-v2-1-43596e09e79e543f,carrier,rescue_same_enter_g4,16,0.6015625,False
renewal-v2-1-43596e09e79e543f,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-1-43596e09e79e543f,phenotype,intact,16,0.5703125,False
renewal-v2-1-43596e09e79e543f,phenotype,no_rewrite,16,0.37890625,False
renewal-v2-1-43596e09e79e543f,phenotype,read_disabled,16,0.0,False
renewal-v2-1-43596e09e79e543f,phenotype,rescue_opposite_enter_g4,16,0.5703125,True
renewal-v2-1-43596e09e79e543f,phenotype,rescue_same_enter_g4,16,0.5703125,False
renewal-v2-0-03c64739908deda0,carrier,ablate_after_g2,16,0.0,False
renewal-v2-0-03c64739908deda0,carrier,intact,16,0.59765625,False
renewal-v2-0-03c64739908deda0,carrier,no_rewrite,16,1.0,False
renewal-v2-0-03c64739908deda0,carrier,read_disabled,16,0.0,False
renewal-v2-0-03c64739908deda0,carrier,rescue_opposite_enter_g4,16,0.59765625,True
renewal-v2-0-03c64739908deda0,carrier,rescue_same_enter_g4,16,0.59765625,False
renewal-v2-0-03c64739908deda0,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-0-03c64739908deda0,phenotype,intact,16,0.59375,False
renewal-v2-0-03c64739908deda0,phenotype,no_rewrite,16,0.50390625,False
renewal-v2-0-03c64739908deda0,phenotype,read_disabled,16,0.0,False
renewal-v2-0-03c64739908deda0,phenotype,rescue_opposite_enter_g4,16,0.59375,True
renewal-v2-0-03c64739908deda0,phenotype,rescue_same_enter_g4,16,0.59375,False
renewal-v2-3-680e53e13562a4d4,carrier,ablate_after_g2,16,0.0,False
renewal-v2-3-680e53e13562a4d4,carrier,intact,16,0.4765625,False
renewal-v2-3-680e53e13562a4d4,carrier,no_rewrite,16,1.0,False
renewal-v2-3-680e53e13562a4d4,carrier,read_disabled,16,0.0,False
renewal-v2-3-680e53e13562a4d4,carrier,rescue_opposite_enter_g4,16,0.4765625,True
renewal-v2-3-680e53e13562a4d4,carrier,rescue_same_enter_g4,16,0.4765625,False
renewal-v2-3-680e53e13562a4d4,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-3-680e53e13562a4d4,phenotype,intact,16,0.40625,False
renewal-v2-3-680e53e13562a4d4,phenotype,no_rewrite,16,0.375,False
renewal-v2-3-680e53e13562a4d4,phenotype,read_disabled,16,0.0,False
renewal-v2-3-680e53e13562a4d4,phenotype,rescue_opposite_enter_g4,16,0.40625,True
renewal-v2-3-680e53e13562a4d4,phenotype,rescue_same_enter_g4,16,0.40625,False
renewal-v2-0-0b9c4e72aebeff9b,carrier,ablate_after_g2,16,0.0,False
renewal-v2-0-0b9c4e72aebeff9b,carrier,intact,16,0.59765625,False
renewal-v2-0-0b9c4e72aebeff9b,carrier,no_rewrite,16,1.0,False
renewal-v2-0-0b9c4e72aebeff9b,carrier,read_disabled,16,0.0,False
renewal-v2-0-0b9c4e72aebeff9b,carrier,rescue_opposite_enter_g4,16,0.59765625,True
renewal-v2-0-0b9c4e72aebeff9b,carrier,rescue_same_enter_g4,16,0.59765625,False
renewal-v2-0-0b9c4e72aebeff9b,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-0-0b9c4e72aebeff9b,phenotype,intact,16,0.60546875,False
renewal-v2-0-0b9c4e72aebeff9b,phenotype,no_rewrite,16,0.0,False
renewal-v2-0-0b9c4e72aebeff9b,phenotype,read_disabled,16,0.0,False
renewal-v2-0-0b9c4e72aebeff9b,phenotype,rescue_opposite_enter_g4,16,0.60546875,True
renewal-v2-0-0b9c4e72aebeff9b,phenotype,rescue_same_enter_g4,16,0.60546875,False
renewal-v2-0-109bc17e65233a66,carrier,ablate_after_g2,16,0.0,False
renewal-v2-0-109bc17e65233a66,carrier,intact,16,0.62890625,False
renewal-v2-0-109bc17e65233a66,carrier,no_rewrite,16,1.0,False
renewal-v2-0-109bc17e65233a66,carrier,read_disabled,16,0.0,False
renewal-v2-0-109bc17e65233a66,carrier,rescue_opposite_enter_g4,16,0.62890625,True
renewal-v2-0-109bc17e65233a66,carrier,rescue_same_enter_g4,16,0.62890625,False
renewal-v2-0-109bc17e65233a66,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-0-109bc17e65233a66,phenotype,intact,16,0.625,False
renewal-v2-0-109bc17e65233a66,phenotype,no_rewrite,16,0.375,False
renewal-v2-0-109bc17e65233a66,phenotype,read_disabled,16,0.0,False
renewal-v2-0-109bc17e65233a66,phenotype,rescue_opposite_enter_g4,16,0.625,True
renewal-v2-0-109bc17e65233a66,phenotype,rescue_same_enter_g4,16,0.625,False
renewal-v2-3-a1e45a974f9e1183,carrier,ablate_after_g2,16,0.0,False
renewal-v2-3-a1e45a974f9e1183,carrier,intact,16,0.5859375,False
renewal-v2-3-a1e45a974f9e1183,carrier,no_rewrite,16,1.0,False
renewal-v2-3-a1e45a974f9e1183,carrier,read_disabled,16,0.0,False
renewal-v2-3-a1e45a974f9e1183,carrier,rescue_opposite_enter_g4,16,0.5859375,True
renewal-v2-3-a1e45a974f9e1183,carrier,rescue_same_enter_g4,16,0.5859375,False
renewal-v2-3-a1e45a974f9e1183,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-3-a1e45a974f9e1183,phenotype,intact,16,0.578125,False
renewal-v2-3-a1e45a974f9e1183,phenotype,no_rewrite,16,0.25,False
renewal-v2-3-a1e45a974f9e1183,phenotype,read_disabled,16,0.0,False
renewal-v2-3-a1e45a974f9e1183,phenotype,rescue_opposite_enter_g4,16,0.578125,True
renewal-v2-3-a1e45a974f9e1183,phenotype,rescue_same_enter_g4,16,0.578125,False
renewal-v2-1-1cfa1a75c0d93824,carrier,ablate_after_g2,16,0.0,False
renewal-v2-1-1cfa1a75c0d93824,carrier,intact,16,0.64453125,False
renewal-v2-1-1cfa1a75c0d93824,carrier,no_rewrite,16,1.0,False
renewal-v2-1-1cfa1a75c0d93824,carrier,read_disabled,16,0.0,False
renewal-v2-1-1cfa1a75c0d93824,carrier,rescue_opposite_enter_g4,16,0.64453125,True
renewal-v2-1-1cfa1a75c0d93824,carrier,rescue_same_enter_g4,16,0.64453125,False
renewal-v2-1-1cfa1a75c0d93824,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-1-1cfa1a75c0d93824,phenotype,intact,16,0.65234375,False
renewal-v2-1-1cfa1a75c0d93824,phenotype,no_rewrite,16,0.36328125,False
renewal-v2-1-1cfa1a75c0d93824,phenotype,read_disabled,16,0.0,False
renewal-v2-1-1cfa1a75c0d93824,phenotype,rescue_opposite_enter_g4,16,0.65234375,True
renewal-v2-1-1cfa1a75c0d93824,phenotype,rescue_same_enter_g4,16,0.65234375,False
renewal-v2-2-5443d273e9fab187,carrier,ablate_after_g2,16,0.0,False
renewal-v2-2-5443d273e9fab187,carrier,intact,16,0.6640625,False
renewal-v2-2-5443d273e9fab187,carrier,no_rewrite,16,1.0,False
renewal-v2-2-5443d273e9fab187,carrier,read_disabled,16,0.0,False
renewal-v2-2-5443d273e9fab187,carrier,rescue_opposite_enter_g4,16,0.6640625,True
renewal-v2-2-5443d273e9fab187,carrier,rescue_same_enter_g4,16,0.6640625,False
renewal-v2-2-5443d273e9fab187,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-2-5443d273e9fab187,phenotype,intact,16,0.66796875,False
renewal-v2-2-5443d273e9fab187,phenotype,no_rewrite,16,0.3828125,False
renewal-v2-2-5443d273e9fab187,phenotype,read_disabled,16,0.0,False
renewal-v2-2-5443d273e9fab187,phenotype,rescue_opposite_enter_g4,16,0.66796875,True
renewal-v2-2-5443d273e9fab187,phenotype,rescue_same_enter_g4,16,0.66796875,False
renewal-v2-1-2ea68f2c92915ed1,carrier,ablate_after_g2,16,0.0,False
renewal-v2-1-2ea68f2c92915ed1,carrier,intact,16,0.6171875,False
renewal-v2-1-2ea68f2c92915ed1,carrier,no_rewrite,16,1.0,False
renewal-v2-1-2ea68f2c92915ed1,carrier,read_disabled,16,0.0,False
renewal-v2-1-2ea68f2c92915ed1,carrier,rescue_opposite_enter_g4,16,0.6171875,True
renewal-v2-1-2ea68f2c92915ed1,carrier,rescue_same_enter_g4,16,0.6171875,False
renewal-v2-1-2ea68f2c92915ed1,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-1-2ea68f2c92915ed1,phenotype,intact,16,0.5859375,False
renewal-v2-1-2ea68f2c92915ed1,phenotype,no_rewrite,16,0.48828125,False
renewal-v2-1-2ea68f2c92915ed1,phenotype,read_disabled,16,0.0,False
renewal-v2-1-2ea68f2c92915ed1,phenotype,rescue_opposite_enter_g4,16,0.5859375,True
renewal-v2-1-2ea68f2c92915ed1,phenotype,rescue_same_enter_g4,16,0.5859375,False
renewal-v2-1-56b22ca0ffb5d6f3,carrier,ablate_after_g2,16,0.0,False
renewal-v2-1-56b22ca0ffb5d6f3,carrier,intact,16,0.55859375,False
renewal-v2-1-56b22ca0ffb5d6f3,carrier,no_rewrite,16,1.0,False
renewal-v2-1-56b22ca0ffb5d6f3,carrier,read_disabled,16,0.0,False
renewal-v2-1-56b22ca0ffb5d6f3,carrier,rescue_opposite_enter_g4,16,0.55859375,True
renewal-v2-1-56b22ca0ffb5d6f3,carrier,rescue_same_enter_g4,16,0.55859375,False
renewal-v2-1-56b22ca0ffb5d6f3,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-1-56b22ca0ffb5d6f3,phenotype,intact,16,0.5625,False
renewal-v2-1-56b22ca0ffb5d6f3,phenotype,no_rewrite,16,0.0,False
renewal-v2-1-56b22ca0ffb5d6f3,phenotype,read_disabled,16,0.0,False
renewal-v2-1-56b22ca0ffb5d6f3,phenotype,rescue_opposite_enter_g4,16,0.5625,True
renewal-v2-1-56b22ca0ffb5d6f3,phenotype,rescue_same_enter_g4,16,0.5625,False
renewal-v2-2-7585e6b20da0398b,carrier,ablate_after_g2,16,0.0,False
renewal-v2-2-7585e6b20da0398b,carrier,intact,16,0.58203125,False
renewal-v2-2-7585e6b20da0398b,carrier,no_rewrite,16,1.0,False
renewal-v2-2-7585e6b20da0398b,carrier,read_disabled,16,0.0,False
renewal-v2-2-7585e6b20da0398b,carrier,rescue_opposite_enter_g4,16,0.58203125,True
renewal-v2-2-7585e6b20da0398b,carrier,rescue_same_enter_g4,16,0.58203125,False
renewal-v2-2-7585e6b20da0398b,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-2-7585e6b20da0398b,phenotype,intact,16,0.58984375,False
renewal-v2-2-7585e6b20da0398b,phenotype,no_rewrite,16,0.375,False
renewal-v2-2-7585e6b20da0398b,phenotype,read_disabled,16,0.0,False
renewal-v2-2-7585e6b20da0398b,phenotype,rescue_opposite_enter_g4,16,0.58984375,True
renewal-v2-2-7585e6b20da0398b,phenotype,rescue_same_enter_g4,16,0.58984375,False
renewal-v2-2-bcb40a84f2862f18,carrier,ablate_after_g2,16,0.0,False
renewal-v2-2-bcb40a84f2862f18,carrier,intact,16,0.6484375,False
renewal-v2-2-bcb40a84f2862f18,carrier,no_rewrite,16,1.0,False
renewal-v2-2-bcb40a84f2862f18,carrier,read_disabled,16,0.0,False
renewal-v2-2-bcb40a84f2862f18,carrier,rescue_opposite_enter_g4,16,0.6484375,True
renewal-v2-2-bcb40a84f2862f18,carrier,rescue_same_enter_g4,16,0.6484375,False
renewal-v2-2-bcb40a84f2862f18,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-2-bcb40a84f2862f18,phenotype,intact,16,0.67578125,False
renewal-v2-2-bcb40a84f2862f18,phenotype,no_rewrite,16,0.37109375,False
renewal-v2-2-bcb40a84f2862f18,phenotype,read_disabled,16,0.0,False
renewal-v2-2-bcb40a84f2862f18,phenotype,rescue_opposite_enter_g4,16,0.67578125,True
renewal-v2-2-bcb40a84f2862f18,phenotype,rescue_same_enter_g4,16,0.67578125,False
renewal-v2-3-7af87df563783a43,carrier,ablate_after_g2,16,0.0,False
renewal-v2-3-7af87df563783a43,carrier,intact,16,0.60546875,False
renewal-v2-3-7af87df563783a43,carrier,no_rewrite,16,1.0,False
renewal-v2-3-7af87df563783a43,carrier,read_disabled,16,0.0,False
renewal-v2-3-7af87df563783a43,carrier,rescue_opposite_enter_g4,16,0.60546875,True
renewal-v2-3-7af87df563783a43,carrier,rescue_same_enter_g4,16,0.60546875,False
renewal-v2-3-7af87df563783a43,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-3-7af87df563783a43,phenotype,intact,16,0.6484375,False
renewal-v2-3-7af87df563783a43,phenotype,no_rewrite,16,0.375,False
renewal-v2-3-7af87df563783a43,phenotype,read_disabled,16,0.0,False
renewal-v2-3-7af87df563783a43,phenotype,rescue_opposite_enter_g4,16,0.6484375,True
renewal-v2-3-7af87df563783a43,phenotype,rescue_same_enter_g4,16,0.6484375,False
renewal-v2-2-63956615a5316bd2,carrier,ablate_after_g2,16,0.0,False
renewal-v2-2-63956615a5316bd2,carrier,intact,16,0.56640625,False
renewal-v2-2-63956615a5316bd2,carrier,no_rewrite,16,1.0,False
renewal-v2-2-63956615a5316bd2,carrier,read_disabled,16,0.0,False
renewal-v2-2-63956615a5316bd2,carrier,rescue_opposite_enter_g4,16,0.56640625,True
renewal-v2-2-63956615a5316bd2,carrier,rescue_same_enter_g4,16,0.56640625,False
renewal-v2-2-63956615a5316bd2,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-2-63956615a5316bd2,phenotype,intact,16,0.6171875,False
renewal-v2-2-63956615a5316bd2,phenotype,no_rewrite,16,0.37890625,False
renewal-v2-2-63956615a5316bd2,phenotype,read_disabled,16,0.0,False
renewal-v2-2-63956615a5316bd2,phenotype,rescue_opposite_enter_g4,16,0.6171875,True
renewal-v2-2-63956615a5316bd2,phenotype,rescue_same_enter_g4,16,0.6171875,False
renewal-v2-0-3cccd255b42999c7,carrier,ablate_after_g2,16,0.0,False
renewal-v2-0-3cccd255b42999c7,carrier,intact,16,0.57421875,False
renewal-v2-0-3cccd255b42999c7,carrier,no_rewrite,16,1.0,False
renewal-v2-0-3cccd255b42999c7,carrier,read_disabled,16,0.0,False
renewal-v2-0-3cccd255b42999c7,carrier,rescue_opposite_enter_g4,16,0.57421875,True
renewal-v2-0-3cccd255b42999c7,carrier,rescue_same_enter_g4,16,0.57421875,False
renewal-v2-0-3cccd255b42999c7,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-0-3cccd255b42999c7,phenotype,intact,16,0.58984375,False
renewal-v2-0-3cccd255b42999c7,phenotype,no_rewrite,16,0.38671875,False
renewal-v2-0-3cccd255b42999c7,phenotype,read_disabled,16,0.0,False
renewal-v2-0-3cccd255b42999c7,phenotype,rescue_opposite_enter_g4,16,0.58984375,True
renewal-v2-0-3cccd255b42999c7,phenotype,rescue_same_enter_g4,16,0.58984375,False
renewal-v2-3-029f43786d8c8da0,carrier,ablate_after_g2,16,0.0,False
renewal-v2-3-029f43786d8c8da0,carrier,intact,16,0.6796875,False
renewal-v2-3-029f43786d8c8da0,carrier,no_rewrite,16,1.0,False
renewal-v2-3-029f43786d8c8da0,carrier,read_disabled,16,0.0,False
renewal-v2-3-029f43786d8c8da0,carrier,rescue_opposite_enter_g4,16,0.6796875,True
renewal-v2-3-029f43786d8c8da0,carrier,rescue_same_enter_g4,16,0.6796875,False
renewal-v2-3-029f43786d8c8da0,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-3-029f43786d8c8da0,phenotype,intact,16,0.66796875,False
renewal-v2-3-029f43786d8c8da0,phenotype,no_rewrite,16,0.5,False
renewal-v2-3-029f43786d8c8da0,phenotype,read_disabled,16,0.0,False
renewal-v2-3-029f43786d8c8da0,phenotype,rescue_opposite_enter_g4,16,0.66796875,True
renewal-v2-3-029f43786d8c8da0,phenotype,rescue_same_enter_g4,16,0.66796875,False
renewal-v2-0-19ff0fa1bf6b20b6,carrier,ablate_after_g2,16,0.0,False
renewal-v2-0-19ff0fa1bf6b20b6,carrier,intact,16,0.6484375,False
renewal-v2-0-19ff0fa1bf6b20b6,carrier,no_rewrite,16,1.0,False
renewal-v2-0-19ff0fa1bf6b20b6,carrier,read_disabled,16,0.0,False
renewal-v2-0-19ff0fa1bf6b20b6,carrier,rescue_opposite_enter_g4,16,0.6484375,True
renewal-v2-0-19ff0fa1bf6b20b6,carrier,rescue_same_enter_g4,16,0.6484375,False
renewal-v2-0-19ff0fa1bf6b20b6,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-0-19ff0fa1bf6b20b6,phenotype,intact,16,0.62890625,False
renewal-v2-0-19ff0fa1bf6b20b6,phenotype,no_rewrite,16,0.0,False
renewal-v2-0-19ff0fa1bf6b20b6,phenotype,read_disabled,16,0.0,False
renewal-v2-0-19ff0fa1bf6b20b6,phenotype,rescue_opposite_enter_g4,16,0.62890625,True
renewal-v2-0-19ff0fa1bf6b20b6,phenotype,rescue_same_enter_g4,16,0.62890625,False
renewal-v2-0-2a9a05d14bc83fd4,carrier,ablate_after_g2,16,0.0,False
renewal-v2-0-2a9a05d14bc83fd4,carrier,intact,16,0.69921875,False
renewal-v2-0-2a9a05d14bc83fd4,carrier,no_rewrite,16,1.0,False
renewal-v2-0-2a9a05d14bc83fd4,carrier,read_disabled,16,0.0,False
renewal-v2-0-2a9a05d14bc83fd4,carrier,rescue_opposite_enter_g4,16,0.69921875,True
renewal-v2-0-2a9a05d14bc83fd4,carrier,rescue_same_enter_g4,16,0.69921875,False
renewal-v2-0-2a9a05d14bc83fd4,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-0-2a9a05d14bc83fd4,phenotype,intact,16,0.71875,False
renewal-v2-0-2a9a05d14bc83fd4,phenotype,no_rewrite,16,0.4765625,False
renewal-v2-0-2a9a05d14bc83fd4,phenotype,read_disabled,16,0.0,False
renewal-v2-0-2a9a05d14bc83fd4,phenotype,rescue_opposite_enter_g4,16,0.71875,True
renewal-v2-0-2a9a05d14bc83fd4,phenotype,rescue_same_enter_g4,16,0.71875,False
renewal-v2-1-570ae36e920eeff8,carrier,ablate_after_g2,16,0.0,False
renewal-v2-1-570ae36e920eeff8,carrier,intact,16,0.66796875,False
renewal-v2-1-570ae36e920eeff8,carrier,no_rewrite,16,1.0,False
renewal-v2-1-570ae36e920eeff8,carrier,read_disabled,16,0.0,False
renewal-v2-1-570ae36e920eeff8,carrier,rescue_opposite_enter_g4,16,0.66796875,True
renewal-v2-1-570ae36e920eeff8,carrier,rescue_same_enter_g4,16,0.66796875,False
renewal-v2-1-570ae36e920eeff8,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-1-570ae36e920eeff8,phenotype,intact,16,0.64453125,False
renewal-v2-1-570ae36e920eeff8,phenotype,no_rewrite,16,0.375,False
renewal-v2-1-570ae36e920eeff8,phenotype,read_disabled,16,0.0,False
renewal-v2-1-570ae36e920eeff8,phenotype,rescue_opposite_enter_g4,16,0.64453125,True
renewal-v2-1-570ae36e920eeff8,phenotype,rescue_same_enter_g4,16,0.64453125,False
renewal-v2-3-4e071bf5277d2ed7,carrier,ablate_after_g2,16,0.0,False
renewal-v2-3-4e071bf5277d2ed7,carrier,intact,16,0.59375,False
renewal-v2-3-4e071bf5277d2ed7,carrier,no_rewrite,16,1.0,False
renewal-v2-3-4e071bf5277d2ed7,carrier,read_disabled,16,0.0,False
renewal-v2-3-4e071bf5277d2ed7,carrier,rescue_opposite_enter_g4,16,0.59375,True
renewal-v2-3-4e071bf5277d2ed7,carrier,rescue_same_enter_g4,16,0.59375,False
renewal-v2-3-4e071bf5277d2ed7,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-3-4e071bf5277d2ed7,phenotype,intact,16,0.6171875,False
renewal-v2-3-4e071bf5277d2ed7,phenotype,no_rewrite,16,0.4921875,False
renewal-v2-3-4e071bf5277d2ed7,phenotype,read_disabled,16,0.0,False
renewal-v2-3-4e071bf5277d2ed7,phenotype,rescue_opposite_enter_g4,16,0.6171875,True
renewal-v2-3-4e071bf5277d2ed7,phenotype,rescue_same_enter_g4,16,0.6171875,False
renewal-v2-1-d2fb229c7450f49e,carrier,ablate_after_g2,16,0.0,False
renewal-v2-1-d2fb229c7450f49e,carrier,intact,16,0.6875,False
renewal-v2-1-d2fb229c7450f49e,carrier,no_rewrite,16,1.0,False
renewal-v2-1-d2fb229c7450f49e,carrier,read_disabled,16,0.0,False
renewal-v2-1-d2fb229c7450f49e,carrier,rescue_opposite_enter_g4,16,0.6875,True
renewal-v2-1-d2fb229c7450f49e,carrier,rescue_same_enter_g4,16,0.6875,False
renewal-v2-1-d2fb229c7450f49e,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-1-d2fb229c7450f49e,phenotype,intact,16,0.69140625,False
renewal-v2-1-d2fb229c7450f49e,phenotype,no_rewrite,16,0.37890625,False
renewal-v2-1-d2fb229c7450f49e,phenotype,read_disabled,16,0.0,False
renewal-v2-1-d2fb229c7450f49e,phenotype,rescue_opposite_enter_g4,16,0.69140625,True
renewal-v2-1-d2fb229c7450f49e,phenotype,rescue_same_enter_g4,16,0.69140625,False
renewal-v2-1-54aaa72e93b40282,carrier,ablate_after_g2,16,0.0,False
renewal-v2-1-54aaa72e93b40282,carrier,intact,16,0.67578125,False
renewal-v2-1-54aaa72e93b40282,carrier,no_rewrite,16,1.0,False
renewal-v2-1-54aaa72e93b40282,carrier,read_disabled,16,0.0,False
renewal-v2-1-54aaa72e93b40282,carrier,rescue_opposite_enter_g4,16,0.67578125,True
renewal-v2-1-54aaa72e93b40282,carrier,rescue_same_enter_g4,16,0.67578125,False
renewal-v2-1-54aaa72e93b40282,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-1-54aaa72e93b40282,phenotype,intact,16,0.6796875,False
renewal-v2-1-54aaa72e93b40282,phenotype,no_rewrite,16,0.0,False
renewal-v2-1-54aaa72e93b40282,phenotype,read_disabled,16,0.0,False
renewal-v2-1-54aaa72e93b40282,phenotype,rescue_opposite_enter_g4,16,0.6796875,True
renewal-v2-1-54aaa72e93b40282,phenotype,rescue_same_enter_g4,16,0.6796875,False
renewal-v2-1-56c951658d359317,carrier,ablate_after_g2,16,0.0,False
renewal-v2-1-56c951658d359317,carrier,intact,16,0.64453125,False
renewal-v2-1-56c951658d359317,carrier,no_rewrite,16,1.0,False
renewal-v2-1-56c951658d359317,carrier,read_disabled,16,0.0,False
renewal-v2-1-56c951658d359317,carrier,rescue_opposite_enter_g4,16,0.64453125,True
renewal-v2-1-56c951658d359317,carrier,rescue_same_enter_g4,16,0.64453125,False
renewal-v2-1-56c951658d359317,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-1-56c951658d359317,phenotype,intact,16,0.63671875,False
renewal-v2-1-56c951658d359317,phenotype,no_rewrite,16,0.125,False
renewal-v2-1-56c951658d359317,phenotype,read_disabled,16,0.0,False
renewal-v2-1-56c951658d359317,phenotype,rescue_opposite_enter_g4,16,0.63671875,True
renewal-v2-1-56c951658d359317,phenotype,rescue_same_enter_g4,16,0.63671875,False
renewal-v2-2-1cb9f36714c2a2fb,carrier,ablate_after_g2,16,0.0,False
renewal-v2-2-1cb9f36714c2a2fb,carrier,intact,16,0.67578125,False
renewal-v2-2-1cb9f36714c2a2fb,carrier,no_rewrite,16,1.0,False
renewal-v2-2-1cb9f36714c2a2fb,carrier,read_disabled,16,0.0,False
renewal-v2-2-1cb9f36714c2a2fb,carrier,rescue_opposite_enter_g4,16,0.67578125,True
renewal-v2-2-1cb9f36714c2a2fb,carrier,rescue_same_enter_g4,16,0.67578125,False
renewal-v2-2-1cb9f36714c2a2fb,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-2-1cb9f36714c2a2fb,phenotype,intact,16,0.6640625,False
renewal-v2-2-1cb9f36714c2a2fb,phenotype,no_rewrite,16,0.5078125,False
renewal-v2-2-1cb9f36714c2a2fb,phenotype,read_disabled,16,0.0,False
renewal-v2-2-1cb9f36714c2a2fb,phenotype,rescue_opposite_enter_g4,16,0.6640625,True
renewal-v2-2-1cb9f36714c2a2fb,phenotype,rescue_same_enter_g4,16,0.6640625,False
renewal-v2-2-0066290bb6011724,carrier,ablate_after_g2,16,0.0,False
renewal-v2-2-0066290bb6011724,carrier,intact,16,0.6796875,False
renewal-v2-2-0066290bb6011724,carrier,no_rewrite,16,1.0,False
renewal-v2-2-0066290bb6011724,carrier,read_disabled,16,0.0,False
renewal-v2-2-0066290bb6011724,carrier,rescue_opposite_enter_g4,16,0.6796875,True
renewal-v2-2-0066290bb6011724,carrier,rescue_same_enter_g4,16,0.6796875,False
renewal-v2-2-0066290bb6011724,phenotype,ablate_after_g2,16,0.0,False
renewal-v2-2-0066290bb6011724,phenotype,intact,16,0.671875,False
renewal-v2-2-0066290bb6011724,phenotype,no_rewrite,16,0.25,False
renewal-v2-2-0066290bb6011724,phenotype,read_disabled,16,0.0,False
renewal-v2-2-0066290bb6011724,phenotype,rescue_opposite_enter_g4,16,0.671875,True
renewal-v2-2-0066290bb6011724,phenotype,rescue_same_enter_g4,16,0.671875,False
renewal-v2-2-51c44b27ac72bdea,carrier,ablate_after_g2,16,0.0,False
renewal-v2-2-51c44b27ac72bdea,carrier,intact,16,0.546875,False
renewal-v2-2-51c44b27ac72bdea,carrier,no_rewrite,16,1.0,False
renewal-v2-2-51c44b27ac72bdea,carrier,read_disabled,16,0.0,False
renewal-v2-2-51c44b27ac72bdea,carrier,rescue_opposite_enter_g4,16,0.546875,True
