cell,candidate,branch_half,matrix_id,up_minus_down,up_minus_noop,noop_minus_down,random_minus_noop,regime
c02_A,02,A,0,0.0,0.0,0.0,0.0,POS_A_M5_S4
c02_A,02,A,1,0.4791666666666667,0.29166666666666663,0.1875,-0.041666666666666685,POS_A_M5_S4
c02_A,02,A,2,-0.020833333333333343,-0.14583333333333334,0.125,-0.22916666666666669,POS_A_M5_S4
c02_A,02,A,3,0.125,0.020833333333333343,0.10416666666666666,0.020833333333333343,POS_A_M5_S4
c02_A,02,A,4,0.14583333333333331,0.0625,0.08333333333333331,-0.020833333333333315,POS_A_M5_S4
c02_A,02,A,5,0.375,0.0,0.375,-5.551115123125783e-17,POS_A_M5_S4
c02_A,02,A,6,0.12499999999999999,0.12499999999999997,1.3877787807814457e-17,0.020833333333333315,POS_A_M5_S4
c02_A,02,A,7,0.06250000000000001,0.20833333333333334,-0.14583333333333331,0.125,POS_A_M5_S4
c02_A,02,A,8,0.04166666666666665,0.10416666666666666,-0.0625,0.02083333333333333,POS_A_M5_S4
c02_A,02,A,9,0.0,-0.020833333333333332,0.020833333333333332,-0.020833333333333332,POS_A_M5_S4
c02_A,02,A,10,-0.04166666666666667,0.0,-0.04166666666666667,0.0,POS_A_M5_S4
c02_A,02,A,11,0.0,0.0,0.0,0.0,POS_A_M5_S4
c02_A,02,A,12,0.1875,0.12500000000000003,0.06249999999999997,-0.062499999999999986,POS_A_M5_S4
c02_A,02,A,13,0.12499999999999997,-0.020833333333333343,0.14583333333333331,-0.020833333333333315,POS_A_M5_S4
c02_A,02,A,14,0.02083333333333333,0.12499999999999999,-0.10416666666666666,0.0,POS_A_M5_S4
c02_A,02,A,15,0.0,0.0,0.0,0.0,POS_A_M5_S4
c02_A,02,A,16,0.14583333333333337,0.27083333333333337,-0.12499999999999999,0.10416666666666663,POS_A_M5_S4
c02_A,02,A,17,0.27083333333333337,-0.020833333333333315,0.29166666666666663,-0.020833333333333315,POS_A_M5_S4
c02_A,02,A,18,0.14583333333333337,0.20833333333333337,-0.0625,0.22916666666666669,POS_A_M5_S4
c02_A,02,A,19,0.0,0.0,0.0,0.0,POS_A_M5_S4
c02_A,02,A,20,0.04166666666666665,0.10416666666666666,-0.0625,0.14583333333333331,POS_A_M5_S4
c02_A,02,A,21,0.062499999999999986,-0.14583333333333334,0.20833333333333331,0.08333333333333331,POS_A_M5_S4
c02_A,02,A,22,0.0,-0.020833333333333332,0.020833333333333332,-0.020833333333333332,POS_A_M5_S4
c02_A,02,A,23,0.0,-0.020833333333333332,0.020833333333333332,-0.020833333333333332,POS_A_M5_S4
c02_A,02,A,24,-0.02083333333333333,-0.041666666666666664,0.02083333333333333,-0.02083333333333333,POS_A_M5_S4
c02_A,02,A,25,0.22916666666666669,0.16666666666666669,0.0625,0.08333333333333337,POS_A_M5_S4
c02_A,02,A,26,0.062499999999999986,-2.7755575615628914e-17,0.06250000000000001,0.08333333333333334,POS_A_M5_S4
c02_A,02,A,27,0.22916666666666669,0.1875,0.041666666666666685,0.0,POS_A_M5_S4
c02_A,02,A,28,0.0208333333333333,0.10416666666666664,-0.08333333333333334,-0.020833333333333343,POS_A_M5_S4
c02_A,02,A,29,0.02083333333333337,0.06250000000000003,-0.04166666666666666,-0.020833333333333343,POS_A_M5_S4
c02_A,02,A,30,0.2291666666666667,0.10416666666666674,0.12499999999999997,0.125,POS_A_M5_S4
c02_A,02,A,31,0.04166666666666667,-0.0625,0.10416666666666667,-0.08333333333333333,POS_A_M5_S4
c02_A,02,A,32,0.04166666666666666,0.06249999999999999,-0.020833333333333332,-0.020833333333333336,POS_A_M5_S4
c02_A,02,A,33,0.14583333333333334,0.06250000000000003,0.08333333333333331,-0.10416666666666666,POS_A_M5_S4
c02_A,02,A,34,0.0,0.0,0.0,0.0,POS_A_M5_S4
c02_A,02,A,35,0.1875,-0.0625,0.25,0.08333333333333331,POS_A_M5_S4
c02_A,02,A,36,0.0,0.0,0.0,0.0,POS_A_M5_S4
c02_A,02,A,37,0.41666666666666663,0.10416666666666663,0.3125,0.02083333333333326,POS_A_M5_S4
c02_A,02,A,38,0.12499999999999997,-0.0625,0.18749999999999997,-0.041666666666666685,POS_A_M5_S4
c02_A,02,A,39,0.3958333333333333,0.04166666666666663,0.3541666666666667,0.020833333333333315,POS_A_M5_S4
c02_B,02,B,0,0.0,0.0,0.0,0.0,POS_A_M5_S4
