state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_MODEL_UP,q_all_MODEL_UP,q_half_A_MODEL_UP,q_half_B_MODEL_UP,prediction_MODEL_DOWN,q_all_MODEL_DOWN,q_half_A_MODEL_DOWN,q_half_B_MODEL_DOWN,prediction_RANDOM,q_all_RANDOM,q_half_A_RANDOM,q_half_B_RANDOM,prediction_NOOP,q_all_NOOP,q_half_A_NOOP,q_half_B_NOOP
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c02-m000-g035,02,0,35,40,12,67,2741,0.13864010922599213,0.0,0.0,0.0,0.0963668966333636,0.0,0.0,0.0,0.13151386349518024,0.0,0.0,0.0,0.12176899221229535,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c02-m000-g065,02,0,65,40,11,88,4959,0.0915638960776764,0.0,0.0,0.0,0.05711114914558729,0.0,0.0,0.0,0.08600990868195255,0.0,0.0,0.0,0.07939212885529312,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c03-m000-g035,03,0,35,45,16,89,2204,0.25981101657364564,0.0,0.0,0.0,0.18388442547335346,0.020833333333333332,0.041666666666666664,0.0,0.2298000729228364,0.0,0.0,0.0,0.23337739519952574,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c03-m000-g065,03,0,65,39,10,40,4099,0.12260776767267965,0.0,0.0,0.0,0.06630548924662018,0.020833333333333332,0.0,0.041666666666666664,0.10249198180839938,0.020833333333333332,0.041666666666666664,0.0,0.08791596120788642,0.020833333333333332,0.041666666666666664,0.0
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c02-m001-g035,02,1,35,40,16,201,2547,0.486414377482866,0.375,0.375,0.375,0.1243300593148507,0.20833333333333334,0.125,0.2916666666666667,0.45867225418023266,0.375,0.3333333333333333,0.4166666666666667,0.45887886349352247,0.2916666666666667,0.2916666666666667,0.2916666666666667
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c02-m001-g065,02,1,65,40,22,125,5266,0.4880103099683631,0.5625,0.7083333333333334,0.4166666666666667,0.12558414174607752,0.041666666666666664,0.0,0.08333333333333333,0.15694995504026601,0.125,0.08333333333333333,0.16666666666666666,0.15916615081911167,0.14583333333333334,0.20833333333333334,0.08333333333333333
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c03-m001-g035,03,1,35,37,24,111,1889,0.592951544493567,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.1644994073297394,0.125,0.125,0.125,0.5888732504801217,0.5208333333333334,0.5416666666666666,0.5,0.564814710241991,0.4166666666666667,0.4166666666666667,0.4166666666666667
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c03-m001-g065,03,1,65,36,14,85,3551,0.48530240522923984,0.25,0.2916666666666667,0.20833333333333334,0.08266956041028642,0.22916666666666666,0.25,0.20833333333333334,0.45587203163382123,0.14583333333333334,0.20833333333333334,0.08333333333333333,0.4543967184283644,0.3125,0.3333333333333333,0.2916666666666667
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c02-m002-g035,02,2,35,40,19,88,2888,0.6273792063824212,0.2708333333333333,0.25,0.2916666666666667,0.4359963405360979,0.1875,0.25,0.125,0.503706819917415,0.16666666666666666,0.08333333333333333,0.25,0.49294400655135096,0.3125,0.375,0.25
INTCR6_ZERO_SHOT_POS_A_M5_S4_V1-c02-m002-g065,02,2,65,40,20,93,5815,0.6645128694456474,0.4166666666666667,0.3333333333333333,0.5,0.48995102861573053,0.3125,0.375,0.25,0.6112766076789599,0.3541666666666667,0.3333333333333333,0.375,0.6389390910357646,0.4583333333333333,0.5,0.4166666666666667
