candidate,matrix_id,lambda,completed_horizon,observed_fissions,inherited_count,inherited_fraction_registered,total_breaks_registered,longest_inherited_run,mean_growth_updates,final_entropy,final_occupied_types,final_top1_share,final_throughput,final_risk,lambda_zero_plain_bitwise_exact
02,30,0.0,1.0,60.0,55.666666666666664,0.9277777777777777,4.333333333333333,37.0,60.57222222222222,2.6974541672423595,20.333333333333332,0.2333333333333333,101.61059153715121,0.5578429858537964,1.0
02,30,0.1,1.0,60.0,55.333333333333336,0.9222222222222222,4.666666666666667,22.0,60.93888888888889,2.648372790426898,20.333333333333332,0.24166666666666667,78.96344679616739,0.5158930021009467,1.0
02,30,0.3,1.0,60.0,54.333333333333336,0.9055555555555556,5.666666666666667,28.666666666666668,61.84444444444444,2.5011620292859753,18.666666666666668,0.27499999999999997,341.67149405670125,0.4566114322381754,1.0
02,31,0.0,1.0,60.0,59.0,0.9833333333333334,1.0,46.333333333333336,28.05,2.1155116511008756,14.333333333333334,0.35000000000000003,437.0792249626865,0.11981726598254595,1.0
02,31,0.1,1.0,60.0,59.666666666666664,0.9944444444444445,0.3333333333333333,54.333333333333336,26.766666666666666,2.5924455762093737,18.333333333333332,0.20000000000000004,220.6998627894171,0.19385358397000532,1.0
02,31,0.3,1.0,60.0,60.0,1.0,0.0,60.0,28.71666666666667,2.1314595666410745,14.333333333333334,0.3416666666666666,448.3775881113365,0.06255934722550703,1.0
02,32,0.0,1.0,60.0,49.333333333333336,0.8222222222222223,10.666666666666666,26.333333333333332,45.916666666666664,2.563426832634551,19.333333333333332,0.225,93.2863315009053,0.602981215536305,1.0
02,32,0.1,1.0,60.0,49.333333333333336,0.8222222222222223,10.666666666666666,19.0,47.894444444444446,2.688590274207711,20.666666666666668,0.225,197.30455626187572,0.5768168634283345,1.0
02,32,0.3,1.0,60.0,51.0,0.85,9.0,18.0,44.55555555555555,2.2035123922784856,16.333333333333332,0.3833333333333333,719.8481563875815,0.3430767859149353,1.0
02,33,0.0,1.0,60.0,58.666666666666664,0.9777777777777777,1.3333333333333333,43.666666666666664,34.83888888888889,2.3793136389383576,17.333333333333332,0.30833333333333335,316.9487527183849,0.2883866400032042,1.0
02,33,0.1,1.0,60.0,59.333333333333336,0.9888888888888889,0.6666666666666666,59.0,34.66111111111111,2.648679090671255,21.666666666666668,0.26666666666666666,225.09178184365206,0.2775197868801293,1.0
02,33,0.3,1.0,60.0,59.666666666666664,0.9944444444444445,0.3333333333333333,54.333333333333336,35.516666666666666,2.4302041012277926,18.333333333333332,0.3083333333333333,191.13201117840265,0.16132477549902222,1.0
02,34,0.0,1.0,60.0,54.0,0.9,6.0,21.666666666666668,51.50555555555555,2.57813023177651,18.333333333333332,0.25,405.97946586230063,0.3760484808645579,1.0
02,34,0.1,1.0,60.0,54.666666666666664,0.9111111111111111,5.333333333333333,21.666666666666668,51.705555555555556,2.0371765323188,15.0,0.4166666666666667,855.4545326613397,0.25837741058369373,1.0
02,34,0.3,1.0,60.0,53.333333333333336,0.8888888888888888,6.666666666666667,31.333333333333332,53.86666666666667,2.5814012095856658,20.333333333333332,0.30833333333333335,149.58007497814083,0.4785317415815762,1.0
02,35,0.0,1.0,60.0,57.666666666666664,0.9611111111111111,2.3333333333333335,31.333333333333332,37.18333333333333,2.5768590312477078,19.666666666666668,0.26666666666666666,151.61216164821175,0.43352711937097005,1.0
02,35,0.1,1.0,60.0,53.666666666666664,0.8944444444444445,6.333333333333333,31.666666666666668,41.76666666666667,1.71339960072253,14.0,0.5833333333333334,3967.1043457523047,0.16463207193213045,1.0
02,35,0.3,1.0,60.0,55.333333333333336,0.9222222222222222,4.666666666666667,32.333333333333336,36.87777777777777,2.7026421641490757,22.0,0.26666666666666666,31.648658977512344,0.5542727435262359,1.0
02,36,0.0,1.0,60.0,47.666666666666664,0.7944444444444444,12.333333333333334,13.333333333333334,56.699999999999996,2.72793706146375,22.0,0.24166666666666667,80.88652838351,0.6019564289010467,1.0
02,36,0.1,1.0,60.0,47.666666666666664,0.7944444444444444,12.333333333333334,16.666666666666668,54.894444444444446,3.069330751129495,25.0,0.11666666666666665,81.0074330187868,0.66957686482719,1.0
02,36,0.3,1.0,60.0,48.666666666666664,0.8111111111111112,11.333333333333334,15.333333333333334,58.03333333333333,2.933597565568976,24.333333333333332,0.17500000000000002,102.40685688651547,0.5947922221706707,1.0
02,37,0.0,1.0,60.0,36.333333333333336,0.6055555555555555,23.666666666666668,9.333333333333334,58.33888888888888,3.1328329590812003,27.0,0.13333333333333333,76.12123278883426,0.7642868746518175,1.0
02,37,0.1,1.0,60.0,30.0,0.5,30.0,6.333333333333333,63.81111111111111,2.9875116750547366,24.666666666666668,0.16666666666666666,37.84919143134206,0.805069281479124,1.0
02,37,0.3,1.0,60.0,39.333333333333336,0.6555555555555556,20.666666666666668,10.333333333333334,60.6,2.8671832573159635,23.333333333333332,0.18333333333333335,139.4919995661121,0.7213076981362209,1.0
02,38,0.0,1.0,60.0,50.0,0.8333333333333334,10.0,29.333333333333332,47.68333333333334,1.6452302752145356,14.666666666666666,0.6166666666666667,1037.9019257259745,0.35898096817683234,1.0
02,38,0.1,1.0,60.0,47.333333333333336,0.7888888888888889,12.666666666666666,19.0,52.12777777777777,2.807835524235111,22.666666666666668,0.19999999999999998,23.922971934171752,0.7526838098221854,1.0
02,38,0.3,1.0,60.0,51.333333333333336,0.8555555555555555,8.666666666666666,28.0,45.550000000000004,2.1743682301120946,16.0,0.3666666666666667,443.48005071588767,0.4903406669374178,1.0
02,39,0.0,1.0,60.0,57.666666666666664,0.9611111111111111,2.3333333333333335,32.666666666666664,24.650000000000002,2.2155671456106365,14.333333333333334,0.2916666666666667,409.1179262367779,0.26297454738119747,1.0
02,39,0.1,1.0,60.0,58.666666666666664,0.9777777777777779,1.3333333333333333,47.333333333333336,23.188888888888886,2.2576262250800005,15.0,0.26666666666666666,623.7372519351624,0.20297313528436933,1.0
02,39,0.3,1.0,60.0,57.0,0.9500000000000001,3.0,44.0,24.505555555555556,2.2455380079985745,16.333333333333332,0.31666666666666665,856.6832667590684,0.17950247030404573,1.0
02,40,0.0,1.0,60.0,57.0,0.9500000000000001,3.0,34.333333333333336,41.711111111111116,2.136882697990343,16.333333333333332,0.3833333333333333,936.0420390283683,0.20192618247737562,1.0
02,40,0.1,1.0,60.0,57.333333333333336,0.9555555555555556,2.6666666666666665,43.0,41.394444444444446,2.271190116640272,17.0,0.375,744.2283667932147,0.2520647783801717,1.0
