cell,candidate,branch_half,matrix_id,up_minus_down,up_minus_noop,noop_minus_down,random_minus_noop
c02_A,02,A,0,0.05,0.00625,0.04375,-0.05
c02_A,02,A,1,0.08125,0.075,0.00625,0.00625
c02_A,02,A,2,0.34375,0.20625,0.1375,0.04375
c02_A,02,A,3,0.04375,0.04375,0.0,0.04375
c02_A,02,A,4,0.0,0.00625,-0.00625,0.00625
c02_A,02,A,5,0.33125,0.15625,0.175,0.01875
c02_A,02,A,6,0.0,0.0,0.0,0.0
c02_A,02,A,7,0.05625,0.08125,-0.025,0.01875
c02_A,02,A,8,0.13125,0.0375,0.09375,0.0125
c02_A,02,A,9,0.0,0.0,0.0,0.0
c02_A,02,A,10,0.1875,0.1125,0.075,0.0875
c02_A,02,A,11,0.24375,0.0875,0.15625,-0.0125
c02_A,02,A,12,0.1,0.05625,0.04375,-0.0125
c02_A,02,A,13,0.0,0.0,0.0,0.0
c02_A,02,A,14,-0.00625,-0.0125,0.00625,0.01875
c02_A,02,A,15,0.0,0.0,0.0,0.00625
c02_A,02,A,16,0.125,0.025,0.1,-0.05625
c02_A,02,A,17,0.1875,0.15625,0.03125,0.03125
c02_A,02,A,18,0.125,0.09375,0.03125,0.0875
c02_A,02,A,19,0.21875,-0.01875,0.2375,-0.05
c02_A,02,A,20,0.08125,-0.0125,0.09375,-0.06875
c02_A,02,A,21,0.2,0.11875,0.08125,0.025
c02_A,02,A,22,0.0,0.0,0.0,0.0
c02_A,02,A,23,0.0625,-0.0375,0.1,-0.1
c02_A,02,A,24,0.3125,0.01875,0.29375,0.03125
c02_A,02,A,25,0.41875,0.04375,0.375,-0.025
c02_A,02,A,26,0.375,0.05625,0.31875,-0.0125
c02_A,02,A,27,0.225,0.05625,0.16875,-0.0125
c02_A,02,A,28,0.06875,0.075,-0.00625,-0.01875
c02_A,02,A,29,0.13125,0.05,0.08125,-0.03125
c02_A,02,A,30,0.2,0.1,0.1,-0.0125
c02_A,02,A,31,0.125,0.10625,0.01875,-0.025
c02_A,02,A,32,0.0,0.05625,-0.05625,0.01875
c02_A,02,A,33,0.0125,0.04375,-0.03125,-0.00625
c02_A,02,A,34,0.05625,0.04375,0.0125,0.0
c02_A,02,A,35,0.06875,-0.01875,0.0875,-0.01875
c02_A,02,A,36,0.15625,0.05625,0.1,-0.05625
c02_A,02,A,37,0.225,0.0625,0.1625,-0.0625
c02_A,02,A,38,0.11875,0.0625,0.05625,0.03125
c02_A,02,A,39,0.075,0.1,-0.025,0.025
c02_A,02,A,40,0.18125,0.075,0.10625,0.0125
c02_A,02,A,41,0.25,0.1125,0.1375,0.0375
c02_A,02,A,42,0.00625,0.00625,0.0,0.00625
c02_A,02,A,43,0.26875,0.13125,0.1375,-0.03125
c02_A,02,A,44,0.0125,0.025,-0.0125,0.0
c02_A,02,A,45,0.0,0.0,0.0,0.0
c02_A,02,A,46,0.26875,0.00625,0.2625,-0.03125
c02_A,02,A,47,0.25,0.1375,0.1125,0.01875
c02_A,02,A,48,0.25,0.0875,0.1625,-0.01875
c02_A,02,A,49,0.31875,0.00625,0.3125,-0.09375
c02_A,02,A,50,0.2875,0.06875,0.21875,-0.025
c02_A,02,A,51,0.30625,0.075,0.23125,0.0625
c02_A,02,A,52,0.08125,0.06875,0.0125,0.03125
c02_A,02,A,53,0.2125,-0.0375,0.25,-0.10625
c02_A,02,A,54,0.325,0.1125,0.2125,0.09375
c02_A,02,A,55,0.06875,0.0,0.06875,-0.025
c02_A,02,A,56,0.05625,0.0375,0.01875,0.0125
c02_A,02,A,57,0.1,0.11875,-0.01875,0.06875
c02_A,02,A,58,0.0125,0.01875,-0.00625,0.0375
c02_A,02,A,59,0.0625,0.0,0.0625,-0.025
c02_A,02,A,60,0.13125,0.10625,0.025,0.0125
c02_A,02,A,61,0.25625,0.0125,0.24375,0.0
c02_A,02,A,62,0.14375,0.04375,0.1,-0.00625
c02_A,02,A,63,0.05,-0.08125,0.13125,-0.075
c02_A,02,A,64,0.09375,0.09375,0.0,0.0375
c02_A,02,A,65,0.10625,0.00625,0.1,-0.0875
c02_A,02,A,66,0.0,0.0,0.0,0.0
c02_A,02,A,67,0.00625,0.00625,0.0,0.0
c02_A,02,A,68,0.36875,0.04375,0.325,0.0
c02_A,02,A,69,0.1375,-0.00625,0.14375,0.05
c02_A,02,A,70,0.15625,0.05625,0.1,0.0
c02_A,02,A,71,0.01875,-0.03125,0.05,-0.05
c02_A,02,A,72,-0.0125,0.0,-0.0125,-0.00625
c02_A,02,A,73,0.18125,0.10625,0.075,0.1
c02_A,02,A,74,0.19375,0.13125,0.0625,0.03125
c02_A,02,A,75,0.375,0.0625,0.3125,-0.025
c02_A,02,A,76,-0.00625,0.00625,-0.0125,0.0125
c02_A,02,A,77,0.13125,0.1125,0.01875,0.09375
c02_A,02,A,78,0.1875,0.025,0.1625,-0.05
c02_A,02,A,79,0.10625,0.0,0.10625,-0.05
c02_A,02,A,80,0.14375,0.05,0.09375,-0.04375
c02_A,02,A,81,0.05,-0.00625,0.05625,0.00625
c02_A,02,A,82,0.125,0.09375,0.03125,0.04375
c02_A,02,A,83,0.1875,0.0625,0.125,-0.06875
c02_A,02,A,84,0.4875,0.1125,0.375,-0.0125
c02_A,02,A,85,0.01875,0.01875,0.0,-0.025
c02_A,02,A,86,0.01875,0.0,0.01875,0.0125
c02_A,02,A,87,0.075,-0.06875,0.14375,-0.00625
c02_A,02,A,88,0.025,0.0125,0.0125,0.025
c02_A,02,A,89,0.0125,0.03125,-0.01875,0.00625
c02_A,02,A,90,0.15625,0.08125,0.075,0.03125
c02_A,02,A,91,0.0,0.00625,-0.00625,0.0
c02_A,02,A,92,0.16875,0.08125,0.0875,0.0625
c02_A,02,A,93,0.125,0.05625,0.06875,-0.03125
c02_A,02,A,94,0.15625,0.05625,0.1,0.05
c02_A,02,A,95,0.13125,0.0375,0.09375,0.0
c02_A,02,A,96,0.15,0.0375,0.1125,-0.05625
c02_A,02,A,97,0.2,0.05,0.15,-0.01875
c02_A,02,A,98,0.225,0.0625,0.1625,-0.05
c02_A,02,A,99,0.0125,0.00625,0.00625,-0.01875
c02_A,02,A,100,0.1875,-0.00625,0.19375,-0.0625
c02_A,02,A,101,0.05,0.05,0.0,-0.00625
c02_A,02,A,102,0.0,0.0,0.0,0.0
c02_A,02,A,103,0.29375,0.18125,0.1125,0.06875
c02_A,02,A,104,0.2125,0.04375,0.16875,-0.06875
c02_A,02,A,105,0.15625,0.18125,-0.025,0.05
c02_A,02,A,106,0.0125,0.04375,-0.03125,-0.04375
c02_A,02,A,107,0.18125,0.125,0.05625,0.0625
c02_A,02,A,108,0.1875,0.01875,0.16875,-0.08125
c02_A,02,A,109,0.00625,0.0,0.00625,-0.01875
c02_A,02,A,110,0.2875,0.15,0.1375,-0.025
c02_A,02,A,111,0.18125,0.1,0.08125,0.06875
c02_A,02,A,112,0.00625,0.00625,0.0,-0.0125
c02_A,02,A,113,0.34375,0.16875,0.175,-0.05625
c02_A,02,A,114,0.03125,-0.025,0.05625,0.025
c02_A,02,A,115,0.175,0.14375,0.03125,0.10625
c02_A,02,A,116,0.21875,-0.06875,0.2875,-0.11875
c02_A,02,A,117,0.21875,0.15,0.06875,0.00625
c02_A,02,A,118,0.39375,0.0875,0.30625,-0.0875
c02_A,02,A,119,0.18125,-0.03125,0.2125,-0.0875
c02_A,02,A,120,0.275,0.18125,0.09375,0.06875
c02_A,02,A,121,0.2375,0.04375,0.19375,-0.03125
c02_A,02,A,122,0.2375,0.1125,0.125,-0.00625
c02_A,02,A,123,0.10625,0.0125,0.09375,0.05
c02_A,02,A,124,0.2,0.15625,0.04375,-0.00625
c02_A,02,A,125,0.19375,0.075,0.11875,0.01875
c02_A,02,A,126,0.0,0.0,0.0,0.0
c02_A,02,A,127,0.45625,0.11875,0.3375,-0.075
c02_A,02,A,128,0.0125,-0.05625,0.06875,-0.04375
c02_A,02,A,129,0.15625,0.05625,0.1,0.075
c02_A,02,A,130,0.075,0.05,0.025,0.1125
c02_A,02,A,131,0.1125,0.0,0.1125,-0.04375
c02_A,02,A,132,0.0125,0.0125,0.0,0.0
c02_A,02,A,133,0.2375,0.075,0.1625,-0.025
c02_A,02,A,134,0.06875,0.1,-0.03125,0.0125
c02_A,02,A,135,0.28125,0.15625,0.125,0.03125
c02_A,02,A,136,0.0,0.0,0.0,0.0
c02_A,02,A,137,0.1625,0.1125,0.05,0.025
c02_A,02,A,138,0.0375,0.025,0.0125,-0.01875
c02_A,02,A,139,0.11875,-0.01875,0.1375,-0.0125
c02_A,02,A,140,0.0625,0.01875,0.04375,0.00625
c02_A,02,A,141,0.0,0.0,0.0,0.0
c02_A,02,A,142,0.225,0.0375,0.1875,-0.03125
c02_A,02,A,143,0.0375,-0.075,0.1125,0.05
c02_A,02,A,144,-0.025,-0.00625,-0.01875,-0.01875
c02_A,02,A,145,0.11875,0.10625,0.0125,-0.01875
