state_id,cohort,candidate,matrix_id,landmark,mass,q_all,q_half_A,q_half_B,prediction_prior,prediction_history,prediction_beta,prediction_full
CONF-c02-m013-g080,CONF,02,13,80,40,0.296875,0.28125,0.3125,0.34825,0.043613363386798686,0.5824660435247057,0.056530084121743575
CONF-c03-m013-g020,CONF,03,13,20,47,0.265625,0.3125,0.21875,0.38684375,0.31845530703670316,0.6173024690281894,0.27173013824517234
CONF-c03-m013-g035,CONF,03,13,35,43,0.375,0.375,0.375,0.38684375,0.18182386577439602,0.6173024690281894,0.2011561408625616
CONF-c03-m013-g050,CONF,03,13,50,45,0.40625,0.3125,0.5,0.38684375,0.24794058385991072,0.6173024690281894,0.3152098920268712
CONF-c03-m013-g065,CONF,03,13,65,36,0.3125,0.28125,0.34375,0.38684375,0.15711122334854158,0.6173024690281894,0.2441000339293669
CONF-c03-m013-g080,CONF,03,13,80,40,0.4375,0.5,0.375,0.38684375,0.16604157371366288,0.6173024690281894,0.283335820494551
CONF-c02-m014-g020,CONF,02,14,20,40,0.921875,0.875,0.96875,0.34825,0.7708317790443421,0.44656907623444025,0.7469707537295524
CONF-c02-m014-g035,CONF,02,14,35,40,0.453125,0.46875,0.4375,0.34825,0.3211505893061379,0.44656907623444025,0.24078632021934093
CONF-c02-m014-g050,CONF,02,14,50,40,0.5,0.53125,0.46875,0.34825,0.30275831979909046,0.44656907623444025,0.34827278851757787
CONF-c02-m014-g065,CONF,02,14,65,40,0.546875,0.5625,0.53125,0.34825,0.5745275376012497,0.44656907623444025,0.5430628268894667
CONF-c02-m014-g080,CONF,02,14,80,40,0.78125,0.75,0.8125,0.34825,0.5257755916638752,0.44656907623444025,0.5356738617149527
CONF-c03-m014-g020,CONF,03,14,20,49,0.4375,0.40625,0.46875,0.38684375,0.646203868749638,0.4845478351881136,0.622988741267051
CONF-c03-m014-g035,CONF,03,14,35,37,0.71875,0.8125,0.625,0.38684375,0.4846827726615466,0.4845478351881136,0.5931515599292931
CONF-c03-m014-g050,CONF,03,14,50,40,0.609375,0.59375,0.625,0.38684375,0.42881812965360155,0.4845478351881136,0.5479615656753581
CONF-c03-m014-g065,CONF,03,14,65,36,0.765625,0.78125,0.75,0.38684375,0.40488030717289125,0.4845478351881136,0.5934387003184246
CONF-c03-m014-g080,CONF,03,14,80,36,0.703125,0.65625,0.75,0.38684375,0.543454236615269,0.4845478351881136,0.6402413196019557
CONF-c02-m015-g020,CONF,02,15,20,40,0.53125,0.5625,0.5,0.34825,0.5187599889246585,0.2565823641085342,0.5142863440746406
CONF-c02-m015-g035,CONF,02,15,35,40,0.625,0.5625,0.6875,0.34825,0.2724462356625939,0.2565823641085342,0.4519999271986343
CONF-c02-m015-g050,CONF,02,15,50,40,0.484375,0.53125,0.4375,0.34825,0.3498981159867321,0.2565823641085342,0.24669714736408274
CONF-c02-m015-g065,CONF,02,15,65,40,0.4375,0.46875,0.40625,0.34825,0.364826098567203,0.2565823641085342,0.38082913765387655
CONF-c02-m015-g080,CONF,02,15,80,40,0.578125,0.6875,0.46875,0.34825,0.38838524057697027,0.2565823641085342,0.4954055711706345
