candidate,matrix_id,launch,convention,persistence_spearman
02,18,MATURE,POST_EDIT,0.16216874328520064
02,19,MATURE,POST_EDIT,-0.8153742483272114
02,20,MATURE,POST_EDIT,0.3571428571428572
02,21,MATURE,POST_EDIT,0.6847124716486249
02,22,MATURE,POST_EDIT,0.490990253030983
02,23,MATURE,POST_EDIT,-0.5585812268712466
02,24,MATURE,POST_EDIT,0.6306562238868914
02,25,MATURE,POST_EDIT,-0.21821789023599242
02,26,MATURE,POST_EDIT,0.9549937104572924
02,27,MATURE,POST_EDIT,0.46848748060169076
02,28,MATURE,POST_EDIT,0.0
02,29,MATURE,POST_EDIT,0.43037668342494384
02,30,MATURE,POST_EDIT,-0.6306562238868914
02,31,MATURE,POST_EDIT,0.7142857142857144
02,32,MATURE,POST_EDIT,-0.39285714285714296
02,33,MATURE,POST_EDIT,0.14285714285714288
02,34,MATURE,POST_EDIT,-0.0181848241863327
02,35,MATURE,POST_EDIT,0.6126374746329801
02,36,MATURE,POST_EDIT,0.36037498507822363
02,37,MATURE,POST_EDIT,0.6666937223947136
02,38,MATURE,POST_EDIT,0.0
02,39,MATURE,POST_EDIT,0.30631873731649006
02,40,MATURE,POST_EDIT,-0.48181205582971587
02,41,MATURE,POST_EDIT,0.6306562238868914
02,42,MATURE,POST_EDIT,0.7567874686642697
02,43,MATURE,POST_EDIT,0.2522624895547565
02,44,MATURE,POST_EDIT,0.5357142857142858
02,45,MATURE,POST_EDIT,-0.5714285714285715
02,46,MATURE,POST_EDIT,0.6847124716486249
02,47,MATURE,POST_EDIT,0.14414999403128945
03,0,NASCENT,RELAXED,0.8046172777075037
03,1,NASCENT,RELAXED,0.6785714285714287
03,2,NASCENT,RELAXED,0.6666937223947136
03,3,NASCENT,RELAXED,0.8829187134416479
03,4,NASCENT,RELAXED,0.6126374746329801
03,5,NASCENT,RELAXED,0.6666937223947136
03,6,NASCENT,RELAXED,0.03706246583305506
03,7,NASCENT,RELAXED,0.7500000000000002
03,8,NASCENT,RELAXED,0.5
03,9,NASCENT,RELAXED,0.5765999761251578
03,10,NASCENT,RELAXED,0.8928571428571429
03,11,NASCENT,RELAXED,0.7455777916396408
03,12,NASCENT,RELAXED,0.8288624656799143
03,13,NASCENT,RELAXED,0.22237479499833038
03,14,NASCENT,RELAXED,0.6666937223947136
03,15,NASCENT,RELAXED,0.6364688465216446
03,16,NASCENT,RELAXED,0.5929994533288809
03,17,NASCENT,RELAXED,0.630061919161936
03,18,NASCENT,RELAXED,0.6546536707079773
03,19,NASCENT,RELAXED,0.490990253030983
03,20,NASCENT,RELAXED,0.7207499701564473
03,21,NASCENT,RELAXED,0.8001322641986389
03,22,NASCENT,RELAXED,0.41443123283995714
03,23,NASCENT,RELAXED,0.6071428571428572
03,24,NASCENT,RELAXED,0.4076871241636057
03,25,NASCENT,RELAXED,0.8365019125713041
03,26,NASCENT,RELAXED,0.5357142857142858
03,27,NASCENT,RELAXED,0.4076871241636057
03,28,NASCENT,RELAXED,0.8017837257372733
03,29,NASCENT,RELAXED,0.9274260335029678
03,30,NASCENT,RELAXED,0.14414999403128945
03,31,NASCENT,RELAXED,0.6071428571428572
03,32,NASCENT,RELAXED,-0.07142857142857144
03,33,NASCENT,RELAXED,0.8288624656799143
03,34,NASCENT,RELAXED,0.23424374030084538
03,35,NASCENT,RELAXED,0.7857142857142859
03,36,NASCENT,RELAXED,-0.09009374626955591
03,37,NASCENT,RELAXED,-0.7387687194103584
03,38,NASCENT,RELAXED,0.991031208965115
03,39,NASCENT,RELAXED,0.5405624776173354
03,40,NASCENT,RELAXED,0.1454785934906616
03,41,NASCENT,RELAXED,0.21622499104693418
03,42,NASCENT,RELAXED,0.054554472558998104
03,43,NASCENT,RELAXED,0.3181045051401759
03,44,NASCENT,RELAXED,0.14414999403128945
03,45,NASCENT,RELAXED,0.7748062179181807
03,46,NASCENT,RELAXED,0.6546536707079773
03,47,NASCENT,RELAXED,0.16366341767699433
03,0,NASCENT,POST_EDIT,0.30631873731649006
03,1,NASCENT,POST_EDIT,0.37839373433213486
03,2,NASCENT,POST_EDIT,0.39285714285714296
03,3,NASCENT,POST_EDIT,0.0
03,4,NASCENT,POST_EDIT,0.8108437164260032
03,5,NASCENT,POST_EDIT,0.8214285714285715
03,6,NASCENT,POST_EDIT,0.7819474400123061
03,7,NASCENT,POST_EDIT,0.5405624776173354
03,8,NASCENT,POST_EDIT,0.7412493166611013
03,9,NASCENT,POST_EDIT,0.43244998209386837
03,10,NASCENT,POST_EDIT,0.44474958999666075
03,11,NASCENT,POST_EDIT,0.7387687194103584
03,12,NASCENT,POST_EDIT,0.7637626158259735
03,13,NASCENT,POST_EDIT,0.42857142857142866
03,14,NASCENT,POST_EDIT,0.7500000000000002
03,15,NASCENT,POST_EDIT,0.6126374746329801
03,16,NASCENT,POST_EDIT,0.5714285714285715
03,17,NASCENT,POST_EDIT,0.702731220902536
03,18,NASCENT,POST_EDIT,0.8829187134416479
03,19,NASCENT,POST_EDIT,0.14285714285714288
03,20,NASCENT,POST_EDIT,0.7748062179181807
03,21,NASCENT,POST_EDIT,0.8260009854911466
03,22,NASCENT,POST_EDIT,0.2702812388086677
03,23,NASCENT,POST_EDIT,0.6071428571428572
03,24,NASCENT,POST_EDIT,0.48650622985560193
03,25,NASCENT,POST_EDIT,0.8829187134416479
03,26,NASCENT,POST_EDIT,0.8728715609439697
03,27,NASCENT,POST_EDIT,0.8829187134416479
03,28,NASCENT,POST_EDIT,0.8017837257372733
03,29,NASCENT,POST_EDIT,0.900937462695559
03,30,NASCENT,POST_EDIT,0.2727723627949905
03,31,NASCENT,POST_EDIT,0.7857142857142859
03,32,NASCENT,POST_EDIT,0.10714285714285716
03,33,NASCENT,POST_EDIT,0.23424374030084538
03,34,NASCENT,POST_EDIT,0.6785714285714287
03,35,NASCENT,POST_EDIT,1.0
03,36,NASCENT,POST_EDIT,0.5357142857142858
03,37,NASCENT,POST_EDIT,-0.7500000000000002
03,38,NASCENT,POST_EDIT,0.9549937104572924
03,39,NASCENT,POST_EDIT,0.396412483586046
03,40,NASCENT,POST_EDIT,0.6785714285714287
03,41,NASCENT,POST_EDIT,0.8571428571428573
03,42,NASCENT,POST_EDIT,-0.20003306604965973
03,43,NASCENT,POST_EDIT,0.7387687194103584
03,44,NASCENT,POST_EDIT,0.594618725379069
03,45,NASCENT,POST_EDIT,0.8183170883849716
03,46,NASCENT,POST_EDIT,0.7819474400123061
03,47,NASCENT,POST_EDIT,-0.6364688465216446
03,0,MATURE,RELAXED,0.6424452109375585
03,1,MATURE,RELAXED,0.7567874686642697
03,2,MATURE,RELAXED,-0.8829187134416479
03,3,MATURE,RELAXED,0.03603749850782236
03,4,MATURE,RELAXED,0.7748062179181807
03,5,MATURE,RELAXED,0.792824967172092
03,6,MATURE,RELAXED,0.396412483586046
03,7,MATURE,RELAXED,0.21428571428571433
03,8,MATURE,RELAXED,0.8183170883849716
03,9,MATURE,RELAXED,0.7142857142857144
03,10,MATURE,RELAXED,0.43244998209386837
03,11,MATURE,RELAXED,-0.25
03,12,MATURE,RELAXED,0.16366341767699433
03,13,MATURE,RELAXED,0.6666937223947136
03,14,MATURE,RELAXED,0.8365019125713041
03,15,MATURE,RELAXED,-0.6071428571428572
03,16,MATURE,RELAXED,0.7273929674533081
03,17,MATURE,RELAXED,-0.25
03,18,MATURE,RELAXED,-0.6486749731408026
03,19,MATURE,RELAXED,-0.7857142857142859
03,20,MATURE,RELAXED,0.25
03,21,MATURE,RELAXED,-0.490990253030983
03,22,MATURE,RELAXED,0.07412493166611012
03,23,MATURE,RELAXED,-0.5714285714285715
03,24,MATURE,RELAXED,0.36037498507822363
03,25,MATURE,RELAXED,-0.23424374030084538
03,26,MATURE,RELAXED,-0.09009374626955591
03,27,MATURE,RELAXED,-0.991031208965115
03,28,MATURE,RELAXED,0.6123724356957946
03,29,MATURE,RELAXED,-0.396412483586046
03,30,MATURE,RELAXED,0.5765999761251578
03,31,MATURE,RELAXED,0.3214285714285715
03,32,MATURE,RELAXED,0.39285714285714296
03,33,MATURE,RELAXED,0.5714285714285715
03,34,MATURE,RELAXED,-0.07412493166611012
