candidate,matrix_id,launch,convention,pulse_length,persistence,pulse_completed,release_completed,edits_applied,release_interventions_applied,release_inherited_fixed_fraction,final_similarity,minimum_similarity,launch_risk,launch_entropy,launch_top1_share,launch_occupied_types,launch_throughput,anchor_risk,anchor_entropy,anchor_top1_share,anchor_occupied_types,anchor_throughput,risk_reduction,entropy_reduction,top1_increase,occupied_reduction,log_throughput_ratio
02,0,NASCENT,POST_EDIT,60,5.0,1.0,1.0,60.0,0.0,0.9833333333333334,0.24172283358144955,0.08874746467792542,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.050958676711959895,1.74662021498774,0.4833333333333334,11.333333333333334,4020.4171372494934,0.9460630584979369,1.942259239126198,0.4583333333333333,28.666666666666668,4.794137999520129
02,0,NASCENT,RELAXED,1,3.6666666666666665,1.0,1.0,0.0,0.0,0.9833333333333333,0.1290062858503244,0.03587746491908969,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.43236510671665535,2.924501703738819,0.25,26.333333333333332,723.0365888196517,0.5646566284932416,0.764377750375119,0.225,13.666666666666666,3.333291826907143
02,0,NASCENT,RELAXED,2,3.6666666666666665,1.0,1.0,1.0,0.0,0.9666666666666667,0.06132587085964453,0.051729092556064456,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.3206629846419171,2.5370068753903445,0.375,22.333333333333332,1731.3719757966635,0.6763587505679798,1.1518725787235937,0.3499999999999999,17.666666666666668,4.173789106051932
02,0,NASCENT,RELAXED,4,4.333333333333333,1.0,1.0,3.0,0.0,0.9833333333333334,0.11747777158065764,0.009986489845511239,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.2789570674756994,1.9490334131487443,0.525,16.333333333333332,967.5305643403182,0.7180646677341974,1.7398460409651937,0.5,23.666666666666668,2.600041025690484
02,0,NASCENT,RELAXED,8,3.3333333333333335,1.0,1.0,7.0,0.0,0.9777777777777777,0.06709726473977684,0.017834816887695146,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.07934730583319864,1.6098614555867972,0.5583333333333333,11.333333333333334,3304.347934039903,0.9176744293766982,2.079017998527141,0.5333333333333333,28.666666666666668,4.853965475148289
02,0,NASCENT,RELAXED,16,2.0,1.0,1.0,15.0,0.0,0.9777777777777777,0.4704236596371975,0.06074022105481209,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.3206240292235305,1.9522038636107533,0.47500000000000003,14.333333333333334,25.127089658097983,0.6763977059863664,1.7366755905031848,0.45,25.666666666666668,-0.5031646086129031
02,0,NASCENT,RELAXED,32,3.3333333333333335,1.0,1.0,31.0,0.0,0.9611111111111111,0.42438612141218424,0.08908482203877914,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.1066722215602456,1.639286063843002,0.48333333333333334,9.666666666666666,915.549802863586,0.8903495136496513,2.049593390270936,0.4583333333333333,30.333333333333332,2.9162626493247568
02,0,NASCENT,RELAXED,60,4.666666666666667,1.0,1.0,59.0,0.0,0.9888888888888889,0.4872281872955632,0.11934499553993111,0.997021735209897,3.688879454113938,0.025000000000000005,40.0,25.72202230095571,0.09543760626318948,1.7812775740157374,0.4833333333333334,12.0,2677.6826642200567,0.9015841289467074,1.9076018800982009,0.4583333333333333,28.0,2.9988542037444237
02,1,MATURE,POST_EDIT,1,4.333333333333333,1.0,1.0,1.0,0.0,0.9499999999999998,0.5497831988691286,0.25127288875004683,0.24700150424827286,2.7206515646893905,0.15,19.0,114.73959084037897,0.16346284468727265,2.736471927468395,0.15,19.666666666666668,235.71060361204079,0.0835386595610002,-0.015820362779004043,0.0,-0.6666666666666666,0.628115117903984
02,1,MATURE,POST_EDIT,2,3.6666666666666665,1.0,1.0,2.0,0.0,0.9666666666666668,0.5115725856293899,0.1832754896256915,0.24700150424827286,2.7206515646893905,0.15,19.0,114.73959084037897,0.10620975084157547,2.5100259223206236,0.16666666666666666,17.0,546.0003321272176,0.1407917534066974,0.2106256423687669,0.016666666666666673,2.0,1.5580552418543536
