source_state_id,broken_state_id,candidate,matrix_id,landmark,eligible,reason,observed_fissions,break_time,break_h,broken_state_digest,old_anchor_digest
VALI-c02-m142-g050,VALI-c02-m142-g050-natural-break-f02,02,142,50,True,natural_break_observed,2,2,0.886669136968746,4a3fb7f5079807874cb205d9dbdcc416c5b968319c89f5e3d69ceb6d0a3a5550,c5c6dd2ee85ed3839c6237dcfba499015ed0b9c8caa6264ca51280e518d6c430
VALI-c02-m142-g065,VALI-c02-m142-g065-natural-break-f03,02,142,65,True,natural_break_observed,3,3,0.8724024145144709,08234155cee53f7bc513b33719455659d1c82ef1503caf6d539ac39fa1f4f9df,ec84b195d6b0032699add407cce6edee14aa0d1b68e102b6ff37d2e9804af181
VALI-c02-m142-g080,VALI-c02-m142-g080-natural-break-f09,02,142,80,True,natural_break_observed,9,9,0.8989331499509894,20d79d783678c8e7b52826439648e25e59104ac9e005510e92c1344eba78930d,1a45709950ea13db51ae8279995247af7b8abb8ab9c3e8daa1c5cbd55377a83c
VALI-c03-m142-g020,VALI-c03-m142-g020-natural-break-f10,03,142,20,True,natural_break_observed,10,10,0.8769160575500737,0e9bf9e75e08041d7a802e8196fe0010a860b0a6fdd65c879374f9f94940b963,552a92fc6a13f8b5a4c8b1e1c1d08e68ceaa528aa8858c75c4929daa73bef846
VALI-c03-m142-g035,VALI-c03-m142-g035-natural-break-f01,03,142,35,True,natural_break_observed,1,1,0.8569679835600635,2802b311fa716262110d2994195d030fe1386f71107b08cf6ac11d2e4ec0c4d7,dc5c42d0d549b5a2ec425ec9120a2acd50b08c415f70da0e4c2ffc4afe66e513
VALI-c03-m142-g050,VALI-c03-m142-g050-natural-break-f25,03,142,50,True,natural_break_observed,25,25,0.8863078393388502,2e508e9f669bc13d8e494f4936dae8687ba23b7d13971778818ef6dcf7bb3f07,6994825f6bba9f5b91f9c0396d5fc1046594db3f53dc7c7790dc6982bb51a994
VALI-c03-m142-g065,VALI-c03-m142-g065-natural-break-f14,03,142,65,True,natural_break_observed,14,14,0.894533059165168,86c4a41ccbebf39c5f3a47feda2761c0f2167d340923a59e6dc7228d80c258ed,fd14b640c7050de5896ef410b50a020a2510f7a08077c10b67df0d772fe41427
VALI-c03-m142-g080,VALI-c03-m142-g080-natural-break-f03,03,142,80,True,natural_break_observed,3,3,0.8870027676436548,803cf00f8ffdc0805d1920778f578843d803331e723cbd32b31b24ea5de32c5a,4ee2ba0b2e40d8127c90bd931cf7ae8338e31abaa833c5729a7957c94a8ff519
VALI-c02-m143-g020,VALI-c02-m143-g020-natural-break-f06,02,143,20,True,natural_break_observed,6,6,0.8480006566249602,10d6f014ef31d55e8dd403c83389433cb8d475d069091c9f4ad659011b524da3,4dde6ac0041d7cad5175e0991dc32a3f7c41d1d249bf122a38c20868304d7961
VALI-c02-m143-g035,VALI-c02-m143-g035-natural-break-f02,02,143,35,True,natural_break_observed,2,2,0.8942389499810997,0cff3d0a7f9a027b60f07617b4a969bda98c640c4ca169982507ec69fb0d07c9,ac4ace2a77564c8e4ebbe90d517873762941044cc757841211e4a3dac3420eb4
