substrate,rule,donor_id,arm,donor_kind,depths,final_leaves,final_success_count,final_success_rate
eca,90,eca-90-7-7,shuffled_half,maintainer,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,32,1.0
eca,106,eca-106-10-42,intact,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.875, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.5625, ""nodes"": 16, ""sibling_concordance"": 0.375, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.65625, ""nodes"": 32, ""sibling_concordance"": 0.4375, ""survivors"": 32}]",32,1,0.03125
eca,106,eca-106-10-42,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 0.5, ""survivors"": 6}, {""depth"": 4, ""identity_rate"": 0.9166666666666666, ""nodes"": 12, ""sibling_concordance"": 0.8333333333333334, ""survivors"": 12}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 24, ""sibling_concordance"": 1.0, ""survivors"": 24}]",24,6,0.25
eca,106,eca-106-10-42,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.9375, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,5,0.15625
eca,106,eca-106-5-165,intact,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 0.5, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.875, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.84375, ""nodes"": 32, ""sibling_concordance"": 0.8125, ""survivors"": 32}]",32,8,0.25
eca,106,eca-106-5-165,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.9375, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 15}, {""depth"": 5, ""identity_rate"": 0.9666666666666667, ""nodes"": 30, ""sibling_concordance"": 0.9333333333333333, ""survivors"": 29}]",29,5,0.1724137931034483
eca,106,eca-106-5-165,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.875, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.96875, ""nodes"": 32, ""sibling_concordance"": 0.9375, ""survivors"": 31}]",31,2,0.06451612903225806
eca,106,eca-106-3-179,intact,switcher,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.5, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.5, ""nodes"": 16, ""sibling_concordance"": 0.5, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.4375, ""nodes"": 32, ""sibling_concordance"": 0.625, ""survivors"": 32}]",32,0,0.0
eca,106,eca-106-3-179,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.9375, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 15}, {""depth"": 5, ""identity_rate"": 0.9666666666666667, ""nodes"": 30, ""sibling_concordance"": 0.9333333333333333, ""survivors"": 29}]",29,2,0.06896551724137931
eca,106,eca-106-3-179,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.875, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.96875, ""nodes"": 32, ""sibling_concordance"": 0.9375, ""survivors"": 32}]",32,0,0.0
eca,106,eca-106-10-218,intact,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.875, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.75, ""nodes"": 16, ""sibling_concordance"": 0.5, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.625, ""nodes"": 32, ""sibling_concordance"": 0.625, ""survivors"": 32}]",32,1,0.03125
eca,106,eca-106-10-218,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.9375, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 15}, {""depth"": 5, ""identity_rate"": 0.9666666666666667, ""nodes"": 30, ""sibling_concordance"": 0.9333333333333333, ""survivors"": 29}]",29,6,0.20689655172413793
eca,106,eca-106-10-218,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.96875, ""nodes"": 32, ""sibling_concordance"": 0.9375, ""survivors"": 31}]",31,3,0.0967741935483871
eca,106,eca-106-3-243,intact,switcher,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.25, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.625, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.5625, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.59375, ""nodes"": 32, ""sibling_concordance"": 0.6875, ""survivors"": 32}]",32,0,0.0
eca,106,eca-106-3-243,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.9375, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 15}, {""depth"": 5, ""identity_rate"": 0.9666666666666667, ""nodes"": 30, ""sibling_concordance"": 0.9333333333333333, ""survivors"": 30}]",30,4,0.13333333333333333
eca,106,eca-106-3-243,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.875, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 14}, {""depth"": 5, ""identity_rate"": 0.9642857142857143, ""nodes"": 28, ""sibling_concordance"": 0.9285714285714286, ""survivors"": 28}]",28,2,0.07142857142857142
eca,106,eca-106-5-245,intact,switcher,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 0.5, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.6875, ""nodes"": 16, ""sibling_concordance"": 0.375, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.6875, ""nodes"": 32, ""sibling_concordance"": 0.75, ""survivors"": 32}]",32,1,0.03125
eca,106,eca-106-5-245,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.96875, ""nodes"": 32, ""sibling_concordance"": 0.9375, ""survivors"": 31}]",31,2,0.06451612903225806
eca,106,eca-106-5-245,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.96875, ""nodes"": 32, ""sibling_concordance"": 0.9375, ""survivors"": 31}]",31,0,0.0
eca,106,eca-106-11-251,intact,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.8125, ""nodes"": 16, ""sibling_concordance"": 0.625, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.875, ""nodes"": 32, ""sibling_concordance"": 0.875, ""survivors"": 32}]",32,13,0.40625
eca,106,eca-106-11-251,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.96875, ""nodes"": 32, ""sibling_concordance"": 0.9375, ""survivors"": 31}]",31,18,0.5806451612903226
eca,106,eca-106-11-251,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.875, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 14}, {""depth"": 5, ""identity_rate"": 0.9642857142857143, ""nodes"": 28, ""sibling_concordance"": 0.9285714285714286, ""survivors"": 27}]",27,16,0.5925925925925926
eca,106,eca-106-13-253,intact,switcher,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 0.5, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.6875, ""nodes"": 16, ""sibling_concordance"": 0.625, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.65625, ""nodes"": 32, ""sibling_concordance"": 0.6875, ""survivors"": 32}]",32,1,0.03125
eca,106,eca-106-13-253,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.9375, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 15}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 30, ""sibling_concordance"": 1.0, ""survivors"": 30}]",30,1,0.03333333333333333
eca,106,eca-106-13-253,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.875, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 15}, {""depth"": 5, ""identity_rate"": 0.9333333333333333, ""nodes"": 30, ""sibling_concordance"": 0.8666666666666667, ""survivors"": 29}]",29,0,0.0
eca,110,eca-110-7-7,intact,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 0.5, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.875, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.8125, ""nodes"": 32, ""sibling_concordance"": 0.625, ""survivors"": 32}]",32,3,0.09375
eca,110,eca-110-7-7,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.5, ""nodes"": 4, ""sibling_concordance"": 0.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.875, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.84375, ""nodes"": 32, ""sibling_concordance"": 0.8125, ""survivors"": 31}]",31,2,0.06451612903225806
eca,110,eca-110-7-7,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.8125, ""nodes"": 16, ""sibling_concordance"": 0.625, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.875, ""nodes"": 32, ""sibling_concordance"": 0.75, ""survivors"": 32}]",32,7,0.21875
eca,110,eca-110-3-35,intact,switcher,"[{""depth"": 1, ""identity_rate"": 0.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.875, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.8125, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.875, ""nodes"": 32, ""sibling_concordance"": 0.75, ""survivors"": 32}]",32,11,0.34375
eca,110,eca-110-3-35,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.9375, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.875, ""nodes"": 32, ""sibling_concordance"": 0.75, ""survivors"": 32}]",32,14,0.4375
eca,110,eca-110-3-35,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.875, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.8125, ""nodes"": 16, ""sibling_concordance"": 0.625, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.9375, ""nodes"": 32, ""sibling_concordance"": 0.875, ""survivors"": 32}]",32,6,0.1875
eca,110,eca-110-15-127,intact,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.875, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,27,0.84375
eca,110,eca-110-15-127,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,23,0.71875
eca,110,eca-110-15-127,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,24,0.75
eca,110,eca-110-6-134,intact,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.9375, ""nodes"": 32, ""sibling_concordance"": 0.875, ""survivors"": 32}]",32,23,0.71875
eca,110,eca-110-6-134,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,26,0.8125
eca,110,eca-110-6-134,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.90625, ""nodes"": 32, ""sibling_concordance"": 0.8125, ""survivors"": 32}]",32,22,0.6875
eca,110,eca-110-11-299,intact,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.96875, ""nodes"": 32, ""sibling_concordance"": 0.9375, ""survivors"": 32}]",32,25,0.78125
eca,110,eca-110-11-299,complementary_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 1.0, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 1.0, ""nodes"": 16, ""sibling_concordance"": 1.0, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,27,0.84375
eca,110,eca-110-11-299,shuffled_half,switcher,"[{""depth"": 1, ""identity_rate"": 1.0, ""nodes"": 2, ""sibling_concordance"": 1.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 1.0, ""nodes"": 4, ""sibling_concordance"": 1.0, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.875, ""nodes"": 8, ""sibling_concordance"": 0.75, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.9375, ""nodes"": 16, ""sibling_concordance"": 0.875, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 0.96875, ""nodes"": 32, ""sibling_concordance"": 0.9375, ""survivors"": 32}]",32,21,0.65625
eca,110,eca-110-14-302,intact,switcher,"[{""depth"": 1, ""identity_rate"": 0.5, ""nodes"": 2, ""sibling_concordance"": 0.0, ""survivors"": 2}, {""depth"": 2, ""identity_rate"": 0.75, ""nodes"": 4, ""sibling_concordance"": 0.5, ""survivors"": 4}, {""depth"": 3, ""identity_rate"": 0.75, ""nodes"": 8, ""sibling_concordance"": 1.0, ""survivors"": 8}, {""depth"": 4, ""identity_rate"": 0.875, ""nodes"": 16, ""sibling_concordance"": 0.75, ""survivors"": 16}, {""depth"": 5, ""identity_rate"": 1.0, ""nodes"": 32, ""sibling_concordance"": 1.0, ""survivors"": 32}]",32,17,0.53125
