candidate,matrix_id,controller,cross_lineage_final_cosine,completed_horizon,observed_fissions,inherited_boundary_count,inherited_fraction,total_breaks,episode_count,longest_inherited_run,mean_growth_updates,final_entropy,final_occupied_types,final_top1_share,final_throughput,final_risk,mean_predicted_action_shift,out_of_development_envelope_fraction,distinct_swaps,repeated_swaps,immediately_reversing_swaps
02,0,MODEL_DOWN,0.9742276815721737,1.0,60.0,60.0,1.0,0.0,0.0,60.0,25.63611111111111,1.3233795309544691,7.666666666666667,0.6083333333333333,3963.787672646647,0.010885332749810022,-0.021095598769640816,0.6666666666666666,39.333333333333336,20.666666666666668,0.0
02,0,MODEL_UP,0.5375173616343771,1.0,60.0,53.333333333333336,0.888888888888889,6.666666666666667,3.6666666666666665,25.833333333333332,49.28888888888889,2.852143596346536,22.0,0.1625,51.045171915879344,0.5470989512292768,0.06730785077240822,0.6666666666666666,45.166666666666664,14.833333333333334,0.0
02,0,NOOP,0.5362976889147824,1.0,60.0,58.166666666666664,0.9694444444444446,1.8333333333333333,1.3333333333333333,42.5,41.044444444444444,2.2326326917900947,15.833333333333334,0.3416666666666666,1066.250916226392,0.23718952215702738,0.0,0.6666666666666666,0.0,0.0,0.0
02,0,RANDOM,0.6331631546211126,1.0,60.0,56.833333333333336,0.9472222222222223,3.1666666666666665,2.1666666666666665,31.833333333333332,40.413888888888884,1.9076706450564973,12.333333333333334,0.4291666666666667,462.37425621097844,0.25087489977158733,0.007820766758845717,0.6666666666666666,59.5,0.5,0.0
02,0,RULE_DOWN,0.9730136818761338,1.0,60.0,60.0,1.0,0.0,0.0,60.0,24.905555555555555,1.4693172987642436,10.333333333333334,0.5833333333333334,3105.845224208059,0.02089533585046482,-0.018337450171775054,0.6666666666666666,11.833333333333334,48.166666666666664,0.0
02,0,RULE_UP,0.3520807722016334,1.0,60.0,53.666666666666664,0.8944444444444444,6.333333333333333,3.5,26.333333333333332,50.21666666666666,2.8127548840190193,21.333333333333332,0.15833333333333333,58.137518953806826,0.542986982009169,0.05511773678855391,0.6666666666666666,45.166666666666664,14.833333333333334,0.0
02,1,MODEL_DOWN,0.8984969825147873,1.0,60.0,60.0,1.0,0.0,0.0,60.0,26.28611111111111,1.5022611095564509,9.833333333333334,0.5333333333333333,3382.214658676909,0.021080498027056905,-0.03034750952629346,0.6666666666666666,44.0,16.0,0.0
02,1,MODEL_UP,0.4366756901327123,1.0,60.0,46.333333333333336,0.7722222222222221,13.666666666666666,4.333333333333333,14.0,56.20000000000001,2.9391341713932557,23.5,0.15,37.47802485390758,0.6979692854743395,0.06663565124193181,0.6694444444444444,48.166666666666664,11.833333333333334,0.0
02,1,NOOP,0.5864936799087911,1.0,60.0,54.833333333333336,0.9138888888888889,5.166666666666667,2.1666666666666665,32.333333333333336,48.580555555555556,2.4145308575488404,18.0,0.30833333333333335,129.7126693870226,0.43827093914714804,0.0,0.6666666666666666,0.0,0.0,0.0
02,1,RANDOM,0.4338264934084649,1.0,60.0,57.166666666666664,0.9527777777777778,2.8333333333333335,1.8333333333333333,35.0,45.20277777777778,2.1147635133350287,14.0,0.3458333333333334,410.46284670218125,0.2866680381827625,0.006026104932254402,0.6666666666666666,59.833333333333336,0.16666666666666666,0.16666666666666666
02,1,RULE_DOWN,0.9588070390733254,1.0,60.0,60.0,1.0,0.0,0.0,60.0,28.624999999999996,1.582494037921437,10.833333333333334,0.5499999999999999,4143.232637448742,0.023957266014637973,-0.027126150965549004,0.6666666666666666,31.0,29.0,0.0
02,1,RULE_UP,0.5552206006837931,1.0,60.0,47.833333333333336,0.7972222222222222,12.166666666666666,4.833333333333333,13.0,57.991666666666674,2.672131728812053,21.0,0.225,146.71165346335403,0.536825910244391,0.05514282662237632,0.6666666666666666,44.833333333333336,15.166666666666666,0.0
02,2,MODEL_DOWN,0.8478494709808878,1.0,60.0,60.0,1.0,0.0,0.0,60.0,15.655555555555557,1.3472412184571885,8.5,0.5958333333333333,4622.680490076098,0.006017417455424914,-0.0032735146551194174,0.6805555555555555,45.666666666666664,14.333333333333334,0.0
02,2,MODEL_UP,0.9797307112137663,1.0,60.0,60.0,1.0,0.0,0.0,60.0,19.766666666666662,1.4305762318778932,12.0,0.6583333333333333,5179.3213801296715,0.012120519785049669,0.005513472605578026,0.6722222222222222,28.5,31.5,0.0
02,2,NOOP,0.9285859112931892,1.0,60.0,60.0,1.0,0.0,0.0,60.0,18.57777777777778,1.4954662599218038,10.333333333333334,0.5833333333333334,4108.958161796029,0.010721247642914376,0.0,0.6777777777777777,0.0,0.0,0.0
02,2,RANDOM,0.9591657274305649,1.0,60.0,60.0,1.0,0.0,0.0,60.0,18.397222222222222,1.5166479641365382,11.333333333333334,0.6041666666666666,4404.373744161766,0.010527695912602013,0.0011600509348105557,0.6666666666666666,59.333333333333336,0.6666666666666666,0.0
02,2,RULE_DOWN,0.9229384780441873,1.0,60.0,60.0,1.0,0.0,0.0,60.0,17.922222222222224,1.5017788972079256,9.666666666666666,0.5666666666666668,4014.5532814577577,0.007542651371727216,-0.002478185132454454,0.6749999999999999,23.666666666666668,36.333333333333336,0.0
02,2,RULE_UP,0.9546567658983561,1.0,60.0,60.0,1.0,0.0,0.0,60.0,18.083333333333332,1.4164097822939345,9.833333333333334,0.6208333333333332,4601.015615031135,0.009243880904363814,0.003667770157537225,0.6749999999999999,22.333333333333332,37.666666666666664,0.0
02,3,MODEL_DOWN,0.8822992404713034,1.0,60.0,60.0,1.0,0.0,0.0,60.0,4.016666666666667,0.988265158446617,3.8333333333333335,0.5625,27680.771145646093,0.00024100961036699301,-0.0003985654228637838,0.6777777777777779,22.833333333333332,37.166666666666664,0.0
02,3,MODEL_UP,0.9598537219781439,1.0,60.0,60.0,1.0,0.0,0.0,60.0,4.583333333333333,0.953698919261818,5.333333333333333,0.6166666666666667,26047.32782288699,0.0012607557267557171,0.0009658649918169862,0.8833333333333333,12.333333333333334,47.666666666666664,0.0
02,3,NOOP,0.9931220019598094,1.0,60.0,60.0,1.0,0.0,0.0,60.0,4.6499999999999995,0.7974606278197002,4.0,0.6791666666666666,30882.866175866755,0.0005406947554923596,0.0,0.7083333333333334,0.0,0.0,0.0
02,3,RANDOM,0.9905676602817242,1.0,60.0,60.0,1.0,0.0,0.0,60.0,4.666666666666666,0.7937365020819921,4.166666666666667,0.6958333333333333,32250.378868361808,0.0005907154972309032,0.0003510435067438568,0.7888888888888889,57.333333333333336,2.6666666666666665,0.0
02,3,RULE_DOWN,0.99529100416054,1.0,60.0,60.0,1.0,0.0,0.0,60.0,4.827777777777778,0.7481034710358158,3.6666666666666665,0.7166666666666667,33971.11309509971,0.0004235678224642724,-0.00011574826431965962,0.725,8.833333333333334,51.166666666666664,0.0
02,3,RULE_UP,0.9566729326110669,1.0,60.0,60.0,1.0,0.0,0.0,60.0,4.511111111111112,0.9744942729027325,5.0,0.6083333333333333,25130.326966503937,0.0010277289675344602,0.000642822883293139,0.8555555555555555,12.5,47.5,0.0
02,4,MODEL_DOWN,0.7545529268591766,1.0,60.0,59.333333333333336,0.9888888888888889,0.6666666666666666,0.6666666666666666,50.833333333333336,31.48333333333333,1.9563440331556652,11.666666666666666,0.3333333333333333,661.8878188785649,0.0632446295869523,-0.02819179635994691,0.6833333333333335,48.0,12.0,0.0
02,4,MODEL_UP,0.5112184770572682,1.0,60.0,44.166666666666664,0.7361111111111112,15.833333333333334,3.5,19.833333333333332,43.54166666666668,2.827790437655846,22.166666666666668,0.19166666666666668,149.60986310606486,0.5652805497335858,0.050373340325389905,0.6833333333333332,41.5,18.5,0.0
02,4,NOOP,0.7246978238363901,1.0,60.0,56.0,0.9333333333333332,4.0,1.6666666666666667,37.166666666666664,38.44444444444445,2.5514693586080246,17.666666666666668,0.225,271.14623038024337,0.3170747592227013,0.0,0.6722222222222222,0.0,0.0,0.0
02,4,RANDOM,0.740036194367832,1.0,60.0,56.0,0.9333333333333332,4.0,1.6666666666666667,36.333333333333336,38.39722222222222,2.5015363484954647,17.666666666666668,0.25833333333333336,262.0923607020441,0.3128660024226199,0.006757921710723752,0.6666666666666666,59.666666666666664,0.3333333333333333,0.16666666666666666
02,4,RULE_DOWN,0.5641358646449718,1.0,60.0,59.666666666666664,0.9944444444444445,0.3333333333333333,0.3333333333333333,58.0,34.21944444444445,2.111891416189238,13.5,0.325,563.4028170139986,0.06521186724194541,-0.019311813442026236,0.6805555555555555,25.666666666666668,34.333333333333336,0.0
02,4,RULE_UP,0.6458513477984437,1.0,60.0,45.833333333333336,0.7638888888888888,14.166666666666666,3.8333333333333335,16.333333333333332,43.82777777777778,2.744830013317058,21.166666666666668,0.2041666666666667,125.62780488373694,0.5096890740670016,0.03214541533474717,0.6694444444444444,35.0,25.0,0.0
02,5,MODEL_DOWN,0.9444187448228842,1.0,60.0,60.0,1.0,0.0,0.0,60.0,37.41111111111112,1.5656206873124028,10.333333333333334,0.5375,2166.783752843181,0.0372871422751728,-0.03732142928765197,0.6666666666666666,45.5,14.5,0.0
02,5,MODEL_UP,0.5437312754523298,1.0,60.0,56.166666666666664,0.9361111111111112,3.8333333333333335,2.0,40.5,55.42777777777778,2.5815526641773956,18.333333333333332,0.22083333333333335,132.62120495129895,0.4549037534239338,0.07463644649168143,0.6666666666666666,48.833333333333336,11.166666666666666,0.0
02,5,NOOP,0.4123412041171807,1.0,60.0,59.5,0.9916666666666667,0.5,0.3333333333333333,54.666666666666664,50.083333333333336,2.588611356860751,20.333333333333332,0.26666666666666666,80.19262257927026,0.28734254973339207,0.0,0.6666666666666666,0.0,0.0,0.0
02,5,RANDOM,0.44257070146499494,1.0,60.0,57.333333333333336,0.9555555555555556,2.6666666666666665,1.5,37.5,50.34722222222223,2.4627131897603713,19.333333333333332,0.3,353.7836754428111,0.357892115883865,0.008071063567266291,0.6694444444444444,59.333333333333336,0.6666666666666666,0.0
02,5,RULE_DOWN,0.9682421162101874,1.0,60.0,60.0,1.0,0.0,0.0,60.0,39.086111111111116,1.4881824116040676,9.5,0.5499999999999999,1955.388337038553,0.04162571089671577,-0.03127923213551415,0.6666666666666666,34.166666666666664,25.833333333333332,0.0
02,5,RULE_UP,0.6126962502506106,1.0,60.0,56.333333333333336,0.938888888888889,3.6666666666666665,2.3333333333333335,37.166666666666664,48.805555555555564,2.6418217073618178,19.5,0.225,134.34311903130947,0.42172093756841506,0.05316225906912225,0.6694444444444444,33.833333333333336,26.166666666666668,0.0
02,6,MODEL_DOWN,0.440520745584723,1.0,60.0,59.833333333333336,0.9972222222222222,0.16666666666666666,0.16666666666666666,57.166666666666664,37.511111111111106,2.090831933743259,13.5,0.3333333333333333,725.4896189639638,0.10019193448481346,-0.04946200772193077,0.6666666666666666,38.166666666666664,21.833333333333332,0.0
02,6,MODEL_UP,0.41651896194656385,1.0,60.0,38.166666666666664,0.6361111111111112,21.833333333333332,4.5,9.166666666666666,56.677777777777784,3.0025975817383475,25.166666666666668,0.15833333333333333,55.75329858385476,0.7558502451751524,0.04021608763238236,0.6777777777777777,52.166666666666664,7.833333333333333,0.0
02,6,NOOP,0.3844021108268378,1.0,60.0,47.0,0.7833333333333333,13.0,4.0,16.0,51.099999999999994,2.816741819108586,22.166666666666668,0.17500000000000002,138.87444602527648,0.5815692333323023,0.0,0.6666666666666666,0.0,0.0,0.0
02,6,RANDOM,0.39401232396493907,1.0,60.0,42.0,0.7000000000000001,18.0,5.166666666666667,11.166666666666666,50.84722222222222,2.889214931404777,22.5,0.15416666666666665,79.69815559234327,0.6669832973102422,0.0025723246032036966,0.6666666666666666,59.833333333333336,0.16666666666666666,0.0
02,6,RULE_DOWN,0.46648159595588723,1.0,60.0,59.833333333333336,0.9972222222222222,0.16666666666666666,0.16666666666666666,59.666666666666664,37.13333333333333,2.065550541023851,14.0,0.3541666666666667,1005.8679435750337,0.1027966120904059,-0.04113392358009368,0.6666666666666666,37.5,22.5,0.0
02,6,RULE_UP,0.3937738104312342,1.0,60.0,32.5,0.5416666666666666,27.5,3.1666666666666665,8.833333333333334,56.41388888888889,3.0532224423301653,25.333333333333332,0.125,38.13290115159061,0.7531662501401963,0.024301150004281947,0.6722222222222222,51.666666666666664,8.333333333333334,0.0
02,7,MODEL_DOWN,0.5277380704968253,1.0,60.0,59.666666666666664,0.9944444444444445,0.3333333333333333,0.3333333333333333,57.5,40.35277777777778,2.1462353635036076,15.333333333333334,0.33749999999999997,534.7474487256817,0.12389757999945532,-0.037117684120800416,0.6666666666666666,45.666666666666664,14.333333333333334,0.0
02,7,MODEL_UP,0.3267304421840863,1.0,60.0,49.166666666666664,0.8194444444444445,10.833333333333334,3.5,18.666666666666668,53.09444444444444,2.732336277312132,23.666666666666668,0.2875,160.00312789411046,0.5873822154859748,0.045741340031381555,0.6694444444444444,45.666666666666664,14.333333333333334,0.0
02,7,NOOP,0.6177439616040671,1.0,60.0,57.333333333333336,0.9555555555555556,2.6666666666666665,1.5,39.0,45.69444444444445,2.523992292173843,20.333333333333332,0.30833333333333335,466.50619842074315,0.3695870309123592,0.0,0.6666666666666666,0.0,0.0,0.0
02,7,RANDOM,0.46352509785260815,1.0,60.0,57.333333333333336,0.9555555555555556,2.6666666666666665,1.3333333333333333,43.333333333333336,45.29999999999999,2.474260951767912,18.333333333333332,0.27499999999999997,289.04594547185275,0.3817023110676398,0.004115754653073335,0.6666666666666666,59.666666666666664,0.3333333333333333,0.0
02,7,RULE_DOWN,0.47149141150933926,1.0,60.0,59.833333333333336,0.9972222222222222,0.16666666666666666,0.16666666666666666,55.166666666666664,42.036111111111104,2.29350948939268,17.333333333333332,0.3625,460.5351124348197,0.1425713566402817,-0.027875528908087473,0.6666666666666666,36.5,23.5,0.0
02,7,RULE_UP,0.42216190557942546,1.0,60.0,52.333333333333336,0.8722222222222222,7.666666666666667,2.3333333333333335,24.833333333333332,49.15555555555556,2.4835167307374686,19.833333333333332,0.325,282.7720738816042,0.48317932871246955,0.028420043666054357,0.6666666666666666,44.166666666666664,15.833333333333334,0.0
02,8,MODEL_DOWN,0.9939879824527643,1.0,60.0,60.0,1.0,0.0,0.0,60.0,22.602777777777778,0.7339290586410961,6.166666666666667,0.8250000000000001,19555.376976170755,0.0044512110132138875,-0.029989773444405912,0.6666666666666666,39.333333333333336,20.666666666666668,0.0
02,8,MODEL_UP,0.3005697527335672,1.0,60.0,49.333333333333336,0.8222222222222223,10.666666666666666,4.0,20.5,50.18611111111111,2.769489125461837,22.5,0.22083333333333333,60.640139252320786,0.5909758821330173,0.0709332387295949,0.6694444444444444,48.166666666666664,11.833333333333334,0.0
02,8,NOOP,0.46459503923250084,1.0,60.0,53.666666666666664,0.8944444444444445,6.333333333333333,3.5,22.0,43.86388888888889,2.2875806319192975,17.666666666666668,0.37916666666666665,794.1658777372614,0.39939052428785904,0.0,0.6694444444444444,0.0,0.0,0.0
02,8,RANDOM,0.38190500636061686,1.0,60.0,53.833333333333336,0.8972222222222221,6.166666666666667,3.0,23.833333333333332,42.4,2.690969773274046,20.0,0.21666666666666667,137.43667440047994,0.4944117076659544,0.0033335105965128686,0.6666666666666666,59.5,0.5,0.0
02,8,RULE_DOWN,0.9937432486157777,1.0,60.0,60.0,1.0,0.0,0.0,60.0,23.538888888888888,0.6132520966060014,5.333333333333333,0.8541666666666666,16946.60778735396,0.00458791636574857,-0.03298382367604426,0.6666666666666666,28.166666666666668,31.833333333333332,0.0
02,8,RULE_UP,0.4950927616832489,1.0,60.0,49.833333333333336,0.8305555555555556,10.166666666666666,5.166666666666667,15.666666666666666,47.52222222222222,2.8103850740772045,22.5,0.2125,85.29828517506478,0.5740439741915393,0.06306402335362275,0.6666666666666666,48.166666666666664,11.833333333333334,0.0
02,9,MODEL_DOWN,0.9042268730746329,1.0,60.0,59.333333333333336,0.9888888888888889,0.6666666666666666,0.6666666666666666,55.5,39.80833333333333,2.1883529784033744,15.833333333333334,0.4083333333333334,676.6272365602159,0.15583703764829118,-0.0725642009543742,0.6666666666666666,35.333333333333336,24.666666666666668,0.0
02,9,MODEL_UP,0.4499096063331428,1.0,60.0,23.833333333333332,0.3972222222222223,36.166666666666664,3.0,5.0,59.59166666666667,3.0673181231650797,25.166666666666668,0.12083333333333333,36.527251724652814,0.7992215305649658,0.030510434648602622,0.6777777777777777,54.666666666666664,5.333333333333333,0.0
02,9,NOOP,0.3452717193002411,1.0,60.0,38.5,0.6416666666666667,21.5,5.166666666666667,7.833333333333333,52.05277777777778,2.7989211712518363,22.0,0.22083333333333333,160.78430175133448,0.6232586676567361,0.0,0.6694444444444444,0.0,0.0,0.0
02,9,RANDOM,0.3210246204506232,1.0,60.0,41.5,0.6916666666666668,18.5,5.166666666666667,12.5,50.394444444444446,2.860588318841607,22.666666666666668,0.1875,142.3864998943802,0.6361180049402485,0.0015792166324403482,0.6722222222222222,59.833333333333336,0.16666666666666666,0.0
02,9,RULE_DOWN,0.8716212434704862,1.0,60.0,59.166666666666664,0.9861111111111112,0.8333333333333334,0.8333333333333334,50.833333333333336,40.125,2.113364905585805,16.0,0.4291666666666667,790.2262087185226,0.16589897286446711,-0.05684808862565117,0.6666666666666666,30.333333333333332,29.666666666666668,0.0
02,9,RULE_UP,0.3980991483033242,1.0,60.0,29.5,0.4916666666666667,30.5,3.6666666666666665,6.166666666666667,57.07222222222222,3.0448100198042014,25.166666666666668,0.12916666666666668,31.572991028717002,0.7888093915012613,0.021232910272347163,0.6722222222222222,47.833333333333336,12.166666666666666,0.0
02,10,MODEL_DOWN,0.8857712890550515,1.0,60.0,59.833333333333336,0.9972222222222222,0.16666666666666666,0.16666666666666666,59.5,32.922222222222224,2.10937513689468,15.166666666666666,0.4166666666666667,1151.8763710965188,0.09444681638368707,-0.06262695970279858,0.6666666666666666,42.0,18.0,0.0
02,10,MODEL_UP,0.391491106112861,1.0,60.0,33.833333333333336,0.5638888888888889,26.166666666666668,3.6666666666666665,9.0,53.00277777777777,3.1117490826692182,26.166666666666668,0.1208333333333333,39.168024622057196,0.7710569195367679,0.050784152076282486,0.6722222222222222,53.5,6.5,0.0
02,10,NOOP,0.309070315627895,1.0,60.0,52.0,0.8666666666666666,8.0,4.333333333333333,17.166666666666668,44.305555555555564,2.6065175146536776,20.333333333333332,0.24583333333333332,41.94995188870295,0.5806286823927006,0.0,0.6666666666666666,0.0,0.0,0.0
