state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_RENEWAL_UP,q_all_RENEWAL_UP,q_half_A_RENEWAL_UP,q_half_B_RENEWAL_UP,prediction_RENEWAL_DOWN,q_all_RENEWAL_DOWN,q_half_A_RENEWAL_DOWN,q_half_B_RENEWAL_DOWN,prediction_RANDOM,q_all_RANDOM,q_half_A_RANDOM,q_half_B_RANDOM,prediction_NOOP,q_all_NOOP,q_half_A_NOOP,q_half_B_NOOP
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m128-g035-natural-break-f04,03,128,35,36,22,28,1443,0.8783952761107279,0.875,0.84375,0.90625,0.7398356085957041,0.65625,0.71875,0.59375,0.7826656673629406,0.703125,0.71875,0.6875,0.7902575045281498,0.5625,0.59375,0.53125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m128-g050-natural-break-f11,03,128,50,44,25,52,2261,0.8580852481859278,0.796875,0.8125,0.78125,0.7381874423693416,0.65625,0.65625,0.65625,0.7505132403864944,0.65625,0.5625,0.75,0.7789132769688858,0.6875,0.65625,0.71875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m128-g065-natural-break-f05,03,128,65,34,26,44,2568,0.8458990600590592,0.96875,0.9375,1.0,0.7294376510103168,0.859375,0.90625,0.8125,0.7872600634055084,0.953125,0.96875,0.9375,0.754731438719294,0.875,0.84375,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m128-g080-natural-break-f01,03,128,80,36,22,35,2959,0.8752517234329097,0.78125,0.71875,0.84375,0.7823102028906563,0.75,0.78125,0.71875,0.8016362737944119,0.65625,0.625,0.6875,0.8147948053592684,0.625,0.71875,0.53125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m129-g020-natural-break-f15,02,129,20,40,27,44,1449,0.9997606815369314,1.0,1.0,1.0,0.9829614900466508,0.984375,0.96875,1.0,0.9861889711911801,0.984375,0.96875,1.0,0.9867148309846193,0.953125,0.90625,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m129-g035-natural-break-f02,02,129,35,40,22,78,1655,0.9983451994759495,1.0,1.0,1.0,0.9838205597470674,0.984375,1.0,0.96875,0.9981611154126989,0.984375,0.96875,1.0,0.9898242926674119,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m129-g050-natural-break-f01,02,129,50,40,22,42,2179,0.9984103014678894,1.0,1.0,1.0,0.9843946634510468,1.0,1.0,1.0,0.9892311986772797,0.96875,0.96875,0.96875,0.9888647167155381,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m129-g065-natural-break-f24,02,129,65,40,27,71,3581,0.997748915057614,0.984375,1.0,0.96875,0.966712701789718,1.0,1.0,1.0,0.9875035712445667,1.0,1.0,1.0,0.9859583197458087,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m129-g080-natural-break-f01,02,129,80,40,20,54,3199,0.9993320764250309,1.0,1.0,1.0,0.9702223387987091,0.96875,0.96875,0.96875,0.9751062685832034,1.0,1.0,1.0,0.9755486568645855,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m129-g020-natural-break-f07,03,129,20,37,21,41,982,0.9970928262842289,1.0,1.0,1.0,0.9562209285757094,0.984375,0.96875,1.0,0.964422620265285,1.0,1.0,1.0,0.9656170687183376,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m129-g035-natural-break-f12,03,129,35,41,23,53,1458,0.9939622060730082,0.984375,1.0,0.96875,0.9503089503198948,0.984375,1.0,0.96875,0.9647676749234442,0.9375,0.875,1.0,0.9646455329017143,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m129-g050-natural-break-f26,03,129,50,43,27,51,2592,0.9955465463581116,1.0,1.0,1.0,0.9502123955364818,0.953125,0.90625,1.0,0.9572053383255117,0.96875,0.96875,0.96875,0.9578077711753694,0.984375,0.96875,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m129-g065-natural-break-f18,03,129,65,41,24,23,2446,0.9967977575178861,1.0,1.0,1.0,0.9864946756634944,1.0,1.0,1.0,0.9944161283665756,1.0,1.0,1.0,0.9943636635866329,0.984375,0.96875,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m129-g080-natural-break-f30,03,129,80,41,25,60,3272,0.9866451431560475,1.0,1.0,1.0,0.9472475172292585,0.96875,0.9375,1.0,0.9660040513774045,1.0,1.0,1.0,0.9634911724207708,0.96875,0.96875,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m130-g020-natural-break-f02,02,130,20,40,24,67,1229,0.5656811927656428,0.28125,0.21875,0.34375,0.40767052013209526,0.265625,0.28125,0.25,0.4391808010705059,0.234375,0.15625,0.3125,0.4462661840986079,0.21875,0.28125,0.15625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m130-g035-natural-break-f03,02,130,35,40,22,46,2183,0.45802526226100054,0.46875,0.40625,0.53125,0.300717745287485,0.359375,0.375,0.34375,0.37305195215778303,0.515625,0.46875,0.5625,0.34600590708607126,0.5,0.40625,0.59375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m130-g050-natural-break-f01,02,130,50,40,27,53,2825,0.6668185207545411,0.53125,0.59375,0.46875,0.5187537027568104,0.328125,0.3125,0.34375,0.5405267207044457,0.40625,0.46875,0.34375,0.5517096466288427,0.296875,0.25,0.34375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m130-g065-natural-break-f03,02,130,65,40,24,79,3792,0.6520994047616651,0.46875,0.46875,0.46875,0.4216164835717243,0.296875,0.3125,0.28125,0.4566973739251352,0.328125,0.375,0.28125,0.4623990144598074,0.375,0.375,0.375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m130-g080-natural-break-f01,02,130,80,40,26,38,4506,0.8080369725505288,0.65625,0.59375,0.71875,0.620663032334072,0.359375,0.25,0.46875,0.7515397012105552,0.640625,0.65625,0.625,0.7503835855556543,0.625,0.5625,0.6875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m130-g020-natural-break-f06,03,130,20,37,20,51,1068,0.7697796913004384,0.53125,0.5625,0.5,0.6149394002471985,0.328125,0.375,0.28125,0.6432652782391509,0.40625,0.4375,0.375,0.6411244154418156,0.375,0.40625,0.34375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m130-g035-natural-break-f01,03,130,35,36,24,47,1551,0.5488034788652377,0.625,0.6875,0.5625,0.4289874095078246,0.46875,0.375,0.5625,0.49519305455290985,0.515625,0.53125,0.5,0.48907559913202625,0.59375,0.71875,0.46875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m130-g050-natural-break-f01,03,130,50,38,28,40,2294,0.3853952567007006,0.3125,0.34375,0.28125,0.2638569751245289,0.328125,0.25,0.40625,0.31384429182011864,0.359375,0.28125,0.4375,0.31995198553055837,0.296875,0.34375,0.25
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m130-g065-natural-break-f01,03,130,65,41,26,48,2921,0.3659377860284466,0.515625,0.5,0.53125,0.2637935677233635,0.359375,0.375,0.34375,0.3160456534767414,0.421875,0.46875,0.375,0.2999266442269415,0.34375,0.40625,0.28125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m130-g080-natural-break-f01,03,130,80,42,32,44,3616,0.31328834822280754,0.5,0.46875,0.53125,0.23268253384990836,0.28125,0.28125,0.28125,0.28018018713639314,0.390625,0.4375,0.34375,0.26467275838014837,0.421875,0.5,0.34375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m131-g020-natural-break-f01,02,131,20,40,23,32,828,0.9898785683091309,0.921875,0.9375,0.90625,0.9279459824293769,0.8125,0.75,0.875,0.9504308485340868,0.84375,0.84375,0.84375,0.9490116414419634,0.859375,0.90625,0.8125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m131-g035-natural-break-f07,02,131,35,40,20,60,1772,0.9958598428796801,1.0,1.0,1.0,0.9725323939314267,0.921875,0.90625,0.9375,0.9793633674184155,0.953125,0.9375,0.96875,0.9811069303875468,0.9375,0.9375,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m131-g050-natural-break-f31,02,131,50,40,21,78,3671,0.9769982004435632,0.96875,0.9375,1.0,0.936644144268519,0.984375,1.0,0.96875,0.950673408035525,0.984375,0.96875,1.0,0.9507374012539592,0.921875,0.90625,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m131-g065-natural-break-f16,02,131,65,40,25,44,4107,0.9739627800420056,0.9375,0.9375,0.9375,0.9161877310181059,0.84375,0.90625,0.78125,0.9366411451171011,0.875,0.875,0.875,0.9355459149503201,0.890625,0.90625,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m131-g080-natural-break-f08,02,131,80,40,22,41,4549,0.9817634042358042,0.9375,0.90625,0.96875,0.9442948780279868,0.96875,0.96875,0.96875,0.9622163143531496,0.96875,0.9375,1.0,0.964169628780543,0.90625,0.9375,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m131-g020-natural-break-f01,03,131,20,35,22,34,842,0.978587550728976,0.984375,0.96875,1.0,0.9386583367842386,0.84375,0.8125,0.875,0.9550785750873974,0.90625,0.875,0.9375,0.9548418265513607,0.96875,0.96875,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m131-g035-natural-break-f17,03,131,35,45,26,77,2179,0.9804728898487368,0.921875,0.84375,1.0,0.9449891990887826,0.859375,0.8125,0.90625,0.9604372595036879,0.875,0.875,0.875,0.9600107764572199,0.890625,0.875,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m131-g050-natural-break-f08,03,131,50,37,22,65,2457,0.9713484182805388,0.90625,0.875,0.9375,0.9344134675751142,0.78125,0.78125,0.78125,0.9488669189509809,0.9375,0.9375,0.9375,0.9455257787891146,0.828125,0.78125,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m131-g065-natural-break-f06,03,131,65,34,26,39,3122,0.9472023377890104,0.984375,0.96875,1.0,0.8744980492373434,0.8125,0.78125,0.84375,0.9031023727971945,0.859375,0.78125,0.9375,0.8932659152209395,0.75,0.6875,0.8125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m131-g080-natural-break-f12,03,131,80,35,21,39,3863,0.9805389729264172,0.953125,0.9375,0.96875,0.9535867934350777,0.9375,0.90625,0.96875,0.9625061521563897,0.890625,0.875,0.90625,0.9644430492283099,0.875,0.90625,0.84375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m132-g020-natural-break-f23,02,132,20,40,18,58,2007,0.9996004196965181,1.0,1.0,1.0,0.9859842448460407,1.0,1.0,1.0,0.9950538028711786,0.953125,0.96875,0.9375,0.9948100296363138,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m132-g035-natural-break-f08,02,132,35,40,27,77,2276,0.9911243217592064,1.0,1.0,1.0,0.9554299839048775,0.96875,1.0,0.9375,0.9626990198492857,0.921875,0.9375,0.90625,0.9632393964956477,0.96875,0.9375,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m132-g050-natural-break-f04,02,132,50,40,20,54,2836,0.9978816453163525,1.0,1.0,1.0,0.9714112602413469,0.96875,0.96875,0.96875,0.9760886155868761,0.90625,0.90625,0.90625,0.9772318141125182,0.953125,0.90625,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m132-g065-natural-break-f06,02,132,65,40,21,57,3455,0.9966949288493563,1.0,1.0,1.0,0.9695808512156481,0.96875,1.0,0.9375,0.9892296746917828,0.96875,1.0,0.9375,0.9888946956949666,0.9375,0.96875,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m132-g080-natural-break-f21,02,132,80,40,20,111,4865,0.9949508186143812,1.0,1.0,1.0,0.9671604829221,0.984375,1.0,0.96875,0.9842706576712466,0.984375,1.0,0.96875,0.9746974802347509,0.953125,0.9375,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m132-g020-natural-break-f02,03,132,20,41,26,68,942,0.961339511889753,0.984375,1.0,0.96875,0.8790390992095769,0.953125,0.96875,0.9375,0.8975744377168798,0.96875,0.9375,1.0,0.8955769730966279,0.96875,0.96875,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m132-g035-natural-break-f14,03,132,35,33,14,16,1853,0.9955452544495397,0.984375,0.96875,1.0,0.9633493521646871,0.953125,0.9375,0.96875,0.9883492999937046,1.0,1.0,1.0,0.9883424597924937,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m132-g050-natural-break-f08,03,132,50,33,16,41,2423,0.9800368452537421,0.984375,0.96875,1.0,0.9420866212397898,0.9375,0.90625,0.96875,0.9472050178770943,0.984375,1.0,0.96875,0.9486506192542997,0.953125,0.96875,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m132-g065-natural-break-f16,03,132,65,46,24,47,3063,0.9812849792150996,0.984375,0.96875,1.0,0.9244940433269294,0.96875,1.0,0.9375,0.9707274298942585,0.96875,0.96875,0.96875,0.9700604390439559,0.96875,0.96875,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m132-g080-natural-break-f02,03,132,80,36,25,52,3072,0.9875266587450846,1.0,1.0,1.0,0.9275804534389557,1.0,1.0,1.0,0.9362062243670347,0.984375,0.96875,1.0,0.9395875233004165,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m133-g035-natural-break-f18,03,133,35,31,7,14,702,0.9991280962058173,1.0,1.0,1.0,0.9972517745886575,1.0,1.0,1.0,0.9979180968097198,1.0,1.0,1.0,0.9985463707510841,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m133-g050-natural-break-f59,03,133,50,29,9,8,1857,0.9974851403975686,1.0,1.0,1.0,0.9943853328344869,1.0,1.0,1.0,0.9964642977434015,1.0,1.0,1.0,0.9963715339413346,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m134-g020-natural-break-f03,02,134,20,40,22,38,881,0.9453146871335454,0.921875,0.96875,0.875,0.8489154530221021,0.78125,0.78125,0.78125,0.9187257349440789,0.875,0.84375,0.90625,0.9073499202841341,0.859375,0.875,0.84375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m134-g035-natural-break-f02,02,134,35,40,29,47,1411,0.8610357895137163,0.84375,0.84375,0.84375,0.7366012141824302,0.703125,0.65625,0.75,0.7972261691077306,0.65625,0.75,0.5625,0.7863908099205997,0.5,0.53125,0.46875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m134-g050-natural-break-f03,02,134,50,40,24,54,2105,0.9131683100347133,0.9375,0.96875,0.90625,0.8566102274659734,0.84375,0.875,0.8125,0.8769175374097143,0.859375,0.84375,0.875,0.8815953204443525,0.84375,0.84375,0.84375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m134-g065-natural-break-f02,02,134,65,40,29,53,2973,0.9152979652458525,0.78125,0.71875,0.84375,0.8364616959360603,0.640625,0.625,0.65625,0.8971962738428951,0.71875,0.78125,0.65625,0.8854928108175989,0.6875,0.5625,0.8125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m134-g080-natural-break-f10,02,134,80,40,26,43,3943,0.8785276161891419,0.8125,0.84375,0.78125,0.7436248969262045,0.703125,0.625,0.78125,0.7801617383728678,0.765625,0.75,0.78125,0.7953086157178804,0.75,0.78125,0.71875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m134-g020-natural-break-f03,03,134,20,43,27,48,804,0.8546898035085504,0.75,0.6875,0.8125,0.7716397387012729,0.78125,0.71875,0.84375,0.7848207330094557,0.71875,0.71875,0.71875,0.7989599910069692,0.78125,0.78125,0.78125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m134-g035-natural-break-f09,03,134,35,34,25,31,1369,0.944315986417997,0.875,0.9375,0.8125,0.8750582197548473,0.765625,0.8125,0.71875,0.9173268965090633,0.8125,0.875,0.75,0.9183370445077628,0.78125,0.6875,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m134-g050-natural-break-f02,03,134,50,37,24,33,1637,0.885682312611837,0.625,0.5625,0.6875,0.8056669437978689,0.625,0.625,0.625,0.8250863025754606,0.734375,0.6875,0.78125,0.8356401599508614,0.703125,0.6875,0.71875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m134-g065-natural-break-f04,03,134,65,38,16,21,2323,0.9611072411270973,0.890625,0.90625,0.875,0.8845483527256941,0.84375,0.8125,0.875,0.9362389126189209,0.859375,0.90625,0.8125,0.9346828034113541,0.859375,0.75,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m134-g080-natural-break-f03,03,134,80,41,25,56,2961,0.8703240168819133,0.71875,0.65625,0.78125,0.7757825591589294,0.5625,0.53125,0.59375,0.8103636003863025,0.65625,0.65625,0.65625,0.8198978635530919,0.71875,0.59375,0.84375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m135-g020-natural-break-f17,02,135,20,40,30,64,1435,0.9926910437811559,1.0,1.0,1.0,0.9705518587351978,0.96875,0.9375,1.0,0.979858410336864,0.984375,0.96875,1.0,0.9785520822580679,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m135-g035-natural-break-f01,02,135,35,40,22,69,1507,0.9972347131720682,1.0,1.0,1.0,0.9723984443012342,0.984375,1.0,0.96875,0.9869046290671731,1.0,1.0,1.0,0.9868034004303393,0.984375,0.96875,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m135-g050-natural-break-f45,02,135,50,40,17,56,3953,0.9925774830400551,0.984375,0.96875,1.0,0.9635318217617431,0.984375,0.96875,1.0,0.9690362513926672,1.0,1.0,1.0,0.9718884550834526,0.953125,1.0,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m135-g065-natural-break-f25,02,135,65,40,22,44,3763,0.9923643866683508,1.0,1.0,1.0,0.9637236304316027,0.96875,0.96875,0.96875,0.9808970419628487,0.96875,0.96875,0.96875,0.9811864386010595,0.96875,0.96875,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m135-g080-natural-break-f27,02,135,80,40,20,44,4385,0.9992615928459693,1.0,1.0,1.0,0.9805864563504254,1.0,1.0,1.0,0.9857260597589356,1.0,1.0,1.0,0.984825944684336,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m135-g020-natural-break-f13,03,135,20,32,17,38,772,0.9957894003426558,0.984375,1.0,0.96875,0.9797369450732237,0.984375,1.0,0.96875,0.9814083001952509,1.0,1.0,1.0,0.9889392303828888,0.953125,0.90625,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m135-g035-natural-break-f20,03,135,35,41,20,69,1471,0.9962508848056866,1.0,1.0,1.0,0.9752584193634742,0.984375,0.96875,1.0,0.9894859899382065,0.96875,0.96875,0.96875,0.9893663484125005,0.96875,0.9375,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m135-g050-natural-break-f39,03,135,50,36,13,33,2553,0.9989780994845341,1.0,1.0,1.0,0.9937708871640295,1.0,1.0,1.0,0.9952100874783096,1.0,1.0,1.0,0.9953311959763164,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m135-g065-natural-break-f23,03,135,65,43,22,53,2687,0.9899252844556036,0.96875,0.96875,0.96875,0.9522549308132529,0.984375,1.0,0.96875,0.9800255319390663,1.0,1.0,1.0,0.9704963602629418,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m135-g080-natural-break-f17,03,135,80,36,20,44,3029,0.991647235343071,0.984375,1.0,0.96875,0.9747067911782823,0.953125,0.9375,0.96875,0.9811998141276399,0.984375,0.96875,1.0,0.9800953941095513,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m136-g020-natural-break-f15,02,136,20,40,22,62,1390,0.9791596712572046,0.9375,0.90625,0.96875,0.9338020498908424,0.859375,0.8125,0.90625,0.9664198361266375,0.96875,0.9375,1.0,0.9659074403068318,0.84375,0.84375,0.84375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m136-g035-natural-break-f08,02,136,35,40,26,65,1802,0.9508257136551844,0.96875,0.96875,0.96875,0.8537587195958354,0.875,0.90625,0.84375,0.884975366246307,0.890625,0.90625,0.875,0.884380979902887,0.8125,0.875,0.75
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m136-g050-natural-break-f23,02,136,50,40,19,44,2747,0.9912710355530825,1.0,1.0,1.0,0.9635573092350218,0.96875,0.96875,0.96875,0.9794770723564857,1.0,1.0,1.0,0.9798044857109719,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m136-g065-natural-break-f02,02,136,65,40,17,45,2498,0.9965245725527202,1.0,1.0,1.0,0.9627937046212635,0.9375,0.96875,0.90625,0.9920466986690523,1.0,1.0,1.0,0.991528535039276,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m136-g080-natural-break-f19,02,136,80,40,24,82,4169,0.9552747342329265,0.90625,0.875,0.9375,0.8840033772546674,1.0,1.0,1.0,0.9068823785081794,0.890625,0.84375,0.9375,0.9039042637629315,0.921875,0.96875,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m136-g020-natural-break-f02,03,136,20,35,23,57,1139,0.7965247317511603,0.890625,0.9375,0.84375,0.6307589812392459,0.890625,0.9375,0.84375,0.6731337231515939,0.828125,0.8125,0.84375,0.6549053323154709,0.90625,0.90625,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m136-g035-natural-break-f02,03,136,35,41,23,40,1575,0.9209281498968928,0.96875,0.96875,0.96875,0.8232658946333749,0.890625,0.9375,0.84375,0.8512296471760266,0.9375,0.9375,0.9375,0.8480206807471175,0.859375,0.875,0.84375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m136-g050-natural-break-f04,03,136,50,43,17,71,2292,0.9569888592930333,0.96875,0.9375,1.0,0.8977731873960763,0.890625,0.90625,0.875,0.9344623659881204,0.953125,0.90625,1.0,0.935665418306232,0.96875,0.9375,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m136-g065-natural-break-f50,03,136,65,39,13,37,4007,0.9896361600019864,1.0,1.0,1.0,0.9745998996624099,1.0,1.0,1.0,0.9830097339733469,1.0,1.0,1.0,0.9842235303144111,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m136-g080-natural-break-f12,03,136,80,39,15,36,3643,0.9895625922824417,1.0,1.0,1.0,0.9794697627190105,0.984375,0.96875,1.0,0.9845469142344702,1.0,1.0,1.0,0.9856663643493491,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m137-g020-natural-break-f17,02,137,20,40,31,52,1543,0.9679297096657618,0.84375,0.84375,0.84375,0.8699892712728193,0.796875,0.8125,0.78125,0.898446084939671,0.8125,0.78125,0.84375,0.9017609661913955,0.890625,0.875,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m137-g035-natural-break-f13,02,137,35,40,25,66,1917,0.9770103006457782,0.953125,0.9375,0.96875,0.934853918988203,0.890625,0.90625,0.875,0.9542088276532483,0.921875,0.875,0.96875,0.9458461795515262,0.90625,0.875,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m137-g050-natural-break-f03,02,137,50,40,21,39,2109,0.9727624022170607,0.96875,1.0,0.9375,0.9213190018894357,0.953125,0.96875,0.9375,0.9536003996382117,1.0,1.0,1.0,0.9419272194803828,0.953125,0.90625,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m137-g065-natural-break-f04,02,137,65,40,24,43,2761,0.9695296032119786,0.96875,0.9375,1.0,0.9070023668985912,0.96875,0.96875,0.96875,0.9250038284240347,0.96875,1.0,0.9375,0.9283733544468991,0.96875,0.96875,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m137-g080-natural-break-f07,02,137,80,40,19,76,3531,0.97124656535438,0.953125,1.0,0.90625,0.9096765456818727,0.890625,0.90625,0.875,0.9655442950063152,0.96875,0.96875,0.96875,0.9295300350505531,0.921875,0.9375,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m137-g020-natural-break-f05,03,137,20,36,22,33,733,0.9662109382091202,0.96875,1.0,0.9375,0.9112330780552997,0.890625,0.84375,0.9375,0.9285335588262115,0.96875,1.0,0.9375,0.9287125672109683,0.984375,0.96875,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m137-g035-natural-break-f01,03,137,35,37,25,31,1128,0.9715831059783618,0.96875,1.0,0.9375,0.925365965507138,0.90625,0.90625,0.90625,0.9458586850257052,0.921875,0.96875,0.875,0.9455731320710361,0.9375,0.90625,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m137-g050-natural-break-f03,03,137,50,31,22,32,1701,0.9668428109784617,0.984375,1.0,0.96875,0.9172620446236046,0.953125,0.9375,0.96875,0.9348917872733753,0.953125,0.90625,1.0,0.9348861660216834,0.9375,0.9375,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m137-g065-natural-break-f06,03,137,65,45,26,27,2183,0.9682735218033581,0.875,0.8125,0.9375,0.9263148791284262,0.859375,0.90625,0.8125,0.9429680107569771,0.921875,0.90625,0.9375,0.9425845655928232,0.890625,0.875,0.90625
