state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_RENEWAL_UP,q_all_RENEWAL_UP,q_half_A_RENEWAL_UP,q_half_B_RENEWAL_UP,prediction_RENEWAL_DOWN,q_all_RENEWAL_DOWN,q_half_A_RENEWAL_DOWN,q_half_B_RENEWAL_DOWN,prediction_RANDOM,q_all_RANDOM,q_half_A_RANDOM,q_half_B_RANDOM,prediction_NOOP,q_all_NOOP,q_half_A_NOOP,q_half_B_NOOP
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g080-natural-break-f34,02,34,80,40,21,100,5228,0.9964082466530139,1.0,1.0,1.0,0.959350083809769,0.96875,0.96875,0.96875,0.9723940611139601,0.96875,0.96875,0.96875,0.9714278809090916,0.96875,0.96875,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g020-natural-break-f42,03,34,20,31,17,36,2270,0.997487875037817,1.0,1.0,1.0,0.9853255881388321,0.984375,0.96875,1.0,0.986434429697923,0.984375,1.0,0.96875,0.9879538030464302,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g035-natural-break-f02,03,34,35,38,21,27,1441,0.9667320716716635,1.0,1.0,1.0,0.8979229541723708,0.96875,0.96875,0.96875,0.9403003104894571,0.96875,0.9375,1.0,0.9403240597823135,0.984375,0.96875,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g050-natural-break-f15,03,34,50,41,22,46,2418,0.9872102041831421,1.0,1.0,1.0,0.9465411819556175,0.984375,1.0,0.96875,0.9776689563135765,1.0,1.0,1.0,0.9772427090073055,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g065-natural-break-f21,03,34,65,34,19,38,3199,0.9859077397084666,1.0,1.0,1.0,0.9484033118180837,0.96875,1.0,0.9375,0.9595997447648988,0.984375,1.0,0.96875,0.9614989470353592,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g080-natural-break-f20,03,34,80,34,16,29,3767,0.9951971478613612,1.0,1.0,1.0,0.9783417207822481,0.984375,1.0,0.96875,0.9794009186368321,0.953125,0.9375,0.96875,0.9823739360174423,0.96875,1.0,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m035-g080-natural-break-f33,03,35,80,38,22,23,2475,0.9989852239684384,1.0,1.0,1.0,0.9741768391850089,1.0,1.0,1.0,0.9760434805006082,1.0,1.0,1.0,0.976775141185625,0.953125,0.96875,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g020-natural-break-f05,02,36,20,40,24,44,801,0.985343386559971,1.0,1.0,1.0,0.9506051309133359,1.0,1.0,1.0,0.9664507891057195,1.0,1.0,1.0,0.9628263199343805,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g035-natural-break-f05,02,36,35,40,22,77,1473,0.9792670760328597,0.984375,1.0,0.96875,0.9466857461894868,0.96875,1.0,0.9375,0.9588082268129009,1.0,1.0,1.0,0.9592350720116295,0.984375,0.96875,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g050-natural-break-f05,02,36,50,40,24,47,1927,0.9898788166856839,0.96875,0.96875,0.96875,0.9713630937424613,0.984375,0.96875,1.0,0.9785143550959657,0.96875,0.96875,0.96875,0.9778056462787809,0.96875,1.0,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g065-natural-break-f01,02,36,65,40,29,65,2288,0.9833872904124625,0.984375,1.0,0.96875,0.9439354634119135,1.0,1.0,1.0,0.9630927688089728,0.984375,1.0,0.96875,0.9637561422166099,0.984375,0.96875,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g080-natural-break-f14,02,36,80,40,18,18,3437,0.9984025173189089,0.984375,1.0,0.96875,0.9830954411347554,0.96875,0.9375,1.0,0.9876136162730069,0.96875,0.96875,0.96875,0.9882966207994879,0.96875,1.0,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g020-natural-break-f02,03,36,20,41,25,41,627,0.979652390147681,0.96875,0.9375,1.0,0.9430491497432153,0.9375,0.875,1.0,0.9572764407426475,0.984375,0.96875,1.0,0.9569868684244167,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g035-natural-break-f01,03,36,35,36,19,27,1156,0.9889724801177977,0.96875,0.96875,0.96875,0.9573598133977401,0.984375,1.0,0.96875,0.963505736544971,0.953125,0.96875,0.9375,0.9632744675735129,0.90625,0.875,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g050-natural-break-f01,03,36,50,46,31,52,1811,0.9765771443590091,1.0,1.0,1.0,0.9439390813048858,0.984375,0.96875,1.0,0.964108260052971,1.0,1.0,1.0,0.9659233499294979,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g065-natural-break-f23,03,36,65,28,16,32,2890,0.9951391999672616,0.984375,0.96875,1.0,0.9778773269794377,0.96875,0.96875,0.96875,0.9808123108138684,0.984375,0.96875,1.0,0.9821295316914695,0.984375,0.96875,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g080-natural-break-f15,03,36,80,39,23,26,3443,0.9735172702441125,0.921875,0.875,0.96875,0.9362480823388613,0.921875,0.875,0.96875,0.95262711638141,0.9375,0.90625,0.96875,0.949149149822275,0.875,0.875,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m037-g020-natural-break-f05,02,37,20,40,19,62,933,0.9984044484120177,0.921875,0.9375,0.90625,0.9837448291299766,0.9375,0.9375,0.9375,0.9874268947433981,0.90625,0.90625,0.90625,0.9878138658395001,0.953125,0.9375,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m037-g035-natural-break-f08,02,37,35,40,29,43,1883,0.9917848890468622,0.90625,0.84375,0.96875,0.9273162971316624,0.8125,0.75,0.875,0.9517562859810385,0.84375,0.84375,0.84375,0.9423529745131196,0.90625,0.875,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m037-g050-natural-break-f02,02,37,50,40,29,43,2363,0.9918900753332515,0.984375,0.96875,1.0,0.9732716624010546,0.75,0.6875,0.8125,0.9801586920108895,0.921875,0.90625,0.9375,0.979783616735295,0.921875,0.875,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m037-g065-natural-break-f03,02,37,65,40,28,65,3073,0.9873304821145493,0.921875,0.9375,0.90625,0.9343227180731755,0.734375,0.6875,0.78125,0.9383846050526806,0.828125,0.84375,0.8125,0.963528435777341,0.796875,0.78125,0.8125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m037-g080-natural-break-f02,02,37,80,40,21,60,3685,0.9892843535202279,1.0,1.0,1.0,0.957566972793557,0.90625,0.90625,0.90625,0.9670870230624531,0.84375,0.84375,0.84375,0.9660947729972682,0.890625,0.90625,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m037-g020-natural-break-f01,03,37,20,33,17,44,827,0.9716864337627694,0.953125,0.9375,0.96875,0.8979606122612911,0.921875,0.875,0.96875,0.9479618185558524,0.9375,0.96875,0.90625,0.947784628730827,0.859375,0.875,0.84375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m037-g035-natural-break-f05,03,37,35,36,26,73,1555,0.9805179977334104,0.953125,0.90625,1.0,0.9124629121704282,0.859375,0.875,0.84375,0.9213890924167356,0.859375,0.84375,0.875,0.9257289365461274,0.859375,0.84375,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m037-g050-natural-break-f01,03,37,50,38,25,63,2103,0.9660276556308213,0.984375,1.0,0.96875,0.8968451224868857,0.796875,0.8125,0.78125,0.9211199754220774,0.8125,0.875,0.75,0.9342990535978972,0.84375,0.875,0.8125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m037-g065-natural-break-f01,03,37,65,39,23,49,2775,0.972821228443298,0.890625,0.875,0.90625,0.9085892393430249,0.828125,0.75,0.90625,0.9356363408971464,0.84375,0.90625,0.78125,0.9244894494365007,0.75,0.625,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m037-g080-natural-break-f06,03,37,80,36,25,33,3666,0.9587763886004396,0.984375,0.96875,1.0,0.8828322737736,0.75,0.65625,0.84375,0.894765285984582,0.765625,0.875,0.65625,0.8986674193686071,0.765625,0.75,0.78125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m038-g020-natural-break-f02,02,38,20,40,28,65,1004,0.987210235930234,1.0,1.0,1.0,0.9574549973853406,1.0,1.0,1.0,0.964484291528318,0.984375,1.0,0.96875,0.972442555299581,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m038-g035-natural-break-f02,02,38,35,40,26,67,1622,0.9853227990464276,1.0,1.0,1.0,0.95107967109676,0.984375,1.0,0.96875,0.9708307011607559,1.0,1.0,1.0,0.9666609278475599,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m038-g050-natural-break-f02,02,38,50,40,24,70,2576,0.9879538322287158,1.0,1.0,1.0,0.9506489479370598,0.921875,0.875,0.96875,0.972480533661375,0.984375,1.0,0.96875,0.9745188393098336,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m038-g065-natural-break-f07,02,38,65,40,22,56,3328,0.9867884511061296,1.0,1.0,1.0,0.9604604303170421,1.0,1.0,1.0,0.965754232592566,0.984375,0.96875,1.0,0.9710749823365056,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m038-g080-natural-break-f20,02,38,80,40,19,31,4750,0.998794891081624,1.0,1.0,1.0,0.9841819052440726,1.0,1.0,1.0,0.9871039215918459,1.0,1.0,1.0,0.9893556807768518,0.96875,1.0,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m038-g020-natural-break-f03,03,38,20,29,16,26,871,0.9907146019200875,1.0,1.0,1.0,0.9726135284501451,0.90625,0.9375,0.875,0.9790709486622191,0.984375,0.96875,1.0,0.9796363481732646,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m038-g035-natural-break-f01,03,38,35,32,22,40,1350,0.9914778522441314,1.0,1.0,1.0,0.9620178328608028,0.984375,0.96875,1.0,0.9713745843943785,0.96875,0.96875,0.96875,0.9712434616277369,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m038-g050-natural-break-f44,03,38,50,37,19,59,3658,0.9876792911491395,1.0,1.0,1.0,0.9655214207184124,1.0,1.0,1.0,0.9740238153425088,1.0,1.0,1.0,0.9735896214117394,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m038-g065-natural-break-f05,03,38,65,36,17,60,2343,0.989378898067341,1.0,1.0,1.0,0.9655128086883812,0.984375,0.96875,1.0,0.9722149775494939,1.0,1.0,1.0,0.9716474793105649,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m038-g080-natural-break-f31,03,38,80,30,20,47,3898,0.9827076063712056,1.0,1.0,1.0,0.9520011915954436,1.0,1.0,1.0,0.959402304317547,1.0,1.0,1.0,0.9595939742152435,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m039-g020-natural-break-f02,02,39,20,40,24,48,1044,0.9714689400790903,0.96875,0.96875,0.96875,0.8129312355267724,0.703125,0.78125,0.625,0.8490566943135003,0.734375,0.71875,0.75,0.844923925444756,0.875,0.84375,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m039-g035-natural-break-f07,02,39,35,40,25,33,1948,0.8821109370899022,0.890625,0.84375,0.9375,0.7414173704310487,0.859375,0.9375,0.78125,0.7816336039292284,0.90625,0.875,0.9375,0.7737369269550157,0.859375,0.875,0.84375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m039-g050-natural-break-f19,02,39,50,40,23,62,3133,0.9145593928229214,0.921875,0.9375,0.90625,0.7734374598717759,0.71875,0.625,0.8125,0.8461689536243373,0.78125,0.84375,0.71875,0.8106304098537614,0.75,0.8125,0.6875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m039-g065-natural-break-f16,02,39,65,40,23,64,3763,0.9637960406660165,0.984375,0.96875,1.0,0.8113483632264676,0.890625,0.875,0.90625,0.8196539297433438,0.859375,0.8125,0.90625,0.9360589540700068,0.953125,0.96875,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m039-g080-natural-break-f01,02,39,80,40,22,55,3783,0.9409181379809635,0.953125,0.96875,0.9375,0.8017079861891269,0.921875,0.90625,0.9375,0.8859138062365504,0.875,0.84375,0.90625,0.8855533192313148,0.890625,0.875,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m039-g020-natural-break-f06,03,39,20,44,24,32,961,0.9437979478833475,0.8125,0.84375,0.78125,0.8693179344301981,0.796875,0.84375,0.75,0.8785382931333836,0.71875,0.6875,0.75,0.8901968380243653,0.734375,0.78125,0.6875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m039-g035-natural-break-f08,03,39,35,39,25,39,1627,0.9255922581002427,0.8125,0.875,0.75,0.7993457832222103,0.6875,0.71875,0.65625,0.8461548203702278,0.671875,0.65625,0.6875,0.8404900354142854,0.71875,0.71875,0.71875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m039-g050-natural-break-f05,03,39,50,36,24,67,2084,0.9232686514980898,0.875,0.8125,0.9375,0.8202564751831051,0.703125,0.75,0.65625,0.8593849779262969,0.71875,0.71875,0.71875,0.8661508337058708,0.640625,0.59375,0.6875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m039-g065-natural-break-f02,03,39,65,30,20,50,2527,0.9095547307964574,0.8125,0.75,0.875,0.813114781579562,0.65625,0.65625,0.65625,0.8424868731261905,0.734375,0.71875,0.75,0.8443363005404441,0.71875,0.65625,0.78125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m039-g080-natural-break-f01,03,39,80,37,26,43,3133,0.8464109846078042,0.953125,0.96875,0.9375,0.7286194873761948,0.75,0.8125,0.6875,0.7515332077964342,0.765625,0.71875,0.8125,0.7536896230620275,0.734375,0.75,0.71875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m040-g020-natural-break-f06,02,40,20,40,26,77,1072,0.8838516354141855,0.78125,0.8125,0.75,0.7224296678437079,0.53125,0.5625,0.5,0.7649333948165774,0.5,0.53125,0.46875,0.7755990524856131,0.484375,0.5625,0.40625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m040-g035-natural-break-f03,02,40,35,40,22,61,1577,0.718709350274198,0.640625,0.59375,0.6875,0.5389343347210185,0.53125,0.46875,0.59375,0.611752607100028,0.5,0.5,0.5,0.6074289303273295,0.609375,0.59375,0.625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m040-g050-natural-break-f04,02,40,50,40,25,46,2389,0.7499439785742988,0.6875,0.75,0.625,0.5382248160552275,0.484375,0.5,0.46875,0.5865568993788489,0.53125,0.4375,0.625,0.5961666823796183,0.46875,0.5,0.4375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m040-g065-natural-break-f02,02,40,65,40,25,58,3121,0.832298690921394,0.765625,0.6875,0.84375,0.669539694661596,0.578125,0.5625,0.59375,0.739560685875232,0.609375,0.53125,0.6875,0.750270229154864,0.484375,0.53125,0.4375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m040-g080-natural-break-f03,02,40,80,40,24,66,3892,0.7963339028324723,0.734375,0.65625,0.8125,0.6456392937073991,0.578125,0.46875,0.6875,0.7027750266365503,0.609375,0.65625,0.5625,0.6938159090577473,0.5625,0.5625,0.5625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m040-g020-natural-break-f01,03,40,20,38,28,50,794,0.42722730206873305,0.6875,0.75,0.625,0.28454327180357614,0.59375,0.59375,0.59375,0.32987772420868755,0.609375,0.625,0.59375,0.3280482618199348,0.5625,0.5625,0.5625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m040-g035-natural-break-f01,03,40,35,40,25,33,1294,0.6545508921692582,0.703125,0.75,0.65625,0.4955290824955172,0.5,0.5,0.5,0.5197097546207524,0.59375,0.71875,0.46875,0.5447947609516711,0.59375,0.5,0.6875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m040-g050-natural-break-f01,03,40,50,38,27,26,1827,0.5581948428554223,0.65625,0.53125,0.78125,0.3983826781290511,0.4375,0.46875,0.40625,0.42601081483602804,0.5,0.5,0.5,0.4238942141876152,0.359375,0.40625,0.3125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m040-g065-natural-break-f01,03,40,65,35,26,23,2425,0.5655767233637109,0.65625,0.65625,0.65625,0.4025066181513866,0.4375,0.40625,0.46875,0.43996650795161374,0.46875,0.46875,0.46875,0.44046948673600655,0.421875,0.40625,0.4375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m040-g080-natural-break-f01,03,40,80,34,22,34,2953,0.66469427332864,0.703125,0.65625,0.75,0.4822987237993318,0.59375,0.59375,0.59375,0.5034480075109329,0.46875,0.53125,0.40625,0.5256509660169663,0.515625,0.34375,0.6875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m041-g020-natural-break-f09,02,41,20,40,24,43,986,0.9958106540600405,0.96875,0.96875,0.96875,0.9629269190098956,0.90625,0.9375,0.875,0.9912904797153708,0.984375,0.96875,1.0,0.9908620673199147,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m041-g035-natural-break-f08,02,41,35,40,25,60,1687,0.9744611612936737,0.953125,0.9375,0.96875,0.915961124552797,0.984375,1.0,0.96875,0.9383424581252514,0.984375,1.0,0.96875,0.9364384428884788,0.953125,0.9375,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m041-g050-natural-break-f26,02,41,50,40,20,41,2956,0.9887647346215948,0.984375,0.96875,1.0,0.9503825409514333,1.0,1.0,1.0,0.9745388613394567,1.0,1.0,1.0,0.9603755703707004,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m041-g065-natural-break-f39,02,41,65,40,23,44,4022,0.9938154795246676,0.921875,0.90625,0.9375,0.9481933698269723,0.9375,0.9375,0.9375,0.9624772747215166,0.984375,1.0,0.96875,0.9621982026656573,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m041-g080-natural-break-f16,02,41,80,40,29,77,4178,0.9721980079934974,0.953125,0.9375,0.96875,0.9051643183828537,0.921875,0.96875,0.875,0.9167066717205173,0.96875,1.0,0.9375,0.9227260713808342,0.921875,0.875,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m041-g020-natural-break-f03,03,41,20,37,25,25,877,0.9198904473451367,0.9375,0.96875,0.90625,0.7771652323711072,0.9375,0.90625,0.96875,0.7926675954825425,0.984375,0.96875,1.0,0.8146921418149661,0.953125,0.9375,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m041-g035-natural-break-f04,03,41,35,38,19,64,1479,0.9746274465783362,0.984375,1.0,0.96875,0.9076811817503392,0.984375,1.0,0.96875,0.9544925900616219,0.984375,0.96875,1.0,0.9260870389929746,0.984375,0.96875,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m041-g050-natural-break-f03,03,41,50,38,22,95,1813,0.9901567234019172,0.96875,1.0,0.9375,0.9223744602080812,0.921875,0.90625,0.9375,0.9804651412777764,0.984375,0.96875,1.0,0.9801367209156967,0.953125,1.0,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m041-g065-natural-break-f01,03,41,65,36,29,42,2327,0.9663043916132602,0.96875,0.96875,0.96875,0.8573817099482571,0.953125,0.96875,0.9375,0.9505569474051438,0.984375,0.96875,1.0,0.9451241125628072,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m041-g080-natural-break-f22,03,41,80,43,22,42,3516,0.9727975191126635,1.0,1.0,1.0,0.9378392509522191,0.984375,0.96875,1.0,0.946831742953214,0.953125,0.96875,0.9375,0.9495280165129427,0.953125,1.0,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m042-g020-natural-break-f01,02,42,20,40,25,68,1066,0.980804061351803,0.953125,0.9375,0.96875,0.8686984518345052,0.875,0.90625,0.84375,0.8975074861058966,0.8125,0.78125,0.84375,0.8967571238429461,0.84375,0.8125,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m042-g035-natural-break-f09,02,42,35,40,22,35,2236,0.9968448946066124,0.984375,1.0,0.96875,0.9580092030225933,0.96875,0.96875,0.96875,0.9713735865390514,0.9375,0.90625,0.96875,0.9746045796198123,0.921875,0.96875,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m042-g050-natural-break-f01,02,42,50,40,25,54,2581,0.9942636749711896,1.0,1.0,1.0,0.9037061296305356,0.953125,0.90625,1.0,0.9347790690081539,0.96875,0.9375,1.0,0.9343191585389288,0.953125,0.96875,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m042-g065-natural-break-f02,02,42,65,40,32,80,3419,0.9969335835712296,0.953125,0.9375,0.96875,0.9361365301492738,0.921875,0.9375,0.90625,0.9488240570657275,0.8125,0.8125,0.8125,0.9482805517008728,0.90625,0.96875,0.84375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m042-g080-natural-break-f02,02,42,80,40,24,46,4257,0.9972994165897809,0.96875,0.96875,0.96875,0.9418882789113187,0.875,0.84375,0.90625,0.9444728577971842,0.90625,0.875,0.9375,0.9509092960957459,0.953125,1.0,0.90625
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m042-g020-natural-break-f05,03,42,20,40,18,21,1065,0.9664477210190564,0.921875,0.84375,1.0,0.8704446154886432,0.90625,0.875,0.9375,0.8804508341601688,0.90625,0.875,0.9375,0.8852201722848055,0.921875,0.96875,0.875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m042-g035-natural-break-f10,03,42,35,40,21,68,1905,0.9641742018696208,0.984375,1.0,0.96875,0.8760146252050721,0.890625,0.84375,0.9375,0.8888444461179047,0.921875,0.96875,0.875,0.8920532137929785,0.96875,0.9375,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m042-g050-natural-break-f01,03,42,50,32,23,90,2352,0.9843340711176835,0.9375,0.875,1.0,0.8083759814619272,0.9375,0.875,1.0,0.8693822676831939,0.90625,0.875,0.9375,0.8737321977769021,0.921875,0.90625,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m042-g065-natural-break-f19,03,42,65,37,17,50,3528,0.9884478796007641,1.0,1.0,1.0,0.909649289682312,0.984375,1.0,0.96875,0.9684277892547236,0.984375,1.0,0.96875,0.969900992706371,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m042-g080-natural-break-f01,03,42,80,39,24,61,3442,0.9940908520465765,0.90625,0.90625,0.90625,0.8959181984223344,0.8125,0.78125,0.84375,0.9247970106639085,0.875,0.9375,0.8125,0.9218272701512694,0.84375,0.875,0.8125
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m043-g050-natural-break-f03,03,43,50,34,14,20,1461,0.9954657667513832,1.0,1.0,1.0,0.989487757829308,1.0,1.0,1.0,0.9934509459562215,1.0,1.0,1.0,0.9935671261930711,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m043-g065-natural-break-f42,03,43,65,34,20,34,2990,0.9845893067800991,1.0,1.0,1.0,0.9710298358352426,1.0,1.0,1.0,0.9796478168288482,1.0,1.0,1.0,0.9792396346900888,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m043-g080-natural-break-f26,03,43,80,34,14,21,2838,0.9859877900761861,1.0,1.0,1.0,0.964561630741883,0.984375,1.0,0.96875,0.9743785515715317,0.96875,1.0,0.9375,0.978113469273541,0.984375,1.0,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m044-g020-natural-break-f28,02,44,20,40,22,45,2020,0.9751132805444499,0.96875,0.9375,1.0,0.910490445755064,0.9375,0.96875,0.90625,0.9352399559400316,0.90625,0.90625,0.90625,0.9373538792333563,0.953125,0.96875,0.9375
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m044-g050-natural-break-f21,02,44,50,40,24,43,3017,0.9749865090352493,0.9375,0.9375,0.9375,0.9218981836521242,0.96875,1.0,0.9375,0.946871304577864,0.890625,0.875,0.90625,0.9420272496230889,0.875,0.78125,0.96875
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m044-g065-natural-break-f07,02,44,65,40,23,65,3140,0.9864980525295795,0.9375,1.0,0.875,0.9411672032692145,0.9375,0.9375,0.9375,0.9628820592008029,0.953125,0.9375,0.96875,0.9626110548808775,0.96875,0.9375,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m044-g080-natural-break-f10,02,44,80,40,28,84,3978,0.9904754793004524,0.984375,1.0,0.96875,0.944383544541547,0.953125,1.0,0.90625,0.960766317726942,0.953125,0.96875,0.9375,0.9627944114602811,1.0,1.0,1.0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m044-g020-natural-break-f15,03,44,20,31,20,23,1244,0.9758577883946814,1.0,1.0,1.0,0.9448295264021916,1.0,1.0,1.0,0.9521680700735096,1.0,1.0,1.0,0.9552945594314385,1.0,1.0,1.0
