source_state_id,broken_state_id,candidate,matrix_id,landmark,eligible,reason,observed_fissions,break_time,break_h,broken_state_digest,old_anchor_digest
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g020,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g020-natural-break-f57,02,34,20,True,natural_break_observed,57,57,0.8918825850158447,c744120a5bfbf655313d6d07dae608472effcf9641d871af61fe7a22a75d482a,64302127bc8cc23e4d44a19672e8139b9437584ac0c81100d8f6aabd8a1df8ad
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g035,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g035-natural-break-f19,02,34,35,True,natural_break_observed,19,19,0.8965922103757865,89e963359c013e74c3fe59e740853e3f615c1832e029c856e73d8384da9cf745,5cfcb22a1761a7777b197a298d0f47ccb26f7f11d1d6aae8c3d461c8fee7dfe0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g050,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g050-natural-break-f05,02,34,50,True,natural_break_observed,5,5,0.8907453227757911,21b6555fff0f889f003a5833a00dd9134d514730c453cf465996ce6e7bbdb9f1,e1faaaf51854190d8aa945cb862be180a20737da4cf789590520461da95c9fd6
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g065,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g065-natural-break-f01,02,34,65,True,natural_break_observed,1,1,0.8500331705159767,d6d823dffdf79fdcc050acad6bc60cbd83bfaf46471fa2baafdf506d2d80e270,bdfa9fe99631cf1e61f25fce75447eaa8141dc8a003b9da17910166f29876faa
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g080,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m034-g080-natural-break-f34,02,34,80,True,natural_break_observed,34,34,0.8895829201718974,bd4956ac6c9f62855c8dff5c9a7c93227b8a1eeb718e48187464b0d0ad61c6ac,f7a91390ffdde23bad667d405d44fd89ba129098f7e89211b9be3c9948e4e79c
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g020,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g020-natural-break-f42,03,34,20,True,natural_break_observed,42,42,0.8980557137731768,fbdc12a4ab3f4583f403d4a03a6422364fad42c60631b8c2f248641fd358de79,1c05db9a5e3baae10b8fd8ad867bac1f2d27a3c1fed8c4149ac255f242423685
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g035,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g035-natural-break-f02,03,34,35,True,natural_break_observed,2,2,0.8950064157565796,dfe851d29ccac7a6e7625e14b8afdde271b60883d3568c6e63164f0fd97ab1f6,10c85bb1a5e23f4ccd884291a32e1c96ef608ef429554e27bc9ebd68f17a67d0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g050,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g050-natural-break-f15,03,34,50,True,natural_break_observed,15,15,0.8993673925904908,efeb02c0ff3fba48785b1326259b64980fff4b45cbaef505d029d6b5c2aef136,5bd4a6279017d2423793ab38928301148849d86411ec29105c81fce393fcc7a9
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g065,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g065-natural-break-f21,03,34,65,True,natural_break_observed,21,21,0.8895664688012127,60b3f70ebcca62a8ee1af65bc8f97ffb2f87abfab7abd2af8a36d7cac5652192,b737756c4b53762d0bf49fdb86886ce2e5967ea14a2b78820df543a185d6ca41
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g080,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m034-g080-natural-break-f20,03,34,80,True,natural_break_observed,20,20,0.8956260663193323,b99ccdda2bd4f9e9fe9dace217b349a0fc3065b8852a0d2ba046d114f41ea113,7b02c04738365e44880cba297d5cf69c1e8448180f8fa44bb1f90acee192165f
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m035-g020,,02,35,20,False,no_natural_break_within_registered_limit,60,-1,,,
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m035-g035,,02,35,35,False,no_natural_break_within_registered_limit,60,-1,,,
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m035-g050,,02,35,50,False,no_natural_break_within_registered_limit,60,-1,,,
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m035-g065,,02,35,65,False,no_natural_break_within_registered_limit,60,-1,,,
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m035-g080,,02,35,80,False,no_natural_break_within_registered_limit,60,-1,,,
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m035-g020,,03,35,20,False,no_natural_break_within_registered_limit,60,-1,,,
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m035-g035,,03,35,35,False,no_natural_break_within_registered_limit,60,-1,,,
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m035-g050,,03,35,50,False,no_natural_break_within_registered_limit,60,-1,,,
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m035-g065,,03,35,65,False,no_natural_break_within_registered_limit,60,-1,,,
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m035-g080,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m035-g080-natural-break-f33,03,35,80,True,natural_break_observed,33,33,0.8951238123375407,af58f4b4b309ce7e7509acaf72d81bffded5c6fd2cbf896a949d62f92b59f924,a00c315d6f71a0e6c01ba240ab82da7a368ff5d4800b52545ed7eee6a0824de0
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g020,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g020-natural-break-f05,02,36,20,True,natural_break_observed,5,5,0.8396799166562239,45e1bb2339696d7df98748348d13c240a875f1e36f721c1484dfdb9055971db5,5ee9b09ee89d5fe2192a8deb1d26d62e1a72dffa03a16e2f4da3ac2dd2dac7ef
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g035,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g035-natural-break-f05,02,36,35,True,natural_break_observed,5,5,0.8792003816177456,f6021e84a308d18f3bc8b30e87910ffd5e09b5403049aeadded3dc03b6e6786e,ff3cb6144f451f6ea8934eafc68a784a79e0362a23ad44a4592474bafffbb8e1
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g050,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g050-natural-break-f05,02,36,50,True,natural_break_observed,5,5,0.896081217104499,3bd3cad6b6b6526abdf8886d70e673c9288239e9d91b3eb14ae47392e31a7350,eedd4b8c41d3d71f075acab9f13ce0d0c92a0bce145b50166e756e438ccbe211
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g065,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g065-natural-break-f01,02,36,65,True,natural_break_observed,1,1,0.8849456405349877,42fa70a91c02dfb4b2b62d949d6fdd9bb8f3761cf9bcea22cbf7545e1b9d7ff8,15a97c5d7f816164fce143d9f9880cf3bc8fd0adaec1f2c588a45e4719f5f220
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g080,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c02-m036-g080-natural-break-f14,02,36,80,True,natural_break_observed,14,14,0.8947368421052633,3d1024338dfc76becad8d495048557caf27bdd8a5a3ef0f3bb6367a10a5bd058,d045c2261530312a6e967830d1bdbb405bf971e7739dd86d3e8346b5e66d1299
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g020,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g020-natural-break-f02,03,36,20,True,natural_break_observed,2,2,0.8841216430612544,ac24d0b831c081f391fc7bed7b606deb62f0746a70faa5752a363b241a81e6ca,e31395846b9a2cd8418ee09301e21cbb1f8c83a5fe1897d7669b005811ce19b2
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g035,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g035-natural-break-f01,03,36,35,True,natural_break_observed,1,1,0.8848802995832237,b47fea10fd6cccdb54341a01b958cdc96ed55e53b83564f57e489b5f23cd92f8,34eaaf5fb969098c1fc5a29774d0db5d1ef430ab54d58bff6049feccd4a9fc12
INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g050,INTCR5R_SHARED_BREAK_RESILIENCE_CONFIRMATION_V1-c03-m036-g050-natural-break-f01,03,36,50,True,natural_break_observed,1,1,0.8796908700138443,59845b296aedceb5466f15c4981d2b944762585ff2919dba60dea1eb84ac81cd,95cbf33c4cb3a8b1a70b9547951f2e68a8b0417fd45750aee704b8bb1b4aaf39
