candidate,matrix_id,origin,arm,row_index,replicate,registered_dose,branch,completed_horizon,observed_fissions,held,returned,held_or_returned,mode_recovered,lost,departed,first_departure_time,return_certification_time,inherited_final_six,final_top1_share,final_similarity,minimum_similarity
02,21,RULE_DOWN,RANDOM_K8,146895.5,2.5,8.0,15.5,1.0,24.0,0.010416666666666666,0.11458333333333333,0.125,0.2864583333333333,0.5885416666666666,0.9895833333333334,2.5885416666666665,0.7916666666666666,5.1875,0.3807291666666666,0.4352141193514571,0.1701988060325128
02,22,MODEL_DOWN,ADVERSARIAL,153679.5,2.5,1.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.8645833333333333,-1.0,4.203125,0.16731770833333334,0.3459533551757925,0.152597794867601
02,22,MODEL_DOWN,NONE,153519.5,2.5,0.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,2.03125,-1.0,4.213541666666667,0.17356770833333335,0.35398730093675596,0.14863208859514374
02,22,MODEL_DOWN,RANDOM_K16,153647.5,2.5,16.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.53125,-1.0,4.197916666666667,0.16796875,0.34516485253800533,0.14319327084462313
02,22,MODEL_DOWN,RANDOM_K2,153551.5,2.5,2.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.859375,-1.0,4.307291666666667,0.16809895833333333,0.3437015476367788,0.1405248374285618
02,22,MODEL_DOWN,RANDOM_K4,153583.5,2.5,4.0,15.5,1.0,24.0,0.0,0.0,0.0,0.005208333333333333,0.9947916666666666,1.0,1.8177083333333333,-1.0,4.375,0.1747395833333333,0.34066448539117083,0.1466903829591352
02,22,MODEL_DOWN,RANDOM_K8,153615.5,2.5,8.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4895833333333333,-1.0,4.260416666666667,0.17591145833333333,0.32792902640924143,0.1442239256529691
02,22,NOOP,ADVERSARIAL,154063.5,2.5,1.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,2.2239583333333335,-1.0,4.130208333333333,0.17044270833333333,0.3639288973747745,0.15991994655316716
02,22,NOOP,NONE,153903.5,2.5,0.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4270833333333335,-1.0,4.203125,0.17317708333333334,0.3808496465271589,0.15917340237334815
02,22,NOOP,RANDOM_K16,154031.5,2.5,16.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3541666666666667,-1.0,4.432291666666667,0.17421875,0.3882641781274156,0.1569999317479274
02,22,NOOP,RANDOM_K2,153935.5,2.5,2.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,2.2447916666666665,-1.0,4.307291666666667,0.16927083333333334,0.3671925129139639,0.16474846891426437
02,22,NOOP,RANDOM_K4,153967.5,2.5,4.0,15.5,1.0,24.0,0.0,0.0,0.0,0.005208333333333333,0.9947916666666666,1.0,1.9583333333333333,-1.0,4.432291666666667,0.17421875,0.4011073339277751,0.16614554112691485
02,22,NOOP,RANDOM_K8,153999.5,2.5,8.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7760416666666667,-1.0,4.359375,0.169921875,0.3776821257239567,0.16198044215532933
02,22,RULE_DOWN,ADVERSARIAL,153871.5,2.5,1.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,2.171875,-1.0,4.317708333333333,0.16979166666666667,0.3818318471384768,0.14253293783183346
02,22,RULE_DOWN,NONE,153711.5,2.5,0.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4583333333333335,-1.0,4.244791666666667,0.17460937499999998,0.3905726422818598,0.14129787482595582
02,22,RULE_DOWN,RANDOM_K16,153839.5,2.5,16.0,15.5,1.0,24.0,0.0,0.0,0.0,0.005208333333333333,0.9947916666666666,1.0,1.4270833333333333,-1.0,4.364583333333333,0.1766927083333333,0.3866978954116547,0.13548702119901443
02,22,RULE_DOWN,RANDOM_K2,153743.5,2.5,2.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,2.3385416666666665,-1.0,4.328125,0.167578125,0.3805052563539342,0.14732409186995737
02,22,RULE_DOWN,RANDOM_K4,153775.5,2.5,4.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,2.3697916666666665,-1.0,4.177083333333333,0.17200520833333333,0.3608571593752408,0.14461748001682542
02,22,RULE_DOWN,RANDOM_K8,153807.5,2.5,8.0,15.5,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0833333333333335,-1.0,4.166666666666667,0.1727864583333333,0.34720722361440165,0.14087433319751785
02,23,MODEL_DOWN,ADVERSARIAL,160591.5,2.5,1.0,15.5,1.0,24.0,0.0,0.0,0.0,0.015625,0.984375,1.0,2.40625,-1.0,5.234375,0.21497395833333333,0.45296048638910774,0.18622516818676116
02,23,MODEL_DOWN,NONE,160431.5,2.5,0.0,15.5,1.0,24.0,0.0,0.0,0.0,0.010416666666666666,0.9895833333333334,1.0,2.75,-1.0,5.234375,0.22044270833333335,0.4565129487922955,0.18911005100075107
