endpoint,scope,candidate,branch_half,matrix_id,target_loosen_minus_tighten,neutral_minus_noop,balanced_log_minus_noop
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,16,0.15,-0.175,-0.125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,17,0.15,0.0375,0.025
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,18,0.025,-0.0375,-0.05
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,19,0.075,-0.025,0.0
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,20,0.0375,-0.0375,-0.125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,21,0.1125,-0.025,-0.0125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,22,0.125,0.0125,-0.125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,23,0.125,-0.05,-0.2
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,24,0.125,-0.0125,-0.025
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,25,-0.025,-0.1375,-0.0625
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,26,0.275,0.1125,0.075
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,27,0.0375,0.0,0.0625
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,28,0.075,-0.0375,-0.15
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,29,0.05,0.0875,0.05
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,30,0.0375,0.0,-0.125
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,31,0.225,-0.1,-0.1375
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,32,0.1875,-0.05,0.025
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,33,0.2125,-0.05,-0.075
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,34,0.125,0.0625,0.0875
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,35,0.0875,0.0,-0.05
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,36,0.0375,0.15,0.05
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,37,-0.025,0.0,0.0375
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,38,0.0375,0.025,-0.025
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,A,39,0.2375,-0.0375,-0.05
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,0,0.0375,-0.2,-0.1375
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,1,0.225,-0.0125,-0.0875
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,2,0.325,0.1,0.1
JOINT_BREAK_RUN3_F12,five_standard_landmarks,03,B,3,0.0375,0.05,-0.125
