candidate,matrix_id,residence_length,start_support,durable_support,separation,residence_episodes,coherent_clusters,stable_forms,distinct_stable_forms,rule_survives
02,97,16,16,4,0.85,4,1,0,0,False
02,97,16,16,4,0.9,4,1,0,0,False
02,14,4,4,4,0.8,698,63,5,1,False
02,14,4,4,4,0.85,698,63,5,1,False
02,14,4,4,4,0.9,698,63,5,1,False
02,14,4,8,4,0.8,698,63,5,1,False
02,14,4,8,4,0.85,698,63,5,1,False
02,14,4,8,4,0.9,698,63,5,1,False
02,14,4,16,4,0.8,698,63,5,1,False
02,14,4,16,4,0.85,698,63,5,1,False
02,14,4,16,4,0.9,698,63,5,1,False
02,14,8,4,4,0.8,20,2,0,0,False
02,14,8,4,4,0.85,20,2,0,0,False
02,14,8,4,4,0.9,20,2,0,0,False
02,14,8,8,4,0.8,20,2,0,0,False
02,14,8,8,4,0.85,20,2,0,0,False
02,14,8,8,4,0.9,20,2,0,0,False
02,14,8,16,4,0.8,20,2,0,0,False
02,14,8,16,4,0.85,20,2,0,0,False
02,14,8,16,4,0.9,20,2,0,0,False
02,14,16,4,4,0.8,0,0,0,0,False
02,14,16,4,4,0.85,0,0,0,0,False
02,14,16,4,4,0.9,0,0,0,0,False
02,14,16,8,4,0.8,0,0,0,0,False
02,14,16,8,4,0.85,0,0,0,0,False
02,14,16,8,4,0.9,0,0,0,0,False
02,14,16,16,4,0.8,0,0,0,0,False
02,14,16,16,4,0.85,0,0,0,0,False
02,14,16,16,4,0.9,0,0,0,0,False
02,197,4,4,4,0.8,447,38,2,1,False
02,197,4,4,4,0.85,447,38,2,1,False
02,197,4,4,4,0.9,447,38,2,1,False
02,197,4,8,4,0.8,447,38,2,1,False
02,197,4,8,4,0.85,447,38,2,1,False
02,197,4,8,4,0.9,447,38,2,1,False
02,197,4,16,4,0.8,447,38,2,1,False
02,197,4,16,4,0.85,447,38,2,1,False
02,197,4,16,4,0.9,447,38,2,1,False
02,197,8,4,4,0.8,31,1,0,0,False
02,197,8,4,4,0.85,31,1,0,0,False
02,197,8,4,4,0.9,31,1,0,0,False
02,197,8,8,4,0.8,31,1,0,0,False
02,197,8,8,4,0.85,31,1,0,0,False
02,197,8,8,4,0.9,31,1,0,0,False
02,197,8,16,4,0.8,31,1,0,0,False
02,197,8,16,4,0.85,31,1,0,0,False
02,197,8,16,4,0.9,31,1,0,0,False
02,197,16,4,4,0.8,0,0,0,0,False
02,197,16,4,4,0.85,0,0,0,0,False
02,197,16,4,4,0.9,0,0,0,0,False
02,197,16,8,4,0.8,0,0,0,0,False
02,197,16,8,4,0.85,0,0,0,0,False
02,197,16,8,4,0.9,0,0,0,0,False
02,197,16,16,4,0.8,0,0,0,0,False
02,197,16,16,4,0.85,0,0,0,0,False
02,197,16,16,4,0.9,0,0,0,0,False
02,126,4,4,4,0.8,564,61,3,1,False
02,126,4,4,4,0.85,564,61,3,1,False
02,126,4,4,4,0.9,564,61,3,1,False
02,126,4,8,4,0.8,564,61,3,1,False
02,126,4,8,4,0.85,564,61,3,1,False
02,126,4,8,4,0.9,564,61,3,1,False
02,126,4,16,4,0.8,564,61,2,1,False
02,126,4,16,4,0.85,564,61,2,1,False
02,126,4,16,4,0.9,564,61,2,1,False
02,126,8,4,4,0.8,23,1,0,0,False
02,126,8,4,4,0.85,23,1,0,0,False
02,126,8,4,4,0.9,23,1,0,0,False
02,126,8,8,4,0.8,23,1,0,0,False
02,126,8,8,4,0.85,23,1,0,0,False
02,126,8,8,4,0.9,23,1,0,0,False
02,126,8,16,4,0.8,23,1,0,0,False
02,126,8,16,4,0.85,23,1,0,0,False
02,126,8,16,4,0.9,23,1,0,0,False
02,126,16,4,4,0.8,0,0,0,0,False
02,126,16,4,4,0.85,0,0,0,0,False
02,126,16,4,4,0.9,0,0,0,0,False
02,126,16,8,4,0.8,0,0,0,0,False
02,126,16,8,4,0.85,0,0,0,0,False
02,126,16,8,4,0.9,0,0,0,0,False
02,126,16,16,4,0.8,0,0,0,0,False
02,126,16,16,4,0.85,0,0,0,0,False
02,126,16,16,4,0.9,0,0,0,0,False
02,112,4,4,4,0.8,1133,96,8,2,True
02,112,4,4,4,0.85,1133,96,8,2,True
02,112,4,4,4,0.9,1133,96,8,2,True
02,112,4,8,4,0.8,1133,96,8,2,True
02,112,4,8,4,0.85,1133,96,8,2,True
02,112,4,8,4,0.9,1133,96,8,2,True
02,112,4,16,4,0.8,1133,96,8,2,True
02,112,4,16,4,0.85,1133,96,8,2,True
02,112,4,16,4,0.9,1133,96,8,2,True
02,112,8,4,4,0.8,93,5,1,1,False
02,112,8,4,4,0.85,93,5,1,1,False
02,112,8,4,4,0.9,93,5,1,1,False
02,112,8,8,4,0.8,93,5,1,1,False
02,112,8,8,4,0.85,93,5,1,1,False
02,112,8,8,4,0.9,93,5,1,1,False
02,112,8,16,4,0.8,93,5,1,1,False
02,112,8,16,4,0.85,93,5,1,1,False
02,112,8,16,4,0.9,93,5,1,1,False
02,112,16,4,4,0.8,1,1,0,0,False
02,112,16,4,4,0.85,1,1,0,0,False
02,112,16,4,4,0.9,1,1,0,0,False
02,112,16,8,4,0.8,1,1,0,0,False
02,112,16,8,4,0.85,1,1,0,0,False
02,112,16,8,4,0.9,1,1,0,0,False
02,112,16,16,4,0.8,1,1,0,0,False
02,112,16,16,4,0.85,1,1,0,0,False
02,112,16,16,4,0.9,1,1,0,0,False
02,38,4,4,4,0.8,787,16,1,1,False
02,38,4,4,4,0.85,787,16,1,1,False
02,38,4,4,4,0.9,787,16,1,1,False
02,38,4,8,4,0.8,787,16,1,1,False
02,38,4,8,4,0.85,787,16,1,1,False
02,38,4,8,4,0.9,787,16,1,1,False
02,38,4,16,4,0.8,787,16,1,1,False
02,38,4,16,4,0.85,787,16,1,1,False
02,38,4,16,4,0.9,787,16,1,1,False
02,38,8,4,4,0.8,103,1,1,1,False
02,38,8,4,4,0.85,103,1,1,1,False
02,38,8,4,4,0.9,103,1,1,1,False
02,38,8,8,4,0.8,103,1,1,1,False
02,38,8,8,4,0.85,103,1,1,1,False
02,38,8,8,4,0.9,103,1,1,1,False
02,38,8,16,4,0.8,103,1,1,1,False
02,38,8,16,4,0.85,103,1,1,1,False
02,38,8,16,4,0.9,103,1,1,1,False
02,38,16,4,4,0.8,3,1,0,0,False
02,38,16,4,4,0.85,3,1,0,0,False
02,38,16,4,4,0.9,3,1,0,0,False
02,38,16,8,4,0.8,3,1,0,0,False
02,38,16,8,4,0.85,3,1,0,0,False
02,38,16,8,4,0.9,3,1,0,0,False
02,38,16,16,4,0.8,3,1,0,0,False
02,38,16,16,4,0.85,3,1,0,0,False
02,38,16,16,4,0.9,3,1,0,0,False
02,1,4,4,4,0.8,605,49,4,2,True
02,1,4,4,4,0.85,605,49,4,2,True
02,1,4,4,4,0.9,605,49,4,2,True
02,1,4,8,4,0.8,605,49,4,2,True
02,1,4,8,4,0.85,605,49,4,2,True
02,1,4,8,4,0.9,605,49,4,2,True
02,1,4,16,4,0.8,605,49,4,2,True
02,1,4,16,4,0.85,605,49,4,2,True
02,1,4,16,4,0.9,605,49,4,2,True
02,1,8,4,4,0.8,21,2,0,0,False
02,1,8,4,4,0.85,21,2,0,0,False
02,1,8,4,4,0.9,21,2,0,0,False
02,1,8,8,4,0.8,21,2,0,0,False
02,1,8,8,4,0.85,21,2,0,0,False
02,1,8,8,4,0.9,21,2,0,0,False
02,1,8,16,4,0.8,21,2,0,0,False
02,1,8,16,4,0.85,21,2,0,0,False
02,1,8,16,4,0.9,21,2,0,0,False
02,1,16,4,4,0.8,0,0,0,0,False
02,1,16,4,4,0.85,0,0,0,0,False
02,1,16,4,4,0.9,0,0,0,0,False
02,1,16,8,4,0.8,0,0,0,0,False
02,1,16,8,4,0.85,0,0,0,0,False
02,1,16,8,4,0.9,0,0,0,0,False
02,1,16,16,4,0.8,0,0,0,0,False
02,1,16,16,4,0.85,0,0,0,0,False
02,1,16,16,4,0.9,0,0,0,0,False
02,43,4,4,4,0.8,372,37,2,1,False
02,43,4,4,4,0.85,372,37,2,1,False
02,43,4,4,4,0.9,372,37,2,1,False
02,43,4,8,4,0.8,372,37,2,1,False
02,43,4,8,4,0.85,372,37,2,1,False
02,43,4,8,4,0.9,372,37,2,1,False
02,43,4,16,4,0.8,372,37,2,1,False
02,43,4,16,4,0.85,372,37,2,1,False
02,43,4,16,4,0.9,372,37,2,1,False
02,43,8,4,4,0.8,10,1,0,0,False
02,43,8,4,4,0.85,10,1,0,0,False
02,43,8,4,4,0.9,10,1,0,0,False
02,43,8,8,4,0.8,10,1,0,0,False
02,43,8,8,4,0.85,10,1,0,0,False
02,43,8,8,4,0.9,10,1,0,0,False
02,43,8,16,4,0.8,10,1,0,0,False
02,43,8,16,4,0.85,10,1,0,0,False
02,43,8,16,4,0.9,10,1,0,0,False
02,43,16,4,4,0.8,0,0,0,0,False
02,43,16,4,4,0.85,0,0,0,0,False
02,43,16,4,4,0.9,0,0,0,0,False
02,43,16,8,4,0.8,0,0,0,0,False
02,43,16,8,4,0.85,0,0,0,0,False
02,43,16,8,4,0.9,0,0,0,0,False
02,43,16,16,4,0.8,0,0,0,0,False
02,43,16,16,4,0.85,0,0,0,0,False
02,43,16,16,4,0.9,0,0,0,0,False
02,18,4,4,4,0.8,2659,137,23,1,False
02,18,4,4,4,0.85,2659,137,23,1,False
02,18,4,4,4,0.9,2659,137,23,1,False
02,18,4,8,4,0.8,2659,137,23,1,False
02,18,4,8,4,0.85,2659,137,23,1,False
02,18,4,8,4,0.9,2659,137,23,1,False
02,18,4,16,4,0.8,2659,137,23,1,False
02,18,4,16,4,0.85,2659,137,23,1,False
02,18,4,16,4,0.9,2659,137,23,1,False
02,18,8,4,4,0.8,281,6,3,1,False
02,18,8,4,4,0.85,281,6,3,1,False
02,18,8,4,4,0.9,281,6,3,1,False
02,18,8,8,4,0.8,281,6,3,1,False
02,18,8,8,4,0.85,281,6,3,1,False
02,18,8,8,4,0.9,281,6,3,1,False
02,18,8,16,4,0.8,281,6,3,1,False
02,18,8,16,4,0.85,281,6,3,1,False
02,18,8,16,4,0.9,281,6,3,1,False
02,18,16,4,4,0.8,4,1,1,1,False
02,18,16,4,4,0.85,4,1,1,1,False
02,18,16,4,4,0.9,4,1,1,1,False
02,18,16,8,4,0.8,4,1,0,0,False
02,18,16,8,4,0.85,4,1,0,0,False
02,18,16,8,4,0.9,4,1,0,0,False
02,18,16,16,4,0.8,4,1,0,0,False
02,18,16,16,4,0.85,4,1,0,0,False
02,18,16,16,4,0.9,4,1,0,0,False
02,64,4,4,4,0.8,2243,145,19,2,True
02,64,4,4,4,0.85,2243,145,19,2,True
02,64,4,4,4,0.9,2243,145,19,2,True
02,64,4,8,4,0.8,2243,145,19,2,True
02,64,4,8,4,0.85,2243,145,19,2,True
02,64,4,8,4,0.9,2243,145,19,2,True
02,64,4,16,4,0.8,2243,145,19,2,True
02,64,4,16,4,0.85,2243,145,19,2,True
02,64,4,16,4,0.9,2243,145,19,2,True
02,64,8,4,4,0.8,123,6,2,1,False
02,64,8,4,4,0.85,123,6,2,1,False
02,64,8,4,4,0.9,123,6,2,1,False
02,64,8,8,4,0.8,123,6,2,1,False
02,64,8,8,4,0.85,123,6,2,1,False
02,64,8,8,4,0.9,123,6,2,1,False
02,64,8,16,4,0.8,123,6,2,1,False
02,64,8,16,4,0.85,123,6,2,1,False
02,64,8,16,4,0.9,123,6,2,1,False
02,64,16,4,4,0.8,0,0,0,0,False
02,64,16,4,4,0.85,0,0,0,0,False
02,64,16,4,4,0.9,0,0,0,0,False
02,64,16,8,4,0.8,0,0,0,0,False
02,64,16,8,4,0.85,0,0,0,0,False
02,64,16,8,4,0.9,0,0,0,0,False
02,64,16,16,4,0.8,0,0,0,0,False
02,64,16,16,4,0.85,0,0,0,0,False
02,64,16,16,4,0.9,0,0,0,0,False
02,72,4,4,4,0.8,1270,86,8,2,True
02,72,4,4,4,0.85,1270,86,8,2,True
02,72,4,4,4,0.9,1270,86,8,2,True
02,72,4,8,4,0.8,1270,86,8,2,True
02,72,4,8,4,0.85,1270,86,8,2,True
02,72,4,8,4,0.9,1270,86,8,2,True
02,72,4,16,4,0.8,1270,86,8,2,True
02,72,4,16,4,0.85,1270,86,8,2,True
02,72,4,16,4,0.9,1270,86,8,2,True
02,72,8,4,4,0.8,86,3,1,1,False
02,72,8,4,4,0.85,86,3,1,1,False
02,72,8,4,4,0.9,86,3,1,1,False
02,72,8,8,4,0.8,86,3,1,1,False
02,72,8,8,4,0.85,86,3,1,1,False
02,72,8,8,4,0.9,86,3,1,1,False
02,72,8,16,4,0.8,86,3,1,1,False
02,72,8,16,4,0.85,86,3,1,1,False
02,72,8,16,4,0.9,86,3,1,1,False
02,72,16,4,4,0.8,1,1,0,0,False
02,72,16,4,4,0.85,1,1,0,0,False
02,72,16,4,4,0.9,1,1,0,0,False
02,72,16,8,4,0.8,1,1,0,0,False
02,72,16,8,4,0.85,1,1,0,0,False
02,72,16,8,4,0.9,1,1,0,0,False
02,72,16,16,4,0.8,1,1,0,0,False
02,72,16,16,4,0.85,1,1,0,0,False
02,72,16,16,4,0.9,1,1,0,0,False
02,178,4,4,4,0.8,1078,92,4,2,True
02,178,4,4,4,0.85,1078,92,4,2,True
02,178,4,4,4,0.9,1078,92,4,2,True
02,178,4,8,4,0.8,1078,92,4,2,True
02,178,4,8,4,0.85,1078,92,4,2,True
02,178,4,8,4,0.9,1078,92,4,2,True
02,178,4,16,4,0.8,1078,92,4,2,True
02,178,4,16,4,0.85,1078,92,4,2,True
02,178,4,16,4,0.9,1078,92,4,2,True
02,178,8,4,4,0.8,31,4,0,0,False
02,178,8,4,4,0.85,31,4,0,0,False
02,178,8,4,4,0.9,31,4,0,0,False
02,178,8,8,4,0.8,31,4,0,0,False
02,178,8,8,4,0.85,31,4,0,0,False
02,178,8,8,4,0.9,31,4,0,0,False
02,178,8,16,4,0.8,31,4,0,0,False
02,178,8,16,4,0.85,31,4,0,0,False
02,178,8,16,4,0.9,31,4,0,0,False
02,178,16,4,4,0.8,0,0,0,0,False
02,178,16,4,4,0.85,0,0,0,0,False
02,178,16,4,4,0.9,0,0,0,0,False
02,178,16,8,4,0.8,0,0,0,0,False
02,178,16,8,4,0.85,0,0,0,0,False
02,178,16,8,4,0.9,0,0,0,0,False
02,178,16,16,4,0.8,0,0,0,0,False
02,178,16,16,4,0.85,0,0,0,0,False
02,178,16,16,4,0.9,0,0,0,0,False
02,161,4,4,4,0.8,1384,54,6,2,True
02,161,4,4,4,0.85,1384,54,6,2,True
02,161,4,4,4,0.9,1384,54,6,2,True
02,161,4,8,4,0.8,1384,54,6,2,True
02,161,4,8,4,0.85,1384,54,6,2,True
02,161,4,8,4,0.9,1384,54,6,2,True
02,161,4,16,4,0.8,1384,54,6,2,True
02,161,4,16,4,0.85,1384,54,6,2,True
02,161,4,16,4,0.9,1384,54,6,2,True
02,161,8,4,4,0.8,208,5,1,1,False
02,161,8,4,4,0.85,208,5,1,1,False
02,161,8,4,4,0.9,208,5,1,1,False
02,161,8,8,4,0.8,208,5,1,1,False
02,161,8,8,4,0.85,208,5,1,1,False
02,161,8,8,4,0.9,208,5,1,1,False
02,161,8,16,4,0.8,208,5,1,1,False
02,161,8,16,4,0.85,208,5,1,1,False
02,161,8,16,4,0.9,208,5,1,1,False
02,161,16,4,4,0.8,12,1,1,1,False
02,161,16,4,4,0.85,12,1,1,1,False
02,161,16,4,4,0.9,12,1,1,1,False
02,161,16,8,4,0.8,12,1,1,1,False
02,161,16,8,4,0.85,12,1,1,1,False
02,161,16,8,4,0.9,12,1,1,1,False
02,161,16,16,4,0.8,12,1,0,0,False
02,161,16,16,4,0.85,12,1,0,0,False
02,161,16,16,4,0.9,12,1,0,0,False
02,174,4,4,4,0.8,499,47,4,1,False
02,174,4,4,4,0.85,499,47,4,1,False
02,174,4,4,4,0.9,499,47,4,1,False
02,174,4,8,4,0.8,499,47,4,1,False
02,174,4,8,4,0.85,499,47,4,1,False
02,174,4,8,4,0.9,499,47,4,1,False
02,174,4,16,4,0.8,499,47,4,1,False
02,174,4,16,4,0.85,499,47,4,1,False
02,174,4,16,4,0.9,499,47,4,1,False
02,174,8,4,4,0.8,12,2,0,0,False
02,174,8,4,4,0.85,12,2,0,0,False
02,174,8,4,4,0.9,12,2,0,0,False
02,174,8,8,4,0.8,12,2,0,0,False
02,174,8,8,4,0.85,12,2,0,0,False
02,174,8,8,4,0.9,12,2,0,0,False
02,174,8,16,4,0.8,12,2,0,0,False
02,174,8,16,4,0.85,12,2,0,0,False
02,174,8,16,4,0.9,12,2,0,0,False
02,174,16,4,4,0.8,0,0,0,0,False
02,174,16,4,4,0.85,0,0,0,0,False
02,174,16,4,4,0.9,0,0,0,0,False
02,174,16,8,4,0.8,0,0,0,0,False
02,174,16,8,4,0.85,0,0,0,0,False
02,174,16,8,4,0.9,0,0,0,0,False
02,174,16,16,4,0.8,0,0,0,0,False
02,174,16,16,4,0.85,0,0,0,0,False
02,174,16,16,4,0.9,0,0,0,0,False
02,5,4,4,4,0.8,268,24,1,1,False
02,5,4,4,4,0.85,268,24,1,1,False
02,5,4,4,4,0.9,268,24,1,1,False
02,5,4,8,4,0.8,268,24,1,1,False
02,5,4,8,4,0.85,268,24,1,1,False
02,5,4,8,4,0.9,268,24,1,1,False
02,5,4,16,4,0.8,268,24,1,1,False
02,5,4,16,4,0.85,268,24,1,1,False
02,5,4,16,4,0.9,268,24,1,1,False
02,5,8,4,4,0.8,5,1,0,0,False
02,5,8,4,4,0.85,5,1,0,0,False
02,5,8,4,4,0.9,5,1,0,0,False
02,5,8,8,4,0.8,5,1,0,0,False
02,5,8,8,4,0.85,5,1,0,0,False
02,5,8,8,4,0.9,5,1,0,0,False
02,5,8,16,4,0.8,5,1,0,0,False
02,5,8,16,4,0.85,5,1,0,0,False
02,5,8,16,4,0.9,5,1,0,0,False
02,5,16,4,4,0.8,0,0,0,0,False
02,5,16,4,4,0.85,0,0,0,0,False
02,5,16,4,4,0.9,0,0,0,0,False
02,5,16,8,4,0.8,0,0,0,0,False
02,5,16,8,4,0.85,0,0,0,0,False
02,5,16,8,4,0.9,0,0,0,0,False
02,5,16,16,4,0.8,0,0,0,0,False
02,5,16,16,4,0.85,0,0,0,0,False
02,5,16,16,4,0.9,0,0,0,0,False
02,9,4,4,4,0.8,858,32,5,1,False
02,9,4,4,4,0.85,858,32,5,1,False
02,9,4,4,4,0.9,858,32,5,1,False
02,9,4,8,4,0.8,858,32,5,1,False
02,9,4,8,4,0.85,858,32,5,1,False
02,9,4,8,4,0.9,858,32,5,1,False
02,9,4,16,4,0.8,858,32,5,1,False
02,9,4,16,4,0.85,858,32,5,1,False
02,9,4,16,4,0.9,858,32,5,1,False
02,9,8,4,4,0.8,136,2,2,1,False
02,9,8,4,4,0.85,136,2,2,1,False
02,9,8,4,4,0.9,136,2,2,1,False
02,9,8,8,4,0.8,136,2,2,1,False
02,9,8,8,4,0.85,136,2,2,1,False
02,9,8,8,4,0.9,136,2,2,1,False
02,9,8,16,4,0.8,136,2,2,1,False
02,9,8,16,4,0.85,136,2,2,1,False
02,9,8,16,4,0.9,136,2,2,1,False
02,9,16,4,4,0.8,1,1,0,0,False
02,9,16,4,4,0.85,1,1,0,0,False
02,9,16,4,4,0.9,1,1,0,0,False
02,9,16,8,4,0.8,1,1,0,0,False
02,9,16,8,4,0.85,1,1,0,0,False
02,9,16,8,4,0.9,1,1,0,0,False
02,9,16,16,4,0.8,1,1,0,0,False
02,9,16,16,4,0.85,1,1,0,0,False
02,9,16,16,4,0.9,1,1,0,0,False
02,79,4,4,4,0.8,363,61,1,1,False
02,79,4,4,4,0.85,363,61,1,1,False
02,79,4,4,4,0.9,363,61,1,1,False
02,79,4,8,4,0.8,363,61,1,1,False
02,79,4,8,4,0.85,363,61,1,1,False
02,79,4,8,4,0.9,363,61,1,1,False
02,79,4,16,4,0.8,363,61,1,1,False
02,79,4,16,4,0.85,363,61,1,1,False
02,79,4,16,4,0.9,363,61,1,1,False
02,79,8,4,4,0.8,16,2,0,0,False
02,79,8,4,4,0.85,16,2,0,0,False
02,79,8,4,4,0.9,16,2,0,0,False
02,79,8,8,4,0.8,16,2,0,0,False
02,79,8,8,4,0.85,16,2,0,0,False
02,79,8,8,4,0.9,16,2,0,0,False
02,79,8,16,4,0.8,16,2,0,0,False
02,79,8,16,4,0.85,16,2,0,0,False
02,79,8,16,4,0.9,16,2,0,0,False
02,79,16,4,4,0.8,0,0,0,0,False
02,79,16,4,4,0.85,0,0,0,0,False
02,79,16,4,4,0.9,0,0,0,0,False
02,79,16,8,4,0.8,0,0,0,0,False
02,79,16,8,4,0.85,0,0,0,0,False
02,79,16,8,4,0.9,0,0,0,0,False
02,79,16,16,4,0.8,0,0,0,0,False
02,79,16,16,4,0.85,0,0,0,0,False
02,79,16,16,4,0.9,0,0,0,0,False
02,55,4,4,4,0.8,910,75,8,2,True
02,55,4,4,4,0.85,910,75,8,2,True
02,55,4,4,4,0.9,910,75,8,2,True
02,55,4,8,4,0.8,910,75,8,2,True
02,55,4,8,4,0.85,910,75,8,2,True
02,55,4,8,4,0.9,910,75,8,2,True
02,55,4,16,4,0.8,910,75,8,2,True
02,55,4,16,4,0.85,910,75,8,2,True
02,55,4,16,4,0.9,910,75,8,2,True
02,55,8,4,4,0.8,34,3,1,1,False
02,55,8,4,4,0.85,34,3,1,1,False
02,55,8,4,4,0.9,34,3,1,1,False
02,55,8,8,4,0.8,34,3,1,1,False
02,55,8,8,4,0.85,34,3,1,1,False
02,55,8,8,4,0.9,34,3,1,1,False
02,55,8,16,4,0.8,34,3,1,1,False
02,55,8,16,4,0.85,34,3,1,1,False
02,55,8,16,4,0.9,34,3,1,1,False
02,55,16,4,4,0.8,0,0,0,0,False
02,55,16,4,4,0.85,0,0,0,0,False
02,55,16,4,4,0.9,0,0,0,0,False
02,55,16,8,4,0.8,0,0,0,0,False
02,55,16,8,4,0.85,0,0,0,0,False
02,55,16,8,4,0.9,0,0,0,0,False
02,55,16,16,4,0.8,0,0,0,0,False
02,55,16,16,4,0.85,0,0,0,0,False
02,55,16,16,4,0.9,0,0,0,0,False
02,117,4,4,4,0.8,2137,72,17,1,False
02,117,4,4,4,0.85,2137,72,17,1,False
02,117,4,4,4,0.9,2137,72,17,1,False
02,117,4,8,4,0.8,2137,72,17,1,False
02,117,4,8,4,0.85,2137,72,17,1,False
02,117,4,8,4,0.9,2137,72,17,1,False
02,117,4,16,4,0.8,2137,72,17,1,False
02,117,4,16,4,0.85,2137,72,17,1,False
02,117,4,16,4,0.9,2137,72,17,1,False
02,117,8,4,4,0.8,568,6,4,1,False
02,117,8,4,4,0.85,568,6,4,1,False
02,117,8,4,4,0.9,568,6,4,1,False
02,117,8,8,4,0.8,568,6,4,1,False
02,117,8,8,4,0.85,568,6,4,1,False
02,117,8,8,4,0.9,568,6,4,1,False
02,117,8,16,4,0.8,568,6,4,1,False
02,117,8,16,4,0.85,568,6,4,1,False
02,117,8,16,4,0.9,568,6,4,1,False
02,117,16,4,4,0.8,22,1,1,1,False
02,117,16,4,4,0.85,22,1,1,1,False
02,117,16,4,4,0.9,22,1,1,1,False
02,117,16,8,4,0.8,22,1,1,1,False
02,117,16,8,4,0.85,22,1,1,1,False
02,117,16,8,4,0.9,22,1,1,1,False
02,117,16,16,4,0.8,22,1,1,1,False
02,117,16,16,4,0.85,22,1,1,1,False
02,117,16,16,4,0.9,22,1,1,1,False
02,24,4,4,4,0.8,398,51,2,2,True
02,24,4,4,4,0.85,398,51,2,2,True
02,24,4,4,4,0.9,398,51,2,2,True
02,24,4,8,4,0.8,398,51,2,2,True
02,24,4,8,4,0.85,398,51,2,2,True
02,24,4,8,4,0.9,398,51,2,2,True
02,24,4,16,4,0.8,398,51,2,2,True
02,24,4,16,4,0.85,398,51,2,2,True
02,24,4,16,4,0.9,398,51,2,2,True
02,24,8,4,4,0.8,5,2,0,0,False
02,24,8,4,4,0.85,5,2,0,0,False
02,24,8,4,4,0.9,5,2,0,0,False
02,24,8,8,4,0.8,5,2,0,0,False
02,24,8,8,4,0.85,5,2,0,0,False
02,24,8,8,4,0.9,5,2,0,0,False
02,24,8,16,4,0.8,5,2,0,0,False
02,24,8,16,4,0.85,5,2,0,0,False
02,24,8,16,4,0.9,5,2,0,0,False
02,24,16,4,4,0.8,0,0,0,0,False
02,24,16,4,4,0.85,0,0,0,0,False
02,24,16,4,4,0.9,0,0,0,0,False
02,24,16,8,4,0.8,0,0,0,0,False
02,24,16,8,4,0.85,0,0,0,0,False
02,24,16,8,4,0.9,0,0,0,0,False
02,24,16,16,4,0.8,0,0,0,0,False
02,24,16,16,4,0.85,0,0,0,0,False
02,24,16,16,4,0.9,0,0,0,0,False
02,153,4,4,4,0.8,1266,11,4,1,False
02,153,4,4,4,0.85,1266,11,4,1,False
02,153,4,4,4,0.9,1266,11,4,1,False
02,153,4,8,4,0.8,1266,11,4,1,False
02,153,4,8,4,0.85,1266,11,4,1,False
02,153,4,8,4,0.9,1266,11,4,1,False
02,153,4,16,4,0.8,1266,11,4,1,False
02,153,4,16,4,0.85,1266,11,4,1,False
02,153,4,16,4,0.9,1266,11,4,1,False
02,153,8,4,4,0.8,164,1,1,1,False
02,153,8,4,4,0.85,164,1,1,1,False
02,153,8,4,4,0.9,164,1,1,1,False
02,153,8,8,4,0.8,164,1,1,1,False
02,153,8,8,4,0.85,164,1,1,1,False
02,153,8,8,4,0.9,164,1,1,1,False
02,153,8,16,4,0.8,164,1,1,1,False
02,153,8,16,4,0.85,164,1,1,1,False
02,153,8,16,4,0.9,164,1,1,1,False
02,153,16,4,4,0.8,4,1,1,1,False
02,153,16,4,4,0.85,4,1,1,1,False
02,153,16,4,4,0.9,4,1,1,1,False
02,153,16,8,4,0.8,4,1,0,0,False
02,153,16,8,4,0.85,4,1,0,0,False
02,153,16,8,4,0.9,4,1,0,0,False
02,153,16,16,4,0.8,4,1,0,0,False
02,153,16,16,4,0.85,4,1,0,0,False
02,153,16,16,4,0.9,4,1,0,0,False
02,138,4,4,4,0.8,1334,111,12,1,False
02,138,4,4,4,0.85,1334,111,12,1,False
02,138,4,4,4,0.9,1334,111,12,1,False
02,138,4,8,4,0.8,1334,111,12,1,False
02,138,4,8,4,0.85,1334,111,12,1,False
02,138,4,8,4,0.9,1334,111,12,1,False
02,138,4,16,4,0.8,1334,111,12,1,False
02,138,4,16,4,0.85,1334,111,12,1,False
02,138,4,16,4,0.9,1334,111,12,1,False
02,138,8,4,4,0.8,36,3,0,0,False
02,138,8,4,4,0.85,36,3,0,0,False
02,138,8,4,4,0.9,36,3,0,0,False
02,138,8,8,4,0.8,36,3,0,0,False
02,138,8,8,4,0.85,36,3,0,0,False
02,138,8,8,4,0.9,36,3,0,0,False
02,138,8,16,4,0.8,36,3,0,0,False
02,138,8,16,4,0.85,36,3,0,0,False
02,138,8,16,4,0.9,36,3,0,0,False
02,138,16,4,4,0.8,0,0,0,0,False
02,138,16,4,4,0.85,0,0,0,0,False
02,138,16,4,4,0.9,0,0,0,0,False
02,138,16,8,4,0.8,0,0,0,0,False
02,138,16,8,4,0.85,0,0,0,0,False
02,138,16,8,4,0.9,0,0,0,0,False
02,138,16,16,4,0.8,0,0,0,0,False
02,138,16,16,4,0.85,0,0,0,0,False
02,138,16,16,4,0.9,0,0,0,0,False
02,86,4,4,4,0.8,842,45,4,2,True
02,86,4,4,4,0.85,842,45,4,2,True
02,86,4,4,4,0.9,842,45,4,2,True
02,86,4,8,4,0.8,842,45,4,2,True
02,86,4,8,4,0.85,842,45,4,2,True
02,86,4,8,4,0.9,842,45,4,2,True
02,86,4,16,4,0.8,842,45,4,2,True
02,86,4,16,4,0.85,842,45,4,2,True
