candidate,matrix_id,residence_length,start_support,durable_support,separation,residence_episodes,coherent_clusters,stable_forms,distinct_stable_forms,rule_survives
02,86,4,16,4,0.9,842,45,4,2,True
02,86,8,4,4,0.8,64,2,1,1,False
02,86,8,4,4,0.85,64,2,1,1,False
02,86,8,4,4,0.9,64,2,1,1,False
02,86,8,8,4,0.8,64,2,1,1,False
02,86,8,8,4,0.85,64,2,1,1,False
02,86,8,8,4,0.9,64,2,1,1,False
02,86,8,16,4,0.8,64,2,1,1,False
02,86,8,16,4,0.85,64,2,1,1,False
02,86,8,16,4,0.9,64,2,1,1,False
02,86,16,4,4,0.8,1,1,0,0,False
02,86,16,4,4,0.85,1,1,0,0,False
02,86,16,4,4,0.9,1,1,0,0,False
02,86,16,8,4,0.8,1,1,0,0,False
02,86,16,8,4,0.85,1,1,0,0,False
02,86,16,8,4,0.9,1,1,0,0,False
02,86,16,16,4,0.8,1,1,0,0,False
02,86,16,16,4,0.85,1,1,0,0,False
02,86,16,16,4,0.9,1,1,0,0,False
02,148,4,4,4,0.8,650,55,3,3,True
02,148,4,4,4,0.85,650,55,3,3,True
02,148,4,4,4,0.9,650,55,3,3,True
02,148,4,8,4,0.8,650,55,3,3,True
02,148,4,8,4,0.85,650,55,3,3,True
02,148,4,8,4,0.9,650,55,3,3,True
02,148,4,16,4,0.8,650,55,3,3,True
02,148,4,16,4,0.85,650,55,3,3,True
02,148,4,16,4,0.9,650,55,3,3,True
02,148,8,4,4,0.8,34,4,0,0,False
02,148,8,4,4,0.85,34,4,0,0,False
02,148,8,4,4,0.9,34,4,0,0,False
02,148,8,8,4,0.8,34,4,0,0,False
02,148,8,8,4,0.85,34,4,0,0,False
02,148,8,8,4,0.9,34,4,0,0,False
02,148,8,16,4,0.8,34,4,0,0,False
02,148,8,16,4,0.85,34,4,0,0,False
02,148,8,16,4,0.9,34,4,0,0,False
02,148,16,4,4,0.8,0,0,0,0,False
02,148,16,4,4,0.85,0,0,0,0,False
02,148,16,4,4,0.9,0,0,0,0,False
02,148,16,8,4,0.8,0,0,0,0,False
02,148,16,8,4,0.85,0,0,0,0,False
02,148,16,8,4,0.9,0,0,0,0,False
02,148,16,16,4,0.8,0,0,0,0,False
02,148,16,16,4,0.85,0,0,0,0,False
02,148,16,16,4,0.9,0,0,0,0,False
02,63,4,4,4,0.8,2844,85,25,2,True
02,63,4,4,4,0.85,2844,85,25,4,True
02,63,4,4,4,0.9,2844,85,25,6,True
02,63,4,8,4,0.8,2844,85,25,2,True
02,63,4,8,4,0.85,2844,85,25,4,True
02,63,4,8,4,0.9,2844,85,25,6,True
02,63,4,16,4,0.8,2844,85,25,2,True
02,63,4,16,4,0.85,2844,85,25,4,True
02,63,4,16,4,0.9,2844,85,25,6,True
02,63,8,4,4,0.8,538,10,6,2,True
02,63,8,4,4,0.85,538,10,6,2,True
02,63,8,4,4,0.9,538,10,6,3,True
02,63,8,8,4,0.8,538,10,6,2,True
02,63,8,8,4,0.85,538,10,6,2,True
02,63,8,8,4,0.9,538,10,6,3,True
02,63,8,16,4,0.8,538,10,6,2,True
02,63,8,16,4,0.85,538,10,6,2,True
02,63,8,16,4,0.9,538,10,6,3,True
02,63,16,4,4,0.8,54,4,3,2,True
02,63,16,4,4,0.85,54,4,3,2,True
02,63,16,4,4,0.9,54,4,3,2,True
02,63,16,8,4,0.8,54,4,2,2,True
02,63,16,8,4,0.85,54,4,2,2,True
02,63,16,8,4,0.9,54,4,2,2,True
02,63,16,16,4,0.8,54,4,1,1,False
02,63,16,16,4,0.85,54,4,1,1,False
02,63,16,16,4,0.9,54,4,1,1,False
02,125,4,4,4,0.8,417,60,1,1,False
02,125,4,4,4,0.85,417,60,1,1,False
02,125,4,4,4,0.9,417,60,1,1,False
02,125,4,8,4,0.8,417,60,1,1,False
02,125,4,8,4,0.85,417,60,1,1,False
02,125,4,8,4,0.9,417,60,1,1,False
02,125,4,16,4,0.8,417,60,1,1,False
02,125,4,16,4,0.85,417,60,1,1,False
02,125,4,16,4,0.9,417,60,1,1,False
02,125,8,4,4,0.8,5,1,0,0,False
02,125,8,4,4,0.85,5,1,0,0,False
02,125,8,4,4,0.9,5,1,0,0,False
02,125,8,8,4,0.8,5,1,0,0,False
02,125,8,8,4,0.85,5,1,0,0,False
02,125,8,8,4,0.9,5,1,0,0,False
02,125,8,16,4,0.8,5,1,0,0,False
02,125,8,16,4,0.85,5,1,0,0,False
02,125,8,16,4,0.9,5,1,0,0,False
02,125,16,4,4,0.8,0,0,0,0,False
02,125,16,4,4,0.85,0,0,0,0,False
02,125,16,4,4,0.9,0,0,0,0,False
02,125,16,8,4,0.8,0,0,0,0,False
02,125,16,8,4,0.85,0,0,0,0,False
02,125,16,8,4,0.9,0,0,0,0,False
02,125,16,16,4,0.8,0,0,0,0,False
02,125,16,16,4,0.85,0,0,0,0,False
02,125,16,16,4,0.9,0,0,0,0,False
02,171,4,4,4,0.8,2636,123,16,2,True
02,171,4,4,4,0.85,2636,123,16,2,True
02,171,4,4,4,0.9,2636,123,16,3,True
02,171,4,8,4,0.8,2636,123,16,2,True
02,171,4,8,4,0.85,2636,123,16,2,True
02,171,4,8,4,0.9,2636,123,16,3,True
02,171,4,16,4,0.8,2636,123,16,2,True
02,171,4,16,4,0.85,2636,123,16,2,True
02,171,4,16,4,0.9,2636,123,16,3,True
02,171,8,4,4,0.8,725,12,3,1,False
02,171,8,4,4,0.85,725,12,3,1,False
02,171,8,4,4,0.9,725,12,3,1,False
02,171,8,8,4,0.8,725,12,3,1,False
02,171,8,8,4,0.85,725,12,3,1,False
02,171,8,8,4,0.9,725,12,3,1,False
02,171,8,16,4,0.8,725,12,3,1,False
02,171,8,16,4,0.85,725,12,3,1,False
02,171,8,16,4,0.9,725,12,3,1,False
02,171,16,4,4,0.8,48,1,1,1,False
02,171,16,4,4,0.85,48,1,1,1,False
02,171,16,4,4,0.9,48,1,1,1,False
02,171,16,8,4,0.8,48,1,1,1,False
02,171,16,8,4,0.85,48,1,1,1,False
02,171,16,8,4,0.9,48,1,1,1,False
02,171,16,16,4,0.8,48,1,1,1,False
02,171,16,16,4,0.85,48,1,1,1,False
02,171,16,16,4,0.9,48,1,1,1,False
02,119,4,4,4,0.8,2446,87,28,2,True
02,119,4,4,4,0.85,2446,87,28,3,True
02,119,4,4,4,0.9,2446,87,28,4,True
02,119,4,8,4,0.8,2446,87,28,2,True
02,119,4,8,4,0.85,2446,87,28,3,True
02,119,4,8,4,0.9,2446,87,28,4,True
02,119,4,16,4,0.8,2446,87,26,1,False
02,119,4,16,4,0.85,2446,87,26,2,True
02,119,4,16,4,0.9,2446,87,26,3,True
02,119,8,4,4,0.8,1041,7,4,1,False
02,119,8,4,4,0.85,1041,7,4,1,False
02,119,8,4,4,0.9,1041,7,4,1,False
02,119,8,8,4,0.8,1041,7,4,1,False
02,119,8,8,4,0.85,1041,7,4,1,False
02,119,8,8,4,0.9,1041,7,4,1,False
02,119,8,16,4,0.8,1041,7,4,1,False
02,119,8,16,4,0.85,1041,7,4,1,False
02,119,8,16,4,0.9,1041,7,4,1,False
02,119,16,4,4,0.8,214,1,1,1,False
02,119,16,4,4,0.85,214,1,1,1,False
02,119,16,4,4,0.9,214,1,1,1,False
02,119,16,8,4,0.8,214,1,1,1,False
02,119,16,8,4,0.85,214,1,1,1,False
02,119,16,8,4,0.9,214,1,1,1,False
02,119,16,16,4,0.8,214,1,1,1,False
02,119,16,16,4,0.85,214,1,1,1,False
02,119,16,16,4,0.9,214,1,1,1,False
02,2,4,4,4,0.8,445,42,3,1,False
02,2,4,4,4,0.85,445,42,3,1,False
02,2,4,4,4,0.9,445,42,3,1,False
02,2,4,8,4,0.8,445,42,3,1,False
02,2,4,8,4,0.85,445,42,3,1,False
02,2,4,8,4,0.9,445,42,3,1,False
02,2,4,16,4,0.8,445,42,3,1,False
02,2,4,16,4,0.85,445,42,3,1,False
02,2,4,16,4,0.9,445,42,3,1,False
02,2,8,4,4,0.8,16,2,0,0,False
02,2,8,4,4,0.85,16,2,0,0,False
02,2,8,4,4,0.9,16,2,0,0,False
02,2,8,8,4,0.8,16,2,0,0,False
02,2,8,8,4,0.85,16,2,0,0,False
02,2,8,8,4,0.9,16,2,0,0,False
02,2,8,16,4,0.8,16,2,0,0,False
02,2,8,16,4,0.85,16,2,0,0,False
02,2,8,16,4,0.9,16,2,0,0,False
02,2,16,4,4,0.8,0,0,0,0,False
02,2,16,4,4,0.85,0,0,0,0,False
02,2,16,4,4,0.9,0,0,0,0,False
02,2,16,8,4,0.8,0,0,0,0,False
02,2,16,8,4,0.85,0,0,0,0,False
02,2,16,8,4,0.9,0,0,0,0,False
02,2,16,16,4,0.8,0,0,0,0,False
02,2,16,16,4,0.85,0,0,0,0,False
02,2,16,16,4,0.9,0,0,0,0,False
02,118,4,4,4,0.8,183,27,1,1,False
02,118,4,4,4,0.85,183,27,1,1,False
02,118,4,4,4,0.9,183,27,1,1,False
02,118,4,8,4,0.8,183,27,1,1,False
02,118,4,8,4,0.85,183,27,1,1,False
02,118,4,8,4,0.9,183,27,1,1,False
02,118,4,16,4,0.8,183,27,1,1,False
02,118,4,16,4,0.85,183,27,1,1,False
02,118,4,16,4,0.9,183,27,1,1,False
02,118,8,4,4,0.8,3,1,0,0,False
02,118,8,4,4,0.85,3,1,0,0,False
02,118,8,4,4,0.9,3,1,0,0,False
02,118,8,8,4,0.8,3,1,0,0,False
02,118,8,8,4,0.85,3,1,0,0,False
02,118,8,8,4,0.9,3,1,0,0,False
02,118,8,16,4,0.8,3,1,0,0,False
02,118,8,16,4,0.85,3,1,0,0,False
02,118,8,16,4,0.9,3,1,0,0,False
02,118,16,4,4,0.8,0,0,0,0,False
02,118,16,4,4,0.85,0,0,0,0,False
02,118,16,4,4,0.9,0,0,0,0,False
02,118,16,8,4,0.8,0,0,0,0,False
02,118,16,8,4,0.85,0,0,0,0,False
02,118,16,8,4,0.9,0,0,0,0,False
02,118,16,16,4,0.8,0,0,0,0,False
02,118,16,16,4,0.85,0,0,0,0,False
02,118,16,16,4,0.9,0,0,0,0,False
03,11,4,4,4,0.8,1290,34,9,2,True
03,11,4,4,4,0.85,1290,34,9,2,True
03,11,4,4,4,0.9,1290,34,9,2,True
03,11,4,8,4,0.8,1290,34,9,2,True
03,11,4,8,4,0.85,1290,34,9,2,True
03,11,4,8,4,0.9,1290,34,9,2,True
03,11,4,16,4,0.8,1290,34,9,2,True
03,11,4,16,4,0.85,1290,34,9,2,True
03,11,4,16,4,0.9,1290,34,9,2,True
03,11,8,4,4,0.8,138,3,2,2,True
03,11,8,4,4,0.85,138,3,2,2,True
03,11,8,4,4,0.9,138,3,2,2,True
03,11,8,8,4,0.8,138,3,2,2,True
03,11,8,8,4,0.85,138,3,2,2,True
03,11,8,8,4,0.9,138,3,2,2,True
03,11,8,16,4,0.8,138,3,2,2,True
03,11,8,16,4,0.85,138,3,2,2,True
03,11,8,16,4,0.9,138,3,2,2,True
03,11,16,4,4,0.8,1,1,0,0,False
03,11,16,4,4,0.85,1,1,0,0,False
03,11,16,4,4,0.9,1,1,0,0,False
03,11,16,8,4,0.8,1,1,0,0,False
03,11,16,8,4,0.85,1,1,0,0,False
03,11,16,8,4,0.9,1,1,0,0,False
03,11,16,16,4,0.8,1,1,0,0,False
03,11,16,16,4,0.85,1,1,0,0,False
03,11,16,16,4,0.9,1,1,0,0,False
03,88,4,4,4,0.8,432,69,1,1,False
03,88,4,4,4,0.85,432,69,1,1,False
03,88,4,4,4,0.9,432,69,1,1,False
03,88,4,8,4,0.8,432,69,1,1,False
03,88,4,8,4,0.85,432,69,1,1,False
03,88,4,8,4,0.9,432,69,1,1,False
03,88,4,16,4,0.8,432,69,1,1,False
03,88,4,16,4,0.85,432,69,1,1,False
03,88,4,16,4,0.9,432,69,1,1,False
03,88,8,4,4,0.8,11,3,0,0,False
03,88,8,4,4,0.85,11,3,0,0,False
03,88,8,4,4,0.9,11,3,0,0,False
03,88,8,8,4,0.8,11,3,0,0,False
03,88,8,8,4,0.85,11,3,0,0,False
03,88,8,8,4,0.9,11,3,0,0,False
03,88,8,16,4,0.8,11,3,0,0,False
03,88,8,16,4,0.85,11,3,0,0,False
03,88,8,16,4,0.9,11,3,0,0,False
03,88,16,4,4,0.8,0,0,0,0,False
03,88,16,4,4,0.85,0,0,0,0,False
03,88,16,4,4,0.9,0,0,0,0,False
03,88,16,8,4,0.8,0,0,0,0,False
03,88,16,8,4,0.85,0,0,0,0,False
03,88,16,8,4,0.9,0,0,0,0,False
03,88,16,16,4,0.8,0,0,0,0,False
03,88,16,16,4,0.85,0,0,0,0,False
03,88,16,16,4,0.9,0,0,0,0,False
03,110,4,4,4,0.8,754,24,1,1,False
03,110,4,4,4,0.85,754,24,1,1,False
03,110,4,4,4,0.9,754,24,1,1,False
03,110,4,8,4,0.8,754,24,1,1,False
03,110,4,8,4,0.85,754,24,1,1,False
03,110,4,8,4,0.9,754,24,1,1,False
03,110,4,16,4,0.8,754,24,1,1,False
03,110,4,16,4,0.85,754,24,1,1,False
03,110,4,16,4,0.9,754,24,1,1,False
03,110,8,4,4,0.8,87,2,1,1,False
03,110,8,4,4,0.85,87,2,1,1,False
03,110,8,4,4,0.9,87,2,1,1,False
03,110,8,8,4,0.8,87,2,1,1,False
03,110,8,8,4,0.85,87,2,1,1,False
03,110,8,8,4,0.9,87,2,1,1,False
03,110,8,16,4,0.8,87,2,1,1,False
03,110,8,16,4,0.85,87,2,1,1,False
03,110,8,16,4,0.9,87,2,1,1,False
03,110,16,4,4,0.8,1,1,0,0,False
03,110,16,4,4,0.85,1,1,0,0,False
03,110,16,4,4,0.9,1,1,0,0,False
03,110,16,8,4,0.8,1,1,0,0,False
03,110,16,8,4,0.85,1,1,0,0,False
03,110,16,8,4,0.9,1,1,0,0,False
03,110,16,16,4,0.8,1,1,0,0,False
03,110,16,16,4,0.85,1,1,0,0,False
03,110,16,16,4,0.9,1,1,0,0,False
03,179,4,4,4,0.8,2112,101,16,1,False
03,179,4,4,4,0.85,2112,101,16,1,False
03,179,4,4,4,0.9,2112,101,16,2,True
03,179,4,8,4,0.8,2112,101,16,1,False
03,179,4,8,4,0.85,2112,101,16,1,False
03,179,4,8,4,0.9,2112,101,16,2,True
03,179,4,16,4,0.8,2112,101,16,1,False
03,179,4,16,4,0.85,2112,101,16,1,False
03,179,4,16,4,0.9,2112,101,16,2,True
03,179,8,4,4,0.8,778,9,4,1,False
03,179,8,4,4,0.85,778,9,4,1,False
03,179,8,4,4,0.9,778,9,4,1,False
03,179,8,8,4,0.8,778,9,4,1,False
03,179,8,8,4,0.85,778,9,4,1,False
03,179,8,8,4,0.9,778,9,4,1,False
03,179,8,16,4,0.8,778,9,4,1,False
03,179,8,16,4,0.85,778,9,4,1,False
03,179,8,16,4,0.9,778,9,4,1,False
03,179,16,4,4,0.8,104,1,1,1,False
03,179,16,4,4,0.85,104,1,1,1,False
03,179,16,4,4,0.9,104,1,1,1,False
03,179,16,8,4,0.8,104,1,1,1,False
03,179,16,8,4,0.85,104,1,1,1,False
03,179,16,8,4,0.9,104,1,1,1,False
03,179,16,16,4,0.8,104,1,1,1,False
03,179,16,16,4,0.85,104,1,1,1,False
03,179,16,16,4,0.9,104,1,1,1,False
03,23,4,4,4,0.8,579,91,3,3,True
03,23,4,4,4,0.85,579,91,3,3,True
03,23,4,4,4,0.9,579,91,3,3,True
03,23,4,8,4,0.8,579,91,3,3,True
03,23,4,8,4,0.85,579,91,3,3,True
03,23,4,8,4,0.9,579,91,3,3,True
03,23,4,16,4,0.8,579,91,3,3,True
03,23,4,16,4,0.85,579,91,3,3,True
03,23,4,16,4,0.9,579,91,3,3,True
03,23,8,4,4,0.8,25,6,0,0,False
03,23,8,4,4,0.85,25,6,0,0,False
03,23,8,4,4,0.9,25,6,0,0,False
03,23,8,8,4,0.8,25,6,0,0,False
03,23,8,8,4,0.85,25,6,0,0,False
03,23,8,8,4,0.9,25,6,0,0,False
03,23,8,16,4,0.8,25,6,0,0,False
03,23,8,16,4,0.85,25,6,0,0,False
03,23,8,16,4,0.9,25,6,0,0,False
03,23,16,4,4,0.8,1,1,0,0,False
03,23,16,4,4,0.85,1,1,0,0,False
03,23,16,4,4,0.9,1,1,0,0,False
03,23,16,8,4,0.8,1,1,0,0,False
03,23,16,8,4,0.85,1,1,0,0,False
03,23,16,8,4,0.9,1,1,0,0,False
03,23,16,16,4,0.8,1,1,0,0,False
03,23,16,16,4,0.85,1,1,0,0,False
03,23,16,16,4,0.9,1,1,0,0,False
03,17,4,4,4,0.8,527,44,2,1,False
03,17,4,4,4,0.85,527,44,2,1,False
03,17,4,4,4,0.9,527,44,2,1,False
03,17,4,8,4,0.8,527,44,2,1,False
03,17,4,8,4,0.85,527,44,2,1,False
03,17,4,8,4,0.9,527,44,2,1,False
03,17,4,16,4,0.8,527,44,2,1,False
03,17,4,16,4,0.85,527,44,2,1,False
03,17,4,16,4,0.9,527,44,2,1,False
03,17,8,4,4,0.8,88,1,1,1,False
03,17,8,4,4,0.85,88,1,1,1,False
03,17,8,4,4,0.9,88,1,1,1,False
03,17,8,8,4,0.8,88,1,1,1,False
03,17,8,8,4,0.85,88,1,1,1,False
03,17,8,8,4,0.9,88,1,1,1,False
03,17,8,16,4,0.8,88,1,1,1,False
03,17,8,16,4,0.85,88,1,1,1,False
03,17,8,16,4,0.9,88,1,1,1,False
03,17,16,4,4,0.8,5,1,1,1,False
03,17,16,4,4,0.85,5,1,1,1,False
03,17,16,4,4,0.9,5,1,1,1,False
03,17,16,8,4,0.8,5,1,0,0,False
03,17,16,8,4,0.85,5,1,0,0,False
03,17,16,8,4,0.9,5,1,0,0,False
03,17,16,16,4,0.8,5,1,0,0,False
03,17,16,16,4,0.85,5,1,0,0,False
03,17,16,16,4,0.9,5,1,0,0,False
03,54,4,4,4,0.8,3015,54,23,4,True
03,54,4,4,4,0.85,3015,54,23,5,True
03,54,4,4,4,0.9,3015,54,23,5,True
03,54,4,8,4,0.8,3015,54,23,4,True
03,54,4,8,4,0.85,3015,54,23,5,True
03,54,4,8,4,0.9,3015,54,23,5,True
03,54,4,16,4,0.8,3015,54,23,4,True
03,54,4,16,4,0.85,3015,54,23,5,True
03,54,4,16,4,0.9,3015,54,23,5,True
03,54,8,4,4,0.8,450,12,5,2,True
03,54,8,4,4,0.85,450,12,5,2,True
03,54,8,4,4,0.9,450,12,5,2,True
03,54,8,8,4,0.8,450,12,5,2,True
03,54,8,8,4,0.85,450,12,5,2,True
03,54,8,8,4,0.9,450,12,5,2,True
03,54,8,16,4,0.8,450,12,5,2,True
03,54,8,16,4,0.85,450,12,5,2,True
03,54,8,16,4,0.9,450,12,5,2,True
03,54,16,4,4,0.8,70,2,2,2,True
03,54,16,4,4,0.85,70,2,2,2,True
03,54,16,4,4,0.9,70,2,2,2,True
03,54,16,8,4,0.8,70,2,1,1,False
03,54,16,8,4,0.85,70,2,1,1,False
03,54,16,8,4,0.9,70,2,1,1,False
03,54,16,16,4,0.8,70,2,1,1,False
03,54,16,16,4,0.85,70,2,1,1,False
03,54,16,16,4,0.9,70,2,1,1,False
03,132,4,4,4,0.8,1540,62,11,1,False
03,132,4,4,4,0.85,1540,62,11,1,False
03,132,4,4,4,0.9,1540,62,11,2,True
03,132,4,8,4,0.8,1540,62,11,1,False
03,132,4,8,4,0.85,1540,62,11,1,False
03,132,4,8,4,0.9,1540,62,11,2,True
03,132,4,16,4,0.8,1540,62,11,1,False
03,132,4,16,4,0.85,1540,62,11,1,False
03,132,4,16,4,0.9,1540,62,11,2,True
03,132,8,4,4,0.8,256,3,2,1,False
03,132,8,4,4,0.85,256,3,2,1,False
03,132,8,4,4,0.9,256,3,2,1,False
03,132,8,8,4,0.8,256,3,2,1,False
03,132,8,8,4,0.85,256,3,2,1,False
03,132,8,8,4,0.9,256,3,2,1,False
03,132,8,16,4,0.8,256,3,2,1,False
03,132,8,16,4,0.85,256,3,2,1,False
03,132,8,16,4,0.9,256,3,2,1,False
03,132,16,4,4,0.8,9,1,1,1,False
03,132,16,4,4,0.85,9,1,1,1,False
03,132,16,4,4,0.9,9,1,1,1,False
03,132,16,8,4,0.8,9,1,1,1,False
03,132,16,8,4,0.85,9,1,1,1,False
03,132,16,8,4,0.9,9,1,1,1,False
03,132,16,16,4,0.8,9,1,0,0,False
03,132,16,16,4,0.85,9,1,0,0,False
03,132,16,16,4,0.9,9,1,0,0,False
03,196,4,4,4,0.8,1545,109,12,2,True
03,196,4,4,4,0.85,1545,109,12,2,True
03,196,4,4,4,0.9,1545,109,12,2,True
03,196,4,8,4,0.8,1545,109,12,2,True
03,196,4,8,4,0.85,1545,109,12,2,True
03,196,4,8,4,0.9,1545,109,12,2,True
03,196,4,16,4,0.8,1545,109,12,2,True
03,196,4,16,4,0.85,1545,109,12,2,True
03,196,4,16,4,0.9,1545,109,12,2,True
03,196,8,4,4,0.8,171,8,2,1,False
03,196,8,4,4,0.85,171,8,2,1,False
03,196,8,4,4,0.9,171,8,2,1,False
03,196,8,8,4,0.8,171,8,2,1,False
03,196,8,8,4,0.85,171,8,2,1,False
03,196,8,8,4,0.9,171,8,2,1,False
03,196,8,16,4,0.8,171,8,2,1,False
03,196,8,16,4,0.85,171,8,2,1,False
03,196,8,16,4,0.9,171,8,2,1,False
03,196,16,4,4,0.8,0,0,0,0,False
03,196,16,4,4,0.85,0,0,0,0,False
03,196,16,4,4,0.9,0,0,0,0,False
03,196,16,8,4,0.8,0,0,0,0,False
03,196,16,8,4,0.85,0,0,0,0,False
03,196,16,8,4,0.9,0,0,0,0,False
03,196,16,16,4,0.8,0,0,0,0,False
03,196,16,16,4,0.85,0,0,0,0,False
03,196,16,16,4,0.9,0,0,0,0,False
03,158,4,4,4,0.8,1430,40,8,1,False
03,158,4,4,4,0.85,1430,40,8,1,False
03,158,4,4,4,0.9,1430,40,8,1,False
03,158,4,8,4,0.8,1430,40,8,1,False
03,158,4,8,4,0.85,1430,40,8,1,False
03,158,4,8,4,0.9,1430,40,8,1,False
03,158,4,16,4,0.8,1430,40,8,1,False
03,158,4,16,4,0.85,1430,40,8,1,False
03,158,4,16,4,0.9,1430,40,8,1,False
03,158,8,4,4,0.8,271,3,2,1,False
03,158,8,4,4,0.85,271,3,2,1,False
03,158,8,4,4,0.9,271,3,2,1,False
03,158,8,8,4,0.8,271,3,2,1,False
03,158,8,8,4,0.85,271,3,2,1,False
03,158,8,8,4,0.9,271,3,2,1,False
03,158,8,16,4,0.8,271,3,2,1,False
03,158,8,16,4,0.85,271,3,2,1,False
03,158,8,16,4,0.9,271,3,2,1,False
03,158,16,4,4,0.8,10,1,1,1,False
03,158,16,4,4,0.85,10,1,1,1,False
03,158,16,4,4,0.9,10,1,1,1,False
03,158,16,8,4,0.8,10,1,1,1,False
03,158,16,8,4,0.85,10,1,1,1,False
03,158,16,8,4,0.9,10,1,1,1,False
03,158,16,16,4,0.8,10,1,0,0,False
03,158,16,16,4,0.85,10,1,0,0,False
03,158,16,16,4,0.9,10,1,0,0,False
03,10,4,4,4,0.8,1841,63,13,3,True
03,10,4,4,4,0.85,1841,63,13,3,True
03,10,4,4,4,0.9,1841,63,13,3,True
03,10,4,8,4,0.8,1841,63,13,3,True
03,10,4,8,4,0.85,1841,63,13,3,True
03,10,4,8,4,0.9,1841,63,13,3,True
03,10,4,16,4,0.8,1841,63,13,3,True
03,10,4,16,4,0.85,1841,63,13,3,True
03,10,4,16,4,0.9,1841,63,13,3,True
03,10,8,4,4,0.8,90,6,2,1,False
03,10,8,4,4,0.85,90,6,2,1,False
03,10,8,4,4,0.9,90,6,2,1,False
03,10,8,8,4,0.8,90,6,2,1,False
03,10,8,8,4,0.85,90,6,2,1,False
03,10,8,8,4,0.9,90,6,2,1,False
03,10,8,16,4,0.8,90,6,2,1,False
03,10,8,16,4,0.85,90,6,2,1,False
03,10,8,16,4,0.9,90,6,2,1,False
03,10,16,4,4,0.8,0,0,0,0,False
03,10,16,4,4,0.85,0,0,0,0,False
03,10,16,4,4,0.9,0,0,0,0,False
03,10,16,8,4,0.8,0,0,0,0,False
03,10,16,8,4,0.85,0,0,0,0,False
03,10,16,8,4,0.9,0,0,0,0,False
03,10,16,16,4,0.8,0,0,0,0,False
03,10,16,16,4,0.85,0,0,0,0,False
03,10,16,16,4,0.9,0,0,0,0,False
03,90,4,4,4,0.8,1751,140,12,1,False
03,90,4,4,4,0.85,1751,140,12,1,False
03,90,4,4,4,0.9,1751,140,12,1,False
03,90,4,8,4,0.8,1751,140,12,1,False
03,90,4,8,4,0.85,1751,140,12,1,False
03,90,4,8,4,0.9,1751,140,12,1,False
03,90,4,16,4,0.8,1751,140,12,1,False
03,90,4,16,4,0.85,1751,140,12,1,False
03,90,4,16,4,0.9,1751,140,12,1,False
03,90,8,4,4,0.8,152,4,2,1,False
03,90,8,4,4,0.85,152,4,2,1,False
03,90,8,4,4,0.9,152,4,2,1,False
03,90,8,8,4,0.8,152,4,2,1,False
03,90,8,8,4,0.85,152,4,2,1,False
03,90,8,8,4,0.9,152,4,2,1,False
03,90,8,16,4,0.8,152,4,2,1,False
03,90,8,16,4,0.85,152,4,2,1,False
03,90,8,16,4,0.9,152,4,2,1,False
03,90,16,4,4,0.8,1,1,0,0,False
03,90,16,4,4,0.85,1,1,0,0,False
03,90,16,4,4,0.9,1,1,0,0,False
03,90,16,8,4,0.8,1,1,0,0,False
03,90,16,8,4,0.85,1,1,0,0,False
03,90,16,8,4,0.9,1,1,0,0,False
03,90,16,16,4,0.8,1,1,0,0,False
03,90,16,16,4,0.85,1,1,0,0,False
03,90,16,16,4,0.9,1,1,0,0,False
03,32,4,4,4,0.8,1048,100,5,1,False
03,32,4,4,4,0.85,1048,100,5,1,False
03,32,4,4,4,0.9,1048,100,5,1,False
03,32,4,8,4,0.8,1048,100,5,1,False
03,32,4,8,4,0.85,1048,100,5,1,False
03,32,4,8,4,0.9,1048,100,5,1,False
03,32,4,16,4,0.8,1048,100,5,1,False
03,32,4,16,4,0.85,1048,100,5,1,False
03,32,4,16,4,0.9,1048,100,5,1,False
03,32,8,4,4,0.8,24,3,0,0,False
03,32,8,4,4,0.85,24,3,0,0,False
03,32,8,4,4,0.9,24,3,0,0,False
03,32,8,8,4,0.8,24,3,0,0,False
03,32,8,8,4,0.85,24,3,0,0,False
03,32,8,8,4,0.9,24,3,0,0,False
03,32,8,16,4,0.8,24,3,0,0,False
03,32,8,16,4,0.85,24,3,0,0,False
03,32,8,16,4,0.9,24,3,0,0,False
03,32,16,4,4,0.8,0,0,0,0,False
03,32,16,4,4,0.85,0,0,0,0,False
03,32,16,4,4,0.9,0,0,0,0,False
03,32,16,8,4,0.8,0,0,0,0,False
03,32,16,8,4,0.85,0,0,0,0,False
03,32,16,8,4,0.9,0,0,0,0,False
03,32,16,16,4,0.8,0,0,0,0,False
03,32,16,16,4,0.85,0,0,0,0,False
03,32,16,16,4,0.9,0,0,0,0,False
03,45,4,4,4,0.8,1705,75,16,2,True
03,45,4,4,4,0.85,1705,75,16,2,True
03,45,4,4,4,0.9,1705,75,16,2,True
03,45,4,8,4,0.8,1705,75,16,2,True
03,45,4,8,4,0.85,1705,75,16,2,True
03,45,4,8,4,0.9,1705,75,16,2,True
03,45,4,16,4,0.8,1705,75,16,2,True
03,45,4,16,4,0.85,1705,75,16,2,True
03,45,4,16,4,0.9,1705,75,16,2,True
03,45,8,4,4,0.8,62,5,0,0,False
03,45,8,4,4,0.85,62,5,0,0,False
03,45,8,4,4,0.9,62,5,0,0,False
03,45,8,8,4,0.8,62,5,0,0,False
03,45,8,8,4,0.85,62,5,0,0,False
03,45,8,8,4,0.9,62,5,0,0,False
03,45,8,16,4,0.8,62,5,0,0,False
