candidate,matrix_id,kind,relation,source_lineage,target_lineage,generation,h,comparison_complete
02,11,strict,stranger,9,8,6,0.1233106321372951,True
02,11,strict,stranger,9,8,7,0.6866177725031892,True
02,11,strict,stranger,9,8,8,0.8835432014271423,True
02,11,strict,stranger,9,10,1,0.011587633324183302,True
02,11,strict,stranger,9,10,2,0.0,True
02,11,strict,stranger,9,10,3,0.009347427416193443,True
02,11,strict,stranger,9,10,4,0.03146210092701763,True
02,11,strict,stranger,9,10,5,0.21819651204439214,True
02,11,strict,stranger,9,10,6,0.19134594929397594,True
02,11,strict,stranger,9,10,7,0.8091609106416009,True
02,11,strict,stranger,9,10,8,0.9408659496595332,True
02,11,strict,stranger,9,20,1,0.04468735443291958,True
02,11,strict,stranger,9,20,2,0.11885584684300189,True
02,11,strict,stranger,9,20,3,0.19166500464643046,True
02,11,strict,stranger,9,20,4,0.125434783921453,True
02,11,strict,stranger,9,20,5,0.08934271123648291,True
02,11,strict,stranger,9,20,6,0.10469071079869613,True
02,11,strict,stranger,9,20,7,0.8404589391804193,True
02,11,strict,stranger,9,20,8,0.9632513183337498,True
02,11,strict,stranger,9,33,1,0.032737456107201635,True
02,11,strict,stranger,9,33,2,0.02677291142624678,True
02,11,strict,stranger,9,33,3,0.17416247818442251,True
02,11,strict,stranger,9,33,4,0.2367356309620532,True
02,11,strict,stranger,9,33,5,0.15195766846370773,True
02,11,strict,stranger,9,33,6,0.17553670059671472,True
02,11,strict,stranger,9,33,7,0.0215321557061482,True
02,11,strict,stranger,9,33,8,0.00300701905695796,True
02,11,strict,stranger,9,47,1,0.0,True
02,11,strict,stranger,9,47,2,0.0,True
02,11,strict,stranger,9,47,3,0.007981885710176263,True
02,11,strict,stranger,9,47,4,0.05827451295531093,True
02,11,strict,stranger,9,47,5,0.1566926836810256,True
02,11,strict,stranger,9,47,6,0.0574497629972366,True
02,11,strict,stranger,9,47,7,0.8901336441270321,True
02,11,strict,stranger,9,47,8,0.9603515643878151,True
02,11,strict,stranger,9,52,1,0.049088069367381595,True
02,11,strict,stranger,9,52,2,0.0103450736075296,True
02,11,strict,stranger,9,52,3,0.006157140558896331,True
02,11,strict,stranger,9,52,4,0.0,True
02,11,strict,stranger,9,52,5,0.04545222675913473,True
02,11,strict,stranger,9,52,6,0.12409089702567905,True
02,11,strict,stranger,9,52,7,0.22887288473159562,True
02,11,strict,stranger,9,52,8,0.13127110610365508,True
02,11,strict,stranger,9,60,1,0.0,True
02,11,strict,stranger,9,60,2,0.03459050477378731,True
02,11,strict,stranger,9,60,3,0.23019736246984543,True
02,11,strict,stranger,9,60,4,0.31097560975609756,True
02,11,strict,stranger,9,60,5,0.22466140633677859,True
02,11,strict,stranger,9,60,6,0.19454193853128696,True
02,11,strict,stranger,9,60,7,0.838322168852928,True
02,11,strict,stranger,9,60,8,0.9586046930961096,True
02,11,strict,stranger,9,70,1,0.017853889893666167,True
02,11,strict,stranger,9,70,2,0.03577680778695026,True
02,11,strict,stranger,9,70,3,0.027288608902999,True
02,11,strict,stranger,9,70,4,0.01717682371724689,True
02,11,strict,stranger,9,70,5,0.006573543714639979,True
02,11,strict,stranger,9,70,6,0.07910900403306874,True
02,11,strict,stranger,9,70,7,0.795395031858372,True
02,11,strict,stranger,9,70,8,0.9088915441024753,True
02,11,strict,stranger,10,9,1,0.005197558552499866,True
02,11,strict,stranger,10,9,2,0.1531301206017596,True
02,11,strict,stranger,10,9,3,0.5256277449721678,True
02,11,strict,stranger,10,9,4,0.7720880321914483,True
02,11,strict,stranger,10,9,5,0.6051149439335216,True
02,11,strict,stranger,10,9,6,0.14335863748112893,True
02,11,strict,stranger,10,9,7,0.05478362453224056,True
02,11,strict,stranger,10,9,8,0.017157068881823705,True
02,11,strict,stranger,10,12,1,0.004024355770092279,True
02,11,strict,stranger,10,12,2,0.12296702729577316,True
02,11,strict,stranger,10,12,3,0.7881665135752386,True
02,11,strict,stranger,10,12,4,0.9047619047619048,True
02,11,strict,stranger,10,12,5,0.6353434718568541,True
02,11,strict,stranger,10,12,6,0.15234593435167673,True
02,11,strict,stranger,10,12,7,0.054590418540306475,True
02,11,strict,stranger,10,12,8,0.014673170735729562,True
02,11,strict,stranger,10,24,1,0.0049006786820879455,True
02,11,strict,stranger,10,24,2,0.11246881546038431,True
02,11,strict,stranger,10,24,3,0.5741818430561134,True
02,11,strict,stranger,10,24,4,0.4172614801981401,True
