candidate,matrix_id,kind,episodes,bank_complete,within_n,cross_n,within_median,cross_median,median_gap,auc,identity_accuracy,literal_range_overlap,literal_cross_inside_within_range
03,174,f12,20,True,20,380,0.7957839290916864,0.49034226989823904,0.30544165919344735,0.8826315789473684,0.55,True,0.6631578947368421
03,5,strict,15,False,15,210,0.9887398632040052,0.9778461651614698,0.010893698042535371,0.8250793650793651,0.4666666666666667,True,0.7428571428571429
03,5,f12,20,True,20,380,0.7899312460942818,0.2588953484493459,0.5310358976449359,0.9396052631578946,0.65,True,0.3394736842105263
03,9,strict,20,True,20,380,0.9833989757619275,0.976603076058117,0.0067958997038104485,0.7053947368421053,0.1,True,0.7473684210526316
03,9,f12,20,True,20,380,0.8517982766812829,0.399729842061053,0.45206843462022994,0.883421052631579,0.65,True,0.40789473684210525
03,79,strict,13,False,13,156,0.9783261974039312,0.9743628867333336,0.003963310670597631,0.6380670611439843,0.23076923076923078,True,0.75
03,79,f12,20,True,20,380,0.7820567859390588,0.43298952413286906,0.34906726180618974,0.9646052631578946,0.8,True,0.12368421052631579
03,55,strict,9,False,9,72,0.9829111928735841,0.9557375356856292,0.027173657187954836,0.9737654320987654,0.8888888888888888,True,0.08333333333333333
03,55,f12,20,True,20,380,0.7716312629696183,0.5126515232520427,0.2589797397175756,0.8560526315789474,0.35,True,0.49473684210526314
03,117,strict,20,True,20,380,0.9843243387877227,0.972133425796764,0.012190912990958758,0.8085526315789474,0.3,True,0.781578947368421
03,117,f12,20,True,20,380,0.8564777862756954,0.467774913971723,0.3887028723039724,0.8905263157894737,0.55,True,0.3078947368421053
03,24,strict,4,False,4,12,0.9752738108452619,0.08118915043611868,0.8940846604091433,0.9375,0.75,True,0.08333333333333333
03,24,f12,20,True,20,380,0.8140990593206472,0.4642931458805505,0.3498059134400967,0.925,0.55,True,0.34210526315789475
03,153,strict,20,True,20,380,0.9876435077626835,0.9861198210972284,0.001523686665455104,0.576578947368421,0.1,True,0.8131578947368421
03,153,f12,20,True,20,380,0.8091457735822788,0.49893738560258594,0.31020838797969286,0.7556578947368422,0.45,True,0.6026315789473684
03,138,strict,7,False,7,42,0.9781853688782858,0.9650233040431664,0.013162064835119391,0.802721088435374,0.5714285714285714,True,0.4523809523809524
03,138,f12,20,True,20,380,0.8862374707283645,0.6914999436567094,0.19473752707165504,0.8060526315789474,0.4,True,0.85
03,86,strict,20,True,20,380,0.9934622186529807,0.9911664054106202,0.0022958132423605004,0.6471052631578946,0.2,True,0.8157894736842105
03,86,f12,20,True,20,380,0.8671507484620353,0.30384899661827786,0.5633017518437575,0.9174999999999999,0.6,True,0.2710526315789474
03,148,strict,19,False,19,342,0.990507236397552,0.9772167418696984,0.01329049452785358,0.7182209910741767,0.3157894736842105,True,0.5467836257309941
03,148,f12,20,True,20,380,0.8410860155689651,0.2539111215129058,0.5871748940560593,0.9260526315789473,0.65,True,0.6736842105263158
03,63,strict,20,True,20,380,0.9806207608712861,0.9307626755417342,0.04985808532955194,0.8905263157894737,0.4,True,0.32105263157894737
03,63,f12,20,True,20,380,0.9207234149376876,0.6399705380745342,0.2807528768631534,0.8800000000000001,0.35,True,0.4605263157894737
03,125,strict,6,False,6,30,0.9737072691004367,0.9601297946554967,0.013577474444939952,0.9111111111111111,0.6666666666666666,True,0.13333333333333333
