cell,candidate,branch_half,matrix_id,mean_state_spearman,slope_numerator,slope_denominator,states
c02_A,02,A,120,-0.026966398350063668,0.00056165515654321685,0.0075303002587890572,5
c02_A,02,A,121,0.55578477747474664,0.05514887792381408,0.03706219547887684,5
c02_A,02,A,122,0.17617625583840807,0.096283626567274933,0.13420392593344979,5
c02_A,02,A,123,0.34098039068584057,0.040384532457780314,0.030219011200830256,5
c02_A,02,A,124,-0.29790013914870894,0.023238307496354776,0.022138842475075041,5
c02_A,02,A,125,-0.10492627797422252,-0.0030362374027423102,0.02516352164955931,5
c02_A,02,A,126,0.29577133936347905,0.048520179696776758,0.10801684816934477,5
c02_A,02,A,127,0,0,0.00024046867120754869,5
c02_A,02,A,128,0.42726297381639033,0.096915523887596042,0.075922174823455063,5
c02_A,02,A,129,0.18608891267706631,0.0010997031843786708,0.018611803138742798,5
c02_A,02,A,130,0.50139512325815261,0.066588585574262296,0.041371611677340804,5
c02_A,02,A,131,0.25739474726566092,0.045142682111364948,0.02263966970618253,5
c02_A,02,A,132,0.39821295342670882,0.11664112679826932,0.069680412427862104,5
c02_A,02,A,133,0.39066217621800015,0.057402683391332587,0.057387372913423995,5
c02_A,02,A,134,0.1765130911195342,0.024943079739715279,0.032132505072347453,5
c02_A,02,A,135,0.53629850600595919,0.068800301523225138,0.035290744434704611,5
c02_A,02,A,136,0.15721815844860526,0.0071921902377045568,0.038392656159144174,5
c02_A,02,A,137,0.34705950004425767,0.052026994207694154,0.023228204528359685,5
c02_A,02,A,138,0.27357612342916637,0.22424463483490092,0.21267689143441698,5
c02_A,02,A,139,0.50205825713672048,0.17726070389543097,0.11263169677889696,5
c02_A,02,A,140,0.50928335740069886,0.082166934823995633,0.072953427957216571,5
c02_A,02,A,141,0,0,1.4159329040931347e-06,5
c02_A,02,A,142,0.37289571305502306,0.030915502273294707,0.035580578424978061,5
c02_A,02,A,143,0,0,0.014243675670262875,5
c02_A,02,A,144,0.35947624180652632,0.083448408453270229,0.054559726487857813,5
c02_A,02,A,145,0.56741288194444484,0.1132236301655202,0.060246676579368517,5
c02_A,02,A,146,0.51604654979545539,0.13235696764139299,0.25520031037815893,5
c02_A,02,A,147,0.60249611631010924,0.13026040060267169,0.087196128230111178,5
c02_A,02,A,148,0.34669467640012624,0.13370667634501748,0.11905938295067339,5
c02_A,02,A,149,0.42281511319409304,0.15425641568648879,0.16929393834638082,5
c02_A,02,A,150,0.12519355724180647,0.10403251428002469,0.13124163569786496,5
c02_A,02,A,151,0.36748125865970693,0.039192635758858778,0.025890371418643626,5
c02_A,02,A,152,-0.011345146786332649,0.013700036044851113,0.025557314043676983,5
c02_A,02,A,153,0.66676618229612916,0.20814468277740078,0.16382428745491351,5
c02_A,02,A,154,0,0,0.0037529635605481042,5
c02_A,02,A,155,0.35706597342107183,0.08765063554904616,0.055859161828384268,5
c02_A,02,A,156,0.36968297420299268,0.11578187868117976,0.11120993026177559,5
c02_A,02,A,157,0.60339732093516307,0.052415350206830094,0.022644509505801488,5
c02_A,02,A,158,0,0,0.0016697766215526099,5
c02_A,02,A,159,0.40349978631554839,0.10455837401675311,0.058983981651447762,5
c02_A,02,A,160,-0.043581989196974577,-0.0063519663913815449,0.025053479026259637,5
c02_A,02,A,161,0.41200563029042697,0.033051629377035284,0.028760521059190178,5
