state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_Q00,q_all_Q00,q_half_A_Q00,q_half_B_Q00,prediction_Q20,q_all_Q20,q_half_A_Q20,q_half_B_Q20,prediction_Q40,q_all_Q40,q_half_A_Q40,q_half_B_Q40,prediction_Q60,q_all_Q60,q_half_A_Q60,q_half_B_Q60,prediction_Q80,q_all_Q80,q_half_A_Q80,q_half_B_Q80,prediction_Q100,q_all_Q100,q_half_A_Q100,q_half_B_Q100
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g035,02,86,35,40,11,14,1041,0.04067803530130473,0.078125,0.09375,0.0625,0.061824089206042536,0.140625,0.1875,0.09375,0.06443381360512261,0.125,0.1875,0.0625,0.06731423309081662,0.15625,0.15625,0.15625,0.07006801117154532,0.109375,0.09375,0.125,0.07758497934157585,0.203125,0.15625,0.25
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g050,02,86,50,40,9,24,1580,0.017377085524268733,0.046875,0.0625,0.03125,0.026875878934410718,0.140625,0.09375,0.1875,0.02811027960850772,0.171875,0.1875,0.15625,0.029637042919031027,0.171875,0.1875,0.15625,0.03223827543630394,0.140625,0.1875,0.09375,0.03644740770858901,0.171875,0.1875,0.15625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g065,02,86,65,40,28,71,2174,0.5106226520712789,0.515625,0.5,0.53125,0.5867065023594465,0.84375,0.8125,0.875,0.5926587348064647,0.8125,0.84375,0.78125,0.5977362835627604,0.765625,0.6875,0.84375,0.6034071784448707,0.828125,0.90625,0.75,0.6313630724945776,0.9375,0.9375,0.9375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g080,02,86,80,40,17,40,2659,0.3243679142698196,0.21875,0.1875,0.25,0.43979333256556685,0.4375,0.4375,0.4375,0.4475972408461899,0.484375,0.46875,0.5,0.4556975154861799,0.328125,0.25,0.40625,0.4628011563806156,0.46875,0.375,0.5625,0.531292815152547,0.40625,0.46875,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g020,03,86,20,36,12,18,497,0.09860875322373967,0.25,0.28125,0.21875,0.14592818789506332,0.234375,0.25,0.21875,0.14958450660992237,0.296875,0.28125,0.3125,0.15296428396004388,0.375,0.34375,0.40625,0.16041126178748752,0.359375,0.375,0.34375,0.19332568023617513,0.390625,0.375,0.40625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g035,03,86,35,42,26,46,1009,0.19765759998003923,0.046875,0.03125,0.0625,0.22539975983964036,0.03125,0.0,0.0625,0.22947762421404824,0.09375,0.0625,0.125,0.2339448829617569,0.0625,0.0625,0.0625,0.24242236494824376,0.09375,0.0,0.1875,0.31552931535769924,0.125,0.0625,0.1875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g050,03,86,50,47,15,29,1288,0.060340967336001756,0.15625,0.1875,0.125,0.08142295826455616,0.15625,0.1875,0.125,0.08439464478898029,0.25,0.25,0.25,0.08672714900554092,0.171875,0.1875,0.15625,0.08947989476285634,0.109375,0.0625,0.15625,0.17748365179336073,0.171875,0.25,0.09375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g065,03,86,65,52,18,27,1621,0.1247982624657364,0.265625,0.25,0.28125,0.1540530089981168,0.515625,0.5625,0.46875,0.1574398119165643,0.515625,0.46875,0.5625,0.16078400013641206,0.5625,0.53125,0.59375,0.16565995151104657,0.578125,0.53125,0.625,0.18063949897336437,0.578125,0.5625,0.59375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g080,03,86,80,40,22,15,2069,0.23794738226940673,0.09375,0.0625,0.125,0.2936111211780135,0.296875,0.21875,0.375,0.30016837574820615,0.234375,0.1875,0.28125,0.30689839258203216,0.3125,0.28125,0.34375,0.3136701484177235,0.25,0.28125,0.21875,0.35389653435737217,0.265625,0.21875,0.3125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g020,02,87,20,40,18,22,962,0.24288080951894422,0.484375,0.375,0.59375,0.28926469611951117,0.4375,0.375,0.5,0.29514917736135904,0.34375,0.4375,0.25,0.30087178177403545,0.453125,0.40625,0.5,0.307703902117301,0.4375,0.25,0.625,0.565787688139492,0.578125,0.625,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g035,02,87,35,40,20,75,1924,0.2939077184009417,0.46875,0.4375,0.5,0.4578384554128222,0.46875,0.46875,0.46875,0.4647411710629263,0.578125,0.59375,0.5625,0.47119859715407425,0.46875,0.53125,0.40625,0.47799194480719237,0.484375,0.5,0.46875,0.5173061705155729,0.578125,0.6875,0.46875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g050,02,87,50,40,23,78,2850,0.4042730285219369,0.578125,0.53125,0.625,0.6135495473023587,0.765625,0.75,0.78125,0.6207988826389358,0.796875,0.75,0.84375,0.6256848156865404,0.78125,0.78125,0.78125,0.6313513190765258,0.671875,0.59375,0.75,0.6570499627109072,0.734375,0.75,0.71875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g065,02,87,65,40,24,100,3860,0.5679637629353529,0.59375,0.53125,0.65625,0.6541594144216866,0.765625,0.78125,0.75,0.6599890630358386,0.796875,0.78125,0.8125,0.6649480249061929,0.796875,0.875,0.71875,0.6703994290727442,0.78125,0.71875,0.84375,0.7049366262978574,0.78125,0.6875,0.875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g080,02,87,80,40,20,80,4785,0.33313184627054643,0.53125,0.65625,0.40625,0.5872761240180929,0.625,0.5625,0.6875,0.5949601745490987,0.609375,0.5625,0.65625,0.6007502558013826,0.65625,0.71875,0.59375,0.6074479075720606,0.734375,0.75,0.71875,0.6240703527335287,0.640625,0.625,0.65625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g020,03,87,20,35,25,62,933,0.42590126303077164,0.40625,0.375,0.4375,0.601862922582243,0.671875,0.71875,0.625,0.611204842360212,0.578125,0.65625,0.5,0.6160821225179324,0.59375,0.53125,0.65625,0.6293148493956534,0.65625,0.625,0.6875,0.6930410797741821,0.734375,0.6875,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g035,03,87,35,41,22,37,1661,0.3245260769038426,0.34375,0.375,0.3125,0.5685024645799764,0.71875,0.71875,0.71875,0.5739161279964808,0.515625,0.59375,0.4375,0.5787397675857795,0.609375,0.5,0.71875,0.5840692750498981,0.46875,0.40625,0.53125,0.6762027666260225,0.578125,0.59375,0.5625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g050,03,87,50,43,30,87,2399,0.42657385887706484,0.46875,0.5,0.4375,0.47756958186322074,0.546875,0.53125,0.5625,0.4826441083658891,0.65625,0.65625,0.65625,0.4867887431097193,0.5,0.5,0.5,0.49284315123567124,0.578125,0.59375,0.5625,0.6684488706626233,0.9375,0.9375,0.9375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g065,03,87,65,38,15,42,3042,0.2395541803756735,0.375,0.375,0.375,0.5407085255198258,0.453125,0.4375,0.46875,0.5484495501559421,0.390625,0.4375,0.34375,0.5551787913487114,0.34375,0.34375,0.34375,0.5613470834697095,0.359375,0.25,0.46875,0.5878746900193247,0.40625,0.34375,0.46875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g080,03,87,80,39,30,68,3795,0.3920362662211763,0.46875,0.5,0.4375,0.45191189220591577,0.515625,0.40625,0.625,0.4568148392417442,0.59375,0.46875,0.71875,0.4603557883632316,0.609375,0.71875,0.5,0.46490128343201054,0.296875,0.28125,0.3125,0.6800959432547471,0.84375,0.78125,0.90625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m088-g020,02,88,20,40,15,38,1040,0.3666814627278823,0.4375,0.4375,0.4375,0.4134282440735885,0.671875,0.5625,0.78125,0.4205877299646708,0.53125,0.5625,0.5,0.4255260870907028,0.5625,0.5625,0.5625,0.4318660192538881,0.5625,0.5,0.625,0.4627142010463471,0.46875,0.4375,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m088-g035,02,88,35,40,19,45,1835,0.49188735375981135,0.4375,0.40625,0.46875,0.5285532826276211,0.546875,0.59375,0.5,0.5363361406218148,0.6875,0.71875,0.65625,0.5433972569755351,0.625,0.625,0.625,0.550425688112848,0.484375,0.4375,0.53125,0.5817737394885935,0.65625,0.6875,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m088-g050,02,88,50,40,19,35,2558,0.350256623212925,0.34375,0.34375,0.34375,0.39211163695568624,0.328125,0.25,0.40625,0.4004255151272399,0.3125,0.28125,0.34375,0.40614028674295855,0.40625,0.53125,0.28125,0.41493785452579107,0.34375,0.34375,0.34375,0.43771096197461407,0.5,0.5625,0.4375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m088-g065,02,88,65,40,26,46,3286,0.6557390970375974,0.78125,0.75,0.8125,0.683756860975114,0.828125,0.8125,0.84375,0.6888045680512579,0.828125,0.84375,0.8125,0.6931731071991291,0.875,0.9375,0.8125,0.6975744399327635,0.859375,0.84375,0.875,0.7227344220143345,0.859375,0.875,0.84375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m088-g080,02,88,80,40,26,78,4272,0.6898806294427869,0.796875,0.78125,0.8125,0.7268600457617843,0.984375,1.0,0.96875,0.7317789206646911,0.859375,0.75,0.96875,0.7353831851185648,0.828125,0.84375,0.8125,0.7401118918235735,0.921875,0.9375,0.90625,0.768219325785776,0.90625,0.90625,0.90625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m088-g020,03,88,20,36,20,42,758,0.5306895359157898,0.5625,0.59375,0.53125,0.5706735925295694,0.578125,0.53125,0.625,0.578802568410832,0.671875,0.71875,0.625,0.5858534926039831,0.65625,0.71875,0.59375,0.5923259937869972,0.65625,0.78125,0.53125,0.6250847744334176,0.75,0.8125,0.6875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m088-g035,03,88,35,38,19,24,1293,0.4755970973347821,0.453125,0.46875,0.4375,0.50749769862178,0.578125,0.625,0.53125,0.5138678316592311,0.578125,0.5,0.65625,0.5205789024430469,0.59375,0.5625,0.625,0.5299341623885478,0.59375,0.5,0.6875,0.5552813489311713,0.5625,0.59375,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m088-g050,03,88,50,36,23,48,1822,0.5764130242137621,0.453125,0.40625,0.5,0.6013391071710599,0.484375,0.65625,0.3125,0.6072769436189119,0.46875,0.4375,0.5,0.61158654894305,0.59375,0.625,0.5625,0.6174239452047261,0.53125,0.5625,0.5,0.6433648194505749,0.5625,0.59375,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m088-g065,03,88,65,38,23,33,2329,0.5913773414417989,0.640625,0.75,0.53125,0.6214101523064448,0.65625,0.59375,0.71875,0.6266930594107618,0.703125,0.71875,0.6875,0.6319093163056633,0.8125,0.875,0.75,0.637898726592453,0.640625,0.6875,0.59375,0.6538378150406967,0.640625,0.65625,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m088-g080,03,88,80,29,14,20,2814,0.3176519195957944,0.390625,0.46875,0.3125,0.3614146754375795,0.375,0.3125,0.4375,0.3714375079510092,0.234375,0.1875,0.28125,0.37930656160539516,0.34375,0.28125,0.40625,0.38776810171854115,0.359375,0.3125,0.40625,0.411096644939994,0.421875,0.40625,0.4375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m089-g020,02,89,20,40,23,60,921,0.39947111708975686,0.234375,0.28125,0.1875,0.47071250919487184,0.59375,0.625,0.5625,0.4799485182451816,0.421875,0.4375,0.40625,0.4863700835003607,0.5625,0.59375,0.53125,0.49378182382466523,0.5625,0.4375,0.6875,0.5189078791089595,0.59375,0.65625,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m089-g035,02,89,35,40,15,76,1647,0.2558011304838928,0.359375,0.46875,0.25,0.3336746736923874,0.453125,0.53125,0.375,0.3418924646831246,0.5,0.5625,0.4375,0.3476056076786036,0.421875,0.46875,0.375,0.35614268025639895,0.421875,0.53125,0.3125,0.43140247342902993,0.40625,0.375,0.4375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m089-g050,02,89,50,40,17,38,2291,0.3270184178305487,0.359375,0.34375,0.375,0.4282885755106148,0.5,0.40625,0.59375,0.4389274325893493,0.484375,0.53125,0.4375,0.4470184721241247,0.546875,0.5625,0.53125,0.45558750052812363,0.546875,0.625,0.46875,0.47460406343937217,0.34375,0.3125,0.375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m089-g065,02,89,65,40,24,31,3149,0.41859554843716196,0.171875,0.125,0.21875,0.45526012506778146,0.390625,0.28125,0.5,0.46198367738340207,0.25,0.25,0.25,0.46715542643058167,0.25,0.34375,0.15625,0.47364024999783944,0.234375,0.28125,0.1875,0.5300977884541995,0.390625,0.40625,0.375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m089-g080,02,89,80,40,16,43,3879,0.29333826098405763,0.125,0.15625,0.09375,0.34930000842854325,0.109375,0.125,0.09375,0.3582261606982169,0.171875,0.25,0.09375,0.36673831502859733,0.203125,0.21875,0.1875,0.37736866289435844,0.171875,0.25,0.09375,0.45258814374934286,0.328125,0.375,0.28125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m089-g020,03,89,20,39,11,27,635,0.15163664142372082,0.3125,0.28125,0.34375,0.22752994912829322,0.421875,0.4375,0.40625,0.23783215051423298,0.40625,0.34375,0.46875,0.2453541184435538,0.34375,0.28125,0.40625,0.25380143456035353,0.4375,0.40625,0.46875,0.3076641998701368,0.359375,0.34375,0.375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m089-g035,03,89,35,39,14,35,1217,0.2832383317065612,0.1875,0.21875,0.15625,0.37007506802743734,0.265625,0.34375,0.1875,0.37739904806194907,0.25,0.3125,0.1875,0.38364058138846,0.1875,0.1875,0.1875,0.3951271231289987,0.203125,0.25,0.15625,0.5188765996109352,0.25,0.3125,0.1875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m089-g050,03,89,50,44,20,46,1666,0.2551386012062415,0.328125,0.34375,0.3125,0.32661497330190603,0.453125,0.34375,0.5625,0.33175776031388954,0.46875,0.53125,0.40625,0.33721922685354755,0.546875,0.59375,0.5,0.3463553836551384,0.578125,0.46875,0.6875,0.40102071957069974,0.46875,0.40625,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m089-g065,03,89,65,44,29,21,2197,0.3563751192612228,0.390625,0.3125,0.46875,0.3825811440887131,0.296875,0.3125,0.28125,0.3879830223733488,0.421875,0.46875,0.375,0.39229827148098767,0.53125,0.53125,0.53125,0.39774389031306623,0.421875,0.5,0.34375,0.4280199466166019,0.484375,0.46875,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m089-g080,03,89,80,40,19,29,2744,0.5004503520693117,0.234375,0.1875,0.28125,0.5975314630222281,0.328125,0.34375,0.3125,0.6044091828370853,0.203125,0.25,0.15625,0.610353995658842,0.15625,0.15625,0.15625,0.6171803600085374,0.34375,0.40625,0.28125,0.6449864506493914,0.375,0.375,0.375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m090-g020,02,90,20,40,17,47,628,0.191271810590445,0.0625,0.0625,0.0625,0.2970618239643819,0.296875,0.28125,0.3125,0.30483121988062933,0.140625,0.15625,0.125,0.3118527262382452,0.296875,0.21875,0.375,0.3226906761474406,0.171875,0.1875,0.15625,0.402341247143489,0.21875,0.28125,0.15625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m090-g035,02,90,35,40,15,32,1168,0.1819356575657426,0.1875,0.15625,0.21875,0.3426141302347675,0.28125,0.28125,0.28125,0.35067987435740533,0.328125,0.3125,0.34375,0.3597057228822557,0.203125,0.21875,0.1875,0.36695209502009496,0.171875,0.15625,0.1875,0.39353711002974967,0.453125,0.40625,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m090-g050,02,90,50,40,18,72,1675,0.12576792831417777,0.15625,0.0625,0.25,0.2970191092365901,0.34375,0.375,0.3125,0.30390521816204974,0.359375,0.3125,0.40625,0.3092431336406143,0.34375,0.375,0.3125,0.31598155215792695,0.46875,0.53125,0.40625,0.33558546178311427,0.40625,0.375,0.4375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m090-g065,02,90,65,40,21,34,2319,0.13674503040245642,0.15625,0.1875,0.125,0.19208125758863598,0.28125,0.3125,0.25,0.19799202986245537,0.28125,0.3125,0.25,0.20427741840609354,0.28125,0.1875,0.375,0.2094841203617795,0.3125,0.34375,0.28125,0.23198301865911966,0.453125,0.375,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m090-g080,02,90,80,40,17,32,2789,0.12119305661747681,0.125,0.09375,0.15625,0.19496318341252977,0.203125,0.21875,0.1875,0.1998984881280257,0.296875,0.3125,0.28125,0.20430202122201163,0.109375,0.0625,0.15625,0.21168125958115064,0.140625,0.1875,0.09375,0.25514650531640864,0.25,0.21875,0.28125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m090-g020,03,90,20,48,23,31,546,0.3092750637751292,0.265625,0.28125,0.25,0.3935930190117008,0.359375,0.4375,0.28125,0.398388859572008,0.5,0.59375,0.40625,0.40288612673197066,0.390625,0.40625,0.375,0.4084176393316558,0.390625,0.40625,0.375,0.6263149764208115,0.46875,0.46875,0.46875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m090-g035,03,90,35,45,18,41,1107,0.36548302266929256,0.234375,0.15625,0.3125,0.5745322171606457,0.5,0.5,0.5,0.5809205096305137,0.4375,0.46875,0.40625,0.587952559073716,0.34375,0.40625,0.28125,0.5964146867611888,0.546875,0.59375,0.5,0.6350980276277541,0.578125,0.5625,0.59375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m090-g050,03,90,50,39,19,42,1566,0.3328096338399372,0.171875,0.125,0.21875,0.5139703884441301,0.40625,0.46875,0.34375,0.5217064698488074,0.25,0.1875,0.3125,0.5287602560962926,0.3125,0.34375,0.28125,0.5367953574343963,0.203125,0.21875,0.1875,0.5724105957068112,0.390625,0.5,0.28125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m090-g065,03,90,65,43,16,10,1951,0.07031804112467652,0.203125,0.21875,0.1875,0.09552929548830691,0.15625,0.15625,0.15625,0.09791978135943248,0.15625,0.125,0.1875,0.1011925944288489,0.265625,0.3125,0.21875,0.1067377428193072,0.203125,0.0625,0.34375,0.30581024360112313,0.265625,0.34375,0.1875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m090-g080,03,90,80,43,18,45,2387,0.22976044711127952,0.265625,0.1875,0.34375,0.368371522493785,0.34375,0.3125,0.375,0.3751919280243752,0.328125,0.375,0.28125,0.38097829488635765,0.28125,0.28125,0.28125,0.3870453145504178,0.296875,0.375,0.21875,0.5209942356389524,0.359375,0.3125,0.40625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m091-g020,02,91,20,40,20,51,612,0.3477376046143658,0.046875,0.0,0.09375,0.522003561452272,0.0625,0.09375,0.03125,0.5323920386371712,0.09375,0.09375,0.09375,0.5394798024673809,0.03125,0.03125,0.03125,0.5472396154196841,0.09375,0.15625,0.03125,0.5731188729377921,0.078125,0.0625,0.09375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m091-g035,02,91,35,40,18,18,1042,0.18323052773837523,0.046875,0.03125,0.0625,0.23441326028313383,0.109375,0.09375,0.125,0.24365999481812634,0.078125,0.03125,0.125,0.25383566898747667,0.0625,0.0625,0.0625,0.263385592981546,0.015625,0.03125,0.0,0.43702398817839744,0.046875,0.03125,0.0625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m091-g050,02,91,50,40,12,23,1448,0.03787248198907055,0.03125,0.0,0.0625,0.05168240427756898,0.046875,0.0625,0.03125,0.055523715521861874,0.03125,0.03125,0.03125,0.059681811898088,0.015625,0.0,0.03125,0.06571314658906627,0.015625,0.03125,0.0,0.11570323168000955,0.015625,0.0,0.03125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m091-g065,02,91,65,40,12,46,1842,0.06508514207748624,0.09375,0.0625,0.125,0.1494837352945624,0.0625,0.0625,0.0625,0.15527127086498194,0.140625,0.125,0.15625,0.16424137475346143,0.171875,0.15625,0.1875,0.16977113380497943,0.09375,0.09375,0.09375,0.2061873798251568,0.125,0.15625,0.09375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m091-g080,02,91,80,40,11,14,2106,0.03475188839681694,0.0,0.0,0.0,0.050405743299928134,0.0,0.0,0.0,0.053450377006191124,0.0,0.0,0.0,0.05655757313618541,0.0,0.0,0.0,0.058529251897833805,0.0,0.0,0.0,0.06335120464943055,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m091-g020,03,91,20,46,10,14,408,0.015295657638184764,0.09375,0.0625,0.125,0.023576477779470025,0.0625,0.0625,0.0625,0.02448455373671186,0.046875,0.09375,0.0,0.026043940817736592,0.109375,0.15625,0.0625,0.031055781111220798,0.03125,0.0625,0.0,0.14275574589695836,0.03125,0.0,0.0625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m091-g035,03,91,35,40,11,20,736,0.02599796612369847,0.0,0.0,0.0,0.04161515665133939,0.0,0.0,0.0,0.04279577539211166,0.0,0.0,0.0,0.04522553822384129,0.015625,0.03125,0.0,0.04684019390385255,0.0,0.0,0.0,0.05226309808324136,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m091-g050,03,91,50,46,6,14,901,0.0042076443491262565,0.0,0.0,0.0,0.007769910505644621,0.0,0.0,0.0,0.008058657864063044,0.0,0.0,0.0,0.008275077173927118,0.0,0.0,0.0,0.008766676335845446,0.0,0.0,0.0,0.009850328763950103,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m091-g065,03,91,65,45,8,10,1057,0.00577594842175308,0.0,0.0,0.0,0.009558789677595934,0.0,0.0,0.0,0.009925997745952288,0.0,0.0,0.0,0.0105918468904355,0.0,0.0,0.0,0.01119445730046422,0.0,0.0,0.0,0.012409362093287189,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m091-g080,03,91,80,44,7,11,1233,0.006570287491448571,0.0,0.0,0.0,0.010323470253971396,0.0,0.0,0.0,0.010855728811801529,0.0,0.0,0.0,0.011408210502410327,0.015625,0.0,0.03125,0.013011051717672978,0.0,0.0,0.0,0.01430131034463287,0.0,0.0,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m092-g020,02,92,20,40,24,34,890,0.5304673753516759,0.53125,0.59375,0.46875,0.6338958654367391,0.703125,0.59375,0.8125,0.6408329635517888,0.765625,0.75,0.78125,0.6462186696302139,0.6875,0.75,0.625,0.6517955804828829,0.671875,0.71875,0.625,0.6849512325619788,0.84375,0.875,0.8125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m092-g035,02,92,35,40,22,37,1521,0.5554798110348013,0.46875,0.5,0.4375,0.6022967515116828,0.765625,0.78125,0.75,0.6100607335125618,0.6875,0.71875,0.65625,0.6160626452212362,0.640625,0.75,0.53125,0.6218312474873987,0.734375,0.6875,0.78125,0.656337076691126,0.796875,0.8125,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m092-g050,02,92,50,40,27,61,2241,0.5475739541874176,0.515625,0.59375,0.4375,0.6462905434952958,0.8125,0.8125,0.8125,0.6534848514016469,0.75,0.6875,0.8125,0.659510577625457,0.875,0.90625,0.84375,0.6663846077529846,0.84375,0.78125,0.90625,0.6915309795730548,0.828125,0.90625,0.75
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m092-g065,02,92,65,40,17,39,2747,0.2992631654598866,0.203125,0.25,0.15625,0.3615566790300939,0.296875,0.3125,0.28125,0.371917906100967,0.171875,0.21875,0.125,0.38389137391976474,0.21875,0.15625,0.28125,0.39175134539514245,0.328125,0.3125,0.34375,0.4355039967559712,0.203125,0.15625,0.25
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m092-g080,02,92,80,40,21,34,3389,0.37147410472578396,0.53125,0.40625,0.65625,0.4403532658321005,0.484375,0.5625,0.40625,0.4501941515539593,0.5,0.5,0.5,0.4572511623244441,0.421875,0.34375,0.5,0.464113561741639,0.421875,0.3125,0.53125,0.5941828748004956,0.765625,0.8125,0.71875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m092-g020,03,92,20,41,24,25,531,0.4777851605483564,0.5,0.40625,0.59375,0.5483298988813676,0.546875,0.5,0.59375,0.5531104295203552,0.515625,0.53125,0.5,0.5570502744688577,0.640625,0.71875,0.5625,0.5644909757156539,0.703125,0.6875,0.71875,0.6466015021991642,0.828125,0.84375,0.8125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m092-g035,03,92,35,39,17,41,994,0.3772935007639186,0.46875,0.40625,0.53125,0.564187183739711,0.796875,0.71875,0.875,0.5730902563565944,0.734375,0.78125,0.6875,0.5811242795322349,0.765625,0.8125,0.71875,0.5884424879758424,0.796875,0.84375,0.75,0.6174633455011943,0.765625,0.75,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m092-g050,03,92,50,41,12,49,1454,0.25346971480726127,0.53125,0.5,0.5625,0.38300454085700897,0.734375,0.71875,0.75,0.39377918396885625,0.578125,0.5,0.65625,0.4022559007620218,0.6875,0.59375,0.78125,0.40876629717066976,0.625,0.59375,0.65625,0.44618392638216364,0.703125,0.625,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m092-g065,03,92,65,38,21,45,2056,0.51857990910304,0.578125,0.5,0.65625,0.6338522074743782,0.78125,0.8125,0.75,0.6418739552431421,0.640625,0.65625,0.625,0.646815184234643,0.640625,0.75,0.53125,0.6524361724234301,0.765625,0.71875,0.8125,0.6697327016025788,0.765625,0.75,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m092-g080,03,92,80,35,18,51,2688,0.429202698761778,0.5,0.40625,0.59375,0.6359736673102679,0.640625,0.75,0.53125,0.6437295006540911,0.75,0.71875,0.78125,0.6499813059231034,0.5625,0.625,0.5,0.6568087681336422,0.734375,0.75,0.71875,0.6716272826649574,0.796875,0.75,0.84375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m093-g020,02,93,20,40,16,38,714,0.1838148842054869,0.046875,0.0625,0.03125,0.20872366191605624,0.09375,0.15625,0.03125,0.2143567632083889,0.109375,0.125,0.09375,0.2191142846436304,0.0625,0.09375,0.03125,0.22610930495400886,0.0625,0.09375,0.03125,0.25722824795716737,0.078125,0.0625,0.09375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m093-g035,02,93,35,40,16,30,1120,0.15495468457834408,0.125,0.09375,0.15625,0.18085837052055534,0.109375,0.125,0.09375,0.1873631372674775,0.171875,0.15625,0.1875,0.192032153480224,0.09375,0.0625,0.125,0.19906718390591693,0.09375,0.0625,0.125,0.22885486224901844,0.171875,0.21875,0.125
