state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_Q00,q_all_Q00,q_half_A_Q00,q_half_B_Q00,prediction_Q20,q_all_Q20,q_half_A_Q20,q_half_B_Q20,prediction_Q40,q_all_Q40,q_half_A_Q40,q_half_B_Q40,prediction_Q60,q_all_Q60,q_half_A_Q60,q_half_B_Q60,prediction_Q80,q_all_Q80,q_half_A_Q80,q_half_B_Q80,prediction_Q100,q_all_Q100,q_half_A_Q100,q_half_B_Q100
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m054-g020,02,54,20,40,21,48,633,0.37509612395702574,0.5625,0.59375,0.53125,0.4242918033769571,0.515625,0.375,0.65625,0.4317263201236834,0.4375,0.375,0.5,0.43787028020666946,0.609375,0.59375,0.625,0.44550243111067545,0.5,0.5625,0.4375,0.5966714764501052,0.796875,0.84375,0.75
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m054-g035,02,54,35,40,18,67,1440,0.3286107606581163,0.5,0.4375,0.5625,0.5295200784133034,0.734375,0.75,0.71875,0.5384998085662683,0.765625,0.71875,0.8125,0.5453194129343832,0.71875,0.75,0.6875,0.551928662810986,0.78125,0.875,0.6875,0.5729627258551643,0.78125,0.75,0.8125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m054-g050,02,54,50,40,16,24,2134,0.21874103794339947,0.5625,0.59375,0.53125,0.40915721330380245,0.578125,0.625,0.53125,0.4187716990290279,0.609375,0.53125,0.6875,0.4275823089240218,0.609375,0.5,0.71875,0.43480189665119834,0.640625,0.59375,0.6875,0.4602895262670581,0.609375,0.65625,0.5625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m054-g065,02,54,65,40,15,40,2761,0.2066010249157168,0.59375,0.625,0.5625,0.30524578132843844,0.453125,0.46875,0.4375,0.3144441495003959,0.390625,0.28125,0.5,0.32313767949671035,0.3125,0.21875,0.40625,0.332418312438396,0.46875,0.5,0.4375,0.3882954834283882,0.5,0.5625,0.4375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m054-g080,02,54,80,40,17,25,3362,0.23230492268692174,0.375,0.40625,0.34375,0.2805303853761502,0.453125,0.46875,0.4375,0.29121520677543283,0.3125,0.3125,0.3125,0.2987660329750804,0.359375,0.40625,0.3125,0.3053759353214512,0.484375,0.5,0.46875,0.41594778160604845,0.359375,0.375,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m054-g020,03,54,20,37,22,54,760,0.5069834749725768,0.40625,0.375,0.4375,0.6940133022707747,0.609375,0.6875,0.53125,0.6997264584277421,0.5625,0.46875,0.65625,0.7044129465338739,0.578125,0.5625,0.59375,0.7100459813999321,0.625,0.59375,0.65625,0.7325228089156381,0.6875,0.71875,0.65625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m054-g035,03,54,35,41,18,19,1253,0.4394696997034571,0.46875,0.4375,0.5,0.6106670527105765,0.515625,0.53125,0.5,0.6174011542182981,0.390625,0.375,0.40625,0.6240455143285923,0.296875,0.25,0.34375,0.6323577547939325,0.4375,0.46875,0.40625,0.6448438935103373,0.359375,0.46875,0.25
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m054-g050,03,54,50,45,20,65,1765,0.3482240351969123,0.5,0.40625,0.59375,0.467794432468139,0.40625,0.34375,0.46875,0.4739981684017751,0.46875,0.46875,0.46875,0.4788838556555673,0.484375,0.5,0.46875,0.4861981458486675,0.484375,0.4375,0.53125,0.5552256746637868,0.5,0.46875,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m054-g065,03,54,65,42,17,13,2251,0.13129261565278558,0.453125,0.5,0.40625,0.1637342162365393,0.453125,0.40625,0.5,0.1672946851655038,0.4375,0.375,0.5,0.1711147142469172,0.515625,0.5625,0.46875,0.17651302309095016,0.65625,0.625,0.6875,0.4241428687919824,0.578125,0.53125,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m054-g080,03,54,80,37,11,17,2654,0.08632145033475451,0.703125,0.78125,0.625,0.3267817533680086,0.75,0.6875,0.8125,0.3366869561896377,0.59375,0.5625,0.625,0.34293290987490793,0.703125,0.6875,0.71875,0.3522694605361278,0.640625,0.65625,0.625,0.3788301462048057,0.671875,0.6875,0.65625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m055-g020,02,55,20,40,14,17,838,0.1017114284674258,0.109375,0.09375,0.125,0.1458314286115289,0.140625,0.1875,0.09375,0.15452762738226913,0.28125,0.3125,0.25,0.1600751301589962,0.203125,0.15625,0.25,0.16434592076178206,0.265625,0.25,0.28125,0.25861322843253515,0.328125,0.375,0.28125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m055-g035,02,55,35,40,20,55,1460,0.2400742327479407,0.15625,0.15625,0.15625,0.4209835021540202,0.5625,0.4375,0.6875,0.4296964217002301,0.5,0.40625,0.59375,0.4375476399415425,0.546875,0.59375,0.5,0.44864805377440964,0.5625,0.53125,0.59375,0.4722336211365119,0.703125,0.59375,0.8125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m055-g050,02,55,50,40,11,11,1873,0.03243908087298029,0.046875,0.0625,0.03125,0.05407594555909038,0.03125,0.03125,0.03125,0.05679741422652278,0.078125,0.125,0.03125,0.06202649858101598,0.046875,0.0625,0.03125,0.06477144892557836,0.03125,0.03125,0.03125,0.21907190799923779,0.15625,0.15625,0.15625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m055-g065,02,55,65,40,18,59,2408,0.2033534880461539,0.140625,0.09375,0.1875,0.3704689655928014,0.5,0.5,0.5,0.3802227480430809,0.546875,0.46875,0.625,0.38733462048823464,0.5,0.59375,0.40625,0.3961656038774986,0.640625,0.65625,0.625,0.42112728243691955,0.546875,0.46875,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m055-g080,02,55,80,40,20,41,2973,0.2606435386009624,0.078125,0.09375,0.0625,0.36416203372545664,0.25,0.25,0.25,0.37137569448715546,0.3125,0.3125,0.3125,0.37840457495177887,0.34375,0.3125,0.375,0.3863165130082837,0.25,0.3125,0.1875,0.4059999376241696,0.28125,0.34375,0.21875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m055-g020,03,55,20,44,10,19,523,0.059781235270420854,0.15625,0.15625,0.15625,0.11679367058794367,0.3125,0.34375,0.28125,0.12149293055940033,0.28125,0.25,0.3125,0.1456835401517806,0.359375,0.46875,0.25,0.15088914381566024,0.34375,0.4375,0.25,0.1594699689740388,0.34375,0.375,0.3125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m055-g035,03,55,35,42,23,33,929,0.3866523416724053,0.28125,0.25,0.3125,0.568889630414087,0.71875,0.71875,0.71875,0.5755499510119781,0.65625,0.6875,0.625,0.580832622298592,0.75,0.75,0.75,0.5862127254077792,0.765625,0.75,0.78125,0.618157003519576,0.609375,0.5625,0.65625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m055-g050,03,55,50,44,17,23,1375,0.1831057712987618,0.34375,0.3125,0.375,0.3727771102668231,0.453125,0.34375,0.5625,0.37842727827276573,0.4375,0.5,0.375,0.3826250809382115,0.4375,0.46875,0.40625,0.38896851967826473,0.4375,0.53125,0.34375,0.41640586817235964,0.421875,0.34375,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m055-g065,03,55,65,47,20,26,1814,0.12316304795140118,0.171875,0.125,0.21875,0.18665168946538174,0.125,0.03125,0.21875,0.19051054277802723,0.171875,0.21875,0.125,0.19367012859730118,0.15625,0.125,0.1875,0.19835441088107703,0.1875,0.15625,0.21875,0.3769077474458014,0.21875,0.15625,0.28125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m055-g080,03,55,80,37,13,32,2146,0.059901430764407786,0.125,0.15625,0.09375,0.1344725607038093,0.4375,0.5,0.375,0.13828094645597994,0.390625,0.46875,0.3125,0.1416306570524905,0.359375,0.34375,0.375,0.1502916211458909,0.453125,0.5,0.40625,0.17108719806074746,0.4375,0.4375,0.4375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m056-g020,02,56,20,40,12,29,998,0.07862339202341237,0.296875,0.34375,0.25,0.11363470355540219,0.21875,0.3125,0.125,0.11808592018877309,0.171875,0.15625,0.1875,0.12163393552110748,0.265625,0.34375,0.1875,0.12536788555668446,0.140625,0.15625,0.125,0.35532657590761085,0.3125,0.40625,0.21875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m056-g035,02,56,35,40,10,35,1547,0.06348666827852127,0.171875,0.1875,0.15625,0.21597659942611352,0.203125,0.1875,0.21875,0.22563715620891456,0.15625,0.15625,0.15625,0.2327955026335886,0.109375,0.09375,0.125,0.2650224661559246,0.203125,0.21875,0.1875,0.28333610975321316,0.171875,0.15625,0.1875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m056-g050,02,56,50,40,11,13,1929,0.046471501105708066,0.015625,0.03125,0.0,0.11627273154075134,0.109375,0.0625,0.15625,0.1251352348555967,0.03125,0.0625,0.0,0.12969833708519113,0.03125,0.0,0.0625,0.13551915593937086,0.015625,0.0,0.03125,0.15224699318541096,0.078125,0.125,0.03125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m056-g065,02,56,65,40,14,18,2336,0.05811297559405405,0.015625,0.03125,0.0,0.07556337614954245,0.15625,0.125,0.1875,0.07864376623879436,0.046875,0.03125,0.0625,0.08434404520310088,0.03125,0.0,0.0625,0.08741019086660852,0.046875,0.0,0.09375,0.09741049340020078,0.0625,0.0625,0.0625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m056-g080,02,56,80,40,8,13,2776,0.020125500368007743,0.0625,0.09375,0.03125,0.050779491678133164,0.015625,0.0,0.03125,0.058770940284552736,0.0625,0.0625,0.0625,0.060661380663439186,0.03125,0.03125,0.03125,0.06289987259806204,0.0625,0.03125,0.09375,0.07310164860477111,0.078125,0.0625,0.09375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m056-g020,03,56,20,37,14,21,412,0.2687904415459204,0.203125,0.15625,0.25,0.5061257882097632,0.34375,0.28125,0.40625,0.515434495931877,0.296875,0.375,0.21875,0.521785052187594,0.28125,0.34375,0.21875,0.5291458388428748,0.28125,0.3125,0.25,0.5508230526905764,0.375,0.40625,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m056-g035,03,56,35,39,16,31,958,0.2936993034881483,0.171875,0.1875,0.15625,0.4482591145086263,0.171875,0.15625,0.1875,0.45642707014769296,0.203125,0.21875,0.1875,0.4623423418569184,0.296875,0.28125,0.3125,0.47134443715866253,0.25,0.21875,0.28125,0.5964168595470007,0.3125,0.28125,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m056-g050,03,56,50,40,15,21,1409,0.1249954641323082,0.1875,0.1875,0.1875,0.18088376175448298,0.046875,0.0,0.09375,0.18647370402875424,0.0625,0.09375,0.03125,0.19218228695537426,0.109375,0.125,0.09375,0.20391550062762206,0.15625,0.15625,0.15625,0.27924551546389376,0.140625,0.15625,0.125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m056-g065,03,56,65,44,12,17,1772,0.10191515274349318,0.046875,0.03125,0.0625,0.14173916427706293,0.109375,0.09375,0.125,0.14630344804247425,0.109375,0.125,0.09375,0.15157414737021316,0.125,0.1875,0.0625,0.15512697625925806,0.125,0.0625,0.1875,0.16538145275361368,0.03125,0.0625,0.0
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m056-g080,03,56,80,40,17,18,2113,0.12054265553167244,0.1875,0.15625,0.21875,0.18634678375058114,0.125,0.125,0.125,0.19092211039674736,0.078125,0.09375,0.0625,0.19363271210726174,0.109375,0.09375,0.125,0.19786742656043796,0.0625,0.03125,0.09375,0.22394621414500307,0.109375,0.125,0.09375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m057-g020,02,57,20,40,14,15,640,0.08524695976707261,0.125,0.15625,0.09375,0.12113719155293479,0.21875,0.25,0.1875,0.1273596791783733,0.234375,0.15625,0.3125,0.13166173022616737,0.1875,0.21875,0.15625,0.13568806163224173,0.203125,0.15625,0.25,0.22491970099130645,0.375,0.40625,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m057-g035,02,57,35,40,17,51,1024,0.1938342356890822,0.21875,0.3125,0.125,0.34735803576228347,0.5,0.53125,0.46875,0.35537134405961845,0.484375,0.3125,0.65625,0.36161348218571415,0.4375,0.4375,0.4375,0.3690377417180473,0.4375,0.4375,0.4375,0.3904048832260566,0.546875,0.5625,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m057-g050,02,57,50,40,15,56,1457,0.11565689092315153,0.3125,0.34375,0.28125,0.22710049639510518,0.3125,0.21875,0.40625,0.23397266307072007,0.40625,0.40625,0.40625,0.2417909541257454,0.46875,0.53125,0.40625,0.24991198479168802,0.453125,0.46875,0.4375,0.26450043092694303,0.421875,0.34375,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m057-g065,02,57,65,40,23,25,1803,0.15604535085983864,0.3125,0.34375,0.28125,0.22247004992783112,0.40625,0.40625,0.40625,0.2289548400385722,0.453125,0.53125,0.375,0.23444820914525416,0.375,0.375,0.375,0.2412738433696455,0.40625,0.4375,0.375,0.2776465155722118,0.515625,0.46875,0.5625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m057-g080,02,57,80,40,16,25,2292,0.17660136053998177,0.296875,0.21875,0.375,0.34325552183230457,0.25,0.28125,0.21875,0.3518578702764459,0.296875,0.3125,0.28125,0.36043832796379843,0.234375,0.21875,0.25,0.37048401419610794,0.25,0.25,0.25,0.40133557844075657,0.28125,0.34375,0.21875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m057-g020,03,57,20,44,21,26,422,0.25775551709648065,0.28125,0.25,0.3125,0.3991933882876584,0.609375,0.5625,0.65625,0.40560942119985993,0.546875,0.40625,0.6875,0.41068961366567486,0.65625,0.6875,0.625,0.4172671461850546,0.46875,0.5,0.4375,0.47763467968503875,0.546875,0.5625,0.53125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m057-g035,03,57,35,37,16,25,787,0.28890940015908007,0.40625,0.46875,0.34375,0.413420942189442,0.5,0.40625,0.59375,0.42279868075470867,0.578125,0.65625,0.5,0.4304885623382527,0.515625,0.5625,0.46875,0.4364018244594607,0.546875,0.46875,0.625,0.4664162744542273,0.625,0.75,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m057-g050,03,57,50,41,20,23,1229,0.2874245274165094,0.328125,0.375,0.28125,0.426195349936159,0.46875,0.46875,0.46875,0.43321995828989895,0.34375,0.34375,0.34375,0.4393885967661359,0.484375,0.5,0.46875,0.4474432584803132,0.421875,0.46875,0.375,0.4846477001243572,0.375,0.5,0.25
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m057-g065,03,57,65,38,17,29,1591,0.24964348178529738,0.34375,0.3125,0.375,0.3435685911125503,0.25,0.1875,0.3125,0.3550654608851054,0.28125,0.21875,0.34375,0.36121662939540183,0.25,0.28125,0.21875,0.3676175657351926,0.359375,0.40625,0.3125,0.3888947423504038,0.28125,0.21875,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m057-g080,03,57,80,46,18,10,1999,0.14759559586572701,0.40625,0.40625,0.40625,0.3615668373333189,0.53125,0.4375,0.625,0.3691927021230016,0.515625,0.46875,0.5625,0.3755031235290945,0.546875,0.53125,0.5625,0.383582442990224,0.578125,0.46875,0.6875,0.40888632622783144,0.40625,0.3125,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m058-g020,02,58,20,40,10,24,654,0.04466837396823703,0.078125,0.0625,0.09375,0.0583638171693003,0.109375,0.0625,0.15625,0.06427573568189483,0.109375,0.15625,0.0625,0.07506485608364409,0.03125,0.03125,0.03125,0.0785183039621154,0.078125,0.09375,0.0625,0.09117684743076152,0.203125,0.21875,0.1875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m058-g035,02,58,35,40,16,23,1141,0.1980795856906373,0.125,0.125,0.125,0.2638455231297264,0.078125,0.0625,0.09375,0.2718730721239749,0.171875,0.15625,0.1875,0.2795290990755796,0.125,0.125,0.125,0.29035225552974375,0.125,0.0625,0.1875,0.3473450334749896,0.078125,0.0625,0.09375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m058-g050,02,58,50,40,13,25,1692,0.11922431962000263,0.109375,0.125,0.09375,0.1473187206936764,0.1875,0.1875,0.1875,0.1520153355803053,0.140625,0.1875,0.09375,0.1583513888830079,0.0625,0.0,0.125,0.16625405477300564,0.09375,0.09375,0.09375,0.2805397133381712,0.1875,0.15625,0.21875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m058-g065,02,58,65,40,8,20,2302,0.03891988298553586,0.078125,0.0,0.15625,0.06540492627178898,0.171875,0.15625,0.1875,0.0699636332574625,0.046875,0.0625,0.03125,0.07450399362769361,0.140625,0.09375,0.1875,0.0773858326043262,0.15625,0.1875,0.125,0.08314832286490992,0.109375,0.125,0.09375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m058-g080,02,58,80,40,10,18,2874,0.06376771174460578,0.203125,0.15625,0.25,0.0925567101380783,0.15625,0.1875,0.125,0.09680064852814911,0.265625,0.28125,0.25,0.09960551108925653,0.21875,0.21875,0.21875,0.12134972715703951,0.203125,0.28125,0.125,0.13612156482114862,0.0625,0.09375,0.03125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m058-g020,03,58,20,38,23,44,650,0.48464632906334754,0.125,0.09375,0.15625,0.6296560154714621,0.234375,0.125,0.34375,0.6361661461617822,0.15625,0.15625,0.15625,0.6406912064261556,0.125,0.125,0.125,0.6461927249380085,0.140625,0.03125,0.25,0.6674864341222793,0.28125,0.21875,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m058-g035,03,58,35,36,13,12,982,0.07682708316867932,0.09375,0.15625,0.03125,0.09302706078518588,0.125,0.1875,0.0625,0.09559798194330943,0.140625,0.15625,0.125,0.09887432031955122,0.109375,0.0625,0.15625,0.10448790794070076,0.140625,0.125,0.15625,0.14549218370847905,0.109375,0.1875,0.03125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m058-g050,03,58,50,52,19,37,1472,0.15656054365445113,0.203125,0.25,0.15625,0.22320629879915002,0.15625,0.125,0.1875,0.2275809861252012,0.234375,0.21875,0.25,0.23109306074745573,0.28125,0.25,0.3125,0.23507415035945858,0.296875,0.28125,0.3125,0.26304956950295055,0.265625,0.21875,0.3125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m058-g065,03,58,65,38,10,12,1920,0.08296171624109903,0.0625,0.09375,0.03125,0.144100193506348,0.140625,0.15625,0.125,0.15053439569098123,0.140625,0.15625,0.125,0.17729029014548514,0.109375,0.09375,0.125,0.18639752398259157,0.171875,0.1875,0.15625,0.20146740684736555,0.171875,0.15625,0.1875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m058-g080,03,58,80,41,12,24,2313,0.123989441624477,0.25,0.25,0.25,0.28061312192310434,0.171875,0.125,0.21875,0.2882851201630713,0.15625,0.125,0.1875,0.2932342152251095,0.265625,0.15625,0.375,0.30266597519750105,0.21875,0.28125,0.15625,0.33078651709320217,0.375,0.40625,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m059-g020,02,59,20,40,17,77,659,0.29553913593875025,0.34375,0.3125,0.375,0.35124458805645625,0.125,0.21875,0.03125,0.3606567666615876,0.15625,0.1875,0.125,0.3662233685667929,0.34375,0.4375,0.25,0.3730824527132453,0.21875,0.21875,0.21875,0.39661209905402134,0.265625,0.1875,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m059-g035,02,59,35,40,23,59,1315,0.3920687038199772,0.328125,0.34375,0.3125,0.46858532504793626,0.46875,0.375,0.5625,0.476670860316993,0.453125,0.40625,0.5,0.48309520579397913,0.421875,0.5,0.34375,0.4904399865717565,0.59375,0.59375,0.59375,0.5521231254060687,0.5,0.5,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m059-g050,02,59,50,40,16,40,1867,0.21526120748660485,0.28125,0.25,0.3125,0.29814836668629247,0.5,0.53125,0.46875,0.30622385509158456,0.515625,0.375,0.65625,0.3122652739476295,0.578125,0.6875,0.46875,0.31900489810760285,0.5,0.53125,0.46875,0.3392255723018485,0.453125,0.40625,0.5
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m059-g065,02,59,65,40,14,27,2431,0.19106898261848582,0.28125,0.125,0.4375,0.2943517097975388,0.5,0.46875,0.53125,0.304034239588914,0.265625,0.21875,0.3125,0.31352475558464027,0.296875,0.3125,0.28125,0.3218125921523829,0.34375,0.375,0.3125,0.40251096157648003,0.375,0.46875,0.28125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m059-g080,02,59,80,40,17,45,2935,0.2548556969853046,0.1875,0.0625,0.3125,0.36876987968277875,0.234375,0.25,0.21875,0.37608794062702955,0.265625,0.34375,0.1875,0.3833136425043039,0.25,0.25,0.25,0.39172554959242206,0.171875,0.1875,0.15625,0.5049223931418677,0.265625,0.25,0.28125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m059-g020,03,59,20,44,13,13,434,0.15333529195230006,0.3125,0.375,0.25,0.2714359292935837,0.265625,0.21875,0.3125,0.2782692713849522,0.28125,0.28125,0.28125,0.2845642847863337,0.34375,0.4375,0.25,0.29219337716968896,0.421875,0.46875,0.375,0.3296827005077582,0.296875,0.25,0.34375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m059-g035,03,59,35,35,16,47,851,0.44455592047253545,0.359375,0.4375,0.28125,0.6121666522341783,0.703125,0.75,0.65625,0.6215465423420248,0.703125,0.65625,0.75,0.6277804237237954,0.5,0.46875,0.53125,0.6365653126689541,0.484375,0.53125,0.4375,0.6537622737834984,0.609375,0.59375,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m059-g050,03,59,50,35,15,18,1259,0.15960312572852747,0.375,0.28125,0.46875,0.20016252449590222,0.4375,0.5,0.375,0.20442466199608972,0.28125,0.34375,0.21875,0.2098310165524713,0.28125,0.1875,0.375,0.2158582604486496,0.28125,0.28125,0.28125,0.3858857837964721,0.515625,0.59375,0.4375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m059-g065,03,59,65,38,16,48,1726,0.3821053210549769,0.46875,0.46875,0.46875,0.497220438216959,0.578125,0.59375,0.5625,0.5056220834905694,0.5,0.46875,0.53125,0.5140039835427127,0.546875,0.5625,0.53125,0.5222606372399973,0.453125,0.375,0.53125,0.6304057401720878,0.75,0.84375,0.65625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m059-g080,03,59,80,44,15,24,2256,0.3074519881639579,0.28125,0.25,0.3125,0.3786588197447305,0.359375,0.4375,0.28125,0.39185623159318655,0.296875,0.28125,0.3125,0.39885752136677227,0.28125,0.21875,0.34375,0.4049613045481435,0.453125,0.5,0.40625,0.4378936282891782,0.296875,0.3125,0.28125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m060-g020,02,60,20,40,22,28,984,0.46298362013197186,0.546875,0.59375,0.5,0.5768145736098418,0.71875,0.6875,0.75,0.5860153768496588,0.765625,0.8125,0.71875,0.5913412363720499,0.765625,0.8125,0.71875,0.599107315035567,0.734375,0.71875,0.75,0.6367119277293318,0.78125,0.8125,0.75
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m060-g035,02,60,35,40,29,27,1664,0.6157471196249876,0.625,0.5,0.75,0.7040232162915632,0.796875,0.78125,0.8125,0.7103704267041239,0.734375,0.8125,0.65625,0.7153824382068408,0.859375,0.8125,0.90625,0.7218266978975286,0.90625,0.9375,0.875,0.7501772414875445,0.859375,0.875,0.84375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m060-g050,02,60,50,40,20,31,2296,0.36962471839095995,0.4375,0.375,0.5,0.5657720613663515,0.671875,0.625,0.71875,0.5750801480569372,0.6875,0.59375,0.78125,0.5841300157409577,0.703125,0.65625,0.75,0.5918571787238941,0.671875,0.625,0.71875,0.6081362291277607,0.65625,0.75,0.5625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m060-g065,02,60,65,40,15,28,2885,0.2930346718104278,0.421875,0.40625,0.4375,0.3636382868073803,0.546875,0.5,0.59375,0.3726417641625746,0.4375,0.34375,0.53125,0.3845353207183422,0.453125,0.46875,0.4375,0.39414728957644324,0.5,0.59375,0.40625,0.4214245575459528,0.609375,0.59375,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m060-g080,02,60,80,40,13,50,3540,0.35730344915149104,0.53125,0.4375,0.625,0.4449881367724188,0.671875,0.625,0.71875,0.45467640404000065,0.6875,0.59375,0.78125,0.4621913317056599,0.546875,0.625,0.46875,0.47170478544814,0.671875,0.625,0.71875,0.4961625698730164,0.65625,0.6875,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m060-g020,03,60,20,36,17,24,632,0.3391796707246582,0.46875,0.46875,0.46875,0.3945605620232903,0.515625,0.53125,0.5,0.40110663917863665,0.546875,0.53125,0.5625,0.40656015948213176,0.515625,0.5,0.53125,0.41413482096879023,0.53125,0.5,0.5625,0.6416216436854736,0.671875,0.75,0.59375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m060-g035,03,60,35,38,23,43,1188,0.5618677380530617,0.6875,0.625,0.75,0.6763669799992821,0.8125,0.71875,0.90625,0.6821718859349025,0.765625,0.75,0.78125,0.6866485105861079,0.75,0.65625,0.84375,0.6932877941323846,0.75,0.71875,0.78125,0.7273526214403498,0.84375,0.875,0.8125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m060-g050,03,60,50,32,19,49,1718,0.6249637668120127,0.609375,0.6875,0.53125,0.7146212724777632,0.765625,0.8125,0.71875,0.7209758367522956,0.609375,0.46875,0.75,0.7282241503195428,0.734375,0.75,0.71875,0.7349576267481296,0.703125,0.75,0.65625,0.7575168680042307,0.796875,0.8125,0.78125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m060-g065,03,60,65,32,20,42,2220,0.5316045180143777,0.609375,0.59375,0.625,0.6672355937272801,0.671875,0.625,0.71875,0.6748608038672482,0.703125,0.75,0.65625,0.682319023735775,0.71875,0.71875,0.71875,0.6899381674142656,0.765625,0.71875,0.8125,0.7229054832562034,0.640625,0.65625,0.625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m060-g080,03,60,80,35,19,29,2754,0.5711489963605634,0.53125,0.5,0.5625,0.6650259702894331,0.765625,0.78125,0.75,0.6710820859834874,0.75,0.8125,0.6875,0.6761559323709454,0.65625,0.59375,0.71875,0.6846145135446843,0.71875,0.71875,0.71875,0.708546533893508,0.734375,0.78125,0.6875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m061-g020,02,61,20,40,16,23,516,0.20343462911224902,0.359375,0.28125,0.4375,0.23686894527667954,0.328125,0.28125,0.375,0.24483083456814084,0.28125,0.25,0.3125,0.2514494882405291,0.234375,0.3125,0.15625,0.2593677760163526,0.265625,0.21875,0.3125,0.2817736868653012,0.40625,0.34375,0.46875
