state_id,candidate,matrix_id,landmark,arm,empirical_quantile,legal_edit_count,selected_rank_zero_based,remove_type,add_type,noop_predicted_probability,predicted_probability,predicted_shift_from_noop
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m085-g080,02,85,80,Q100,1,495,494,91,96,0.0079045002488941033,0.063301847874988715,0.055397347626094613
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g020,03,85,20,Q00,0,1287,0,2,91,0.17235042285766336,0.041605789687280598,-0.13074463317038276
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g020,03,85,20,Q20,0.20000000000000001,1287,257,9,4,0.17235042285766336,0.17388452027618559,0.0015340974185222289
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g020,03,85,20,Q40,0.40000000000000002,1287,514,2,73,0.17235042285766336,0.17993258646111623,0.0075821636034528739
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g020,03,85,20,Q60,0.59999999999999998,1287,772,21,54,0.17235042285766336,0.18564225624951503,0.013291833391851665
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g020,03,85,20,Q80,0.80000000000000004,1287,1029,3,74,0.17235042285766336,0.19197722307828957,0.019626800220626212
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g020,03,85,20,Q100,1,1287,1286,39,94,0.17235042285766336,0.21002498376684231,0.03767456090917895
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g035,03,85,35,Q00,0,2178,0,69,91,0.34117218417122458,0.23795815194892125,-0.10321403222230333
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g035,03,85,35,Q20,0.20000000000000001,2178,435,75,21,0.34117218417122458,0.34108737458173322,-8.4809589491363635e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g035,03,85,35,Q40,0.40000000000000002,2178,871,83,81,0.34117218417122458,0.34696523549009461,0.005793051318870035
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g035,03,85,35,Q60,0.59999999999999998,2178,1306,20,95,0.34117218417122458,0.35262683753387086,0.011454653362646283
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g035,03,85,35,Q80,0.80000000000000004,2178,1742,47,94,0.34117218417122458,0.35846364139555031,0.017291457224325735
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g035,03,85,35,Q100,1,2178,2177,62,97,0.34117218417122458,0.38674101808945616,0.045568833918231577
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g050,03,85,50,Q00,0,891,0,87,91,0.12038660557813542,0.023459665288495312,-0.096926940289640107
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g050,03,85,50,Q20,0.20000000000000001,891,178,5,82,0.12038660557813542,0.12396462053500838,0.0035780149568729602
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g050,03,85,50,Q40,0.40000000000000002,891,356,5,70,0.12038660557813542,0.1319831865280352,0.011596580949899779
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g050,03,85,50,Q60,0.59999999999999998,891,534,81,96,0.12038660557813542,0.1365894454223234,0.01620283984418798
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g050,03,85,50,Q80,0.80000000000000004,891,712,76,1,0.12038660557813542,0.14235115629283379,0.021964550714698369
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g050,03,85,50,Q100,1,891,890,21,53,0.12038660557813542,0.15957380835906351,0.03918720278092809
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g065,03,85,65,Q00,0,1485,0,93,91,0.30644448980671868,0.18805702979288247,-0.11838746001383621
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g065,03,85,65,Q20,0.20000000000000001,1485,297,80,32,0.30644448980671868,0.30412619524388967,-0.0023182945628290041
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g065,03,85,65,Q40,0.40000000000000002,1485,594,71,94,0.30644448980671868,0.31073300062202786,0.0042885108153091767
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g065,03,85,65,Q60,0.59999999999999998,1485,890,55,45,0.30644448980671868,0.318782184880533,0.012337695073814325
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g065,03,85,65,Q80,0.80000000000000004,1485,1187,16,80,0.30644448980671868,0.32720305705790964,0.020758567251190962
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g065,03,85,65,Q100,1,1485,1484,62,34,0.30644448980671868,0.36744843152347911,0.061003941716760435
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g080,03,85,80,Q00,0,1188,0,77,91,0.12980294616444568,0.028722409403248394,-0.10108053676119728
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g080,03,85,80,Q20,0.20000000000000001,1188,237,9,15,0.12980294616444568,0.12780804530747239,-0.0019949008569732918
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g080,03,85,80,Q40,0.40000000000000002,1188,475,5,17,0.12980294616444568,0.13169698918609696,0.001894043021651276
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g080,03,85,80,Q60,0.59999999999999998,1188,712,76,43,0.12980294616444568,0.13934056179573837,0.0095376156312926841
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g080,03,85,80,Q80,0.80000000000000004,1188,950,76,0,0.12980294616444568,0.14472472725206767,0.014921781087621988
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m085-g080,03,85,80,Q100,1,1188,1187,21,53,0.12980294616444568,0.16204949119639575,0.032246545031950069
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g020,02,86,20,Q00,0,1188,0,60,19,0.077510215282389452,0.058641017953253792,-0.01886919732913566
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g020,02,86,20,Q20,0.20000000000000001,1188,237,80,62,0.077510215282389452,0.074872685298840988,-0.0026375299835484645
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g020,02,86,20,Q40,0.40000000000000002,1188,475,0,35,0.077510215282389452,0.077562603541466435,5.2388259076982524e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g020,02,86,20,Q60,0.59999999999999998,1188,712,33,63,0.077510215282389452,0.080599339559568328,0.0030891242771788757
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g020,02,86,20,Q80,0.80000000000000004,1188,950,21,44,0.077510215282389452,0.08759077290677407,0.010080557624384617
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g020,02,86,20,Q100,1,1188,1187,29,92,0.077510215282389452,0.11587236990331939,0.038362154620929942
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g035,02,86,35,Q00,0,1089,0,5,29,0.06335010868431952,0.040678035301304732,-0.022672073383014787
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g035,02,86,35,Q20,0.20000000000000001,1089,218,56,88,0.06335010868431952,0.061824089206042536,-0.001526019478276984
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g035,02,86,35,Q40,0.40000000000000002,1089,435,67,84,0.06335010868431952,0.064433813605122611,0.0010837049208030913
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g035,02,86,35,Q60,0.59999999999999998,1089,653,35,76,0.06335010868431952,0.067314233090816619,0.0039641244064970993
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g035,02,86,35,Q80,0.80000000000000004,1089,870,35,9,0.06335010868431952,0.070068011171545319,0.0067179024872257992
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g035,02,86,35,Q100,1,1089,1088,15,92,0.06335010868431952,0.077584979341575849,0.014234870657256329
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g050,02,86,50,Q00,0,891,0,8,29,0.027382546674704075,0.017377085524268733,-0.010005461150435341
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g050,02,86,50,Q20,0.20000000000000001,891,178,8,74,0.027382546674704075,0.026875878934410718,-0.00050666774029335671
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g050,02,86,50,Q40,0.40000000000000002,891,356,75,17,0.027382546674704075,0.028110279608507718,0.00072773293380364382
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g050,02,86,50,Q60,0.59999999999999998,891,534,75,54,0.027382546674704075,0.029637042919031027,0.0022544962443269527
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g050,02,86,50,Q80,0.80000000000000004,891,712,21,96,0.027382546674704075,0.032238275436303941,0.0048557287615998666
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g050,02,86,50,Q100,1,891,890,15,65,0.027382546674704075,0.036447407708589008,0.0090648610338849335
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g065,02,86,65,Q00,0,2772,0,58,15,0.59277517910526834,0.51062265207127888,-0.082152527033989453
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g065,02,86,65,Q20,0.20000000000000001,2772,554,92,33,0.59277517910526834,0.58670650235944655,-0.0060686767458217883
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g065,02,86,65,Q40,0.40000000000000002,2772,1108,35,89,0.59277517910526834,0.59265873480646469,-0.00011644429880364182
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g065,02,86,65,Q60,0.59999999999999998,2772,1663,92,60,0.59277517910526834,0.59773628356276043,0.0049611044574920937
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g065,02,86,65,Q80,0.80000000000000004,2772,2217,7,94,0.59277517910526834,0.60340717844487068,0.010631999339602349
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g065,02,86,65,Q100,1,2772,2771,99,34,0.59277517910526834,0.63136307249457757,0.038587893389309236
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g080,02,86,80,Q00,0,1683,0,37,15,0.44982306572354291,0.32436791426981959,-0.12545515145372332
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g080,02,86,80,Q20,0.20000000000000001,1683,336,41,51,0.44982306572354291,0.43979333256556685,-0.010029733157976062
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g080,02,86,80,Q40,0.40000000000000002,1683,673,62,94,0.44982306572354291,0.4475972408461899,-0.0022258248773530109
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g080,02,86,80,Q60,0.59999999999999998,1683,1009,41,92,0.44982306572354291,0.45569751548617993,0.0058744497626370129
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g080,02,86,80,Q80,0.80000000000000004,1683,1346,21,91,0.44982306572354291,0.46280115638061559,0.012978090657072672
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m086-g080,02,86,80,Q100,1,1683,1682,72,92,0.44982306572354291,0.531292815152547,0.08146974942900409
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g020,03,86,20,Q00,0,1188,0,44,19,0.1456628319913178,0.098608753223739673,-0.047054078767578125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g020,03,86,20,Q20,0.20000000000000001,1188,237,97,62,0.1456628319913178,0.14592818789506332,0.00026535590374551776
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g020,03,86,20,Q40,0.40000000000000002,1188,475,53,88,0.1456628319913178,0.14958450660992237,0.0039216746186045703
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g020,03,86,20,Q60,0.59999999999999998,1188,712,97,94,0.1456628319913178,0.15296428396004388,0.0073014519687260859
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g020,03,86,20,Q80,0.80000000000000004,1188,950,24,44,0.1456628319913178,0.16041126178748752,0.014748429796169721
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g020,03,86,20,Q100,1,1188,1187,15,39,0.1456628319913178,0.19332568023617513,0.047662848244857337
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g035,03,86,35,Q00,0,2574,0,51,15,0.2269281933389361,0.19765759998003923,-0.029270593358896868
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g035,03,86,35,Q20,0.20000000000000001,2574,515,84,17,0.2269281933389361,0.22539975983964036,-0.0015284334992957394
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g035,03,86,35,Q40,0.40000000000000002,2574,1029,35,86,0.2269281933389361,0.22947762421404824,0.0025494308751121408
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g035,03,86,35,Q60,0.59999999999999998,2574,1544,14,86,0.2269281933389361,0.23394488296175689,0.0070166896228207876
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g035,03,86,35,Q80,0.80000000000000004,2574,2058,15,16,0.2269281933389361,0.24242236494824376,0.015494171609307661
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g035,03,86,35,Q100,1,2574,2573,29,51,0.2269281933389361,0.31552931535769924,0.088601122018763134
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g050,03,86,50,Q00,0,1485,0,87,29,0.082163001003026315,0.060340967336001756,-0.021822033667024558
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g050,03,86,50,Q20,0.20000000000000001,1485,297,69,4,0.082163001003026315,0.081422958264556158,-0.00074004273847015634
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g050,03,86,50,Q40,0.40000000000000002,1485,594,38,45,0.082163001003026315,0.084394644788980289,0.0022316437859539739
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g050,03,86,50,Q60,0.59999999999999998,1485,890,74,97,0.082163001003026315,0.086727149005540918,0.0045641480025146036
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g050,03,86,50,Q80,0.80000000000000004,1485,1187,72,85,0.082163001003026315,0.089479894762856338,0.0073168937598300232
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g050,03,86,50,Q100,1,1485,1484,15,92,0.082163001003026315,0.17748365179336073,0.095320650790334416
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g065,03,86,65,Q00,0,1782,0,21,29,0.15512822407063184,0.1247982624657364,-0.030329961604895442
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g065,03,86,65,Q20,0.20000000000000001,1782,356,71,69,0.15512822407063184,0.1540530089981168,-0.00107521507251504
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g065,03,86,65,Q40,0.40000000000000002,1782,712,33,96,0.15512822407063184,0.15743981191656431,0.0023115878459324668
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g065,03,86,65,Q60,0.59999999999999998,1782,1069,69,70,0.15512822407063184,0.16078400013641206,0.0056557760657802159
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g065,03,86,65,Q80,0.80000000000000004,1782,1425,69,12,0.15512822407063184,0.16565995151104657,0.010531727440414723
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g065,03,86,65,Q100,1,1782,1781,20,39,0.15512822407063184,0.18063949897336437,0.025511274902732528
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g080,03,86,80,Q00,0,2178,0,81,29,0.2980031837462136,0.23794738226940673,-0.060055801476806864
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g080,03,86,80,Q20,0.20000000000000001,2178,435,87,69,0.2980031837462136,0.29361112117801352,-0.0043920625682000725
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g080,03,86,80,Q40,0.40000000000000002,2178,871,80,47,0.2980031837462136,0.30016837574820615,0.0021651920019925552
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g080,03,86,80,Q60,0.59999999999999998,2178,1306,73,49,0.2980031837462136,0.30689839258203216,0.0088952088358185688
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g080,03,86,80,Q80,0.80000000000000004,2178,1742,16,32,0.2980031837462136,0.3136701484177235,0.015666964671509909
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m086-g080,03,86,80,Q100,1,2178,2177,19,92,0.2980031837462136,0.35389653435737217,0.055893350611158577
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g020,02,87,20,Q00,0,1782,0,1,99,0.29290117167184615,0.24288080951894422,-0.050020362152901926
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g020,02,87,20,Q20,0.20000000000000001,1782,356,31,12,0.29290117167184615,0.28926469611951117,-0.0036364755523349834
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g020,02,87,20,Q40,0.40000000000000002,1782,712,85,53,0.29290117167184615,0.29514917736135904,0.0022480056895128886
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g020,02,87,20,Q60,0.59999999999999998,1782,1069,40,62,0.29290117167184615,0.30087178177403545,0.0079706101021893017
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g020,02,87,20,Q80,0.80000000000000004,1782,1425,84,10,0.29290117167184615,0.30770390211730098,0.014802730445454826
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g020,02,87,20,Q100,1,1782,1781,99,46,0.29290117167184615,0.56578768813949198,0.27288651646764583
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g035,02,87,35,Q00,0,1980,0,16,99,0.46157716071374838,0.29390771840094171,-0.16766944231280667
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g035,02,87,35,Q20,0.20000000000000001,1980,396,81,64,0.46157716071374838,0.4578384554128222,-0.0037387053009261817
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g035,02,87,35,Q40,0.40000000000000002,1980,792,69,11,0.46157716071374838,0.46474117106292628,0.0031640103491779037
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g035,02,87,35,Q60,0.59999999999999998,1980,1187,41,19,0.46157716071374838,0.47119859715407425,0.0096214364403258701
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g035,02,87,35,Q80,0.80000000000000004,1980,1583,88,84,0.46157716071374838,0.47799194480719237,0.01641478409344399
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g035,02,87,35,Q100,1,1980,1979,59,3,0.46157716071374838,0.51730617051557293,0.055729009801824547
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g050,02,87,50,Q00,0,2277,0,9,99,0.62036850133410515,0.40427302852193692,-0.21609547281216823
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g050,02,87,50,Q20,0.20000000000000001,2277,455,54,47,0.62036850133410515,0.61354954730235867,-0.0068189540317464825
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g050,02,87,50,Q40,0.40000000000000002,2277,910,66,87,0.62036850133410515,0.62079888263893579,0.00043038130483064041
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g050,02,87,50,Q60,0.59999999999999998,2277,1366,17,89,0.62036850133410515,0.62568481568654044,0.0053163143524352918
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g050,02,87,50,Q80,0.80000000000000004,2277,1821,52,42,0.62036850133410515,0.63135131907652575,0.010982817742420603
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g050,02,87,50,Q100,1,2277,2276,50,91,0.62036850133410515,0.65704996271090721,0.03668146137680206
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g065,02,87,65,Q00,0,2376,0,41,99,0.66036065742189776,0.56796376293535289,-0.092396894486544867
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g065,02,87,65,Q20,0.20000000000000001,2376,475,46,21,0.66036065742189776,0.65415941442168657,-0.0062012430002111874
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g065,02,87,65,Q40,0.40000000000000002,2376,950,29,38,0.66036065742189776,0.6599890630358386,-0.00037159438605915973
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g065,02,87,65,Q60,0.59999999999999998,2376,1425,53,24,0.66036065742189776,0.66494802490619287,0.0045873674842951129
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g065,02,87,65,Q80,0.80000000000000004,2376,1900,5,60,0.66036065742189776,0.67039942907274419,0.010038771650846434
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g065,02,87,65,Q100,1,2376,2375,50,84,0.66036065742189776,0.70493662629785736,0.044575968875959604
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g080,02,87,80,Q00,0,1980,0,72,99,0.60081537204631907,0.33313184627054643,-0.26768352577577265
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g080,02,87,80,Q20,0.20000000000000001,1980,396,26,72,0.60081537204631907,0.58727612401809293,-0.013539248028226147
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g080,02,87,80,Q40,0.40000000000000002,1980,792,29,61,0.60081537204631907,0.59496017454909866,-0.0058551974972204102
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g080,02,87,80,Q60,0.59999999999999998,1980,1187,11,78,0.60081537204631907,0.60075025580138264,-6.5116244936436196e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g080,02,87,80,Q80,0.80000000000000004,1980,1583,11,3,0.60081537204631907,0.60744790757206057,0.0066325355257415008
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m087-g080,02,87,80,Q100,1,1980,1979,4,69,0.60081537204631907,0.62407035273352873,0.023254980687209659
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g020,03,87,20,Q00,0,2475,0,64,99,0.61192750745933866,0.42590126303077164,-0.18602624442856702
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g020,03,87,20,Q20,0.20000000000000001,2475,495,46,84,0.61192750745933866,0.60186292258224305,-0.010064584877095606
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g020,03,87,20,Q40,0.40000000000000002,2475,990,46,76,0.61192750745933866,0.611204842360212,-0.00072266509912666255
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g020,03,87,20,Q60,0.59999999999999998,2475,1484,79,2,0.61192750745933866,0.61608212251793237,0.0041546150585937136
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g020,03,87,20,Q80,0.80000000000000004,2475,1979,97,16,0.61192750745933866,0.62931484939565341,0.017387341936314749
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g020,03,87,20,Q100,1,2475,2474,59,46,0.61192750745933866,0.69304107977418206,0.081113572314843396
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g035,03,87,35,Q00,0,2178,0,90,99,0.57729048082385581,0.32452607690384261,-0.2527644039200132
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g035,03,87,35,Q20,0.20000000000000001,2178,435,79,5,0.57729048082385581,0.56850246457997644,-0.0087880162438793707
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g035,03,87,35,Q40,0.40000000000000002,2178,871,34,55,0.57729048082385581,0.57391612799648084,-0.0033743528273749712
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g035,03,87,35,Q60,0.59999999999999998,2178,1306,85,89,0.57729048082385581,0.5787397675857795,0.0014492867619236849
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g035,03,87,35,Q80,0.80000000000000004,2178,1742,10,54,0.57729048082385581,0.58406927504989814,0.0067787942260423284
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g035,03,87,35,Q100,1,2178,2177,15,9,0.57729048082385581,0.67620276662602252,0.098912285802166711
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g050,03,87,50,Q00,0,2970,0,66,99,0.4818504613893021,0.42657385887706484,-0.055276602512237261
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g050,03,87,50,Q20,0.20000000000000001,2970,594,46,57,0.4818504613893021,0.47756958186322074,-0.0042808795260813604
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g050,03,87,50,Q40,0.40000000000000002,2970,1188,69,25,0.4818504613893021,0.48264410836588911,0.00079364697658701466
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g050,03,87,50,Q60,0.59999999999999998,2970,1781,77,87,0.4818504613893021,0.48678874310971931,0.0049382817204172147
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g050,03,87,50,Q80,0.80000000000000004,2970,2375,77,44,0.4818504613893021,0.49284315123567124,0.010992689846369141
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g050,03,87,50,Q100,1,2970,2969,99,61,0.4818504613893021,0.66844887066262326,0.18659840927332116
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g065,03,87,65,Q00,0,1485,0,58,99,0.54359054263355899,0.2395541803756735,-0.3040363622578855
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g065,03,87,65,Q20,0.20000000000000001,1485,297,58,2,0.54359054263355899,0.54070852551982584,-0.0028820171137331485
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g065,03,87,65,Q40,0.40000000000000002,1485,594,53,29,0.54359054263355899,0.5484495501559421,0.0048590075223831075
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g065,03,87,65,Q60,0.59999999999999998,1485,890,39,66,0.54359054263355899,0.5551787913487114,0.011588248715152405
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g065,03,87,65,Q80,0.80000000000000004,1485,1187,81,8,0.54359054263355899,0.56134708346970952,0.017756540836150525
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g065,03,87,65,Q100,1,1485,1484,87,53,0.54359054263355899,0.58787469001932469,0.044284147385765693
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g080,03,87,80,Q00,0,2970,0,9,99,0.45748847169821016,0.39203626622117632,-0.065452205477033842
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g080,03,87,80,Q20,0.20000000000000001,2970,594,81,76,0.45748847169821016,0.45191189220591577,-0.0055765794922943979
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g080,03,87,80,Q40,0.40000000000000002,2970,1188,73,1,0.45748847169821016,0.45681483924174421,-0.00067363245646595571
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g080,03,87,80,Q60,0.59999999999999998,2970,1781,77,88,0.45748847169821016,0.4603557883632316,0.0028673166650214355
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g080,03,87,80,Q80,0.80000000000000004,2970,2375,88,34,0.45748847169821016,0.46490128343201054,0.0074128117338003729
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m087-g080,03,87,80,Q100,1,2970,2969,99,66,0.45748847169821016,0.68009594325474709,0.22260747155653693
