state_id,candidate,matrix_id,landmark,arm,empirical_quantile,legal_edit_count,selected_rank_zero_based,remove_type,add_type,noop_predicted_probability,predicted_probability,predicted_shift_from_noop
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g050,02,22,50,Q40,0.40000000000000002,297,118,31,82,0.00050826325401684663,0.00055300917000327386,4.4745915986427231e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g050,02,22,50,Q60,0.59999999999999998,297,178,31,44,0.00050826325401684663,0.0006193118466103595,0.00011104859259351287
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g050,02,22,50,Q80,0.80000000000000004,297,237,29,3,0.00050826325401684663,0.00090672136567542222,0.00039845811165857559
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g050,02,22,50,Q100,1,297,296,29,98,0.00050826325401684663,0.0010296976131016768,0.00052143435908483021
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g065,02,22,65,Q00,0,198,0,31,29,0.00014882479054924706,0.00013527490568319341,-1.3549884866053655e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g065,02,22,65,Q20,0.20000000000000001,198,39,31,8,0.00014882479054924706,0.00036894321884584004,0.00022011842829659298
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g065,02,22,65,Q40,0.40000000000000002,198,79,29,6,0.00014882479054924706,0.00039969786524274428,0.00025087307469349725
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g065,02,22,65,Q60,0.59999999999999998,198,118,31,3,0.00014882479054924706,0.00041385549959781941,0.00026503070904857233
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g065,02,22,65,Q80,0.80000000000000004,198,158,31,77,0.00014882479054924706,0.00044128371991122931,0.00029245892936198223
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g065,02,22,65,Q100,1,198,197,29,98,0.00014882479054924706,0.00048889375415907515,0.00034006896360982812
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g080,02,22,80,Q00,0,198,0,31,29,0.00010481614311703752,1.0582748405959892e-05,-9.4233394711077629e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g080,02,22,80,Q20,0.20000000000000001,198,39,31,25,0.00010481614311703752,0.00012857804660029395,2.3761903483256435e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g080,02,22,80,Q40,0.40000000000000002,198,79,31,3,0.00010481614311703752,0.00014418462382539808,3.9368480708360562e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g080,02,22,80,Q60,0.59999999999999998,198,118,29,12,0.00010481614311703752,0.00028255396601175063,0.00017773782289471311
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g080,02,22,80,Q80,0.80000000000000004,198,158,29,71,0.00010481614311703752,0.00031195507318932596,0.00020713893007228844
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m022-g080,02,22,80,Q100,1,198,197,29,98,0.00010481614311703752,0.00034568603301668091,0.0002408698898996434
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g020,03,22,20,Q00,0,198,0,66,29,0.00037921500018347831,5.8204398153986818e-05,-0.00032101060202949152
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g020,03,22,20,Q20,0.20000000000000001,198,39,66,60,0.00037921500018347831,0.00037652582770496344,-2.6891724785148697e-06
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g020,03,22,20,Q40,0.40000000000000002,198,79,66,69,0.00037921500018347831,0.00040414702405657812,2.4932023873099811e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g020,03,22,20,Q60,0.59999999999999998,198,118,29,23,0.00037921500018347831,0.00077012606536678533,0.00039091106518330702
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g020,03,22,20,Q80,0.80000000000000004,198,158,29,20,0.00037921500018347831,0.00082936267927962012,0.00045014767909614181
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g020,03,22,20,Q100,1,198,197,29,74,0.00037921500018347831,0.00089334776657103068,0.00051413276638755242
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g035,03,22,35,Q00,0,99,0,29,16,3.7513743231807965e-05,0.00020660134625067442,0.00016908760301886645
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g035,03,22,35,Q20,0.20000000000000001,99,20,29,7,3.7513743231807965e-05,0.0002359754158908368,0.00019846167265902883
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g035,03,22,35,Q40,0.40000000000000002,99,39,29,86,3.7513743231807965e-05,0.00025077802423178976,0.00021326428099998178
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g035,03,22,35,Q60,0.59999999999999998,99,59,29,45,3.7513743231807965e-05,0.00025941528810072886,0.00022190154486892089
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g035,03,22,35,Q80,0.80000000000000004,99,78,29,48,3.7513743231807965e-05,0.00026845443677741822,0.00023094069354561025
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g035,03,22,35,Q100,1,99,98,29,98,3.7513743231807965e-05,0.00028479185462019694,0.00024727811138838899
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g050,03,22,50,Q00,0,198,0,37,29,0.00023668740079622674,4.0746944729905063e-05,-0.00019594045606632167
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g050,03,22,50,Q20,0.20000000000000001,198,39,37,1,0.00023668740079622674,0.00026036016363890999,2.3672762842683254e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g050,03,22,50,Q40,0.40000000000000002,198,79,37,69,0.00023668740079622674,0.0002789254332031929,4.223803240696616e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g050,03,22,50,Q60,0.59999999999999998,198,118,29,90,0.00023668740079622674,0.00049110345473834269,0.00025441605394211595
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g050,03,22,50,Q80,0.80000000000000004,198,158,29,84,0.00023668740079622674,0.00053939797432257103,0.00030271057352634429
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g050,03,22,50,Q100,1,198,197,29,98,0.00023668740079622674,0.00057886683065931351,0.00034217942986308677
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g065,03,22,65,Q00,0,297,0,57,29,0.00038549421496303295,0.00016606335345076427,-0.00021943086151226867
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g065,03,22,65,Q20,0.20000000000000001,297,59,31,67,0.00038549421496303295,0.00037911092926727272,-6.3832856957602314e-06
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g065,03,22,65,Q40,0.40000000000000002,297,118,57,77,0.00038549421496303295,0.00040242369843787899,1.6929483474846041e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g065,03,22,65,Q60,0.59999999999999998,297,178,31,4,0.00038549421496303295,0.00043842038187433654,5.2926166911303587e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g065,03,22,65,Q80,0.80000000000000004,297,237,29,3,0.00038549421496303295,0.00061806148938240801,0.00023256727441937507
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g065,03,22,65,Q100,1,297,296,29,98,0.00038549421496303295,0.00067493229127753252,0.00028943807631449958
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g080,03,22,80,Q00,0,297,0,56,29,0.000331828881240988,0.00015991146084950273,-0.00017191742039148527
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g080,03,22,80,Q20,0.20000000000000001,297,59,31,27,0.000331828881240988,0.00035588634747931705,2.4057466238329049e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g080,03,22,80,Q40,0.40000000000000002,297,118,31,36,0.000331828881240988,0.00037414373928487969,4.2314858043891691e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g080,03,22,80,Q60,0.59999999999999998,297,178,56,17,0.000331828881240988,0.00038878448632439968,5.6955605083411679e-05
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g080,03,22,80,Q80,0.80000000000000004,297,237,29,21,0.000331828881240988,0.00056579948626275984,0.00023397060502177184
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m022-g080,03,22,80,Q100,1,297,296,29,96,0.000331828881240988,0.00061267528955467616,0.00028084640831368816
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g020,02,23,20,Q00,0,792,0,68,48,0.11795461014017442,0.015654252874095467,-0.10230035726607895
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g020,02,23,20,Q20,0.20000000000000001,792,158,91,88,0.11795461014017442,0.11843975570184499,0.00048514556167057743
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g020,02,23,20,Q40,0.40000000000000002,792,316,91,59,0.11795461014017442,0.12306751386885416,0.0051129037286797435
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g020,02,23,20,Q60,0.59999999999999998,792,475,68,64,0.11795461014017442,0.12695112693928851,0.0089965167991140904
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g020,02,23,20,Q80,0.80000000000000004,792,633,0,9,0.11795461014017442,0.133074977573059,0.015120367432884585
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g020,02,23,20,Q100,1,792,791,0,83,0.11795461014017442,0.14416228257907063,0.026207672438896212
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g035,02,23,35,Q00,0,2178,0,6,48,0.29001236050978146,0.18943049187115549,-0.10058186863862598
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g035,02,23,35,Q20,0.20000000000000001,2178,435,91,56,0.29001236050978146,0.28659830455823687,-0.0034140559515445923
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g035,02,23,35,Q40,0.40000000000000002,2178,871,19,92,0.29001236050978146,0.29409481548491812,0.0040824549751366512
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g035,02,23,35,Q60,0.59999999999999998,2178,1306,68,28,0.29001236050978146,0.30017770303495461,0.010165342525173149
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g035,02,23,35,Q80,0.80000000000000004,2178,1742,45,74,0.29001236050978146,0.30769221030581567,0.017679849796034208
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g035,02,23,35,Q100,1,2178,2177,20,13,0.29001236050978146,0.33617490021348173,0.046162539703700267
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g050,02,23,50,Q00,0,792,0,29,48,0.17031661782580257,0.022659065806116666,-0.14765755201968589
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g050,02,23,50,Q20,0.20000000000000001,792,158,29,27,0.17031661782580257,0.16851785755072726,-0.0017987602750753062
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g050,02,23,50,Q40,0.40000000000000002,792,316,88,27,0.17031661782580257,0.17510526967669335,0.0047886518508907794
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g050,02,23,50,Q60,0.59999999999999998,792,475,88,67,0.17031661782580257,0.18093761316250839,0.010620995336705824
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g050,02,23,50,Q80,0.80000000000000004,792,633,77,67,0.17031661782580257,0.18959220223961434,0.019275584413811775
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g050,02,23,50,Q100,1,792,791,0,4,0.17031661782580257,0.20452197287016283,0.034205355044360258
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g065,02,23,65,Q00,0,1584,0,65,48,0.34951400783057118,0.13384546921116194,-0.21566853861940924
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g065,02,23,65,Q20,0.20000000000000001,1584,317,45,88,0.34951400783057118,0.34842156329333573,-0.0010924445372354485
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g065,02,23,65,Q40,0.40000000000000002,1584,633,68,54,0.34951400783057118,0.35815485734388408,0.0086408495133128982
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g065,02,23,65,Q60,0.59999999999999998,1584,950,45,29,0.34951400783057118,0.36537767553255085,0.015863667701979667
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g065,02,23,65,Q80,0.80000000000000004,1584,1266,80,75,0.34951400783057118,0.37350470944094566,0.023990701610374476
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g065,02,23,65,Q100,1,1584,1583,47,82,0.34951400783057118,0.41597649196083936,0.066462484130268173
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g080,02,23,80,Q00,0,1782,0,67,48,0.2947833486087727,0.10874067852911362,-0.18604267007965908
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g080,02,23,80,Q20,0.20000000000000001,1782,356,77,56,0.2947833486087727,0.28915090461207837,-0.0056324439966943252
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g080,02,23,80,Q40,0.40000000000000002,1782,712,24,18,0.2947833486087727,0.29582898669607482,0.0010456380873021254
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g080,02,23,80,Q60,0.59999999999999998,1782,1069,24,88,0.2947833486087727,0.30138038095761832,0.0065970323488456217
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g080,02,23,80,Q80,0.80000000000000004,1782,1425,61,81,0.2947833486087727,0.30796137528051165,0.013178026671738952
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m023-g080,02,23,80,Q100,1,1782,1781,20,75,0.2947833486087727,0.34101436415131758,0.046231015542544884
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g020,03,23,20,Q00,0,1386,0,81,48,0.38401615538817735,0.11232395585693328,-0.27169219953124407
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g020,03,23,20,Q20,0.20000000000000001,1386,277,77,88,0.38401615538817735,0.3843410833599708,0.0003249279717934539
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g020,03,23,20,Q40,0.40000000000000002,1386,554,31,80,0.38401615538817735,0.39201517660835072,0.0079990212201733746
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g020,03,23,20,Q60,0.59999999999999998,1386,831,77,90,0.38401615538817735,0.40013362880046494,0.016117473412287586
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g020,03,23,20,Q80,0.80000000000000004,1386,1108,26,18,0.38401615538817735,0.40782817369731678,0.023812018309139427
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g020,03,23,20,Q100,1,1386,1385,20,67,0.38401615538817735,0.45215328248818226,0.068137127100004913
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g035,03,23,35,Q00,0,1386,0,96,48,0.47599328055333218,0.20696474330755055,-0.26902853724578163
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g035,03,23,35,Q20,0.20000000000000001,1386,277,40,47,0.47599328055333218,0.46780445554666283,-0.0081888250066693424
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g035,03,23,35,Q40,0.40000000000000002,1386,554,77,92,0.47599328055333218,0.47473809876502959,-0.001255181788302584
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g035,03,23,35,Q60,0.59999999999999998,1386,831,19,11,0.47599328055333218,0.48138472619960304,0.0053914456462708649
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g035,03,23,35,Q80,0.80000000000000004,1386,1108,0,29,0.47599328055333218,0.49325316192323637,0.017259881369904195
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g035,03,23,35,Q100,1,1386,1385,20,46,0.47599328055333218,0.6416011849120159,0.16560790435868372
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g050,03,23,50,Q00,0,2079,0,64,48,0.69929513977856228,0.33774508151864779,-0.36155005825991449
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g050,03,23,50,Q20,0.20000000000000001,2079,416,45,16,0.69929513977856228,0.68074460326479991,-0.018550536513762372
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g050,03,23,50,Q40,0.40000000000000002,2079,831,68,41,0.69929513977856228,0.68947908372195887,-0.0098160560566034061
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g050,03,23,50,Q60,0.59999999999999998,2079,1247,62,31,0.69929513977856228,0.6997804945521775,0.00048535477361522084
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g050,03,23,50,Q80,0.80000000000000004,2079,1662,23,30,0.69929513977856228,0.70603681693375597,0.0067416771551936927
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g050,03,23,50,Q100,1,2079,2078,73,61,0.69929513977856228,0.73278116524168013,0.033486025463117852
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g065,03,23,65,Q00,0,1386,0,29,48,0.30480051180400147,0.060495595658379225,-0.24430491614562225
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g065,03,23,65,Q20,0.20000000000000001,1386,277,18,47,0.30480051180400147,0.30213731012524775,-0.0026632016787537238
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g065,03,23,65,Q40,0.40000000000000002,1386,554,2,82,0.30480051180400147,0.30869402115529804,0.0038935093512965646
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g065,03,23,65,Q60,0.59999999999999998,1386,831,68,96,0.30480051180400147,0.31668123274660853,0.011880720942607059
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g065,03,23,65,Q80,0.80000000000000004,1386,1108,56,95,0.30480051180400147,0.32963462154926915,0.024834109745267674
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g065,03,23,65,Q100,1,1386,1385,49,38,0.30480051180400147,0.42253995373435949,0.11773944193035801
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g080,03,23,80,Q00,0,1782,0,94,48,0.46523015749272778,0.21830889163470982,-0.24692126585801796
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g080,03,23,80,Q20,0.20000000000000001,1782,356,27,99,0.46523015749272778,0.46077711192927795,-0.0044530455634498312
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g080,03,23,80,Q40,0.40000000000000002,1782,712,39,96,0.46523015749272778,0.46831100501478751,0.0030808475220597265
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g080,03,23,80,Q60,0.59999999999999998,1782,1069,61,15,0.46523015749272778,0.47503906774571536,0.0098089102529875793
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g080,03,23,80,Q80,0.80000000000000004,1782,1425,14,37,0.46523015749272778,0.48274129798324905,0.017511140490521271
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m023-g080,03,23,80,Q100,1,1782,1781,20,13,0.46523015749272778,0.52743594194069099,0.062205784447963208
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g020,02,24,20,Q00,0,2079,0,62,10,0.3426290098312928,0.29700495639899471,-0.045624053432298084
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g020,02,24,20,Q20,0.20000000000000001,2079,416,69,0,0.3426290098312928,0.34044262103377465,-0.0021863887975181462
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g020,02,24,20,Q40,0.40000000000000002,2079,831,11,6,0.3426290098312928,0.34650058428841418,0.003871574457121385
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g020,02,24,20,Q60,0.59999999999999998,2079,1247,57,30,0.3426290098312928,0.35282105314783585,0.010192043316543054
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g020,02,24,20,Q80,0.80000000000000004,2079,1662,68,98,0.3426290098312928,0.35975918062890927,0.017130170797616473
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g020,02,24,20,Q100,1,2079,2078,52,31,0.3426290098312928,0.45691592767040046,0.11428691783910766
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g035,02,24,35,Q00,0,1287,0,18,61,0.11457470678134114,0.077235036431765658,-0.037339670349575485
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g035,02,24,35,Q20,0.20000000000000001,1287,257,1,97,0.11457470678134114,0.11306392138541679,-0.0015107853959243495
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g035,02,24,35,Q40,0.40000000000000002,1287,514,96,52,0.11457470678134114,0.11925668507069578,0.0046819782893546408
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g035,02,24,35,Q60,0.59999999999999998,1287,772,99,6,0.11457470678134114,0.12557459741648372,0.010999890635142576
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g035,02,24,35,Q80,0.80000000000000004,1287,1029,11,97,0.11457470678134114,0.12910579367719952,0.014531086895858372
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g035,02,24,35,Q100,1,1287,1286,10,58,0.11457470678134114,0.20700320854212473,0.092428501760783585
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g050,02,24,50,Q00,0,2178,0,12,61,0.46824927655143278,0.41061517246239365,-0.057634104089039129
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g050,02,24,50,Q20,0.20000000000000001,2178,435,17,49,0.46824927655143278,0.46388744476863908,-0.0043618317827937014
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g050,02,24,50,Q40,0.40000000000000002,2178,871,8,98,0.46824927655143278,0.47174629509756738,0.0034970185461346004
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g050,02,24,50,Q60,0.59999999999999998,2178,1306,92,30,0.46824927655143278,0.47788398260673154,0.0096347060552987585
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g050,02,24,50,Q80,0.80000000000000004,2178,1742,94,8,0.46824927655143278,0.48520282353698491,0.016953546985552126
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g050,02,24,50,Q100,1,2178,2177,61,54,0.46824927655143278,0.55656118225899909,0.088311905707566307
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g065,02,24,65,Q00,0,1881,0,18,61,0.37735671804011012,0.32031094840579588,-0.057045769634314236
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g065,02,24,65,Q20,0.20000000000000001,1881,376,37,57,0.37735671804011012,0.3713561610531122,-0.0060005569869979181
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g065,02,24,65,Q40,0.40000000000000002,1881,752,30,9,0.37735671804011012,0.3776348860533994,0.00027816801328928165
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g065,02,24,65,Q60,0.59999999999999998,1881,1128,31,89,0.37735671804011012,0.38485001082557829,0.0074932927854681752
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g065,02,24,65,Q80,0.80000000000000004,1881,1504,96,55,0.37735671804011012,0.39353992242930336,0.01618320438919324
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g065,02,24,65,Q100,1,1881,1880,61,17,0.37735671804011012,0.53424971062918414,0.15689299258907402
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g080,02,24,80,Q00,0,2178,0,46,61,0.61874228229491168,0.48126861118061304,-0.13747367111429865
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g080,02,24,80,Q20,0.20000000000000001,2178,435,19,77,0.61874228229491168,0.60980264714122312,-0.0089396351536885632
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g080,02,24,80,Q40,0.40000000000000002,2178,871,8,88,0.61874228229491168,0.61693912474677759,-0.0018031575481340933
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g080,02,24,80,Q60,0.59999999999999998,2178,1306,84,35,0.61874228229491168,0.62264696482101167,0.0039046825260999896
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g080,02,24,80,Q80,0.80000000000000004,2178,1742,84,28,0.61874228229491168,0.63052301057801352,0.011780728283101838
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m024-g080,02,24,80,Q100,1,2178,2177,68,17,0.61874228229491168,0.65717596108899823,0.038433678794086545
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g020,03,24,20,Q00,0,1386,0,80,10,0.42929648231285772,0.30915125353818623,-0.12014522877467149
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g020,03,24,20,Q20,0.20000000000000001,1386,277,80,17,0.42929648231285772,0.42172432012837646,-0.007572162184481257
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g020,03,24,20,Q40,0.40000000000000002,1386,554,80,63,0.42929648231285772,0.42868457557953515,-0.00061190673332256473
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g020,03,24,20,Q60,0.59999999999999998,1386,831,50,62,0.42929648231285772,0.43525816894773173,0.0059616866348740083
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g020,03,24,20,Q80,0.80000000000000004,1386,1108,87,9,0.42929648231285772,0.44678054086566082,0.017484058552803106
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g020,03,24,20,Q100,1,1386,1385,68,58,0.42929648231285772,0.46751900618635611,0.038222523873498393
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g035,03,24,35,Q00,0,2178,0,19,10,0.57540044279734504,0.47553274836665033,-0.099867694430694709
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g035,03,24,35,Q20,0.20000000000000001,2178,435,42,72,0.57540044279734504,0.57090830532815406,-0.004492137469190971
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g035,03,24,35,Q40,0.40000000000000002,2178,871,92,6,0.57540044279734504,0.57550198432903543,0.0001015415316903967
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g035,03,24,35,Q60,0.59999999999999998,2178,1306,2,67,0.57540044279734504,0.5794221283833928,0.0040216855860477629
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g035,03,24,35,Q80,0.80000000000000004,2178,1742,26,23,0.57540044279734504,0.58376166477937985,0.0083612219820348166
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g035,03,24,35,Q100,1,2178,2177,68,46,0.57540044279734504,0.60674521135915882,0.031344768561813785
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g050,03,24,50,Q00,0,2178,0,12,61,0.62927718294952484,0.51551893984389219,-0.11375824310563265
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m024-g050,03,24,50,Q20,0.20000000000000001,2178,435,62,38,0.62927718294952484,0.62423641639858807,-0.0050407665509367705
