mechanism,candidate,matrix_id,landmark,main_attempt,launch_mass,launch_occupied,launch_entropy,source_throughput,active_throughput,q_f12,q_f12_A,q_f12_B,q_break_f12,mean_inherited_f12,survival_f12,mean_growth_updates_f12,mean_final_entropy_f12,mean_final_occupied_f12,q_break_f32,q_run8_f32,q_strict_all8,q_strict_all8_A,q_strict_all8_B,q_strict_first5,q_strict_centroid,survival_f32,frozen_direct,frozen_full,frozen_outside_5sd,crossfit_h10,crossfit_h10_state
COUPLING_DERANGED,03,86,50.0,0.0,36.6,17.4,2.4760319957747083,194.58434967092637,34.09264495248716,0.575,0.5875,0.5625,0.675,10.678125,1.0,481.63125,2.4870180587791584,18.159375,0.884375,0.796875,0.0125,0.0125,0.0125,0.1,0.171875,1.0,0.4373313307104773,0.5893207875899403,0.0,0.5612387869162542,0.5745320414779828
COUPLING_DERANGED,03,87,50.0,0.0,40.2,20.0,2.5900415534059604,126.29699687728635,7.8134086806584095,0.75625,0.7125,0.8,0.9,9.65625,1.0,572.996875,2.6869556118662414,20.94375,0.996875,0.86875,0.0,0.0,0.0,0.04375,0.1125,1.0,0.5579486015728952,0.6565792248911275,0.0,0.6227093753964864,0.6384344475878183
COUPLING_DERANGED,03,88,50.0,0.0,39.8,19.6,2.6034820165864647,337.60810644802916,6.6557996405919635,0.5,0.55,0.45,0.5875,11.078125,1.0,372.265625,2.3153192446904107,16.84375,0.83125,0.734375,0.01875,0.0125,0.025,0.15,0.078125,1.0,0.4632539374101805,0.5833092716050933,0.0,0.5957926207038,0.6125400219132577
COUPLING_DERANGED,03,89,50.0,0.0,40.4,17.0,2.4229278871508497,273.3359369928727,134.95732975377433,0.39375,0.36875,0.41875,0.51875,11.13125,1.0,358.340625,2.444579319115963,17.9875,0.90625,0.7125,0.0,0.0,0.0,0.059375,0.075,1.0,0.39096084616972704,0.43947984426072173,0.2,0.4637213336602339,0.46489741648838867
COUPLING_DERANGED,03,90,50.0,0.0,40.2,18.4,2.6053934861045605,271.02285255305645,17.229666068898503,0.784375,0.79375,0.775,0.91875,9.0125,1.0,395.309375,2.7221484330402723,21.121875,0.99375,0.828125,0.0,0.0,0.0,0.034375,0.15625,1.0,0.620959076691569,0.7128708058018206,0.0,0.6061939240450951,0.6472931302262104
COUPLING_DERANGED,03,91,50.0,0.0,42.6,17.8,2.3543570305308674,368.4662638029561,64.6007377595175,0.5625,0.5875,0.5375,0.7375,10.55625,1.0,396.06875,2.644258209420021,20.009375,0.903125,0.771875,0.0375,0.05,0.025,0.1625,0.203125,1.0,0.3249743802977106,0.39262930222048664,0.0,0.5356198896636704,0.5369915700660989
COUPLING_DERANGED,03,92,50.0,0.0,39.8,19.0,2.6114908786356996,145.38888849287233,17.1841639060945,0.753125,0.78125,0.725,0.921875,9.2125,1.0,545.88125,2.6166720480032906,20.015625,0.9875,0.83125,0.015625,0.0125,0.01875,0.084375,0.121875,1.0,0.5513056402132301,0.7060742183471334,0.0,0.5881610705288648,0.6202353978924899
COUPLING_DERANGED,03,93,50.0,0.0,42.4,21.8,2.7596402892322205,182.25569396960458,31.587163637353008,0.84375,0.85,0.8375,0.915625,9.421875,1.0,389.725,2.6315045994334927,19.95625,0.978125,0.878125,0.003125,0.0,0.00625,0.109375,0.215625,1.0,0.5441867120037774,0.6333681897496212,0.0,0.5448380074752068,0.5717796379205985
COUPLING_DERANGED,03,94,50.0,0.0,41.8,7.4,0.9013363618638486,24827.61536807831,7.725961390390705,0.390625,0.36875,0.4125,0.584375,10.753125,1.0,472.35,1.9296757008879872,15.415625,0.66875,0.584375,0.396875,0.3875,0.40625,0.403125,0.409375,1.0,0.09989498673059605,0.10100804651783005,0.2,0.32002900160258296,0.2803836147834064
COUPLING_DERANGED,03,95,50.0,0.0,40.8,17.4,2.43982571568126,403.2189462644586,258.08932256268923,0.353125,0.35,0.35625,0.515625,11.075,1.0,375.4625,2.4183303191689562,17.89375,0.9125,0.68125,0.003125,0.00625,0.0,0.096875,0.109375,1.0,0.5473620786866162,0.5771955432214029,0.0,0.5558816575301816,0.5578988829347145
FISSION_ONLY_GENERATIVE,02,0,50.0,0.0,40.0,34.4,3.484333280681862,72.32792796957338,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4328488287330736,32.971875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9589092658899576,0.9999999699502748,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,1,50.0,0.0,40.0,33.6,3.4670723563347545,30.026445055738918,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.437840692322439,33.10625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9642881154293823,0.9999999717264021,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,2,50.0,0.0,40.0,33.0,3.4279642558861965,16.09022060875105,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.436157856351445,33.059375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9589202017758474,0.9999999697617517,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,3,50.0,0.0,40.0,33.8,3.471387587421532,18.419907474544036,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4325260333411514,32.953125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9509398730829192,0.9999999689925014,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,4,50.0,0.0,40.0,32.6,3.4202510440635123,25.122075259349838,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.450108909532003,33.425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9660269556316059,0.9999999715717406,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,5,50.0,0.0,40.0,33.0,3.4410454594803106,84.20339429385093,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4347365132238274,33.003125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9629223110975257,0.9999999706193382,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,6,50.0,0.0,40.0,31.4,3.3803612035978694,156.86776045818988,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.432378249166186,32.953125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9589561772558566,0.9999999700567525,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,7,50.0,0.0,40.0,32.8,3.4189876863674336,26.9690918673292,,0.0,0.0,0.0,1.0,0.003125,1.0,480.0,3.43224551554369,32.946875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9519629342568383,0.9999999718869741,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,8,50.0,0.0,40.0,32.2,3.41070333153909,59.156451858319556,,0.0,0.0,0.0,1.0,0.003125,1.0,480.0,3.4363044672970715,33.028125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9581745284185306,0.9999999701053459,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,9,50.0,0.0,40.0,31.8,3.3872926754034696,74.1997194800304,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4329460915216075,32.971875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9689019842245129,0.9999999716943689,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,10,50.0,0.0,40.0,33.2,3.442744449848264,56.317776175452295,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.428958799951887,32.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9578240591741352,0.9999999693074727,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,11,50.0,0.0,40.0,31.4,3.382977444316692,16.386796444583265,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.430495254086965,32.91875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9670331790694728,0.9999999723550681,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,12,50.0,0.0,40.0,33.2,3.442744449848264,68.67071666959052,,0.0,0.0,0.0,1.0,0.003125,1.0,480.0,3.442012637734316,33.21875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9701553348323365,0.9999999716596666,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,13,50.0,0.0,40.0,33.8,3.4687713467027086,31.025285072556642,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4460274201481615,33.303125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9656207988088059,0.9999999713416768,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,14,50.0,0.0,40.0,33.8,3.4670723563347545,21.2622624869856,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4401416282331505,33.10625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9776398414381686,0.9999999739228589,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,15,50.0,0.0,40.0,34.2,3.4774018088762615,29.535564250542695,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.441705573212355,33.190625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9698032593004404,0.9999999720033721,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,16,50.0,0.0,40.0,31.2,3.3655810096358016,55.6146013366595,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4387545862159774,33.140625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.958947150679559,0.9999999702933211,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,17,50.0,0.0,40.0,32.6,3.412402321907044,53.51760281308695,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4417394196091977,33.159375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9666428780846801,0.9999999706944204,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,18,50.0,0.0,40.0,32.2,3.3976221279449765,18.36731802633104,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.432054054941035,32.925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9505676304696216,0.999999968459578,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,19,50.0,0.0,40.0,34.0,3.475702818508308,25.387984500065063,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4353200864492095,33.046875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9688633566936687,0.9999999716230766,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,20,50.0,0.0,40.0,32.4,3.4097860811882215,24.56935564725451,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.445377594666387,33.2875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9671884642011506,0.9999999710595198,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,21,50.0,0.0,40.0,34.0,3.4783190592271302,18.538854229954957,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.436981783622973,33.03125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9590830671092195,0.9999999703949802,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,22,50.0,0.0,40.0,33.2,3.4505931720047327,47.212803243728274,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.440159250848186,33.15625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9520124690060928,0.9999999689233368,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,23,50.0,0.0,40.0,35.6,3.5311545929531034,42.342257693133554,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4331704508956578,32.965625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.971038299454451,0.9999999717266288,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,24,50.0,0.0,40.0,31.4,3.3734297317922697,16.98268031678206,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.432716095110577,32.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9807501884371078,0.9999999741807342,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,25,50.0,0.0,40.0,33.4,3.4522921623726868,17.38283330788091,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.439336986212021,33.121875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9682625599999856,0.9999999714290002,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,26,50.0,0.0,40.0,33.2,3.44797693128591,22.783445091336578,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.435605519262095,33.04375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.958984326250425,0.9999999703181608,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,27,50.0,0.0,40.0,34.4,3.4852505310327304,11.366081326251898,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.43999433697003,33.1375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9638205652591166,0.9999999708526802,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,28,50.0,0.0,40.0,34.2,3.4800180495950848,57.68212657524231,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4362459659208042,33.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9747634871774468,0.9999999730375861,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,29,50.0,0.0,40.0,34.0,3.473086577789485,59.884312246650474,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.428090248627222,32.834375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9769795077201012,0.9999999731596368,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,30,50.0,0.0,40.0,33.0,3.4462779409179563,23.531572590959986,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.438813087592245,33.121875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9684830674523704,0.9999999724970537,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,31,50.0,0.0,40.0,32.2,3.4054708501014446,13.809150937285413,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.439104872452026,33.0875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9635368864600459,0.9999999707942985,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,32,50.0,0.0,40.0,34.2,3.4852505310327304,7.90960443278464,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.434530002068704,33.009375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9537107048726631,0.9999999693989741,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,33,50.0,0.0,40.0,33.4,3.4522921623726868,36.60264109717528,,0.0,0.0,0.0,1.0,0.003125,1.0,480.0,3.43682155915635,33.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9700249846330345,0.9999999720271685,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,34,50.0,0.0,40.0,33.6,3.451374912021818,23.57952001946962,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4426105429964293,33.234375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9648834722148927,0.9999999711831296,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,35,50.0,0.0,40.0,32.4,3.4202510440635123,15.608996284375934,,0.0,0.0,0.0,1.0,0.003125,1.0,480.0,3.4373541562816987,33.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9683355557037544,0.9999999716081771,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,36,50.0,0.0,40.0,33.6,3.4592236341782865,21.008906530775242,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4407728869802625,33.18125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.969268027277483,0.9999999717380673,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,37,50.0,0.0,40.0,34.2,3.4783190592271302,19.444504519857393,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4471990269007486,33.340625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9743158496967608,0.999999972532612,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,38,50.0,0.0,40.0,33.4,3.457524643810332,65.32012232364666,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4402045934170595,33.153125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9683760848937271,0.9999999715854757,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,39,50.0,0.0,40.0,33.8,3.471387587421531,21.563614046055783,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4295069023433067,32.903125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9632479664012454,0.9999999712271593,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,40,50.0,0.0,40.0,33.2,3.438429218761488,45.39703607524313,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4504136275952875,33.390625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9649333795675537,0.9999999708212683,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,41,50.0,0.0,40.0,33.2,3.44797693128591,26.490853097030868,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.444607250249883,33.275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.974415840611033,0.999999972857173,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,42,50.0,0.0,40.0,34.0,3.473086577789485,14.448385208590793,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4426312270800588,33.1875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9773431309593354,0.9999999731006156,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,43,50.0,0.0,40.0,33.8,3.4661551059838858,14.38332919588073,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4370541276299478,33.109375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9609820699805303,0.9999999709678997,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,44,50.0,0.0,40.0,34.6,3.4938809932062838,21.639645607694064,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.443672446668825,33.265625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9691639890393144,0.9999999714541457,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,45,50.0,0.0,40.0,33.2,3.4384292187614873,14.125150480183638,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4297610990201597,32.88125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9695066791348139,0.999999971720791,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,46,50.0,0.0,40.0,33.0,3.435812978042665,11.654212301430434,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4487690983229577,33.36875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9642060911196475,0.9999999709542085,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,47,50.0,0.0,40.0,32.6,3.4202510440635123,45.19070147544723,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4264036673643226,32.778125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9692692462350646,0.9999999712811827,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,48,50.0,0.0,40.0,33.2,3.44797693128591,453.34406996702046,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.450535319759355,33.428125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9347208293594977,0.9999999672573269,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,49,50.0,0.0,40.0,34.0,3.4687713467027086,33.485009820038975,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4484122309303027,33.359375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9546693622890073,0.9999999692789714,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,50,50.0,0.0,40.0,33.2,3.440128209129442,26.585278416914576,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4524704641679476,33.490625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9616186860656644,0.9999999706342306,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,51,50.0,0.0,40.0,33.6,3.4479769312859103,11.18962580461475,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.438049095222637,33.06875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9592747106322328,0.9999999698769407,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,52,50.0,0.0,40.0,32.4,3.40377185973349,20.116049288705497,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4370672864373417,33.065625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9740263483391857,0.9999999720893046,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,53,50.0,0.0,40.0,33.6,3.461839874897109,14.086264958245224,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4362260003529115,33.021875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9704681458599731,0.9999999720209451,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,54,50.0,0.0,40.0,34.0,3.475702818508308,26.540889647936485,,0.0,0.0,0.0,1.0,0.003125,1.0,480.0,3.439967071729795,33.14375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9769243774415711,0.9999999730877007,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,55,50.0,0.0,40.0,33.2,3.4453606905670866,47.012307515738264,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4391586844167605,33.109375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9588434254090366,0.9999999697161499,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,56,50.0,0.0,40.0,34.0,3.4704703370706627,21.625238332552684,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.437575454187157,33.084375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9590913997983488,0.9999999696529706,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,57,50.0,0.0,40.0,32.8,3.434113987674711,54.654436926566156,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4400065516577976,33.128125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9785005477676402,0.9999999738269262,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,58,50.0,0.0,40.0,32.8,3.434113987674711,11.326891409688411,,0.0,0.0,0.0,1.0,0.003125,1.0,480.0,3.442369050413369,33.178125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9719379568748405,0.9999999725689902,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,59,50.0,0.0,40.0,33.8,3.4635388652650634,35.173058665325314,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.43390955917613,32.978125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9751961872184218,0.9999999726525122,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,60,50.0,0.0,40.0,34.0,3.475702818508308,23.795901514006527,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.433578294388346,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9677568088144917,0.9999999712188183,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,61,50.0,0.0,40.0,32.2,3.408087090820267,12.693334408744633,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4418258665431933,33.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.978168455146794,0.9999999749435391,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,62,50.0,0.0,40.0,30.4,3.338772372764273,20.992849585107617,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.440631947764038,33.175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9642644715870731,0.9999999709373801,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,63,50.0,0.0,40.0,33.8,3.471387587421531,44.670504976771426,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4386716554641756,33.103125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9680101568258961,0.9999999718691173,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,64,50.0,0.0,40.0,32.8,3.428881506237066,15.473255921276131,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.441704174379126,33.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9687078860168634,0.9999999720800382,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,65,50.0,0.0,40.0,33.2,3.44797693128591,63.0491265758382,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.435534122880567,33.009375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9701281434047399,0.9999999719768187,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,66,50.0,0.0,40.0,32.2,3.400238368663799,27.682891849550895,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.435407251898942,33.009375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9572323723634778,0.9999999692856474,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,67,50.0,0.0,40.0,32.4,3.399456628646714,85.59198075425284,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.436998687722273,33.05625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9571045561726137,0.9999999693502744,1.0,9.99999999999999e-09,9.99999999999999e-09
FISSION_ONLY_GENERATIVE,02,68,50.0,0.0,40.0,34.0,3.4783190592271302,11.148671636208228,,0.0,0.0,0.0,1.0,0.0,1.0,480.0,3.4360251227289482,33.0375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9686692127993245,0.9999999717011134,1.0,9.99999999999999e-09,9.99999999999999e-09
