mechanism,candidate,matrix_id,landmark,main_attempt,launch_mass,launch_occupied,launch_entropy,source_throughput,active_throughput,q_f12,q_f12_A,q_f12_B,q_break_f12,mean_inherited_f12,survival_f12,mean_growth_updates_f12,mean_final_entropy_f12,mean_final_occupied_f12,q_break_f32,q_run8_f32,q_strict_all8,q_strict_all8_A,q_strict_all8_B,q_strict_first5,q_strict_centroid,survival_f32,frozen_direct,frozen_full,frozen_outside_5sd,crossfit_h10,crossfit_h10_state
HOMOGENEOUS_GENERATIVE,02,10,50.0,0.0,40.0,32.6,3.4202510440635123,52.168941795050365,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.775,3.43149396697156,32.94375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9719856959348459,0.9999999721457924,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,11,50.0,0.0,40.0,35.2,3.5172916493419044,54.15950921577644,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.75,3.4418082439281577,33.1875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9676113099076877,0.9999999715734935,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,12,50.0,0.0,40.0,34.4,3.486949521400684,22.65602482105451,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.25,3.442924185169178,33.209375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9684545216824535,0.9999999717303835,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,13,50.0,0.0,40.0,32.8,3.439346469112356,38.23472822241697,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.365625,3.4376076344428155,33.084375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.972681132122502,0.9999999727477483,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,14,50.0,0.0,40.0,32.8,3.428881506237066,22.078276721197344,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.41875,3.444606077020544,33.25625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9656083820942338,0.9999999712796477,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,15,50.0,0.0,40.0,31.6,3.3777449628790466,27.588806277880206,54.59815003314422,0.0,0.0,0.0,1.0,0.003125,1.0,163.45625,3.4423074875685087,33.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9642526985200071,0.999999970577738,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,16,50.0,0.0,40.0,31.8,3.377744962879047,59.96041950528611,54.59815003314422,0.0,0.0,0.0,1.0,0.003125,1.0,162.453125,3.4399835211154928,33.146875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9607783817713921,0.9999999711030897,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,17,50.0,0.0,40.0,32.8,3.428881506237066,14.213669128871095,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.121875,3.445988658735895,33.284375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9813835687250245,0.99999997430978,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,18,50.0,0.0,40.0,32.4,3.417634803344689,122.83330602013264,54.598150033144215,0.0,0.0,0.0,1.0,0.0,1.0,162.934375,3.4384228667145917,33.109375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9595315771762083,0.9999999707174492,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,19,50.0,0.0,40.0,33.8,3.4592236341782856,27.171733430426258,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.80625,3.450336104770755,33.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9767898550341718,0.9999999733986769,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,20,50.0,0.0,40.0,32.2,3.408087090820268,10.893939254656294,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.55,3.4422952728807426,33.171875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.953259505810261,0.9999999698477458,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,21,50.0,0.0,40.0,31.2,3.3586495378302024,25.207896423110554,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.79375,3.4367268684303838,33.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9590136271462407,0.9999999694730517,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,22,50.0,0.0,40.0,31.8,3.3803612035978694,17.604406463462045,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.25,3.4291697749146524,32.865625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9656300673363247,0.999999970549419,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,23,50.0,0.0,40.0,32.2,3.4054708501014446,42.48753096825841,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.2,3.438817777003777,33.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9711437649769593,0.9999999717853157,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,24,50.0,0.0,40.0,31.6,3.3872926754034696,28.844032291536053,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.725,3.4375876688749236,33.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9700191368814192,0.9999999723195673,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,25,50.0,0.0,40.0,33.4,3.4496759216538644,20.329144806991184,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,161.8625,3.436299059369803,33.0375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9711421484424854,0.9999999718562966,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,26,50.0,0.0,40.0,33.8,3.4661551059838858,24.100715563352512,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.159375,3.436083169391614,33.015625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9748879827197173,0.9999999730541651,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,27,50.0,0.0,40.0,34.6,3.4991134746439285,24.296386296248237,54.598150033144215,0.0,0.0,0.0,1.0,0.0,1.0,162.63125,3.4341602396707884,32.978125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9557675452874707,0.9999999697447299,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,28,50.0,0.0,40.0,33.4,3.4522921623726868,52.96065281193436,54.598150033144215,0.0,0.0,0.0,1.0,0.0,1.0,162.8875,3.442471457327038,33.234375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9754350966981393,0.9999999730707779,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,29,50.0,0.0,40.0,32.6,3.4054708501014446,122.10145598109868,54.598150033144215,0.0,0.0,0.0,1.0,0.0,1.0,162.01875,3.442997018582177,33.203125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9579696540811552,0.9999999692038994,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,30,50.0,0.0,40.0,32.2,3.3895628087770815,34.76888896862587,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.615625,3.4350560180374456,33.025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9592340732089122,0.9999999704744221,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,31,50.0,0.0,40.0,34.0,3.4809352999459535,17.31475781516432,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.31875,3.4422478129629033,33.184375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.968676561570524,0.9999999721025498,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,32,50.0,0.0,40.0,32.4,3.4150185626258667,8.89251397044487,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,161.778125,3.4383037466130917,33.0875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9752328171399668,0.9999999735551537,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,33,50.0,0.0,40.0,34.6,3.4947982435571525,24.645006800029627,54.598150033144215,0.0,0.0,0.0,1.0,0.0,1.0,161.934375,3.4356358459709226,33.0125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9683637840840777,0.9999999716195077,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,34,50.0,0.0,40.0,33.8,3.4635388652650625,13.95914730433968,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.5625,3.439575452018913,33.11875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9593290679356576,0.9999999705506459,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,35,50.0,0.0,40.0,32.2,3.402854609382622,48.755215862651646,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.7375,3.4453954428853137,33.296875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9693809087513399,0.9999999715214093,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,36,50.0,0.0,40.0,33.2,3.4453606905670875,23.75246863781679,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.1625,3.4390794989568647,33.1375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9638802267210519,0.9999999709503007,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,37,50.0,0.0,40.0,32.4,3.41070333153909,21.285377442470327,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.30625,3.4416181821587317,33.18125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.964205516136777,0.9999999708874844,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,38,50.0,0.0,40.0,32.6,3.407169840469398,22.544969727224963,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.603125,3.44139359367497,33.159375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9565526742591339,0.9999999687942944,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,39,50.0,0.0,40.0,32.8,3.4314977469558885,17.29952813497233,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,161.95625,3.4361254469860745,33.0375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9787927692285067,0.9999999738008171,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,40,50.0,0.0,40.0,33.2,3.435812978042665,38.701764080130474,54.59815003314422,0.0,0.0,0.0,1.0,0.003125,1.0,162.1625,3.4360836241052164,33.028125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9593687988754993,0.9999999695087501,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,41,50.0,0.0,40.0,32.8,3.4288815062370652,19.161520980126255,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.896875,3.4372860122802322,33.065625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9615324844898477,0.9999999702600147,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,42,50.0,0.0,40.0,33.0,3.420686676735387,12.942333679410632,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.734375,3.4336945786251447,33.046875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9700960933253004,0.9999999714678591,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,43,50.0,0.0,40.0,34.0,3.4631927579198534,42.72433174108789,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.884375,3.4370275809054482,33.090625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9516365519385713,0.9999999683651787,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,44,50.0,0.0,40.0,34.2,3.4852505310327304,70.32952165362556,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.05,3.4386627313547122,33.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9672933653230313,0.9999999714015171,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,45,50.0,0.0,40.0,32.2,3.400238368663799,16.225099464231825,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.953125,3.443772052410215,33.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9711477980058376,0.9999999717428982,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,46,50.0,0.0,40.0,33.6,3.4592236341782856,10.026622774704792,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.046875,3.4365579454581883,33.0625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9689868381150809,0.9999999715012317,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,47,50.0,0.0,40.0,34.0,3.4757028185083074,432.15458897907246,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.2875,3.4429981918115153,33.20625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9587632784038063,0.9999999707116917,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,48,50.0,0.0,40.0,33.4,3.457524643810332,368.2382945696605,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.215625,3.437827533515044,33.084375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9743771249416586,0.999999972795598,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,49,50.0,0.0,40.0,34.0,3.471387587421531,21.696815416824702,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,161.834375,3.438605403207783,33.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9624418938310189,0.9999999710248698,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,50,50.0,0.0,40.0,32.2,3.408087090820268,17.054282161518014,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.153125,3.438406417328894,33.103125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.963738713652609,0.9999999709762589,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,51,50.0,0.0,40.0,32.4,3.41763480334469,13.279955724321454,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.121875,3.4311159607816735,32.9125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9642905628799511,0.9999999711937159,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,52,50.0,0.0,40.0,30.2,3.3213759380833827,16.50196454710619,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,161.66875,3.4314375829442576,32.915625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.962041495650895,0.999999970134388,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,53,50.0,0.0,40.0,32.2,3.4116205818899585,13.942804450552737,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.265625,3.442097685835082,33.20625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9553002505564182,0.9999999705993252,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,54,50.0,0.0,40.0,30.2,3.320594198066297,23.304748313408908,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.48125,3.437386336537358,33.059375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9525566558620785,0.9999999685094154,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,55,50.0,0.0,40.0,33.0,3.4331967373238426,16.036757865761068,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.4875,3.4350346536363245,33.00625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9685634576712768,0.9999999715045507,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,56,50.0,0.0,40.0,32.8,3.4314977469558885,17.395180292200607,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.115625,3.439757988512105,33.121875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9706173153906894,0.9999999721692641,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,57,50.0,0.0,40.0,33.4,3.4549084030915096,26.63487451536716,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.50625,3.443296783431795,33.240625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.97160523625346,0.9999999729358422,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,58,50.0,0.0,40.0,33.4,3.452292162372687,9.903021809117941,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.98125,3.4420215618437795,33.184375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9718436297905868,0.9999999724615691,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,59,50.0,0.0,40.0,33.6,3.447059680935041,28.56051293706208,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.0375,3.433509695673277,32.9625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9737976851877166,0.9999999719856312,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,60,50.0,0.0,40.0,33.8,3.456607393459464,32.44058079083959,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.80625,3.4364912384881934,33.059375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9790946228521678,0.9999999735784035,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,61,50.0,0.0,40.0,33.6,3.4496759216538644,32.33112286326575,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.35625,3.4429615477482143,33.253125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9676031514668768,0.9999999710564105,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,62,50.0,0.0,40.0,33.6,3.4644561156159313,57.91864750386128,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.865625,3.4302351947692413,32.890625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9653059816968813,0.999999971176355,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,63,50.0,0.0,40.0,32.0,3.388645558426213,20.48091263912601,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.015625,3.435442722732904,33.0125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94542096312993,0.9999999679106297,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,64,50.0,0.0,40.0,34.2,3.4783190592271302,30.36992251496357,54.59815003314422,0.0,0.0,0.0,1.0,0.00625,1.0,162.125,3.435667082106954,33.015625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9763323622050061,0.9999999729258283,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,65,50.0,0.0,40.0,30.4,3.334457141677496,59.431480803370995,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.084375,3.433044298429768,32.96875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9745463135987051,0.9999999725191945,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,66,50.0,0.0,40.0,34.8,3.508661187168351,27.064394784964584,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.125,3.4419649522125857,33.20625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9701634110344521,0.999999971788245,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,67,50.0,0.0,40.0,32.4,3.41070333153909,57.323161732081395,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.59375,3.437377412427895,33.08125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9713199924694912,0.999999972169584,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,68,50.0,0.0,40.0,31.4,3.3803612035978694,11.861949270324597,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.19375,3.4384891189709847,33.065625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9569426112952778,0.9999999695395341,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,69,50.0,0.0,40.0,32.4,3.41070333153909,15.15247372348524,54.59815003314422,0.0,0.0,0.0,1.0,0.003125,1.0,162.075,3.4308117321244147,32.89375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.94017417056765,0.9999999678082571,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,70,50.0,0.0,40.0,34.6,3.4947982435571525,18.054335383153592,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.215625,3.4359379572792164,33.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9551779797907638,0.9999999694598255,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,71,50.0,0.0,40.0,32.4,3.408087090820267,34.85800930827712,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.503125,3.4310001312584766,32.9125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9675569839152176,0.999999971686503,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,72,50.0,0.0,40.0,33.8,3.4635388652650625,35.58859063929036,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.015625,3.4414997805729675,33.171875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.973965886304307,0.9999999729498954,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,73,50.0,0.0,40.0,33.8,3.4687713467027086,21.46676155935777,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.621875,3.4436581146320924,33.2625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9764846158287085,0.9999999734608955,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,74,50.0,0.0,40.0,33.0,3.425919158173033,11.561587116177696,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.603125,3.4373943165271945,33.084375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9636214745062535,0.9999999710109175,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,75,50.0,0.0,40.0,34.6,3.496497233925106,14.84454586028463,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.0375,3.439999026381564,33.165625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9641657083965823,0.9999999704868859,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,76,50.0,0.0,40.0,33.4,3.4453606905670866,27.653140847903405,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.971875,3.4402109454639556,33.128125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9683462597340622,0.9999999710084133,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,77,50.0,0.0,40.0,34.2,3.474785568157439,16.239338045926687,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.64375,3.441712872884698,33.20625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.972204295498066,0.999999972552162,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,78,50.0,0.0,40.0,33.8,3.4687713467027086,16.462647886879697,54.598150033144215,0.0,0.0,0.0,1.0,0.0,1.0,162.39375,3.441507305849202,33.165625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9786394083547718,0.9999999738598879,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,79,50.0,0.0,40.0,34.4,3.4947982435571516,36.83622572991387,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.63125,3.440599048992643,33.18125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9671557118516944,0.9999999720485426,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,80,50.0,0.0,40.0,34.8,3.4991134746439294,33.01353932883826,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,163.325,3.4416079362285252,33.19375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9559348528000905,0.9999999693566327,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,81,50.0,0.0,40.0,34.6,3.4991134746439285,31.980124576162677,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.365625,3.439932774125171,33.13125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9709800135137175,0.9999999715957408,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,82,50.0,0.0,40.0,35.2,3.52252413077955,17.46840675542133,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.609375,3.4324210196724927,32.953125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9666564857047157,0.999999971168039,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,83,50.0,0.0,40.0,34.2,3.482634290313907,19.134805854858723,54.59815003314422,0.0,0.0,0.0,1.0,0.0,1.0,162.60625,3.442351882511935,33.215625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9728715501075975,0.9999999719239124,1.0,9.99999999999999e-09,9.99999999999999e-09
HOMOGENEOUS_GENERATIVE,02,84,50.0,0.0,40.0,33.0,3.4285353988918557,25.290385678971983,54.598150033144215,0.0,0.0,0.0,1.0,0.0,1.0,162.315625,3.432771760622143,32.975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.950897401384087,0.9999999684648587,1.0,9.99999999999999e-09,9.99999999999999e-09
