state_id,cohort,candidate,matrix_id,landmark,mass,previous_growth_steps,cumulative_growth_steps,q_all,q_half_A,q_half_B,prediction_beta_only,prediction_h10,prediction_h10_beta,prediction_h10_duplicate_corrected,prediction_h10_state,prediction_h10_state_beta,prediction_h10_state_beta_interaction,prediction_h8,prediction_ridge_h10,prediction_ridge_h10_duplicate,prediction_state_only,prediction_legacy_prior,prediction_legacy_h9,prediction_legacy_beta,prediction_legacy_full
MECHCONF-c02-m001-g065,MECHCONF,02,1,65,40,36,3681,0.671875,0.6875,0.65625,0.40429419936307676,0.5668419914048233,0.5572568825738435,0.5668417649398002,0.62920616332116,0.619144561063236,0.657955878155463,0.5813446294137815,0.5596656555089801,0.5598122712303357,0.6457826240258792,0.34825,0.5775215918181413,0.3657510293450049,0.5753071443707612
MECHCONF-c02-m001-g080,MECHCONF,02,1,80,40,39,4530,0.59375,0.59375,0.59375,0.40429419936307676,0.3327888391956891,0.3383620213067936,0.33278895574279505,0.36949728192971576,0.3695263622031035,0.45579689761926284,0.28618647537655534,0.33375913072802155,0.33388616046432423,0.33460823772276627,0.34825,0.28721897798313767,0.3657510293450049,0.3783686547758951
MECHCONF-c03-m001-g020,MECHCONF,03,1,20,38,37,880,0.6875,0.65625,0.71875,0.42888035084934284,0.5062447428683566,0.4790731033851327,0.5062448595900471,0.5220989149670251,0.49926323193739075,0.5842949819940049,0.5035026746885903,0.5073920174067248,0.5074521673421505,0.409738815922443,0.38684375,0.5048905754208994,0.3896793077344905,0.5313876037369333
MECHCONF-c03-m001-g035,MECHCONF,03,1,35,45,68,1599,0.828125,0.8125,0.84375,0.42888035084934284,0.5671502476214496,0.5604755605084288,0.5671500486821199,0.6308004731889931,0.614845636399798,0.7073676067751054,0.46722670868873123,0.5667397383371366,0.5667149346956761,0.5394870878896987,0.38684375,0.46616129729595635,0.3896793077344905,0.7057977044840167
MECHCONF-c03-m001-g050,MECHCONF,03,1,50,34,33,2205,0.765625,0.78125,0.75,0.42888035084934284,0.624723395982509,0.610370797447655,0.6247234912097553,0.6946771075604125,0.6746675695865594,0.7369776914557462,0.6121097922856131,0.6217968683898898,0.6218891624297104,0.647673717084089,0.38684375,0.6096404133610012,0.3896793077344905,0.6258968214447183
MECHCONF-c03-m001-g065,MECHCONF,03,1,65,48,30,2883,0.6875,0.6875,0.6875,0.42888035084934284,0.4864395940395343,0.4866933533569027,0.4864397219317871,0.5066402382068805,0.50067724534495,0.5206497420875194,0.4494303833569104,0.4843196871811977,0.4844784838617197,0.4388039432757328,0.38684375,0.4481183474532059,0.3896793077344905,0.41264985128206316
MECHCONF-c03-m001-g080,MECHCONF,03,1,80,38,63,3642,0.53125,0.4375,0.625,0.42888035084934284,0.7469405903500326,0.755051771790423,0.7469406505255073,0.6743397889327296,0.6785522290656201,0.5898833081714078,0.6329244262285407,0.744410282174649,0.7444535017623255,0.5120212145000846,0.38684375,0.6300719354173266,0.3896793077344905,0.5748741357352535
MECHCONF-c02-m002-g020,MECHCONF,02,2,20,40,45,734,0.609375,0.71875,0.5,0.5272414371413421,0.5625957117681494,0.6160544470096004,0.5625954459686653,0.5804929501863342,0.6276776991918741,0.5563754297657982,0.6031174316383426,0.5560257263839136,0.5560532037204342,0.554358596038422,0.34825,0.5993190459778944,0.46952763122716396,0.5018268023095208
MECHCONF-c02-m002-g035,MECHCONF,02,2,35,40,35,1478,0.4375,0.34375,0.53125,0.5272414371413421,0.2470715633356487,0.3023060759512299,0.2470716505901061,0.2600389364539396,0.31477756734929424,0.2637008423830461,0.25098448272355517,0.24848913836051645,0.24852330415436616,0.251914597685108,0.34825,0.2520327397097693,0.46952763122716396,0.24917513517223333
MECHCONF-c02-m002-g050,MECHCONF,02,2,50,40,51,1939,0.890625,0.8125,0.96875,0.5272414371413421,0.3962416252174382,0.46011689042413223,0.3962416277702651,0.43690743704996443,0.49795643964401626,0.5828041604939561,0.40732555314492735,0.39632073389613404,0.39630285997753334,0.6594207829047924,0.34825,0.4068203561609665,0.46952763122716396,0.47112136187893516
