source_cohort,candidate,half,metric,estimate,ci95_lower,ci95_upper,median,q05,q95,events,matrices
scaled5,02,A,onset_parent_to_final_daughter_similarity,0.7102574017935032,0.7050006731380462,0.7153628165141994,0.7385670048528278,0.40246502451780847,0.9155800858461672,11963,200
scaled5,02,A,observed_inherited_run_length,5.950681267240658,5.847675346042057,6.05305851792751,6.0,3.0,10.0,11963,200
scaled5,02,A,persistence_5_resolved,0.7690138007454417,0.7480111745221734,0.7902932863368,1.0,0.0,1.0,9927,200
scaled5,02,A,persistence_5_right_censored,0.17019142355596423,0.16111502927880292,0.17971732938125734,0.0,0.0,1.0,11963,200
scaled5,02,A,later_break_observed,0.34999582044637634,0.3245661333028289,0.37591759300925925,0.0,0.0,1.0,11963,200
scaled5,02,A,second_renewal_after_later_break_observed,0.10382011201203711,0.09620707670710674,0.11103924962480763,0.0,0.0,1.0,11963,200
scaled5,02,B,first_last_daughter_similarity,0.6927623498160213,0.6882390273774454,0.6975791666547723,0.7198199391496259,0.3856984698397759,0.9045505347748605,11789,200
scaled5,02,B,minimum_pairwise_daughter_similarity,0.6872819031374758,0.6825166618077707,0.692126592792969,0.7147836089963181,0.3816440151953121,0.8966154840732302,11789,200
scaled5,02,B,mean_pairwise_daughter_similarity,0.7830981118414844,0.7800370873304806,0.786196712425075,0.7952610963824561,0.5972364726897466,0.9240613589130321,11789,200
scaled5,02,B,maximum_anchor_similarity,0.6838796690228708,0.6744736103704387,0.6933930263576368,0.7198907794184009,0.34552789256667266,0.9037139814032626,11789,200
scaled5,02,B,mean_anchor_similarity,0.5933683759694963,0.5836197130051726,0.6036183944587964,0.6168018485560275,0.26994504221362553,0.8444458651712491,11789,200
scaled5,02,B,onset_parent_to_final_daughter_similarity,0.7111505049438412,0.7063406343676183,0.716131854062229,0.7407785326716213,0.4001550929398877,0.9168629563113437,11789,200
scaled5,02,B,observed_inherited_run_length,6.011112053609297,5.9064905665660845,6.1113187768896085,6.0,3.0,11.0,11789,200
scaled5,02,B,persistence_5_resolved,0.7766239055182244,0.7570633889867062,0.7962188085960358,1.0,0.0,1.0,9822,200
scaled5,02,B,persistence_5_right_censored,0.16685045381287641,0.15860237199230334,0.1759875255101947,0.0,0.0,1.0,11789,200
scaled5,02,B,later_break_observed,0.34549155992874714,0.3192957800971338,0.3706997699046446,0.0,0.0,1.0,11789,200
scaled5,02,B,second_renewal_after_later_break_observed,0.10696411909407075,0.09796526864913761,0.11568338752143363,0.0,0.0,1.0,11789,200
