source_cohort,candidate,half,coherence_threshold_strict,distinctness_max_anchor_threshold_inclusive,all_events,persistence_resolved_events,persistence_censored_events,coherent_rate,coherent_ci95_lower,coherent_ci95_upper,coherent_events,coherent_matrices,distinct_rate,distinct_ci95_lower,distinct_ci95_upper,distinct_events,distinct_matrices,coherent_and_distinct_rate,coherent_and_distinct_ci95_lower,coherent_and_distinct_ci95_upper,coherent_and_distinct_events,coherent_and_distinct_matrices,coherent_distinct_and_persistent_5_rate,coherent_distinct_and_persistent_5_ci95_lower,coherent_distinct_and_persistent_5_ci95_upper,coherent_distinct_and_persistent_5_events,coherent_distinct_and_persistent_5_matrices
MECHCONF,02,B,0.95,0.8,11408,9494,1914,0.008502805049088359,0.005861970983204346,0.0117560402979563,11408,200,0.7076612903225806,0.6854148328552295,0.7286699631847654,11408,200,0.0065743338008415145,0.004075272023386797,0.009471664124782453,11408,200,0.006109121550452918,0.0039005502459973675,0.00878880748387694,9494,200
MECHCONF,02,B,0.975,0.9,11408,9494,1914,0.0019284712482468443,0.000868338371223091,0.0033248446069708763,11408,200,0.9463534361851332,0.9380347177171994,0.9537021016140225,11408,200,0.0017531556802244039,0.0007336297044960685,0.0031577598957726336,11408,200,0.0016852749104697704,0.0007005219808868969,0.0028455369073576977,9494,200
MECHCONF,02,B,0.975,0.85,11408,9494,1914,0.0019284712482468443,0.0008787925454141607,0.0034239067571468235,11408,200,0.844758064516129,0.8284023616055526,0.8598866858228986,11408,200,0.0017531556802244039,0.000678433381629981,0.0030707386854774473,11408,200,0.0016852749104697704,0.0007283226931369737,0.002871183390079288,9494,200
MECHCONF,02,B,0.975,0.8,11408,9494,1914,0.0019284712482468443,0.0008578026709791186,0.0033524985715633385,11408,200,0.7076612903225806,0.6859819573353875,0.7286490888068193,11408,200,0.0016654978962131837,0.0006543127552440454,0.003093055513067395,11408,200,0.0015799452285654098,0.0006437684834581686,0.002875353587762824,9494,200
MECHCONF,03,combined,0.9,0.9,25494,21262,4232,0.06503491017494313,0.05794666960288765,0.07288181795320935,25494,200,0.93943673021103,0.9309948091726032,0.9469380228034907,25494,200,0.05522868125833529,0.048823442060307067,0.06205313515511277,25494,200,0.05070078073558461,0.044436103275607805,0.057430860854091284,21262,200
MECHCONF,03,combined,0.9,0.85,25494,21262,4232,0.06503491017494313,0.0576170601087462,0.07269367110725959,25494,200,0.8439240605632697,0.8283842201303124,0.8579538587703845,25494,200,0.04918804424570487,0.04294696327848669,0.05607265675230814,25494,200,0.045292070360267146,0.03959561004578995,0.05144682736283017,21262,200
MECHCONF,03,combined,0.9,0.8,25494,21262,4232,0.06503491017494313,0.05769826671439237,0.07271066835223103,25494,200,0.7196203028163489,0.6997909814493565,0.7384769628697498,25494,200,0.04350043147407233,0.037677626703714454,0.04979805951106347,25494,200,0.04002445677734926,0.03458819593431365,0.045819461053567725,21262,200
MECHCONF,03,combined,0.95,0.9,25494,21262,4232,0.012865772338589472,0.010077397109796174,0.015925395772573424,25494,200,0.93943673021103,0.9307374183219239,0.9471201723996555,25494,200,0.011453675374597945,0.008891938972716246,0.014401719436320317,25494,200,0.01006490452450381,0.007794325976755533,0.012605169358797673,21262,200
MECHCONF,03,combined,0.95,0.85,25494,21262,4232,0.012865772338589472,0.010155307250348699,0.015928834356596554,25494,200,0.8439240605632697,0.8284527136307536,0.8577977896925356,25494,200,0.010629952145602887,0.008205093044821397,0.013403474268503003,25494,200,0.009312388298372684,0.007025473805411275,0.01171137790534984,21262,200
MECHCONF,03,combined,0.95,0.8,25494,21262,4232,0.012865772338589472,0.010136959308848118,0.01597110623441027,25494,200,0.7196203028163489,0.7001184318677665,0.7377239052555351,25494,200,0.009884678747940691,0.007555601472994492,0.0124498590817771,25494,200,0.008700968864641143,0.006613281020135676,0.011086690980938322,21262,200
MECHCONF,03,combined,0.975,0.9,25494,21262,4232,0.002353494939985879,0.001361105876691207,0.003561496783216562,25494,200,0.93943673021103,0.9309301907611615,0.9468244995354949,25494,200,0.002353494939985879,0.001373284992935902,0.0036127259554696745,25494,200,0.002398645470792964,0.0014289993506192125,0.003661401561297754,21262,200
MECHCONF,03,combined,0.975,0.85,25494,21262,4232,0.002353494939985879,0.001359145292055995,0.0035896459308052196,25494,200,0.8439240605632697,0.8285432802901234,0.8578735137264648,25494,200,0.002196595277320154,0.001250929289200982,0.0033356633209041375,25494,200,0.0022575486783933778,0.0012916827947144814,0.0034885463230340495,21262,200
MECHCONF,03,combined,0.975,0.8,25494,21262,4232,0.002353494939985879,0.0014035211330016273,0.0035362380864433305,25494,200,0.7196203028163489,0.7003316729627946,0.7377026098052741,25494,200,0.0020396956146544287,0.001185609171020439,0.0031397794464630953,25494,200,0.002116451885993792,0.0012091304999812553,0.0032686149574154668,21262,200
MECHCONF,03,A,0.9,0.9,12786,10659,2127,0.06397622399499453,0.05650547135662719,0.07225075532877179,12786,200,0.9388393555451274,0.9293334047695236,0.9470400590809025,12786,200,0.053887063976223996,0.04695138339013906,0.06145087406662366,12786,200,0.04906651655877662,0.042758279337652985,0.056021767525208356,10659,200
MECHCONF,03,A,0.9,0.85,12786,10659,2127,0.06397622399499453,0.05630454300303492,0.07247583233492019,12786,200,0.8419364930392617,0.8257926056982483,0.856473259014859,12786,200,0.04661348349757547,0.04007443691687338,0.05329878829209354,12786,200,0.0427807486631016,0.036627979071007954,0.049286215914619715,10659,200
MECHCONF,03,A,0.9,0.8,12786,10659,2127,0.06397622399499453,0.056204869096526985,0.07209445233403455,12786,200,0.7178163616455498,0.6977112650066615,0.736057411669541,12786,200,0.040982324417331455,0.03503557161910776,0.04750028890292105,12786,200,0.037996059667886294,0.03223264641523708,0.04400812574812389,10659,200
MECHCONF,03,A,0.95,0.9,12786,10659,2127,0.01235726575942437,0.009359866752694901,0.01582431994497407,12786,200,0.9388393555451274,0.9293733480408556,0.9468900357362523,12786,200,0.0108712654465822,0.008166084365572987,0.014014964812837153,12786,200,0.009569377990430622,0.007136811914074562,0.012250414796332638,10659,200
MECHCONF,03,A,0.95,0.85,12786,10659,2127,0.01235726575942437,0.009257793048339295,0.015814198015994388,12786,200,0.8419364930392617,0.8266948076183723,0.8562415833216659,12786,200,0.009698107304864695,0.007069010253575611,0.012592411213887975,12786,200,0.008537386246364574,0.006153555942681224,0.011233654572375875,10659,200
MECHCONF,03,A,0.95,0.8,12786,10659,2127,0.01235726575942437,0.009273549600189092,0.015677395439596852,12786,200,0.7178163616455498,0.6983763281235368,0.7367455424235686,12786,200,0.00907242296261536,0.006762479925848087,0.011881002131581398,12786,200,0.008068299089970917,0.005737126924395047,0.010637566282077794,10659,200
MECHCONF,03,A,0.975,0.9,12786,10659,2127,0.0020334741123103394,0.0011451916585471333,0.0030811547581798587,12786,200,0.9388393555451274,0.9290923288196091,0.9470698476560843,12786,200,0.0020334741123103394,0.0011501641395133002,0.0031049189539735615,12786,200,0.0019701660568533634,0.0010513615759047165,0.0029921148722743176,10659,200
MECHCONF,03,A,0.975,0.85,12786,10659,2127,0.0020334741123103394,0.0011492507773037458,0.003020822429047275,12786,200,0.8419364930392617,0.8266670573198963,0.8563920880706045,12786,200,0.0017988424839668388,0.0009392681160457487,0.0027946675436579223,12786,200,0.0017825311942959,0.0008870544446715322,0.002829543182056516,10659,200
MECHCONF,03,A,0.975,0.8,12786,10659,2127,0.0020334741123103394,0.001117069147514134,0.003080720814181994,12786,200,0.7178163616455498,0.6976663418869294,0.7363623903508771,12786,200,0.001642421398404505,0.0008652390272988364,0.0026025972281203385,12786,200,0.0016887137630171687,0.0008605678822289724,0.0026323203133105585,10659,200
MECHCONF,03,B,0.9,0.9,12708,10603,2105,0.06610009442870633,0.05849427879017293,0.07470653314109771,12708,200,0.9400377714825306,0.9315213764864803,0.947281832114893,12708,200,0.056578533207428394,0.049397148767763986,0.06421318815669835,12708,200,0.052343676318023204,0.045044785053545755,0.06003624121892873,10603,200
MECHCONF,03,B,0.9,0.85,12708,10603,2105,0.06610009442870633,0.05822597914481288,0.07431495589135535,12708,200,0.8459238275102298,0.8288701026384171,0.8609192585993961,12708,200,0.051778407302486625,0.04500225416406939,0.059300826675010986,12708,200,0.04781665566349146,0.040777383152701255,0.055094810700210876,10603,200
MECHCONF,03,B,0.9,0.8,12708,10603,2105,0.06610009442870633,0.0583080206818646,0.07446835038363171,12708,200,0.7214353163361662,0.7005619420773747,0.7401460260858823,12708,200,0.04603399433427762,0.03959286135358728,0.05303154301934046,12708,200,0.04206356691502405,0.035807110960759336,0.04861442048826716,10603,200
MECHCONF,03,B,0.95,0.9,12708,10603,2105,0.01337740006295247,0.010440476735491597,0.01663354445282275,12708,200,0.9400377714825306,0.9313855280575938,0.9473614537200035,12708,200,0.012039660056657223,0.00922783578712535,0.015069009223248863,12708,200,0.010563048193907385,0.007855802317300344,0.013555202085936718,10603,200
MECHCONF,03,B,0.95,0.85,12708,10603,2105,0.01337740006295247,0.010505378322913065,0.016647312136124755,12708,200,0.8459238275102298,0.8294460852603823,0.8605163279332169,12708,200,0.011567516525023608,0.008876483819496874,0.014764037678680305,12708,200,0.010091483542393663,0.007503789354394518,0.01302465840942349,10603,200
MECHCONF,03,B,0.95,0.8,12708,10603,2105,0.01337740006295247,0.010494398606814998,0.016603139382453714,12708,200,0.7214353163361662,0.701090305158206,0.7405537947437562,12708,200,0.010701920050361977,0.008208573229297935,0.01355976323074929,12708,200,0.009336980099971706,0.0069312321264202795,0.012039786113468223,10603,200
MECHCONF,03,B,0.975,0.9,12708,10603,2105,0.0026754800125904942,0.0012903152373736288,0.004352539593719363,12708,200,0.9400377714825306,0.9312569527243174,0.9475238408869331,12708,200,0.0026754800125904942,0.0013819336766585618,0.004385702635635493,12708,200,0.002829387909082335,0.0013478149189348693,0.004752914447875983,10603,200
MECHCONF,03,B,0.975,0.85,12708,10603,2105,0.0026754800125904942,0.0013496130072099123,0.004371011662736574,12708,200,0.8459238275102298,0.8289277380668605,0.8607460318509637,12708,200,0.0025967894239848914,0.0012616806654242253,0.004206489829091874,12708,200,0.002735074978779591,0.0012681159420289854,0.004625608919781495,10603,200
MECHCONF,03,B,0.975,0.8,12708,10603,2105,0.0026754800125904942,0.0013371611079402487,0.004333918409807955,12708,200,0.7214353163361662,0.7007195937924756,0.7403789958756981,12708,200,0.002439408246773686,0.0012168699125136078,0.003965091846353089,12708,200,0.0025464491181741017,0.0012118397423764252,0.004201101221699888,10603,200
MECHCONF2,02,combined,0.9,0.9,22033,18216,3817,0.04534107929015568,0.039450648048584246,0.05196499946499028,22033,200,0.9359143103526528,0.9273786015079144,0.9437006698013057,22033,200,0.037897698906186175,0.03260664649472843,0.043988185764081617,22033,200,0.03376152832674572,0.028718592987747853,0.039802074479956755,18216,200
MECHCONF2,02,combined,0.9,0.85,22033,18216,3817,0.04534107929015568,0.03940779110794439,0.051899066520504425,22033,200,0.8248990151136931,0.8097759427504408,0.8393578159914347,22033,200,0.03349521172786275,0.028362621219743034,0.03931203552709764,22033,200,0.029314888010540184,0.024556558519894592,0.03458880630469463,18216,200
MECHCONF2,02,combined,0.9,0.8,22033,18216,3817,0.04534107929015568,0.039221365285011064,0.05180852936538164,22033,200,0.6799800299550673,0.659763224922545,0.7000669690841269,22033,200,0.029728135070122088,0.025079305197788036,0.03485285973407646,22033,200,0.025581906016688624,0.021243045215703266,0.030473510708506242,18216,200
MECHCONF2,02,combined,0.95,0.9,22033,18216,3817,0.007352607452457677,0.005584886121037483,0.009458426400188239,22033,200,0.9359143103526528,0.927193664931582,0.9435922061315559,22033,200,0.006399491671583534,0.004803501034854519,0.008348443175953763,22033,200,0.005819060166886254,0.004194180549912316,0.0076788227482912025,18216,200
MECHCONF2,02,combined,0.95,0.85,22033,18216,3817,0.007352607452457677,0.005548271097942893,0.009415071081747706,22033,200,0.8248990151136931,0.8092407384525109,0.839257301024948,22033,200,0.00571869468524486,0.004102312644984593,0.007551690633998725,22033,200,0.005160298638559508,0.003613319400161864,0.006979639894798836,18216,200
MECHCONF2,02,combined,0.95,0.8,22033,18216,3817,0.007352607452457677,0.005524960688515118,0.009427288759065827,22033,200,0.6799800299550673,0.6592303324467669,0.6992042787682604,22033,200,0.0051740570961739205,0.003747639563998217,0.006834603902270929,22033,200,0.00461133069828722,0.0032451833449502637,0.006214795324114659,18216,200
MECHCONF2,02,combined,0.975,0.9,22033,18216,3817,0.0008169563836064085,0.00042345983778132196,0.0012982187635014557,22033,200,0.9359143103526528,0.9273518621830488,0.9433786366826313,22033,200,0.0007261834520945854,0.0003676725466362523,0.0011677637807628338,22033,200,0.0005489679402722881,0.00025434452993193415,0.0008986338218605555,18216,200
MECHCONF2,02,combined,0.975,0.85,22033,18216,3817,0.0008169563836064085,0.0004125494290896379,0.0013198022264694568,22033,200,0.8248990151136931,0.8091399291570257,0.8395727406438047,22033,200,0.0006807969863386738,0.0003285312638332187,0.001103539603781466,22033,200,0.0004940711462450593,0.00021216083179708602,0.0008471951430846747,18216,200
MECHCONF2,02,combined,0.975,0.8,22033,18216,3817,0.0008169563836064085,0.0004192003626601663,0.0012925512918287377,22033,200,0.6799800299550673,0.6586728629257734,0.6996081634129379,22033,200,0.0005900240548268506,0.0002643594236671286,0.0009685233808452113,22033,200,0.0003842775581906017,0.00011817624596790173,0.000680740033966482,18216,200
MECHCONF2,02,A,0.9,0.9,10925,9016,1909,0.04466819221967963,0.038312084103244354,0.05205152901473268,10925,200,0.9378489702517162,0.9290181350102574,0.9455992638475859,10925,200,0.037437070938215106,0.03143020176725184,0.04386359973072656,10925,200,0.03349600709849157,0.02806466304877737,0.03969327453076589,9016,200
MECHCONF2,02,A,0.9,0.85,10925,9016,1909,0.04466819221967963,0.037836060961447635,0.05243229437029772,10925,200,0.8266361556064074,0.8099439027822471,0.841840150019308,10925,200,0.03221967963386728,0.02681941327084933,0.03809515630457521,10925,200,0.02806122448979592,0.022779114625777773,0.03390782168709975,9016,200
MECHCONF2,02,A,0.9,0.8,10925,9016,1909,0.04466819221967963,0.03802791772198394,0.052226537815737856,10925,200,0.6796338672768879,0.6573117425268522,0.700016388427585,10925,200,0.029382151029748282,0.024360459265072635,0.03498933839146678,10925,200,0.025288376220053237,0.020547756147754784,0.030698202038573756,9016,200
MECHCONF2,02,A,0.95,0.9,10925,9016,1909,0.006681922196796339,0.004658385093167702,0.009159655947153145,10925,200,0.9378489702517162,0.9288877775017098,0.9457747252751499,10925,200,0.005675057208237987,0.003818597453193054,0.00783375439927925,10925,200,0.004991126885536824,0.003375969767972417,0.006895976500184072,9016,200
MECHCONF2,02,A,0.95,0.85,10925,9016,1909,0.006681922196796339,0.0045943955621904516,0.00916208972588318,10925,200,0.8266361556064074,0.8102684723630982,0.8411742310382166,10925,200,0.005308924485125858,0.003499490121835742,0.007438945121116934,10925,200,0.004547471162377995,0.0029938704243477237,0.006369980742246955,9016,200
MECHCONF2,02,A,0.95,0.8,10925,9016,1909,0.006681922196796339,0.004519803705051843,0.00913410372704825,10925,200,0.6796338672768879,0.6582996324248631,0.7001796947524012,10925,200,0.004668192219679634,0.002994222111644202,0.006629955200703946,10925,200,0.0038819875776397515,0.0024780539572893897,0.005569140003211626,9016,200
MECHCONF2,02,A,0.975,0.9,10925,9016,1909,0.0005491990846681923,9.500625106757472e-05,0.0010928272774832798,10925,200,0.9378489702517162,0.9291469508513881,0.9454399838719544,10925,200,0.0004576659038901602,9.265049990021362e-05,0.0008959369530069129,10925,200,0.00022182786157941438,0.0,0.000576451945502472,9016,200
MECHCONF2,02,A,0.975,0.85,10925,9016,1909,0.0005491990846681923,9.463455678595121e-05,0.0011319820887994352,10925,200,0.8266361556064074,0.8103108997697585,0.8416622471560213,10925,200,0.0004576659038901602,9.221052322572033e-05,0.0009076812672267694,10925,200,0.00022182786157941438,0.0,0.0005664542172868663,9016,200
MECHCONF2,02,A,0.975,0.8,10925,9016,1909,0.0005491990846681923,9.958307979832023e-05,0.00110628633160285,10925,200,0.6796338672768879,0.6570786639316961,0.6999188382969006,10925,200,0.0004576659038901602,9.158352444699054e-05,0.0008997021481854344,10925,200,0.00022182786157941438,0.0,0.0005749855670715818,9016,200
MECHCONF2,02,B,0.9,0.9,11108,9200,1908,0.04600288080662585,0.039649014253232,0.05319738048505915,11108,200,0.9340115232265034,0.9244528725825171,0.9428083915431271,11108,200,0.038350738206697876,0.03201043459403726,0.04483979577478944,11108,200,0.03402173913043478,0.028201983931292085,0.04021114261411466,9200,200
MECHCONF2,02,B,0.9,0.85,11108,9200,1908,0.04600288080662585,0.0397247288791897,0.05301250689277262,11108,200,0.8231904933381347,0.8057805855545365,0.8389390772959257,11108,200,0.034749729924378824,0.0290356992096238,0.04090399543726836,11108,200,0.030543478260869564,0.025153247786487892,0.03654413296858039,9200,200
MECHCONF2,02,B,0.9,0.8,11108,9200,1908,0.04600288080662585,0.03957848683325751,0.05330188582246921,11108,200,0.6803204897371264,0.6580507603301902,0.701429569766691,11108,200,0.030068419157364062,0.024853430196349384,0.035840547713528806,11108,200,0.025869565217391303,0.02115146179265783,0.031214232875292094,9200,200
MECHCONF2,02,B,0.95,0.9,11108,9200,1908,0.008012243428159885,0.005858608782333174,0.010408192909819555,11108,200,0.9340115232265034,0.9243185156498136,0.9428275367873785,11108,200,0.007111991357580122,0.005052653498158248,0.009383955945081311,11108,200,0.006630434782608696,0.004628991869321382,0.008916069910883262,9200,200
MECHCONF2,02,B,0.95,0.85,11108,9200,1908,0.008012243428159885,0.00586305020649501,0.010435842545815237,11108,200,0.8231904933381347,0.8058563662445197,0.8387638066345326,11108,200,0.006121714079942384,0.004243865896073971,0.008239511027765338,11108,200,0.005760869565217391,0.0038491494550309023,0.00793312523858513,9200,200
MECHCONF2,02,B,0.95,0.8,11108,9200,1908,0.008012243428159885,0.005883508467304811,0.01047115384078185,11108,200,0.6803204897371264,0.659117182899521,0.7007063915757966,11108,200,0.005671588044652503,0.003977814525697661,0.007692046664764066,11108,200,0.005326086956521739,0.0035628989289224794,0.0072492926784363115,9200,200
MECHCONF2,02,B,0.975,0.9,11108,9200,1908,0.0010803024846957148,0.0005342001189077868,0.0017134676391886558,11108,200,0.9340115232265034,0.9240549469727909,0.9426913475622265,11108,200,0.0009902772776377387,0.0004572474281975577,0.0015970190865951832,11108,200,0.0008695652173913044,0.00032694878355368653,0.001530054918878537,9200,200
MECHCONF2,02,B,0.975,0.85,11108,9200,1908,0.0010803024846957148,0.0005337427587527614,0.0017201045067685643,11108,200,0.8231904933381347,0.806669489583903,0.8387945118793588,11108,200,0.0009002520705797623,0.0003778028962384053,0.0014912791764814478,11108,200,0.0007608695652173913,0.00022752806719911425,0.0013587918117008758,9200,200
MECHCONF2,02,B,0.975,0.8,11108,9200,1908,0.0010803024846957148,0.0005208421909370882,0.0017522335172208295,11108,200,0.6803204897371264,0.6573419337375073,0.7005052407154438,11108,200,0.0007202016564638099,0.0002686096503977339,0.00123547729720865,11108,200,0.0005434782608695652,0.00010907950562863873,0.0010795331246834256,9200,200
MECHCONF2,03,combined,0.9,0.9,24698,20486,4212,0.0634059438011175,0.055342906820468406,0.07185325451674468,24698,200,0.9324236780306098,0.9236409802418472,0.9402780335055207,24698,200,0.05316219936836991,0.046385063045266677,0.06054290443091891,24698,200,0.04891145172312799,0.04247201246577017,0.05617769249680786,20486,200
MECHCONF2,03,combined,0.9,0.85,24698,20486,4212,0.0634059438011175,0.05543254568304601,0.07193206264049742,24698,200,0.8182039031500526,0.8015976516892581,0.8334169205958706,24698,200,0.04623856182686857,0.03988154883900387,0.05332352093045185,24698,200,0.04227277164893098,0.036259543941529845,0.049134591939216446,20486,200
MECHCONF2,03,combined,0.9,0.8,24698,20486,4212,0.0634059438011175,0.0556139494520595,0.07215474802487319,24698,200,0.6775042513563851,0.6560547656414767,0.697637224572859,24698,200,0.04004372823710422,0.03417886593487619,0.04646489621323869,24698,200,0.03636629893585863,0.030787981248730747,0.04213183393186226,20486,200
MECHCONF2,03,combined,0.95,0.9,24698,20486,4212,0.012146732528949713,0.009445261724220002,0.015178631322276637,24698,200,0.9324236780306098,0.9233381578450275,0.940535401883939,24698,200,0.010446189974896753,0.008041911298280057,0.01318761195075267,24698,200,0.010299716879820365,0.007682437250233926,0.013347145802683832,20486,200
MECHCONF2,03,combined,0.95,0.85,24698,20486,4212,0.012146732528949713,0.009402325028608086,0.015170127326394592,24698,200,0.8182039031500526,0.8011802558900911,0.8338296166984445,24698,200,0.009069560288282453,0.006824119396383902,0.011623590468880358,24698,200,0.008981743629795959,0.006613712753988359,0.011541017928495885,20486,200
MECHCONF2,03,combined,0.95,0.8,24698,20486,4212,0.012146732528949713,0.009472515763695736,0.015304487411137518,24698,200,0.6775042513563851,0.6555150577679185,0.6987364451575242,24698,200,0.008178799902826139,0.006031133505703572,0.010384630221803784,24698,200,0.00795665332422142,0.005769789454750227,0.010409701015883895,20486,200
MECHCONF2,03,combined,0.975,0.9,24698,20486,4212,0.0021054336383512836,0.001255168464434095,0.0030974089945582533,24698,200,0.9324236780306098,0.9235325384432892,0.9399263894266516,24698,200,0.0019029880962021216,0.0011133350478824146,0.002845912378827724,24698,200,0.0019037391389241432,0.0010491025471487485,0.0029221859893957826,20486,200
MECHCONF2,03,combined,0.975,0.85,24698,20486,4212,0.0021054336383512836,0.0012374090296034994,0.003106287736389307,24698,200,0.8182039031500526,0.8015390480801202,0.8335775662355887,24698,200,0.0016600534456231275,0.0009165177804814779,0.0025042431456468797,24698,200,0.001659670018549253,0.0008812577351295331,0.002559910716402277,20486,200
MECHCONF2,03,combined,0.975,0.8,24698,20486,4212,0.0021054336383512836,0.0012550315447750623,0.003094480716391856,24698,200,0.6775042513563851,0.6560041050826475,0.6983628114623796,24698,200,0.001498097011903798,0.0008343843911719496,0.0023156215002263685,24698,200,0.001464414722249341,0.000768904256268219,0.0023335455899629017,20486,200
MECHCONF2,03,A,0.9,0.9,12420,10315,2105,0.061916264090177135,0.05365748093364228,0.07127842653193678,12420,200,0.9337359098228664,0.9247114629184215,0.9420606786016348,12420,200,0.05249597423510467,0.04535199513848873,0.0605808740011696,12420,200,0.04750363548230732,0.040399392394522386,0.055339156110946405,10315,200
MECHCONF2,03,A,0.9,0.85,12420,10315,2105,0.061916264090177135,0.05340615589157473,0.07089447031245813,12420,200,0.8169082125603865,0.7991389235082033,0.8336253538376304,12420,200,0.04533011272141707,0.038316257392732526,0.052644491967384494,12420,200,0.04091129423170141,0.03432091189972694,0.04834432297992944,10315,200
MECHCONF2,03,A,0.9,0.8,12420,10315,2105,0.061916264090177135,0.053588869024152906,0.07115790456725352,12420,200,0.6782608695652174,0.6556900060824404,0.6992702473344798,12420,200,0.0392914653784219,0.03307572281453941,0.046150305419778506,12420,200,0.03528841492971401,0.029277332511278904,0.04153540427414122,10315,200
MECHCONF2,03,A,0.95,0.9,12420,10315,2105,0.011916264090177134,0.00887000504454426,0.015366911641686288,12420,200,0.9337359098228664,0.9245346851391674,0.9419167973319396,12420,200,0.010628019323671498,0.007867939535284961,0.013774581920440678,12420,200,0.010276296655356277,0.007415124439768922,0.013673691587167233,10315,200
MECHCONF2,03,A,0.95,0.85,12420,10315,2105,0.011916264090177134,0.008999958899256751,0.015205471150282169,12420,200,0.8169082125603865,0.7987439367034178,0.8327925542873131,12420,200,0.009098228663446055,0.006787773901813617,0.011675952449139368,12420,200,0.008822103732428503,0.006324345260156259,0.011612856425261737,10315,200
MECHCONF2,03,A,0.95,0.8,12420,10315,2105,0.011916264090177134,0.008971715562149811,0.015186061823830295,12420,200,0.6782608695652174,0.6557976248158945,0.6988999432294345,12420,200,0.00853462157809984,0.006231002508954028,0.011071569156315068,12420,200,0.008143480368395541,0.005680867696859107,0.010828551838112679,10315,200
MECHCONF2,03,A,0.975,0.9,12420,10315,2105,0.0017713365539452496,0.0008568339633947533,0.00283840959835324,12420,200,0.9337359098228664,0.9250534895329918,0.9418415375100719,12420,200,0.001610305958132045,0.0007709523017443901,0.002654067916114779,12420,200,0.001454192922927775,0.000676819544406564,0.002374343939180876,10315,200
MECHCONF2,03,A,0.975,0.85,12420,10315,2105,0.0017713365539452496,0.0008387754615758574,0.002880517378486757,12420,200,0.8169082125603865,0.7992382653152451,0.8328307477092931,12420,200,0.0014492753623188406,0.0006468043979561139,0.0024138158074328746,12420,200,0.0013572467280659234,0.0006376534800088834,0.0022231083653052926,10315,200
MECHCONF2,03,A,0.975,0.8,12420,10315,2105,0.0017713365539452496,0.0008672025738894122,0.0028708558330173897,12420,200,0.6782608695652174,0.6561774222236184,0.6992897318672137,12420,200,0.0013687600644122382,0.0006103557556532033,0.002297554333284262,12420,200,0.0012603005332040718,0.000549035760263738,0.002143435465011531,10315,200
MECHCONF2,03,B,0.9,0.9,12278,10171,2107,0.06491285225606776,0.05659593648543174,0.0738419821164159,12278,200,0.9310962697507738,0.9218330401762392,0.9397912985388039,12278,200,0.05383612966281153,0.04650683407989201,0.06201525314483701,12278,200,0.050339199685380004,0.043191867931888256,0.058493474165913405,10171,200
MECHCONF2,03,B,0.9,0.85,12278,10171,2107,0.06491285225606776,0.05636490932770333,0.07411290134745016,12278,200,0.8195145789216485,0.8019262073893181,0.8357641979355847,12278,200,0.04715751751099528,0.040302456221653696,0.05476176565729118,12278,200,0.04365352472716547,0.036686042723825675,0.05088159482993567,10171,200
MECHCONF2,03,B,0.9,0.8,12278,10171,2107,0.06491285225606776,0.05637819414148412,0.07406112144762922,12278,200,0.6767388825541619,0.6540209553333759,0.6989326893509791,12278,200,0.040804691317804204,0.03447148316405922,0.04745321564151391,12278,200,0.03745944351587848,0.03130819096216516,0.044112600572833484,10171,200
MECHCONF2,03,B,0.95,0.9,12278,10171,2107,0.012379866427756963,0.009303588576432997,0.015795931250509192,12278,200,0.9310962697507738,0.921422566403012,0.9399295418526651,12278,200,0.010262257696693273,0.007579422454014518,0.013371718763075588,12278,200,0.01032346868547832,0.007401586914560498,0.01375665469078533,10171,200
MECHCONF2,03,B,0.95,0.85,12278,10171,2107,0.012379866427756963,0.00931942993952175,0.01570406282033958,12278,200,0.8195145789216485,0.801979827637208,0.8357129623782575,12278,200,0.009040560351848836,0.006526115450156742,0.011885864462272413,12278,200,0.009143643692852227,0.006460047744986743,0.01230569372005954,10171,200
MECHCONF2,03,B,0.95,0.8,12278,10171,2107,0.012379866427756963,0.009226692747864388,0.015800509730797718,12278,200,0.6767388825541619,0.6536848678081627,0.6982840098932223,12278,200,0.007818863007004398,0.005478989261714105,0.010509909018927725,12278,200,0.007767181201455117,0.005270703659564106,0.01061900539736046,10171,200
MECHCONF2,03,B,0.975,0.9,12278,10171,2107,0.0024433946896888744,0.0012830505685439831,0.003806423052443847,12278,200,0.9310962697507738,0.9219295213423188,0.9396164503651929,12278,200,0.002199055220719987,0.0010981630801981147,0.003523291387670284,12278,200,0.0023596499852521877,0.0010512420821564426,0.003912639498915667,10171,200
MECHCONF2,03,B,0.975,0.85,12278,10171,2107,0.0024433946896888744,0.001285915084652572,0.0038758058073476696,12278,200,0.8195145789216485,0.8022067014820583,0.8351475403565085,12278,200,0.0018732692620948036,0.0009088609663985705,0.002972544173777951,12278,200,0.001966374987710156,0.0009003151440774447,0.0031718423509368766,10171,200
MECHCONF2,03,B,0.975,0.8,12278,10171,2107,0.0024433946896888744,0.0012853989544932929,0.0038738190953319057,12278,200,0.6767388825541619,0.6531655066336126,0.6992297920197311,12278,200,0.0016289297931259162,0.0007471105479036165,0.002626082460736842,12278,200,0.0016714187395536328,0.0006899950714637752,0.0027923888259554224,10171,200
