source_cohort,candidate,half,coherence_threshold_strict,distinctness_max_anchor_threshold_inclusive,all_events,persistence_resolved_events,persistence_censored_events,coherent_rate,coherent_ci95_lower,coherent_ci95_upper,coherent_events,coherent_matrices,distinct_rate,distinct_ci95_lower,distinct_ci95_upper,distinct_events,distinct_matrices,coherent_and_distinct_rate,coherent_and_distinct_ci95_lower,coherent_and_distinct_ci95_upper,coherent_and_distinct_events,coherent_and_distinct_matrices,coherent_distinct_and_persistent_5_rate,coherent_distinct_and_persistent_5_ci95_lower,coherent_distinct_and_persistent_5_ci95_upper,coherent_distinct_and_persistent_5_events,coherent_distinct_and_persistent_5_matrices
scaled5,02,A,0.95,0.9,11963,9927,2036,0.007439605450137925,0.004913787202583107,0.010436942156761934,11963,200,0.9418206135584719,0.9337244848970416,0.9491892710433629,11963,200,0.006102148290562568,0.0037159765709488374,0.008909896201797324,11963,200,0.005036768409388537,0.003006448970526432,0.007445741765925178,9927,200
scaled5,02,A,0.95,0.85,11963,9927,2036,0.007439605450137925,0.004937900500691806,0.010373336526860932,11963,200,0.839672322995904,0.8239267430307188,0.8535719133587707,11963,200,0.005767784000668729,0.0033978833762077915,0.008554637430916692,11963,200,0.004633826936637453,0.002651887517008968,0.007128624903415175,9927,200
scaled5,02,A,0.95,0.8,11963,9927,2036,0.007439605450137925,0.004930907215378349,0.010334353125126615,11963,200,0.7007439605450138,0.6793943534903937,0.7191362378514611,11963,200,0.005684192928195269,0.003442475001535389,0.00845389315663297,11963,200,0.004633826936637453,0.002613823166401267,0.007127347822760609,9927,200
scaled5,02,A,0.975,0.9,11963,9927,2036,0.001504639304522277,0.0003481629022795891,0.0032229004354932993,11963,200,0.9418206135584719,0.9335581558048853,0.9493048854131423,11963,200,0.0013374571595753573,0.0002523819358228094,0.0030041835855084465,11963,200,0.0015110305228165609,0.0002992481564991048,0.0033586344991888167,9927,200
scaled5,02,A,0.975,0.85,11963,9927,2036,0.001504639304522277,0.00034344964674478334,0.003232983753792097,11963,200,0.839672322995904,0.8237467256843064,0.8538558514260092,11963,200,0.0012538660871018975,0.00017363482533624852,0.0028973237387274766,11963,200,0.0014102951546287902,0.00020599976094287187,0.0032442749156602426,9927,200
scaled5,02,A,0.975,0.8,11963,9927,2036,0.001504639304522277,0.00038642015802118425,0.0031437446211793584,11963,200,0.7007439605450138,0.680515786448804,0.7190592199313433,11963,200,0.0012538660871018975,0.0001702348729360064,0.0029871474686168765,11963,200,0.0014102951546287902,0.0002091695099314969,0.0031734022896398734,9927,200
scaled5,02,B,0.9,0.9,11789,9822,1967,0.04639918568156756,0.03959250893991321,0.05420664221915018,11789,200,0.9433370090762575,0.9342866343860242,0.9512038955769127,11789,200,0.04029179743828993,0.033733058093917585,0.047501087107164996,11789,200,0.03828140908165343,0.03188635731647945,0.045340874572505324,9822,200
scaled5,02,B,0.9,0.85,11789,9822,1967,0.04639918568156756,0.03946209810018263,0.05411647840832962,11789,200,0.8402748324709475,0.8240903532059464,0.8549342970665512,11789,200,0.03647467978624141,0.029926237801347105,0.043220741936149124,11789,200,0.03471798004479739,0.028295240850905692,0.04153086311146444,9822,200
scaled5,02,B,0.9,0.8,11789,9822,1967,0.04639918568156756,0.03952040336151464,0.05388355443357164,11789,200,0.7056578166087031,0.6842242994097258,0.7262215363240883,11789,200,0.033336160827890406,0.027083456553508356,0.04003113759029698,11789,200,0.031561800040724904,0.025645745592444407,0.038246199576713394,9822,200
scaled5,02,B,0.95,0.9,11789,9822,1967,0.008228009161082364,0.005739427067352835,0.010932932411562405,11789,200,0.9433370090762575,0.9346491802252591,0.9512199802764709,11789,200,0.007294935957248282,0.005031300752573032,0.00994405816568067,11789,200,0.006821421299124415,0.004495199038675307,0.009420031302141509,9822,200
scaled5,02,B,0.95,0.85,11789,9822,1967,0.008228009161082364,0.0058227546181888554,0.010856123026559706,11789,200,0.8402748324709475,0.8239180996862732,0.8550896118850008,11789,200,0.006870811773687336,0.00463117791076723,0.009455315266654581,11789,200,0.006414172266340868,0.004223859981640005,0.009048445851376631,9822,200
