cell,candidate,branch_half,matrix_id,up_minus_down,up_minus_noop,noop_minus_down,random_minus_noop,regime
c02_A,02,A,0,0.0625,0.08333333333333333,-0.02083333333333333,0.1875,POS_A_M3_S4
c02_A,02,A,1,0.10416666666666667,0.08333333333333334,0.02083333333333333,0.125,POS_A_M3_S4
c02_A,02,A,2,0.12499999999999997,-0.14583333333333331,0.27083333333333326,-0.2291666666666666,POS_A_M3_S4
c02_A,02,A,3,0.16666666666666666,-0.16666666666666669,0.33333333333333337,0.020833333333333315,POS_A_M3_S4
c02_A,02,A,4,0.16666666666666669,0.041666666666666685,0.125,0.14583333333333331,POS_A_M3_S4
c02_A,02,A,5,0.02083333333333333,-0.10416666666666666,0.12499999999999997,-0.16666666666666669,POS_A_M3_S4
c02_A,02,A,6,-0.020833333333333332,0.0,-0.020833333333333332,0.0,POS_A_M3_S4
c02_A,02,A,7,0.0,-0.06249999999999996,0.06249999999999996,-0.1458333333333333,POS_A_M3_S4
c02_A,02,A,8,0.0,-0.020833333333333315,0.020833333333333315,0.08333333333333334,POS_A_M3_S4
c02_A,02,A,9,-0.125,0.0625,-0.1875,0.04166666666666663,POS_A_M3_S4
c02_A,02,A,10,0.29166666666666663,0.24999999999999997,0.041666666666666685,0.10416666666666667,POS_A_M3_S4
c02_A,02,A,11,0.25,0.3125,-0.062499999999999986,0.16666666666666666,POS_A_M3_S4
c02_A,02,A,12,0.125,-1.3877787807814457e-17,0.125,-0.020833333333333343,POS_A_M3_S4
c02_A,02,A,13,-0.0625,-0.08333333333333331,0.020833333333333315,-0.08333333333333333,POS_A_M3_S4
c02_A,02,A,14,0.39583333333333337,0.08333333333333331,0.3125,-0.0625,POS_A_M3_S4
c02_A,02,A,15,0.1875,0.10416666666666669,0.08333333333333331,0.08333333333333337,POS_A_M3_S4
c02_A,02,A,16,0.0,0.020833333333333332,-0.020833333333333332,0.020833333333333332,POS_A_M3_S4
c02_A,02,A,17,0.25,0.12500000000000003,0.12499999999999997,-0.14583333333333331,POS_A_M3_S4
c02_A,02,A,18,0.020833333333333332,0.020833333333333332,0.0,0.0,POS_A_M3_S4
c02_A,02,A,19,0.125,0.08333333333333333,0.04166666666666667,0.062499999999999986,POS_A_M3_S4
