state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_MODEL_UP,q_all_MODEL_UP,q_half_A_MODEL_UP,q_half_B_MODEL_UP,prediction_MODEL_DOWN,q_all_MODEL_DOWN,q_half_A_MODEL_DOWN,q_half_B_MODEL_DOWN,prediction_RANDOM,q_all_RANDOM,q_half_A_RANDOM,q_half_B_RANDOM,prediction_NOOP,q_all_NOOP,q_half_A_NOOP,q_half_B_NOOP
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m004-g035,03,4,35,43,26,21,592,0.6763183765345206,0.7916666666666666,0.75,0.8333333333333334,0.4708076639825288,0.5625,0.5416666666666666,0.5833333333333334,0.638231651765793,0.7916666666666666,0.75,0.8333333333333334,0.6314465204383598,0.7708333333333334,0.7083333333333334,0.8333333333333334
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m004-g065,03,4,65,42,21,13,1100,0.5618895172623354,0.5833333333333334,0.5,0.6666666666666666,0.3620698372284575,0.4375,0.375,0.5,0.4910091423708033,0.625,0.625,0.625,0.5242488580645247,0.5,0.625,0.375
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m005-g035,02,5,35,40,12,27,576,0.19012163776959834,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.03798313455189892,0.1875,0.16666666666666666,0.20833333333333334,0.12059443881076028,0.2916666666666667,0.3333333333333333,0.25,0.14913489791109513,0.375,0.4583333333333333,0.2916666666666667
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m005-g065,02,5,65,40,16,17,1051,0.2310722042966261,0.2708333333333333,0.2916666666666667,0.25,0.10274736113233936,0.2916666666666667,0.4166666666666667,0.16666666666666666,0.17084306117580914,0.1875,0.16666666666666666,0.20833333333333334,0.17187221755305265,0.3333333333333333,0.375,0.2916666666666667
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m005-g035,03,5,35,44,22,15,450,0.37112861032271793,0.5208333333333334,0.4583333333333333,0.5833333333333334,0.18940690367610094,0.375,0.2916666666666667,0.4583333333333333,0.2897142968816672,0.6041666666666666,0.625,0.5833333333333334,0.29798305848997747,0.6041666666666666,0.5833333333333334,0.625
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m005-g065,03,5,65,35,17,15,919,0.3691783364473452,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16046839296388002,0.3541666666666667,0.375,0.3333333333333333,0.290401109994789,0.3125,0.2916666666666667,0.3333333333333333,0.2759411175063305,0.20833333333333334,0.2916666666666667,0.125
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m006-g035,02,6,35,40,10,10,524,0.06409154725049525,0.0,0.0,0.0,0.02520187671853846,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.04059160581080349,0.0,0.0,0.0,0.04216805064956424,0.020833333333333332,0.0,0.041666666666666664
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m006-g065,02,6,65,40,11,10,944,0.06098006593476489,0.0,0.0,0.0,0.029957037221682137,0.0,0.0,0.0,0.05406903651812902,0.0,0.0,0.0,0.04608426268611319,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m006-g035,03,6,35,47,8,13,401,0.017615987904806955,0.0,0.0,0.0,0.007294699201924976,0.0,0.0,0.0,0.013172771026046835,0.0,0.0,0.0,0.013793433439884619,0.020833333333333332,0.041666666666666664,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m006-g065,03,6,65,44,11,11,756,0.026423393672715432,0.0,0.0,0.0,0.01226233100949228,0.0,0.0,0.0,0.02164584392174815,0.0,0.0,0.0,0.020995596525607334,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m007-g035,02,7,35,40,21,32,589,0.3945111284522849,0.22916666666666666,0.16666666666666666,0.2916666666666667,0.2111529844899298,0.14583333333333334,0.16666666666666666,0.125,0.37506463513873384,0.3333333333333333,0.2916666666666667,0.375,0.344939900026554,0.4166666666666667,0.3333333333333333,0.5
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m007-g065,02,7,65,40,18,24,1104,0.18097950198268856,0.4583333333333333,0.5833333333333334,0.3333333333333333,0.0997029114573276,0.5208333333333334,0.5833333333333334,0.4583333333333333,0.1316719882003141,0.20833333333333334,0.2916666666666667,0.125,0.1360929508569677,0.4375,0.5416666666666666,0.3333333333333333
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m007-g035,03,7,35,37,21,19,556,0.42033329545801124,0.125,0.08333333333333333,0.16666666666666666,0.27856455503801975,0.1875,0.08333333333333333,0.2916666666666667,0.3511409493509928,0.08333333333333333,0.125,0.041666666666666664,0.34870385844150653,0.08333333333333333,0.08333333333333333,0.08333333333333333
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m007-g065,03,7,65,41,8,8,983,0.020046971926806944,0.125,0.125,0.125,0.010967070609461418,0.16666666666666666,0.125,0.20833333333333334,0.017962866465621154,0.16666666666666666,0.125,0.20833333333333334,0.014107735196058362,0.14583333333333334,0.16666666666666666,0.125
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m008-g035,02,8,35,40,18,21,723,0.5373089970122987,0.5416666666666666,0.4166666666666667,0.6666666666666666,0.3587505120858238,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.40611100051061283,0.5625,0.625,0.5,0.43771341200013497,0.5625,0.5416666666666666,0.5833333333333334
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m008-g065,02,8,65,40,15,17,1359,0.30454533589542543,0.4166666666666667,0.4583333333333333,0.375,0.20140257024360528,0.3958333333333333,0.4166666666666667,0.375,0.2649427732229205,0.4375,0.4583333333333333,0.4166666666666667,0.2446573172677982,0.3958333333333333,0.375,0.4166666666666667
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m008-g035,03,8,35,38,15,16,488,0.16306877730005304,0.020833333333333332,0.041666666666666664,0.0,0.10066558239648854,0.0,0.0,0.0,0.12076856736703465,0.0,0.0,0.0,0.12108630789323897,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m008-g065,03,8,65,48,10,18,967,0.05218305281361468,0.0,0.0,0.0,0.02740052547690989,0.0,0.0,0.0,0.03509748421894055,0.041666666666666664,0.08333333333333333,0.0,0.035510580552346224,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m009-g035,02,9,35,40,13,10,577,0.2974593645160218,0.4375,0.5833333333333334,0.2916666666666667,0.10097185581872935,0.6666666666666666,0.7083333333333334,0.625,0.2526783433318225,0.6666666666666666,0.5833333333333334,0.75,0.23835546176215475,0.6875,0.5833333333333334,0.7916666666666666
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m009-g065,02,9,65,40,20,17,1059,0.5082605894236857,0.6458333333333334,0.7083333333333334,0.5833333333333334,0.369624598467689,0.7083333333333334,0.8333333333333334,0.5833333333333334,0.47429002770907447,0.7708333333333334,0.6666666666666666,0.875,0.44443070048326627,0.625,0.5833333333333334,0.6666666666666666
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m009-g035,03,9,35,46,22,13,591,0.591177769063216,0.8125,0.8333333333333334,0.7916666666666666,0.40872030466933934,0.6666666666666666,0.625,0.7083333333333334,0.5552363643523148,0.75,0.7083333333333334,0.7916666666666666,0.5560704213698141,0.7083333333333334,0.75,0.6666666666666666
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m009-g065,03,9,65,36,18,16,1094,0.5927971506108908,0.7708333333333334,0.8333333333333334,0.7083333333333334,0.3550074559801453,0.5,0.4166666666666667,0.5833333333333334,0.47603835978763936,0.6458333333333334,0.7083333333333334,0.5833333333333334,0.4783478082135874,0.5833333333333334,0.5,0.6666666666666666
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m010-g035,02,10,35,40,25,23,628,0.6982834565225441,0.875,0.9166666666666666,0.8333333333333334,0.47533730404705543,0.3958333333333333,0.4583333333333333,0.3333333333333333,0.6162550145465627,0.7916666666666666,0.875,0.7083333333333334,0.6360313565631065,0.625,0.625,0.625
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m010-g065,02,10,65,40,17,11,1140,0.2712144418945321,0.3958333333333333,0.4583333333333333,0.3333333333333333,0.06557943519334347,0.2916666666666667,0.3333333333333333,0.25,0.08909512206496178,0.16666666666666666,0.20833333333333334,0.125,0.0919858902091523,0.25,0.25,0.25
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m010-g035,03,10,35,48,25,6,577,0.442524113341951,0.5625,0.4583333333333333,0.6666666666666666,0.1463988288687076,0.3125,0.375,0.25,0.18969090512861272,0.4791666666666667,0.5,0.4583333333333333,0.1867433876529483,0.5416666666666666,0.5416666666666666,0.5416666666666666
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m010-g065,03,10,65,40,26,29,1094,0.640804826283111,0.7916666666666666,0.75,0.8333333333333334,0.41759549535866436,0.5,0.5,0.5,0.5738289262189566,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.5728426074084578,0.8333333333333334,0.7916666666666666,0.875
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m011-g035,02,11,35,40,16,18,518,0.42723433263591787,0.4791666666666667,0.5,0.4583333333333333,0.1698852967530195,0.2708333333333333,0.3333333333333333,0.20833333333333334,0.24364096833406204,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.21769473727507832,0.3125,0.25,0.375
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m011-g065,02,11,65,40,24,37,1003,0.7401405189467157,0.625,0.5833333333333334,0.6666666666666666,0.5593072967994015,0.16666666666666666,0.25,0.08333333333333333,0.6634861364577453,0.4375,0.5,0.375,0.6374547158628027,0.2708333333333333,0.20833333333333334,0.3333333333333333
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m011-g035,03,11,35,43,23,12,444,0.4456604833337833,0.5625,0.4583333333333333,0.6666666666666666,0.2843454717590055,0.4166666666666667,0.375,0.4583333333333333,0.29052464702816055,0.5208333333333334,0.4583333333333333,0.5833333333333334,0.38384667955797236,0.6458333333333334,0.5833333333333334,0.7083333333333334
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m011-g065,03,11,65,39,18,17,840,0.3982974209961785,0.3541666666666667,0.2916666666666667,0.4166666666666667,0.19869893200073294,0.22916666666666666,0.2916666666666667,0.16666666666666666,0.28184173699719656,0.2708333333333333,0.125,0.4166666666666667,0.3034959017121752,0.16666666666666666,0.20833333333333334,0.125
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m012-g035,02,12,35,40,13,15,601,0.12266982596000224,0.14583333333333334,0.16666666666666666,0.125,0.04724458143101524,0.041666666666666664,0.08333333333333333,0.0,0.09548036640670379,0.14583333333333334,0.16666666666666666,0.125,0.08992818532088104,0.22916666666666666,0.20833333333333334,0.25
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m012-g065,02,12,65,40,18,13,1039,0.2338988801200863,0.20833333333333334,0.25,0.16666666666666666,0.11724582744981693,0.125,0.08333333333333333,0.16666666666666666,0.19172791978882045,0.22916666666666666,0.20833333333333334,0.25,0.17806168447845,0.22916666666666666,0.20833333333333334,0.25
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m012-g035,03,12,35,43,19,26,588,0.4425770976540639,0.6041666666666666,0.5,0.7083333333333334,0.14440581898202423,0.2708333333333333,0.125,0.4166666666666667,0.2753246556705136,0.3958333333333333,0.375,0.4166666666666667,0.2778982878662975,0.5,0.4583333333333333,0.5416666666666666
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m012-g065,03,12,65,39,22,23,1105,0.6276296903771287,0.5833333333333334,0.5416666666666666,0.625,0.2223254711466824,0.1875,0.25,0.125,0.6101980728195973,0.6041666666666666,0.6666666666666666,0.5416666666666666,0.6038064030083165,0.4375,0.4583333333333333,0.4166666666666667
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m013-g035,02,13,35,40,22,18,662,0.479680404259555,0.3125,0.2916666666666667,0.3333333333333333,0.22871681830842164,0.22916666666666666,0.2916666666666667,0.16666666666666666,0.39814284972195807,0.2708333333333333,0.25,0.2916666666666667,0.41980547296949283,0.25,0.25,0.25
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m013-g065,02,13,65,40,11,10,1206,0.1791159294751376,0.2708333333333333,0.125,0.4166666666666667,0.06080998670486648,0.22916666666666666,0.25,0.20833333333333334,0.1543234432170207,0.20833333333333334,0.16666666666666666,0.25,0.1324679141311762,0.2708333333333333,0.3333333333333333,0.20833333333333334
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m013-g035,03,13,35,40,14,76,398,0.23364904694773322,0.5,0.625,0.375,0.021749523218023474,0.3541666666666667,0.375,0.3333333333333333,0.18509187577070602,0.5208333333333334,0.4583333333333333,0.5833333333333334,0.18517274785933463,0.4166666666666667,0.5,0.3333333333333333
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m013-g065,03,13,65,36,9,10,788,0.0740098283461025,0.2916666666666667,0.20833333333333334,0.375,0.015520205800388476,0.1875,0.125,0.25,0.05969987769482147,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.05549613505439495,0.16666666666666666,0.16666666666666666,0.16666666666666666
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m014-g035,02,14,35,40,24,21,735,0.7788312518573822,0.9166666666666666,0.875,0.9583333333333334,0.6488433345974737,0.625,0.625,0.625,0.7436440948142733,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7405121480288279,0.8958333333333334,0.9583333333333334,0.8333333333333334
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m014-g065,02,14,65,40,23,20,1474,0.781655731241148,0.8958333333333334,0.9583333333333334,0.8333333333333334,0.6741454193665246,0.5416666666666666,0.4166666666666667,0.6666666666666666,0.741586974309536,0.8125,0.8333333333333334,0.7916666666666666,0.7512928018504101,0.7916666666666666,0.7083333333333334,0.875
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m014-g035,03,14,35,33,15,17,624,0.5165983937059843,0.5625,0.625,0.5,0.3407758432078492,0.3333333333333333,0.5,0.16666666666666666,0.45601146224334943,0.6458333333333334,0.5833333333333334,0.7083333333333334,0.46786102162198534,0.4791666666666667,0.625,0.3333333333333333
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m014-g065,03,14,65,43,23,13,1256,0.6653054587638029,0.7708333333333334,0.7916666666666666,0.75,0.5062331493968599,0.6875,0.6666666666666666,0.7083333333333334,0.6486664465868328,0.7291666666666666,0.75,0.7083333333333334,0.6228771110542383,0.6458333333333334,0.7083333333333334,0.5833333333333334
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m015-g035,02,15,35,40,16,20,679,0.5402523860134311,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.11198515603822841,0.4375,0.375,0.5,0.4887302154029567,0.6458333333333334,0.625,0.6666666666666666,0.48143639903586444,0.5833333333333334,0.6666666666666666,0.5
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m015-g065,02,15,65,40,17,17,1232,0.5152325079460127,0.4583333333333333,0.5833333333333334,0.3333333333333333,0.2578444201481157,0.4583333333333333,0.5,0.4166666666666667,0.4831145773644683,0.5416666666666666,0.5833333333333334,0.5,0.4478146115596818,0.375,0.375,0.375
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m015-g035,03,15,35,43,21,14,416,0.33678469242081266,0.6458333333333334,0.75,0.5416666666666666,0.05440764370477278,0.2916666666666667,0.25,0.3333333333333333,0.2804555984807853,0.6041666666666666,0.625,0.5833333333333334,0.2923718991359987,0.5833333333333334,0.4583333333333333,0.7083333333333334
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m015-g065,03,15,65,44,11,1,814,0.19809335922051607,0.6666666666666666,0.625,0.7083333333333334,0.004486622713375147,0.4583333333333333,0.4166666666666667,0.5,0.00803909673468702,0.4791666666666667,0.5,0.4583333333333333,0.008465093147277386,0.4166666666666667,0.375,0.4583333333333333
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m016-g035,02,16,35,40,16,11,327,0.14142068045517658,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.07317721172353205,0.020833333333333332,0.041666666666666664,0.0,0.10497722357833628,0.020833333333333332,0.041666666666666664,0.0,0.11026435489611232,0.020833333333333332,0.0,0.041666666666666664
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m016-g065,02,16,65,40,11,6,630,0.03703759079557718,0.0,0.0,0.0,0.019252264004142473,0.0,0.0,0.0,0.03485702434032942,0.0,0.0,0.0,0.027742582417465547,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m016-g035,03,16,35,35,13,8,282,0.10023445309750789,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.05325498285948547,0.020833333333333332,0.041666666666666664,0.0,0.0681984182784219,0.041666666666666664,0.08333333333333333,0.0,0.06611233335420547,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m016-g065,03,16,65,40,10,5,535,0.02986759340955955,0.041666666666666664,0.0,0.08333333333333333,0.008147528782947989,0.0625,0.08333333333333333,0.041666666666666664,0.016346274933605104,0.0625,0.08333333333333333,0.041666666666666664,0.011759172878635694,0.041666666666666664,0.0,0.08333333333333333
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m017-g035,02,17,35,40,18,18,542,0.4867204983223343,0.6041666666666666,0.5833333333333334,0.625,0.18240264955564545,0.3125,0.375,0.25,0.2222124498349607,0.2708333333333333,0.20833333333333334,0.3333333333333333,0.23419099121529535,0.3125,0.3333333333333333,0.2916666666666667
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m017-g065,02,17,65,40,19,15,972,0.3540526125187141,0.3541666666666667,0.5,0.20833333333333334,0.20731228717621766,0.3125,0.20833333333333334,0.4166666666666667,0.2994331194430986,0.4166666666666667,0.3333333333333333,0.5,0.28205635170864995,0.375,0.5,0.25
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m017-g035,03,17,35,44,15,9,354,0.35773927753938434,0.5,0.7083333333333334,0.2916666666666667,0.12996989277004467,0.4791666666666667,0.4166666666666667,0.5416666666666666,0.26730542467967394,0.6041666666666666,0.4166666666666667,0.7916666666666666,0.2596805096181732,0.5625,0.6666666666666666,0.4583333333333333
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m017-g065,03,17,65,38,14,10,717,0.37250741264697546,0.6041666666666666,0.7083333333333334,0.5,0.08965693013635721,0.4166666666666667,0.375,0.4583333333333333,0.12957784373543632,0.22916666666666666,0.25,0.20833333333333334,0.12929464243382133,0.3958333333333333,0.4583333333333333,0.3333333333333333
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m018-g035,02,18,35,40,14,14,750,0.11586149682860311,0.020833333333333332,0.041666666666666664,0.0,0.06345080998650889,0.020833333333333332,0.0,0.041666666666666664,0.08310406319365556,0.020833333333333332,0.0,0.041666666666666664,0.08376100294830272,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m018-g065,02,18,65,40,8,13,1042,0.021764553463684114,0.0,0.0,0.0,0.009563670042676945,0.0,0.0,0.0,0.019793638521238017,0.0,0.0,0.0,0.014130715213523208,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m018-g035,03,18,35,45,12,7,310,0.06543809057720688,0.0,0.0,0.0,0.033774463813925695,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.06402563955090103,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.05161988674637367,0.0,0.0,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c03-m018-g065,03,18,65,39,11,7,551,0.060268505030662944,0.020833333333333332,0.041666666666666664,0.0,0.029087335584011588,0.020833333333333332,0.041666666666666664,0.0,0.055157544005973135,0.0625,0.041666666666666664,0.08333333333333333,0.04471638859938333,0.041666666666666664,0.08333333333333333,0.0
INTCR6_ZERO_SHOT_POS_A_M3_S4_V1-c02-m019-g035,02,19,35,40,9,6,340,0.06496672594315991,0.22916666666666666,0.16666666666666666,0.2916666666666667,0.016743594268212942,0.16666666666666666,0.20833333333333334,0.125,0.05169024744605464,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.04261797795449896,0.16666666666666666,0.125,0.20833333333333334
