rule,notation,strict,break_by_8,median_gen_sweeps,mean_survival,library_size,in_band,support_masks,n_futures,total_sweeps
616,B1/S356,0.0,0.0078125,4.0,32.0,1,False,2207,256,32768
618,B1/S1356,0.0,0.0,4.0,32.0,0,False,,256,32768
1024,B2/S,0.0,0.0,4.0,30.953125,0,False,,256,33095
2060,B3/S23,0.0,0.14453125,4.5,21.20703125,4,False,139|2187|2191|2699,256,40071
2870,B13/S12458,0.0,0.078125,4.0,32.0,2,False,3007|3071,256,32768
4718,B14/S12356,0.0,0.015625,4.0,32.0,2,False,7663|32628,256,32768
4719,B14/S012356,0.0,0.00390625,4.0,32.0,1,False,10751,256,32768
5307,B24/S013457,0.00390625,0.09375,4.0,31.9453125,1,False,15956,256,33060
6697,B134/S035,0.0,0.0625,4.0,32.0,3,False,7871|19451|25567,256,32768
7959,B1234/S01248,0.0,0.19140625,4.0,32.0,3,False,28369|32339|32342,256,32768
11062,B135/S12458,0.0,0.09375,4.0,32.0,3,False,32500|32604|32628,256,32768
11063,B135/S012458,0.0,0.15234375,4.0,32.0,2,False,32380|32628,256,32768
14573,B345/S023567,0.1171875,0.36328125,4.5,29.84375,3,True,29760|29792|30016,256,31937
14580,B345/S24567,0.296875,0.41015625,4.5,19.22265625,2,True,29760|29770,256,105995
15158,B1345/S12458,0.0,0.19921875,4.0,32.0,4,False,32342|32348|32372|32468,256,32768
16951,B16/S01245,0.0,0.05859375,4.0,32.0,1,False,155,256,118091
17971,B126/S0145,0.0,0.02734375,4.0,32.0,2,False,19135|19359,256,32768
17975,B126/S01245,0.00390625,0.015625,4.0,31.91796875,3,False,7839|19135|19167,256,32684
18444,B36/S23,0.0,0.125,4.5,20.765625,3,False,139|2191|2975,256,39642
18470,B36/S125,0.0,0.08203125,4.0,19.01953125,3,False,11|139|143,256,39624
18743,B36/S012458,0.0,0.01171875,4.5,31.875,2,False,15341|29407,256,35069
22017,B1246/S0,0.0,0.0078125,4.0,32.0,1,False,31887,256,32768
22856,B346/S368,0.0,0.0390625,5.5,11.5625,2,False,11|139,256,37052
24343,B12346/S01248,0.0,0.14453125,4.0,32.0,4,False,27349|29403|29915|30413,256,32768
25051,B56/S0134678,0.0,0.0,55.0,3.1171875,0,False,,256,50694
26167,B1256/S01245,0.0,0.01171875,4.0,32.0,3,False,31839|32365|32598,256,32768
30964,B3456/S24567,0.4375,0.44921875,5.0,17.80078125,2,True,13376|13451,256,52191
31048,B3456/S368,0.015625,0.10546875,4.5,16.28515625,3,True,139|143|17055,256,34781
31476,B13456/S24567,0.04296875,0.39453125,4.0,31.4140625,1,True,13376,256,87457
33792,B27/S,0.0,0.0,4.0,31.06640625,0,False,,256,32288
36060,B237/S23467,0.0234375,0.0625,4.0,31.75,5,True,3902|11191|11253|11260|16244,256,32521
37047,B47/S012457,0.0,0.0,27.0,26.2890625,0,False,,256,76522
37947,B247/S01345,0.0,0.20703125,4.0,32.0,2,False,32372|32596,256,32816
38059,B247/S01357,0.0,0.12890625,4.0,32.0,3,False,7087|7103|11199,256,32810
38075,B247/S013457,0.0,0.16796875,4.0,32.0,5,False,30580|32100|32116|32612|32624,256,32811
38470,B1247/S126,0.0,0.015625,4.0,32.0,2,False,24223|27359,256,32768
38662,B1247/S128,0.0,0.0078125,4.0,31.87890625,2,False,22175|30363,256,32648
38726,B1247/S1268,0.0,0.0078125,4.0,32.0,1,False,30427,256,32768
40974,B57/S123,0.00390625,0.1328125,33.0,15.74609375,5,False,143|667|2187|2191|2703,256,143481
41998,B257/S123,0.0,0.01171875,4.0,32.0,1,False,3007,256,32795
44188,B2357/S2347,0.0,0.01171875,4.0,32.0,2,False,30457|32590,256,32768
44252,B2357/S23467,0.0,0.02734375,4.0,32.0,2,False,30576|32100,256,32768
44764,B12357/S23467,0.0,0.15625,4.0,32.0,1,False,32340,256,32768
46602,B12457/S13,0.0,0.12109375,4.0,32.0,2,False,30427|31951,256,32768
46634,B12457/S135,0.0,0.0546875,4.0,32.0,3,False,32620|32628|32724,256,32768
47341,B3457/S023567,0.21484375,0.49609375,4.5,27.99609375,2,True,29760|29776,256,29975
47357,B3457/S0234567,0.234375,0.30859375,4.5,27.8984375,2,True,21568|25664,256,30218
50044,B167/S234568,0.00390625,0.1015625,4.0,31.9453125,3,False,32340|32372|32596,256,34148
51836,B1367/S23456,0.0,0.41015625,4.0,32.0,2,False,32324|32336,256,32768
52092,B1367/S234568,0.0,0.421875,4.0,32.0,2,False,30288|31812,256,32768
52670,B2367/S1234578,0.0,0.05078125,4.0,32.0,3,False,30308|30564|32336,256,32768
52671,B2367/S01234578,0.0,0.09765625,4.0,32.0,5,False,30320|30564|32084|32340|32368,256,32768
55212,B12467/S23578,0.0,0.05078125,4.0,32.0,3,False,30580|32613|32628,256,32768
57260,B123467/S23578,0.0,0.078125,4.0,32.0,3,False,32084|32340|32596,256,32768
57819,B567/S0134678,0.0,0.0,57.0,3.3359375,0,False,,256,52471
60178,B13567/S148,0.0,0.03125,4.0,32.0,1,False,3071,256,32768
60180,B13567/S248,0.0,0.125,4.0,32.0,3,False,21439|28383|31647,256,32768
60182,B13567/S1248,0.0,0.01171875,4.0,32.0,1,False,30187,256,32768
61423,B123567/S01235678,0.0,0.1171875,4.0,10.61328125,1,False,16384,256,127304
65519,B1234567/S01235678,0.0,0.1171875,4.0,9.55078125,1,False,16384,256,114720
66334,B18/S12348,0.0,0.0,4.0,9.77734375,0,False,,256,102711
67884,B38/S2358,0.0,0.10546875,4.5,26.59765625,3,False,139|2719|3007,256,34928
67885,B38/S02358,0.00390625,0.01171875,5.0,31.6953125,2,False,3007|6591,256,35747
67900,B38/S23458,0.12890625,0.1484375,5.0,28.6484375,2,True,11860|15956,256,159033
68045,B38/S023678,0.00390625,0.00390625,5.0,31.72265625,1,False,2975,256,36980
68047,B38/S0123678,0.0078125,0.01171875,5.0,31.9609375,3,True,667|2703|2719,256,34725
69048,B238/S34578,0.1640625,0.3828125,4.0,28.7890625,1,True,16212,256,30720
69705,B48/S036,0.0,0.0,40.0,9.23828125,0,False,,256,122276
69707,B48/S0136,0.0,0.0,51.0,15.96875,0,False,,256,149950
69835,B48/S01367,0.0,0.0,51.0,15.23046875,0,False,,256,142478
69918,B48/S12348,0.078125,0.3125,17.0,29.8984375,5,True,2751|2975|10911|15007|27343,256,62281
69963,B48/S01368,0.0,0.0,50.0,14.59375,0,False,,256,137677
70185,B148/S035,0.0,0.0,4.0,32.0,0,False,,256,32768
70428,B148/S2348,0.0,0.05078125,4.0,32.0,4,False,6911|10203|15071|27551,256,32768
70430,B148/S12348,0.01953125,0.01953125,4.0,31.73046875,2,True,2068|2580,256,45107
72027,B348/S013468,0.015625,0.08203125,5.0,31.70703125,3,True,32476|32598|32604,256,34349
72233,B1348/S035,0.0,0.06640625,4.0,32.0,2,False,31439|32415,256,32768
72361,B1348/S0357,0.0,0.0625,4.0,32.0,3,False,19391|30427|32415,256,32768
77240,B2358/S34578,0.0625,0.328125,4.0,30.76171875,1,True,32340,256,31500
77569,B12358/S08,0.0,0.35546875,4.0,32.0,4,False,20127|23199|23759|24207,256,32768
77601,B12358/S058,0.0,0.32421875,4.0,32.0,4,False,20191|24223|27359|31903,256,32768
78663,B1458/S01268,0.0,0.11328125,4.0,32.0,1,False,3007,256,32768
78791,B1458/S012678,0.0,0.0859375,4.0,32.0,1,False,3007,256,32768
82535,B168/S01256,0.0,0.03125,4.0,31.99609375,1,False,2187,256,104884
82543,B168/S012356,0.0,0.00390625,4.0,30.63671875,1,False,2715,256,206253
82755,B168/S0168,0.0,0.02734375,4.0,32.0,1,False,2719,256,32768
82771,B168/S01468,0.0,0.12109375,4.0,32.0,1,False,2703,256,32768
84020,B368/S245,0.0,0.08984375,5.5,9.4140625,3,False,11|139|155,256,35073
84268,B368/S2358,0.0,0.15234375,4.5,26.12109375,3,False,2699|2751|3007,256,35345
84279,B368/S012458,0.0,0.0078125,5.5,31.875,1,False,27551,256,35255
86676,B1468/S247,0.0,0.08203125,4.0,32.0,1,False,3007,256,32768
86678,B1468/S1247,0.0,0.08984375,4.0,32.0,1,False,3007,256,32768
93010,B13568/S1468,0.0,0.02734375,4.0,32.0,1,False,16095,256,32768
93018,B13568/S13468,0.0,0.33203125,4.0,32.0,3,False,30580|32372|32596,256,32768
93042,B13568/S14568,0.0546875,0.43359375,4.0,30.921875,3,True,30276|31812|31828,256,31664
95047,B14568/S01268,0.0,0.1015625,4.0,32.0,1,False,7103,256,32768
96500,B34568/S24567,0.140625,0.4453125,5.0,23.90234375,4,True,29764|30272|30290|31808,256,31389
102506,B478/S1356,0.0,0.078125,27.0,3.8046875,2,False,11|139,256,47938
102583,B478/S012457,0.0,0.0,34.0,24.671875,0,False,,256,72583
103018,B1478/S1356,0.0,0.00390625,4.0,32.0,1,False,3007,256,32768
104262,B12478/S1268,0.0,0.01171875,4.0,32.0,1,False,31439,256,32768
104795,B3478/S013468,0.03515625,0.1328125,5.0,31.359375,4,True,30580|32348|32596|32628,256,34103
112139,B124578/S013,0.0,0.11328125,4.0,32.0,3,False,24271|30427|31963,256,32768
112267,B124578/S0137,0.0,0.13671875,4.0,32.0,2,False,31391|31951,256,32768
115176,B678/S35678,0.0,0.1015625,28.5,2.4609375,2,False,11|139,256,34689
115596,B1678/S2378,0.0,0.015625,4.0,32.0,1,False,2463,256,32768
117208,B3678/S34678,0.01171875,0.1875,6.0,8.75390625,2,True,139|16523,256,41192
117216,B3678/S5678,0.0,0.0,10.0,2.359375,0,False,,256,30112
117224,B3678/S35678,0.00390625,0.125,8.5,3.83984375,2,False,11|139,256,35497
117225,B3678/S035678,0.0078125,0.01171875,5.5,28.6015625,2,True,139|16395,256,172900
117228,B3678/S235678,0.3828125,0.71484375,4.5,15.97265625,4,True,16384|16392|16512|16513,256,103556
117736,B13678/S35678,0.4765625,0.75,4.0,16.66015625,1,True,16384,256,128915
118978,B4678/S167,0.0,0.04296875,28.5,3.3984375,2,False,11|139,256,45706
119272,B4678/S35678,0.0,0.234375,26.5,3.48828125,2,False,139|16523,256,33345
119874,B24678/S16,0.0,0.0078125,4.0,32.0,2,False,959|2991,256,32786
120002,B24678/S167,0.0,0.01171875,4.0,32.0,1,False,2975,256,32784
120258,B24678/S1678,0.0,0.0078125,4.0,32.0,2,False,2751|2815,256,32785
121893,B234678/S025,0.0,0.14453125,4.0,32.0,1,False,32469,256,32768
123788,B15678/S2378,0.0,0.00390625,4.0,32.0,1,False,2495,256,32768
124592,B125678/S457,0.0,0.2265625,4.0,32.0,2,False,32372|32596,256,32768
124593,B125678/S0457,0.0,0.21875,4.0,32.0,3,False,32340|32372|32596,256,32768
124594,B125678/S1457,0.0,0.28515625,4.0,32.0,2,False,32340|32596,256,32768
124812,B125678/S2378,0.0,0.0625,4.0,32.0,2,False,6079|7103,256,32768
125408,B35678/S5678,0.0,0.09765625,9.0,2.81640625,2,False,139|666,256,33213
126640,B1235678/S457,0.046875,0.36328125,4.0,31.19921875,2,True,31828|32324,256,31948
130053,B2345678/S02,0.0,0.078125,4.0,32.0,2,False,31951|32459,256,32768
130085,B2345678/S025,0.0390625,0.3125,4.0,31.2109375,3,True,30580|32372|32596,256,31960
130213,B2345678/S0257,0.0,0.3203125,4.0,32.0,1,False,32340,256,32768
