state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_LOOSEN,q_all_LOOSEN,q_half_A_LOOSEN,q_half_B_LOOSEN,prediction_TIGHTEN,q_all_TIGHTEN,q_half_A_TIGHTEN,q_half_B_TIGHTEN,prediction_GLOBAL_RANDOM_SURGERY,q_all_GLOBAL_RANDOM_SURGERY,q_half_A_GLOBAL_RANDOM_SURGERY,q_half_B_GLOBAL_RANDOM_SURGERY,prediction_THROUGHPUT_NEUTRAL_TOPOLOGY,q_all_THROUGHPUT_NEUTRAL_TOPOLOGY,q_half_A_THROUGHPUT_NEUTRAL_TOPOLOGY,q_half_B_THROUGHPUT_NEUTRAL_TOPOLOGY,prediction_NOOP,q_all_NOOP,q_half_A_NOOP,q_half_B_NOOP
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m031-g020,03,31,20,32,15,30,524,0.44718306886387377,0.328125,0.34375,0.3125,0.3515607600428088,0.296875,0.28125,0.3125,0.4021376054265467,0.3125,0.28125,0.34375,0.3495313945147175,0.4375,0.46875,0.40625,0.403167304459906,0.359375,0.34375,0.375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m031-g035,03,31,35,29,12,33,1000,0.3524231152824892,0.140625,0.125,0.15625,0.3185907008146828,0.15625,0.09375,0.21875,0.33325783642797513,0.09375,0.125,0.0625,0.35681161934510736,0.21875,0.15625,0.28125,0.34019876651829745,0.140625,0.15625,0.125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m031-g050,03,31,50,42,12,8,1389,0.053637801435354335,0.234375,0.21875,0.25,0.03389414860076448,0.125,0.15625,0.09375,0.04479060687268885,0.15625,0.125,0.1875,0.023977848749129605,0.0,0.0,0.0,0.04284344331069006,0.125,0.09375,0.15625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m031-g065,03,31,65,47,16,24,1785,0.24532683421084853,0.375,0.375,0.375,0.1613080110539962,0.15625,0.15625,0.15625,0.19604042649080788,0.328125,0.25,0.40625,0.26080895482338307,0.28125,0.3125,0.25,0.20060662800165555,0.234375,0.1875,0.28125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m031-g080,03,31,80,36,10,22,2013,0.0414856962157169,0.0625,0.09375,0.03125,0.02445419004167333,0.015625,0.0,0.03125,0.028695839000146862,0.015625,0.0,0.03125,0.012733946297711504,0.015625,0.03125,0.0,0.03201282417714391,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m032-g020,02,32,20,40,22,40,898,0.33903350618860295,0.59375,0.6875,0.5,0.2632666076059937,0.296875,0.25,0.34375,0.2819554529778656,0.421875,0.375,0.46875,0.17862138736823543,0.515625,0.46875,0.5625,0.3028542216167026,0.421875,0.46875,0.375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m032-g035,02,32,35,40,25,70,1648,0.505710393725461,0.703125,0.8125,0.59375,0.4194518000941109,0.484375,0.53125,0.4375,0.46017896143063347,0.421875,0.4375,0.40625,0.3520177033459086,0.625,0.65625,0.59375,0.46612828962372715,0.5625,0.5625,0.5625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m032-g050,02,32,50,40,20,28,2356,0.4103743426783757,0.40625,0.375,0.4375,0.3218683506991013,0.234375,0.1875,0.28125,0.37402646023452396,0.328125,0.375,0.28125,0.3138747503743349,0.3125,0.34375,0.28125,0.36712309813232996,0.265625,0.25,0.28125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m032-g065,02,32,65,40,24,67,3009,0.6426662136167697,0.5625,0.625,0.5,0.5763605258586227,0.546875,0.53125,0.5625,0.6103215948653582,0.46875,0.53125,0.40625,0.5648898258138092,0.609375,0.59375,0.625,0.6119075883760107,0.5625,0.65625,0.46875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m032-g080,02,32,80,40,18,27,3717,0.36479470497710903,0.4375,0.40625,0.46875,0.26569355728935434,0.359375,0.34375,0.375,0.31072216310719103,0.46875,0.34375,0.59375,0.22248196283069469,0.296875,0.25,0.34375,0.3131329262891039,0.4375,0.46875,0.40625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m032-g020,03,32,20,37,21,19,945,0.571562325973146,0.90625,0.875,0.9375,0.48761808358619746,0.6875,0.6875,0.6875,0.5293513400669181,0.71875,0.75,0.6875,0.6618513114786608,0.796875,0.84375,0.75,0.5283115142631725,0.828125,0.78125,0.875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m032-g035,03,32,35,44,27,42,1487,0.7183996390760493,0.75,0.71875,0.78125,0.6768640413560932,0.828125,0.84375,0.8125,0.6948862028319597,0.796875,0.78125,0.8125,0.8619465787857283,0.8125,0.75,0.875,0.6954204534577179,0.765625,0.75,0.78125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m032-g050,03,32,50,44,15,53,2130,0.5484500207844182,0.671875,0.6875,0.65625,0.4850451440171905,0.5625,0.5625,0.5625,0.49022021415384737,0.671875,0.78125,0.5625,0.5571487219730257,0.640625,0.65625,0.625,0.5180686956651495,0.625,0.65625,0.59375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m032-g065,03,32,65,40,21,53,2733,0.592972899636258,0.5625,0.65625,0.46875,0.48428009970033997,0.234375,0.28125,0.1875,0.5507563707428902,0.46875,0.46875,0.46875,0.6306249018320138,0.484375,0.375,0.59375,0.5373889117958163,0.4375,0.53125,0.34375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m032-g080,03,32,80,45,21,53,3300,0.4553291913433771,0.359375,0.46875,0.25,0.35532880243407416,0.421875,0.34375,0.5,0.4050519496936656,0.5,0.375,0.625,0.5581179688070828,0.5,0.5,0.5,0.4019881473654771,0.390625,0.40625,0.375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m033-g020,02,33,20,40,9,19,802,0.1144188971705455,0.0,0.0,0.0,0.07430498280848763,0.0,0.0,0.0,0.09232692251442308,0.0,0.0,0.0,0.032764963962329516,0.0,0.0,0.0,0.09306601399823146,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m033-g035,02,33,35,40,13,23,1211,0.10803551708315477,0.015625,0.03125,0.0,0.06586745945773757,0.0,0.0,0.0,0.08402050849644394,0.0,0.0,0.0,0.0422849001811125,0.03125,0.03125,0.03125,0.08561018811174989,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m033-g050,02,33,50,40,10,19,1637,0.052301977878808886,0.0,0.0,0.0,0.0326127474164073,0.0,0.0,0.0,0.04116093386716734,0.0,0.0,0.0,0.013183605211142159,0.03125,0.03125,0.03125,0.04193726126238512,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m033-g065,02,33,65,40,16,22,2100,0.11613204964311137,0.0,0.0,0.0,0.07792390613288026,0.0,0.0,0.0,0.09597772320307414,0.0,0.0,0.0,0.034411380755155284,0.1875,0.1875,0.1875,0.09733644400985987,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m033-g080,02,33,80,40,12,25,2466,0.05516318077150921,0.0,0.0,0.0,0.037625158853917685,0.0,0.0,0.0,0.04561333335445998,0.015625,0.0,0.03125,0.01136878122393274,0.03125,0.0,0.0625,0.04594858407965578,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m033-g020,03,33,20,42,15,55,803,0.5009913199863544,0.375,0.3125,0.4375,0.4287254745643316,0.375,0.3125,0.4375,0.4573272199623413,0.296875,0.28125,0.3125,0.4796689661734634,0.34375,0.40625,0.28125,0.4692902949360603,0.375,0.28125,0.46875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m033-g035,03,33,35,35,20,57,1412,0.533683131460157,0.296875,0.25,0.34375,0.4469550389404753,0.0625,0.0625,0.0625,0.4884318311888948,0.09375,0.125,0.0625,0.6269912288467021,0.484375,0.5,0.46875,0.4919663043846266,0.15625,0.0625,0.25
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m033-g050,03,33,50,41,11,22,1909,0.19827700358957348,0.03125,0.03125,0.03125,0.1208898508295241,0.0,0.0,0.0,0.15694811651068405,0.015625,0.0,0.03125,0.10100778950205763,0.09375,0.09375,0.09375,0.1563847911209564,0.015625,0.0,0.03125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m033-g065,03,33,65,32,12,25,2246,0.13344240729941512,0.015625,0.0,0.03125,0.07895007774172748,0.0,0.0,0.0,0.10449139790753115,0.0,0.0,0.0,0.06551564935455048,0.0625,0.0625,0.0625,0.103713081224918,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m033-g080,03,33,80,37,6,23,2588,0.03442510970751149,0.0,0.0,0.0,0.019092442277592204,0.0,0.0,0.0,0.0253333390094817,0.0,0.0,0.0,0.009993386451383063,0.03125,0.0,0.0625,0.025793160637705703,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m034-g020,02,34,20,40,15,58,553,0.11516877796859985,0.21875,0.15625,0.28125,0.07084175176027449,0.015625,0.0,0.03125,0.09153186161157066,0.109375,0.15625,0.0625,0.018689763212675122,0.0,0.0,0.0,0.09197002240319953,0.109375,0.09375,0.125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m034-g035,02,34,35,40,18,58,1048,0.4342586574560241,0.328125,0.3125,0.34375,0.36018635894631706,0.375,0.375,0.375,0.4022663168883857,0.40625,0.5,0.3125,0.2799447347271865,0.390625,0.34375,0.4375,0.40203485821483526,0.390625,0.5,0.28125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m034-g050,02,34,50,40,18,34,1641,0.2921473149111408,0.1875,0.125,0.25,0.21470276787274745,0.203125,0.1875,0.21875,0.12815004920636275,0.0,0.0,0.0,0.022888997308586814,0.015625,0.03125,0.0,0.25287166074024053,0.21875,0.25,0.1875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m034-g065,02,34,65,40,23,59,2189,0.4881208932693101,0.375,0.46875,0.28125,0.4007503714020945,0.15625,0.125,0.1875,0.449721698407576,0.28125,0.28125,0.28125,0.3377117354595955,0.203125,0.25,0.15625,0.4462501107580114,0.265625,0.34375,0.1875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m034-g080,02,34,80,40,20,29,2771,0.30333209774288705,0.171875,0.1875,0.15625,0.22857361429610965,0.171875,0.1875,0.15625,0.2295998348115969,0.125,0.09375,0.15625,0.055379543330905556,0.078125,0.0625,0.09375,0.265338660335452,0.078125,0.125,0.03125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m034-g020,03,34,20,44,20,22,520,0.5625951353147347,0.390625,0.4375,0.34375,0.4714837924893828,0.578125,0.65625,0.5,0.5064400310589705,0.484375,0.53125,0.4375,0.6660979420796345,0.453125,0.4375,0.46875,0.5217258837523598,0.375,0.5,0.25
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m034-g035,03,34,35,37,19,36,962,0.5464951937040153,0.640625,0.6875,0.59375,0.4991292784898199,0.5,0.4375,0.5625,0.5229038765502521,0.59375,0.6875,0.5,0.6313904975063317,0.5,0.5,0.5,0.5227870131994921,0.515625,0.65625,0.375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m034-g050,03,34,50,42,23,27,1363,0.5347660989364998,0.515625,0.5,0.53125,0.453578756453134,0.484375,0.5,0.46875,0.4488050305872198,0.453125,0.40625,0.5,0.6676394249780856,0.515625,0.5,0.53125,0.49506441347330904,0.609375,0.5,0.71875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m034-g065,03,34,65,43,17,26,1793,0.19763421151692395,0.25,0.09375,0.40625,0.11896343867768838,0.140625,0.1875,0.09375,0.16515023214320662,0.125,0.09375,0.15625,0.112618663417143,0.140625,0.125,0.15625,0.1566877243954916,0.203125,0.15625,0.25
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m034-g080,03,34,80,40,12,25,2027,0.05363803750333463,0.21875,0.25,0.1875,0.030028498641564667,0.15625,0.125,0.1875,0.02888996575033461,0.0625,0.0625,0.0625,0.014679659828939456,0.015625,0.03125,0.0,0.040454076515520826,0.140625,0.125,0.15625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m035-g020,02,35,20,40,19,33,930,0.35919351462399207,0.6875,0.6875,0.6875,0.27796802680183946,0.5625,0.59375,0.53125,0.3151758842310592,0.34375,0.46875,0.21875,0.21135569979307095,0.625,0.75,0.5,0.319063530460643,0.4375,0.40625,0.46875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m035-g035,02,35,35,40,18,82,1655,0.343288329854428,0.796875,0.75,0.84375,0.27341318951962157,0.71875,0.75,0.6875,0.316715930617857,0.78125,0.8125,0.75,0.24810005850587216,0.75,0.75,0.75,0.31111006690646004,0.6875,0.75,0.625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m035-g050,02,35,50,40,22,42,2519,0.5247839725136094,0.578125,0.65625,0.5,0.43438870663969337,0.46875,0.4375,0.5,0.49630576867628573,0.40625,0.3125,0.5,0.3644553682259154,0.453125,0.34375,0.5625,0.4830103156531389,0.578125,0.5625,0.59375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m035-g065,02,35,65,40,22,40,3382,0.45415372093401096,0.421875,0.40625,0.4375,0.3802513918701663,0.328125,0.21875,0.4375,0.4141176742799299,0.4375,0.4375,0.4375,0.2743181802784969,0.40625,0.4375,0.375,0.4182938176263121,0.40625,0.28125,0.53125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m035-g080,02,35,80,40,22,91,4267,0.7247223472741202,0.84375,0.84375,0.84375,0.6863536055009358,0.890625,0.84375,0.9375,0.7061844560625377,0.921875,0.90625,0.9375,0.7148895747494536,0.875,0.875,0.875,0.7067225019325982,0.859375,0.8125,0.90625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m035-g020,03,35,20,35,17,66,985,0.6911499199328839,0.625,0.59375,0.65625,0.6355335935570198,0.78125,0.84375,0.71875,0.6577208654208537,0.703125,0.6875,0.71875,0.7380843489135724,0.640625,0.53125,0.75,0.6618021456104964,0.65625,0.625,0.6875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m035-g035,03,35,35,40,23,24,1662,0.5973708427532219,0.546875,0.46875,0.625,0.4743318661593536,0.484375,0.46875,0.5,0.5397382544709599,0.53125,0.6875,0.375,0.749609391306329,0.546875,0.53125,0.5625,0.5368477029352035,0.53125,0.5,0.5625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m035-g050,03,35,50,35,16,24,2172,0.39154281710965066,0.390625,0.40625,0.375,0.29077661001038424,0.34375,0.3125,0.375,0.3407085413839416,0.25,0.28125,0.21875,0.3167618922607641,0.15625,0.15625,0.15625,0.34044059076353783,0.328125,0.375,0.28125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m035-g065,03,35,65,45,23,30,2759,0.7052030070995492,0.703125,0.6875,0.71875,0.6267021116239394,0.53125,0.5,0.5625,0.6605476803328839,0.609375,0.5625,0.65625,0.8165953993997419,0.71875,0.71875,0.71875,0.6629771520849357,0.703125,0.59375,0.8125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m035-g080,03,35,80,44,23,57,3338,0.807433201558611,0.53125,0.59375,0.46875,0.7676967468237922,0.6875,0.625,0.75,0.7937925193121097,0.546875,0.4375,0.65625,0.9005877320164538,0.5625,0.5625,0.5625,0.7883436518526667,0.578125,0.53125,0.625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m036-g020,02,36,20,40,24,58,871,0.7452001737246409,0.609375,0.65625,0.5625,0.6750870442081095,0.84375,0.8125,0.875,0.711372097978706,0.75,0.8125,0.6875,0.74387851599911,0.71875,0.84375,0.59375,0.711894684272289,0.78125,0.8125,0.75
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m036-g035,02,36,35,40,27,104,1594,0.7895970660243311,0.796875,0.65625,0.9375,0.7376737880742126,0.6875,0.625,0.75,0.756696097195592,0.828125,0.78125,0.875,0.7837387678514282,0.71875,0.65625,0.78125,0.7654138759898504,0.734375,0.71875,0.75
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m036-g050,02,36,50,40,25,56,2256,0.7767381536209355,0.8125,0.84375,0.78125,0.7304353576557776,0.75,0.78125,0.71875,0.7507706584412767,0.765625,0.8125,0.71875,0.719471304581596,0.78125,0.65625,0.90625,0.7562693794439859,0.78125,0.75,0.8125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m036-g065,02,36,65,40,20,27,2947,0.5392642102986531,0.5,0.4375,0.5625,0.43646981791726186,0.453125,0.40625,0.5,0.4984976406575235,0.390625,0.34375,0.4375,0.3621664827182363,0.421875,0.3125,0.53125,0.487442447791529,0.515625,0.5,0.53125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m036-g080,02,36,80,40,20,68,3659,0.7069965133506627,0.734375,0.8125,0.65625,0.6396956626804927,0.59375,0.53125,0.65625,0.6693960008489078,0.6875,0.6875,0.6875,0.5862804234030925,0.609375,0.59375,0.625,0.6759833505205104,0.796875,0.8125,0.78125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m036-g020,03,36,20,41,27,51,814,0.7787845226877971,0.875,0.84375,0.90625,0.7230676127054534,0.84375,0.90625,0.78125,0.7592789303157922,0.890625,0.875,0.90625,0.8509630160114459,0.84375,0.84375,0.84375,0.7565009324052769,0.796875,0.75,0.84375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m036-g035,03,36,35,31,22,41,1441,0.770455522935227,0.75,0.8125,0.6875,0.7092869065100633,0.6875,0.75,0.625,0.7142601143550417,0.75,0.75,0.75,0.8269861154406202,0.71875,0.71875,0.71875,0.7400850829989652,0.765625,0.75,0.78125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m036-g050,03,36,50,42,26,43,1987,0.7810820031270402,0.71875,0.78125,0.65625,0.724904043495688,0.828125,0.8125,0.84375,0.7603173349928672,0.71875,0.8125,0.625,0.8477760812141166,0.75,0.84375,0.65625,0.7546382274521292,0.6875,0.6875,0.6875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m036-g065,03,36,65,39,22,36,2483,0.7725256878122607,0.765625,0.875,0.65625,0.692655653012076,0.71875,0.75,0.6875,0.7280411052171342,0.796875,0.875,0.71875,0.846129137704074,0.65625,0.71875,0.59375,0.7320845864971304,0.71875,0.78125,0.65625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m036-g080,03,36,80,41,20,42,3020,0.7214634309013452,0.703125,0.8125,0.59375,0.6324539940250039,0.75,0.75,0.75,0.6782581130455898,0.765625,0.75,0.78125,0.7634849698539125,0.6875,0.65625,0.71875,0.6790192143071088,0.734375,0.6875,0.78125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m037-g020,02,37,20,40,18,44,675,0.34458692947274044,0.28125,0.28125,0.28125,0.2651978138995312,0.109375,0.09375,0.125,0.28537714899230304,0.1875,0.1875,0.1875,0.2281106949394422,0.296875,0.375,0.21875,0.30498915801323323,0.140625,0.15625,0.125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m037-g035,02,37,35,40,19,54,1228,0.36432363786116195,0.453125,0.34375,0.5625,0.2852256768843043,0.390625,0.375,0.40625,0.3243718437732662,0.390625,0.40625,0.375,0.22769557375555424,0.65625,0.65625,0.65625,0.3268480899786798,0.390625,0.40625,0.375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m037-g050,02,37,50,40,23,52,1793,0.35937992917997164,0.3125,0.34375,0.28125,0.2994236884438519,0.125,0.15625,0.09375,0.31194274486999574,0.21875,0.1875,0.25,0.2931284352470371,0.421875,0.34375,0.5,0.3292565294905321,0.421875,0.375,0.46875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m037-g065,02,37,65,40,21,89,2330,0.2962085236547685,0.65625,0.6875,0.625,0.2357903761597554,0.25,0.21875,0.28125,0.2466578039598083,0.484375,0.46875,0.5,0.28131730643326425,0.59375,0.625,0.5625,0.2663767800794447,0.375,0.34375,0.40625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m037-g080,02,37,80,40,12,18,2796,0.1849619525583915,0.1875,0.1875,0.1875,0.12005227254232048,0.015625,0.03125,0.0,0.15125189367358563,0.125,0.15625,0.09375,0.09347760294392356,0.015625,0.03125,0.0,0.1504939288958053,0.078125,0.09375,0.0625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m037-g020,03,37,20,35,14,19,488,0.32244979786622147,0.296875,0.28125,0.3125,0.23467884950776155,0.203125,0.21875,0.1875,0.2803890922188408,0.359375,0.34375,0.375,0.2958339258140944,0.453125,0.5625,0.34375,0.27825285813054446,0.25,0.25,0.25
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m037-g035,03,37,35,29,11,19,834,0.20216204532873297,0.203125,0.15625,0.25,0.13736196643480364,0.03125,0.03125,0.03125,0.1609517238186635,0.109375,0.125,0.09375,0.14659932845627036,0.078125,0.09375,0.0625,0.16746762609131804,0.09375,0.125,0.0625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m037-g050,03,37,50,40,17,18,1157,0.3671195414517561,0.15625,0.15625,0.15625,0.26416627046845476,0.09375,0.09375,0.09375,0.3232974770069001,0.046875,0.0,0.09375,0.38689802641476057,0.328125,0.28125,0.375,0.3149809177450113,0.046875,0.03125,0.0625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m037-g065,03,37,65,43,9,18,1565,0.1737544691507263,0.34375,0.28125,0.40625,0.1137881113610576,0.109375,0.0625,0.15625,0.14257576107562464,0.140625,0.1875,0.09375,0.09148543171455602,0.1875,0.1875,0.1875,0.14214363121312737,0.125,0.15625,0.09375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m037-g080,03,37,80,39,15,19,1978,0.31511373920843777,0.359375,0.3125,0.40625,0.21027186219674382,0.171875,0.25,0.09375,0.26391605635930787,0.375,0.28125,0.46875,0.24805367741456272,0.28125,0.1875,0.375,0.2604822328429637,0.28125,0.15625,0.40625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m038-g020,02,38,20,40,24,51,1146,0.5108355894327992,0.5,0.5625,0.4375,0.41525258366798456,0.421875,0.4375,0.40625,0.46737079438108126,0.328125,0.28125,0.375,0.3662581221483342,0.390625,0.375,0.40625,0.47013566596489575,0.515625,0.5,0.53125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m038-g035,02,38,35,40,19,50,1970,0.5358288529036832,0.671875,0.59375,0.75,0.45789100661387744,0.78125,0.75,0.8125,0.4906109327813964,0.734375,0.8125,0.65625,0.39378406762819756,0.578125,0.59375,0.5625,0.49549140396627783,0.609375,0.625,0.59375
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m038-g050,02,38,50,40,18,66,2703,0.41054711497669427,0.5,0.53125,0.46875,0.3315198795210153,0.484375,0.375,0.59375,0.3573957101706505,0.265625,0.28125,0.25,0.27578788147988953,0.578125,0.59375,0.5625,0.37147736731756903,0.625,0.59375,0.65625
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m038-g065,02,38,65,40,29,70,3636,0.6663935244980077,0.828125,0.875,0.78125,0.6135810113967818,0.796875,0.78125,0.8125,0.6386647796720779,0.59375,0.65625,0.53125,0.7024966494330798,0.8125,0.75,0.875,0.6409004132446926,0.75,0.8125,0.6875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m038-g080,02,38,80,40,13,34,4411,0.29845275901662716,0.46875,0.34375,0.59375,0.2114254968321133,0.265625,0.21875,0.3125,0.2534295325166051,0.453125,0.5,0.40625,0.16370550716145446,0.109375,0.125,0.09375,0.25686705177453595,0.296875,0.4375,0.15625
