state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_LOOSEN,q_all_LOOSEN,q_half_A_LOOSEN,q_half_B_LOOSEN,prediction_TIGHTEN,q_all_TIGHTEN,q_half_A_TIGHTEN,q_half_B_TIGHTEN,prediction_GLOBAL_RANDOM_SURGERY,q_all_GLOBAL_RANDOM_SURGERY,q_half_A_GLOBAL_RANDOM_SURGERY,q_half_B_GLOBAL_RANDOM_SURGERY,prediction_THROUGHPUT_NEUTRAL_TOPOLOGY,q_all_THROUGHPUT_NEUTRAL_TOPOLOGY,q_half_A_THROUGHPUT_NEUTRAL_TOPOLOGY,q_half_B_THROUGHPUT_NEUTRAL_TOPOLOGY,prediction_NOOP,q_all_NOOP,q_half_A_NOOP,q_half_B_NOOP
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m002-g035,03,2,35,39,1,1,38,1.4589047396077166e-05,0.0,0.0,0.0,1.4589047396077166e-05,0.0,0.0,0.0,1.4589047396077166e-05,0.0,0.0,0.0,1.4589047396077166e-05,0.0,0.0,0.0,1.4589047396077166e-05,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m002-g050,03,2,50,39,2,1,53,9.617824218875279e-05,0.0,0.0,0.0,4.7168375836150524e-05,0.0,0.0,0.0,7.135281010895589e-05,0.0,0.0,0.0,1.6258403289527176e-05,0.0,0.0,0.0,6.755636585062139e-05,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m002-g065,03,2,65,49,1,1,68,7.753376636267364e-06,0.0,0.0,0.0,7.753376636267364e-06,0.0,0.0,0.0,7.753376636267364e-06,0.0,0.0,0.0,7.753376636267364e-06,0.0,0.0,0.0,7.753376636267364e-06,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m002-g080,03,2,80,41,1,1,83,7.732904114136391e-06,0.0,0.0,0.0,7.732904114136391e-06,0.0,0.0,0.0,7.732904114136391e-06,0.0,0.0,0.0,7.732904114136391e-06,0.0,0.0,0.0,7.732904114136391e-06,0.0,0.0,0.0
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m003-g020,02,3,20,40,25,61,995,0.6855110543885501,0.625,0.6875,0.5625,0.6365247419926336,0.40625,0.5,0.3125,0.6655456951981521,0.53125,0.4375,0.625,0.6535392897272944,0.453125,0.40625,0.5,0.6621215154424775,0.46875,0.4375,0.5
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m003-g035,02,3,35,40,16,43,1612,0.2967945792671149,0.328125,0.375,0.28125,0.23366601842014975,0.109375,0.09375,0.125,0.2435235957353639,0.140625,0.125,0.15625,0.11864829328955885,0.03125,0.0625,0.0,0.26386538316211944,0.203125,0.1875,0.21875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m003-g050,02,3,50,40,21,41,2529,0.3700507313962865,0.375,0.3125,0.4375,0.2988758285053752,0.109375,0.125,0.09375,0.3367381633829516,0.21875,0.1875,0.25,0.26762783327327516,0.390625,0.46875,0.3125,0.3355138724585752,0.265625,0.21875,0.3125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m003-g065,02,3,65,40,18,43,3248,0.1886914701843563,0.296875,0.25,0.34375,0.13471904542342772,0.0625,0.03125,0.09375,0.13685357987581212,0.125,0.09375,0.15625,0.05173706701029636,0.015625,0.0,0.03125,0.16136559213217488,0.140625,0.15625,0.125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c02-m003-g080,02,3,80,40,15,34,3845,0.12382643122163325,0.375,0.375,0.375,0.09608949732150059,0.34375,0.3125,0.375,0.11135143552390861,0.328125,0.28125,0.375,0.04888924138704357,0.203125,0.15625,0.25,0.10991810620956972,0.328125,0.375,0.28125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m003-g020,03,3,20,38,15,31,657,0.27823628408687445,0.28125,0.34375,0.21875,0.1917491155416306,0.15625,0.09375,0.21875,0.23102970931597683,0.390625,0.4375,0.34375,0.1985236628896489,0.125,0.125,0.125,0.23384459145310493,0.1875,0.15625,0.21875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m003-g035,03,3,35,36,13,25,1094,0.15354711349830105,0.359375,0.375,0.34375,0.10447870379278723,0.25,0.25,0.25,0.13070151879797515,0.296875,0.3125,0.28125,0.09505102112466587,0.109375,0.15625,0.0625,0.1280833752445829,0.265625,0.21875,0.3125
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m003-g050,03,3,50,39,17,51,1704,0.4124883638354469,0.21875,0.21875,0.21875,0.3592301594812258,0.109375,0.09375,0.125,0.3848096910525618,0.21875,0.25,0.1875,0.4192337138182866,0.21875,0.21875,0.21875,0.38719306523042546,0.21875,0.25,0.1875
INTCR4_FIXED_COMPOSITION_BETA_CONFIRMATION_V1-c03-m003-g065,03,3,65,40,9,24,2237,0.057844440000461565,0.203125,0.15625,0.25,0.03543441928682895,0.03125,0.03125,0.03125,0.04690605880280032,0.109375,0.125,0.09375,0.020953028920845232,0.015625,0.0,0.03125,0.04596950625974721,0.109375,0.15625,0.0625
