state_id,candidate,matrix_id,landmark,mass,occupied_types,previous_growth_steps,cumulative_growth_steps,prediction_MODEL_UP,q_all_MODEL_UP,q_half_A_MODEL_UP,q_half_B_MODEL_UP,prediction_MODEL_DOWN,q_all_MODEL_DOWN,q_half_A_MODEL_DOWN,q_half_B_MODEL_DOWN,prediction_RANDOM,q_all_RANDOM,q_half_A_RANDOM,q_half_B_RANDOM,prediction_NOOP,q_all_NOOP,q_half_A_NOOP,q_half_B_NOOP
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m001-g020,02,1,20,40,25,53,917,0.6310384320969634,0.53125,0.59375,0.46875,0.5495325360139827,0.296875,0.3125,0.28125,0.579816790076985,0.625,0.71875,0.53125,0.6033855096122329,0.4375,0.40625,0.46875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m001-g035,02,1,35,40,21,62,1611,0.5379948396703222,0.4375,0.46875,0.40625,0.36157024506859403,0.1875,0.25,0.125,0.41737863991836227,0.203125,0.25,0.15625,0.4099994750903254,0.203125,0.25,0.15625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m001-g050,02,1,50,40,15,25,2218,0.3577528009293265,0.203125,0.25,0.15625,0.16681686692584044,0.125,0.125,0.125,0.22231003529158339,0.140625,0.125,0.15625,0.2066771333879411,0.109375,0.15625,0.0625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m001-g065,02,1,65,40,19,28,2838,0.3319330174614879,0.375,0.40625,0.34375,0.17039894672977426,0.140625,0.15625,0.125,0.2010763093179685,0.15625,0.125,0.1875,0.20566202220595503,0.34375,0.25,0.4375
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m001-g080,02,1,80,40,20,42,3451,0.4517068398017258,0.625,0.6875,0.5625,0.30270096810775404,0.28125,0.34375,0.21875,0.4068308157270775,0.640625,0.65625,0.625,0.40956337543334725,0.65625,0.625,0.6875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m001-g020,03,1,20,36,18,23,775,0.2217829553182657,0.15625,0.15625,0.15625,0.1538226102859124,0.0625,0.03125,0.09375,0.1774480115689151,0.171875,0.21875,0.125,0.1804914721431275,0.171875,0.1875,0.15625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m001-g035,03,1,35,29,10,18,1205,0.20558297362060182,0.203125,0.21875,0.1875,0.043877663525713574,0.0625,0.0625,0.0625,0.06314613015390316,0.125,0.125,0.125,0.06569940750285269,0.1875,0.21875,0.15625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m001-g050,03,1,50,32,20,32,1868,0.6854834979658991,0.625,0.59375,0.65625,0.5364411500519338,0.203125,0.1875,0.21875,0.6542220294533364,0.484375,0.46875,0.5,0.6475697027961973,0.484375,0.5625,0.40625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m001-g065,03,1,65,38,9,18,2344,0.27289036891944457,0.109375,0.1875,0.03125,0.0675109267726374,0.046875,0.0625,0.03125,0.09692061883910692,0.03125,0.0625,0.0,0.09813229456476688,0.078125,0.125,0.03125
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c03-m001-g080,03,1,80,50,28,55,2985,0.5760035970591723,0.703125,0.65625,0.75,0.404982571743569,0.421875,0.40625,0.4375,0.5193060417552693,0.625,0.5,0.75,0.5311989656891821,0.703125,0.71875,0.6875
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m002-g020,02,2,20,40,15,21,549,0.48356379995104465,0.203125,0.21875,0.1875,0.20311134481362178,0.0625,0.0625,0.0625,0.2676177881634082,0.1875,0.15625,0.21875,0.257403498176541,0.234375,0.3125,0.15625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m002-g035,02,2,35,40,15,24,860,0.1990061217866417,0.046875,0.0,0.09375,0.1073599758587802,0.109375,0.0625,0.15625,0.16142745251002277,0.140625,0.15625,0.125,0.148265062101775,0.078125,0.09375,0.0625
INTCR1_MODEL_GUIDED_CONFIRMATION_V1-c02-m002-g050,02,2,50,40,12,13,1125,0.17286258588732167,0.109375,0.125,0.09375,0.05844528596438845,0.125,0.15625,0.09375,0.1497670620100234,0.140625,0.1875,0.09375,0.132739656853422,0.109375,0.125,0.09375
