candidate_id,environment,condition,generation,primary_mean,primary_ci_low,primary_ci_high,terminal_mean,survival_mean,n_pairs
pca-r008-q04,moderate_joint,intact,4,0.3309326171875,0.3057861328125,0.355224609375,0.3287353515625,1.0,128
pca-r008-q04,moderate_joint,intact,8,0.08154296875,0.05786102294921875,0.1060791015625,0.082275390625,1.0,128
pca-r008-q04,moderate_joint,intact,16,-0.0172119140625,-0.03442413330078125,-0.00012176513671868783,-0.02490234375,1.0,128
pca-r008-q04,moderate_joint,zero_every_boundary,1,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,zero_every_boundary,2,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,zero_every_boundary,4,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,zero_every_boundary,8,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,zero_every_boundary,16,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,decoded_shuffle_every_boundary,1,-0.0611572265625,-0.14380126953125,0.0201416015625,-0.06689453125,1.0,128
pca-r008-q04,moderate_joint,decoded_shuffle_every_boundary,2,-0.0208740234375,-0.0452880859375,0.0030529785156252487,-0.024169921875,1.0,128
pca-r008-q04,moderate_joint,decoded_shuffle_every_boundary,4,-0.0313720703125,-0.0488287353515625,-0.014281921386718688,-0.0340576171875,1.0,128
pca-r008-q04,moderate_joint,decoded_shuffle_every_boundary,8,-0.0325927734375,-0.05029327392578125,-0.0155029296875,-0.03271484375,1.0,128
pca-r008-q04,moderate_joint,decoded_shuffle_every_boundary,16,-0.0306396484375,-0.0494384765625,-0.011962890625,-0.0306396484375,1.0,128
pca-r008-q04,moderate_joint,latent_shuffle_every_boundary,1,0.1099853515625,0.0032955932617187503,0.21021087646484493,0.103515625,1.0,128
pca-r008-q04,moderate_joint,latent_shuffle_every_boundary,2,0.0120849609375,-0.0242926025390625,0.05261260986328131,0.0137939453125,1.0,128
pca-r008-q04,moderate_joint,latent_shuffle_every_boundary,4,-0.0169677734375,-0.0356451416015625,0.0009771728515626243,-0.0196533203125,1.0,128
pca-r008-q04,moderate_joint,latent_shuffle_every_boundary,8,-0.0235595703125,-0.04052734375,-0.005859069824218688,-0.0216064453125,1.0,128
pca-r008-q04,moderate_joint,latent_shuffle_every_boundary,16,-0.0220947265625,-0.04101593017578125,-0.0023187255859373757,-0.0244140625,1.0,128
pca-r008-q04,moderate_joint,read_disabled,1,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,read_disabled,2,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,read_disabled,4,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,read_disabled,8,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,read_disabled,16,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,founder_write_disabled,1,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,founder_write_disabled,2,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,founder_write_disabled,4,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,founder_write_disabled,8,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,founder_write_disabled,16,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,no_rewrite,1,0.740478515625,0.7008047485351563,0.7740487670898439,0.7344970703125,1.0,128
pca-r008-q04,moderate_joint,no_rewrite,2,0.5963134765625,0.561279296875,0.6276861572265626,0.591796875,1.0,128
pca-r008-q04,moderate_joint,no_rewrite,4,0.2510986328125,0.218260498046875,0.2829595947265626,0.2376708984375,1.0,128
pca-r008-q04,moderate_joint,no_rewrite,8,-0.005126953125,-0.01025421142578125,-0.0001220703125,-0.0067138671875,1.0,128
pca-r008-q04,moderate_joint,no_rewrite,16,-0.00390625,-0.00695831298828125,-0.000732421875,-0.004150390625,1.0,128
pca-r008-q04,moderate_joint,ablate_after_g2,1,0.740478515625,0.7001947021484375,0.773193359375,0.7344970703125,1.0,128
pca-r008-q04,moderate_joint,ablate_after_g2,2,0.5709228515625,0.5379638671875,0.6015625,0.567138671875,1.0,128
pca-r008-q04,moderate_joint,ablate_after_g2,4,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,ablate_after_g2,8,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,ablate_after_g2,16,0.0,0.0,0.0,0.0,1.0,128
pca-r008-q04,moderate_joint,rescue_same_enter_g4,1,0.740478515625,0.6988522338867188,0.7735598754882813,0.7344970703125,1.0,128
pca-r008-q04,moderate_joint,rescue_same_enter_g4,2,0.5709228515625,0.5360104370117188,0.6015625,0.567138671875,1.0,128
pca-r008-q04,moderate_joint,rescue_same_enter_g4,4,0.3309326171875,0.30493133544921874,0.355224609375,0.3287353515625,1.0,128
pca-r008-q04,moderate_joint,rescue_same_enter_g4,8,0.08154296875,0.05761688232421875,0.1072998046875,0.082275390625,1.0,128
pca-r008-q04,moderate_joint,rescue_same_enter_g4,16,-0.0172119140625,-0.03430206298828125,-0.00024383544921868783,-0.02490234375,1.0,128
pca-r008-q04,moderate_joint,rescue_opposite_enter_g4,1,0.740478515625,0.7001950073242188,0.7745364379882813,0.7344970703125,1.0,128
pca-r008-q04,moderate_joint,rescue_opposite_enter_g4,2,0.5709228515625,0.5377197265625,0.6007080078125,0.567138671875,1.0,128
