ambiguous_boundaries,completed_boundaries,model,occupancy_exceeded,parameter_key,passed,seed_index,total_updates
0,1,protocell,False,"py=1e-03,ay=1e-04",False,5,8624
0,3,protocell,False,"py=1e-03,ay=1e-04",False,6,9840
0,2,protocell,False,"py=1e-03,ay=1e-04",False,7,13624
0,1,protocell,False,"py=1e-03,ay=1e-04",False,8,1960
0,4,protocell,False,"py=1e-03,ay=1e-04",False,9,25632
0,0,protocell,False,"py=1e-03,ay=1e-04",False,10,1020
0,0,protocell,False,"py=1e-03,ay=1e-04",False,11,3508
0,1,protocell,False,"py=1e-03,ay=1e-04",False,12,6428
0,0,protocell,False,"py=1e-03,ay=1e-04",False,13,19124
0,8,protocell,False,"py=1e-03,ay=1e-04",False,14,38568
0,1,protocell,False,"py=1e-03,ay=1e-04",False,15,11256
0,5,protocell,False,"py=1e-03,ay=1e-05",False,0,26104
0,14,protocell,False,"py=1e-03,ay=1e-05",False,1,49300
0,16,protocell,False,"py=1e-03,ay=1e-05",False,2,77548
0,20,protocell,False,"py=1e-03,ay=1e-05",True,3,110712
0,9,protocell,False,"py=1e-03,ay=1e-05",False,4,18624
0,20,protocell,False,"py=1e-03,ay=1e-05",True,5,83900
0,13,protocell,False,"py=1e-03,ay=1e-05",False,6,41868
0,20,protocell,False,"py=1e-03,ay=1e-05",True,7,101916
0,18,protocell,False,"py=1e-03,ay=1e-05",False,8,91096
0,20,protocell,False,"py=1e-03,ay=1e-05",True,9,84688
0,20,protocell,False,"py=1e-03,ay=1e-05",True,10,83336
0,20,protocell,False,"py=1e-03,ay=1e-05",True,11,104412
0,2,protocell,False,"py=1e-03,ay=1e-05",False,12,10524
0,20,protocell,False,"py=1e-03,ay=1e-05",True,13,113312
0,17,protocell,False,"py=1e-03,ay=1e-05",False,14,65176
0,0,protocell,False,"py=1e-03,ay=1e-05",False,15,27260
0,20,protocell,False,"py=1e-03,ay=1e-06",True,0,86580
0,20,protocell,False,"py=1e-03,ay=1e-06",True,1,84108
0,20,protocell,False,"py=1e-03,ay=1e-06",True,2,99676
0,20,protocell,False,"py=1e-03,ay=1e-06",True,3,63860
0,18,protocell,False,"py=1e-03,ay=1e-06",False,4,79360
0,20,protocell,False,"py=1e-03,ay=1e-06",True,5,129480
0,20,protocell,False,"py=1e-03,ay=1e-06",True,6,96572
0,20,protocell,False,"py=1e-03,ay=1e-06",True,7,97088
0,20,protocell,False,"py=1e-03,ay=1e-06",True,8,87248
0,20,protocell,False,"py=1e-03,ay=1e-06",True,9,91892
0,15,protocell,False,"py=1e-03,ay=1e-06",False,10,73824
0,20,protocell,False,"py=1e-03,ay=1e-06",True,11,115176
0,20,protocell,False,"py=1e-03,ay=1e-06",True,12,115172
0,20,protocell,False,"py=1e-03,ay=1e-06",True,13,63304
0,20,protocell,False,"py=1e-03,ay=1e-06",True,14,72584
0,20,protocell,False,"py=1e-03,ay=1e-06",True,15,99932
0,0,protocell,False,"py=1e-04,ay=1e-02",False,0,112
0,0,protocell,False,"py=1e-04,ay=1e-02",False,1,164
0,0,protocell,False,"py=1e-04,ay=1e-02",False,2,20
0,0,protocell,False,"py=1e-04,ay=1e-02",False,3,12
0,0,protocell,False,"py=1e-04,ay=1e-02",False,4,8
0,0,protocell,False,"py=1e-04,ay=1e-02",False,5,132
0,0,protocell,False,"py=1e-04,ay=1e-02",False,6,256
0,0,protocell,False,"py=1e-04,ay=1e-02",False,7,112
0,0,protocell,False,"py=1e-04,ay=1e-02",False,8,72
0,0,protocell,False,"py=1e-04,ay=1e-02",False,9,108
0,0,protocell,False,"py=1e-04,ay=1e-02",False,10,104
0,0,protocell,False,"py=1e-04,ay=1e-02",False,11,20
0,0,protocell,False,"py=1e-04,ay=1e-02",False,12,132
0,0,protocell,False,"py=1e-04,ay=1e-02",False,13,88
0,0,protocell,False,"py=1e-04,ay=1e-02",False,14,12
0,0,protocell,False,"py=1e-04,ay=1e-02",False,15,72
0,0,protocell,False,"py=1e-04,ay=1e-03",False,0,1720
0,0,protocell,False,"py=1e-04,ay=1e-03",False,1,204
0,0,protocell,False,"py=1e-04,ay=1e-03",False,2,424
0,0,protocell,False,"py=1e-04,ay=1e-03",False,3,196
0,0,protocell,False,"py=1e-04,ay=1e-03",False,4,2036
0,0,protocell,False,"py=1e-04,ay=1e-03",False,5,220
0,0,protocell,False,"py=1e-04,ay=1e-03",False,6,440
0,0,protocell,False,"py=1e-04,ay=1e-03",False,7,696
0,0,protocell,False,"py=1e-04,ay=1e-03",False,8,500
0,0,protocell,False,"py=1e-04,ay=1e-03",False,9,84
0,0,protocell,False,"py=1e-04,ay=1e-03",False,10,40
0,0,protocell,False,"py=1e-04,ay=1e-03",False,11,88
0,0,protocell,False,"py=1e-04,ay=1e-03",False,12,1340
0,0,protocell,False,"py=1e-04,ay=1e-03",False,13,328
0,0,protocell,False,"py=1e-04,ay=1e-03",False,14,800
0,0,protocell,False,"py=1e-04,ay=1e-03",False,15,4360
0,0,protocell,False,"py=1e-04,ay=1e-04",False,0,14848
0,0,protocell,False,"py=1e-04,ay=1e-04",False,1,8604
0,0,protocell,False,"py=1e-04,ay=1e-04",False,2,3304
0,0,protocell,False,"py=1e-04,ay=1e-04",False,3,2296
0,0,protocell,False,"py=1e-04,ay=1e-04",False,4,22580
0,0,protocell,False,"py=1e-04,ay=1e-04",False,5,15252
0,0,protocell,False,"py=1e-04,ay=1e-04",False,6,1724
0,0,protocell,False,"py=1e-04,ay=1e-04",False,7,23284
0,0,protocell,False,"py=1e-04,ay=1e-04",False,8,1260
0,0,protocell,False,"py=1e-04,ay=1e-04",False,9,7436
0,0,protocell,False,"py=1e-04,ay=1e-04",False,10,10908
0,1,protocell,False,"py=1e-04,ay=1e-04",False,11,9520
0,0,protocell,False,"py=1e-04,ay=1e-04",False,12,2880
0,0,protocell,False,"py=1e-04,ay=1e-04",False,13,11404
0,0,protocell,False,"py=1e-04,ay=1e-04",False,14,7816
0,0,protocell,False,"py=1e-04,ay=1e-04",False,15,5944
0,2,protocell,False,"py=1e-04,ay=1e-05",False,0,107636
0,0,protocell,False,"py=1e-04,ay=1e-05",False,1,25268
0,0,protocell,False,"py=1e-04,ay=1e-05",False,2,22092
0,4,protocell,False,"py=1e-04,ay=1e-05",False,3,142384
0,1,protocell,False,"py=1e-04,ay=1e-05",False,4,18556
0,4,protocell,False,"py=1e-04,ay=1e-05",False,5,108208
0,2,protocell,False,"py=1e-04,ay=1e-05",False,6,74376
0,0,protocell,False,"py=1e-04,ay=1e-05",False,7,76348
0,13,protocell,False,"py=1e-04,ay=1e-05",False,8,277628
0,0,protocell,False,"py=1e-04,ay=1e-05",False,9,37284
0,1,protocell,False,"py=1e-04,ay=1e-05",False,10,42504
0,4,protocell,False,"py=1e-04,ay=1e-05",False,11,95800
0,1,protocell,False,"py=1e-04,ay=1e-05",False,12,34352
0,0,protocell,False,"py=1e-04,ay=1e-05",False,13,65692
0,2,protocell,False,"py=1e-04,ay=1e-05",False,14,17248
0,0,protocell,False,"py=1e-04,ay=1e-05",False,15,9148
0,11,protocell,False,"py=1e-04,ay=1e-06",False,0,466900
0,9,protocell,False,"py=1e-04,ay=1e-06",False,1,460360
0,1,protocell,False,"py=1e-04,ay=1e-06",False,2,55364
0,3,protocell,False,"py=1e-04,ay=1e-06",False,3,140136
0,6,protocell,False,"py=1e-04,ay=1e-06",False,4,333636
0,0,protocell,False,"py=1e-04,ay=1e-06",False,5,100000
0,20,protocell,False,"py=1e-04,ay=1e-06",True,6,473196
0,13,protocell,False,"py=1e-04,ay=1e-06",False,7,503836
0,5,protocell,False,"py=1e-04,ay=1e-06",False,8,102648
0,2,protocell,False,"py=1e-04,ay=1e-06",False,9,116732
0,14,protocell,False,"py=1e-04,ay=1e-06",False,10,456044
0,7,protocell,False,"py=1e-04,ay=1e-06",False,11,271540
0,0,protocell,False,"py=1e-04,ay=1e-06",False,12,100000
0,10,protocell,False,"py=1e-04,ay=1e-06",False,13,339512
0,4,protocell,False,"py=1e-04,ay=1e-06",False,14,212288
0,0,protocell,False,"py=1e-04,ay=1e-06",False,15,100000
0,0,protocell,False,"py=1e-05,ay=1e-02",False,0,100
0,0,protocell,False,"py=1e-05,ay=1e-02",False,1,16
0,0,protocell,False,"py=1e-05,ay=1e-02",False,2,156
0,0,protocell,False,"py=1e-05,ay=1e-02",False,3,28
0,0,protocell,False,"py=1e-05,ay=1e-02",False,4,8
0,0,protocell,False,"py=1e-05,ay=1e-02",False,5,148
0,0,protocell,False,"py=1e-05,ay=1e-02",False,6,20
0,0,protocell,False,"py=1e-05,ay=1e-02",False,7,36
0,0,protocell,False,"py=1e-05,ay=1e-02",False,8,48
0,0,protocell,False,"py=1e-05,ay=1e-02",False,9,136
0,0,protocell,False,"py=1e-05,ay=1e-02",False,10,204
0,0,protocell,False,"py=1e-05,ay=1e-02",False,11,56
0,0,protocell,False,"py=1e-05,ay=1e-02",False,12,16
0,0,protocell,False,"py=1e-05,ay=1e-02",False,13,88
0,0,protocell,False,"py=1e-05,ay=1e-02",False,14,164
0,0,protocell,False,"py=1e-05,ay=1e-02",False,15,300
0,0,protocell,False,"py=1e-05,ay=1e-03",False,0,732
0,0,protocell,False,"py=1e-05,ay=1e-03",False,1,152
0,0,protocell,False,"py=1e-05,ay=1e-03",False,2,196
0,0,protocell,False,"py=1e-05,ay=1e-03",False,3,2520
0,0,protocell,False,"py=1e-05,ay=1e-03",False,4,660
0,0,protocell,False,"py=1e-05,ay=1e-03",False,5,1592
0,0,protocell,False,"py=1e-05,ay=1e-03",False,6,828
0,0,protocell,False,"py=1e-05,ay=1e-03",False,7,104
0,0,protocell,False,"py=1e-05,ay=1e-03",False,8,940
0,0,protocell,False,"py=1e-05,ay=1e-03",False,9,2776
0,0,protocell,False,"py=1e-05,ay=1e-03",False,10,1620
0,0,protocell,False,"py=1e-05,ay=1e-03",False,11,1752
0,0,protocell,False,"py=1e-05,ay=1e-03",False,12,832
0,0,protocell,False,"py=1e-05,ay=1e-03",False,13,1236
0,0,protocell,False,"py=1e-05,ay=1e-03",False,14,2396
0,0,protocell,False,"py=1e-05,ay=1e-03",False,15,464
0,0,protocell,False,"py=1e-05,ay=1e-04",False,0,1312
0,0,protocell,False,"py=1e-05,ay=1e-04",False,1,6804
0,0,protocell,False,"py=1e-05,ay=1e-04",False,2,2032
0,0,protocell,False,"py=1e-05,ay=1e-04",False,3,2084
0,0,protocell,False,"py=1e-05,ay=1e-04",False,4,456
0,0,protocell,False,"py=1e-05,ay=1e-04",False,5,14068
0,0,protocell,False,"py=1e-05,ay=1e-04",False,6,6860
0,0,protocell,False,"py=1e-05,ay=1e-04",False,7,29596
0,0,protocell,False,"py=1e-05,ay=1e-04",False,8,19936
0,0,protocell,False,"py=1e-05,ay=1e-04",False,9,1304
0,0,protocell,False,"py=1e-05,ay=1e-04",False,10,2796
0,0,protocell,False,"py=1e-05,ay=1e-04",False,11,11536
0,0,protocell,False,"py=1e-05,ay=1e-04",False,12,7344
0,0,protocell,False,"py=1e-05,ay=1e-04",False,13,14432
0,0,protocell,False,"py=1e-05,ay=1e-04",False,14,3704
0,0,protocell,False,"py=1e-05,ay=1e-04",False,15,18680
0,0,protocell,False,"py=1e-05,ay=1e-05",False,0,28500
0,0,protocell,False,"py=1e-05,ay=1e-05",False,1,100000
0,0,protocell,False,"py=1e-05,ay=1e-05",False,2,84548
0,0,protocell,False,"py=1e-05,ay=1e-05",False,3,71976
0,0,protocell,False,"py=1e-05,ay=1e-05",False,4,100000
0,0,protocell,False,"py=1e-05,ay=1e-05",False,5,100000
0,0,protocell,False,"py=1e-05,ay=1e-05",False,6,53956
0,0,protocell,False,"py=1e-05,ay=1e-05",False,7,39000
0,0,protocell,False,"py=1e-05,ay=1e-05",False,8,80056
0,0,protocell,False,"py=1e-05,ay=1e-05",False,9,100000
0,0,protocell,False,"py=1e-05,ay=1e-05",False,10,22560
0,0,protocell,False,"py=1e-05,ay=1e-05",False,11,100000
0,0,protocell,False,"py=1e-05,ay=1e-05",False,12,55904
0,0,protocell,False,"py=1e-05,ay=1e-05",False,13,12848
0,1,protocell,False,"py=1e-05,ay=1e-05",False,14,111092
0,0,protocell,False,"py=1e-05,ay=1e-05",False,15,100000
0,0,protocell,False,"py=1e-05,ay=1e-06",False,0,100000
0,0,protocell,False,"py=1e-05,ay=1e-06",False,1,100000
0,0,protocell,False,"py=1e-05,ay=1e-06",False,2,100000
0,1,protocell,False,"py=1e-05,ay=1e-06",False,3,156716
0,0,protocell,False,"py=1e-05,ay=1e-06",False,4,100000
0,0,protocell,False,"py=1e-05,ay=1e-06",False,5,100000
0,0,protocell,False,"py=1e-05,ay=1e-06",False,6,100000
0,0,protocell,False,"py=1e-05,ay=1e-06",False,7,20032
0,0,protocell,False,"py=1e-05,ay=1e-06",False,8,56648
0,0,protocell,False,"py=1e-05,ay=1e-06",False,9,100000
0,1,protocell,False,"py=1e-05,ay=1e-06",False,10,183168
0,0,protocell,False,"py=1e-05,ay=1e-06",False,11,100000
0,1,protocell,False,"py=1e-05,ay=1e-06",False,12,113496
0,2,protocell,False,"py=1e-05,ay=1e-06",False,13,198656
0,1,protocell,False,"py=1e-05,ay=1e-06",False,14,18764
0,0,protocell,False,"py=1e-05,ay=1e-06",False,15,100000
