candidate,matrix_id,setting_id,arm,n_futures,horizon,terminal8_f16,terminal8_f32,terminal8_f64,capture_any_f16,capture_any_f32,capture_any_f64,arrival_f16,occupancy,maximum_residence,departed,reentered,extinction,final_target_h,carrier_target_h
03,149,k008_l08_u2p0_ideal,native_random_mask,48,64,0.0,0.0,0.020833333333333332,0.0,0.0,0.125,0.9791666666666666,0.4613912779871921,5.479166666666667,1.0,0.125,0.0,0.4025359616738815,0.7188061107576947
03,149,k008_l08_u2p0_ideal,joint_relabel_correct,48,64,0.0,0.0,0.0,0.14583333333333334,0.20833333333333334,0.25,1.0,0.3850224632301216,6.3125,1.0,0.125,0.0,0.304598122734752,0.3561667200148087
03,58,k008_l08_u2p0_ideal,native_correct,48,64,0.0,0.0,0.0,0.020833333333333332,0.0625,0.0625,1.0,0.6862213723004359,4.875,1.0,0.041666666666666664,0.0,0.6917210690207968,0.34279527318263553
03,58,k008_l08_u2p0_ideal,stranger_correct,48,64,0.0,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.2916666666666667,0.576505529092581,4.25,1.0,0.041666666666666664,0.0,0.7325549168946613,0.5441283835557542
03,58,k008_l08_u2p0_ideal,stranger_zero,48,64,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.2916666666666667,0.5866731982898942,4.125,1.0,0.041666666666666664,0.0,0.7623899240431893,0.0
03,58,k008_l08_u2p0_ideal,stranger_shuffled,48,64,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.25,0.5987087833542422,4.041666666666667,1.0,0.041666666666666664,0.0,0.663361323437497,-0.2230919765166339
03,58,k008_l08_u2p0_ideal,native_zero,48,64,0.0,0.020833333333333332,0.0,0.0,0.041666666666666664,0.041666666666666664,0.9375,0.7380719009945905,5.458333333333333,1.0,0.041666666666666664,0.0,0.7493025966641594,0.0
03,58,k008_l08_u2p0_ideal,native_shuffled,48,64,0.0,0.0,0.0,0.0,0.020833333333333332,0.0625,0.9791666666666666,0.7251134190402442,5.583333333333333,1.0,0.0625,0.0,0.7076819184287814,-0.2230919765166339
03,58,k008_l08_u2p0_ideal,native_reader_off,48,64,0.0,0.020833333333333332,0.0,0.0,0.041666666666666664,0.041666666666666664,0.9375,0.7380719009945905,5.458333333333333,1.0,0.041666666666666664,0.0,0.7493025966641594,0.45181407275883245
03,58,k008_l08_u2p0_ideal,native_founder_writer_off,48,64,0.0,0.0,0.0,0.0,0.020833333333333332,0.08333333333333333,0.9375,0.6849431599204004,4.791666666666667,1.0,0.08333333333333333,0.0,0.6845724874125946,0.36494766976896686
03,58,k008_l08_u2p0_ideal,native_renewal_off,48,64,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.9583333333333334,0.7278938255236783,5.354166666666667,1.0,0.041666666666666664,0.0,0.7382546187778241,1.0
03,58,k008_l08_u2p0_ideal,native_erase_after_g2,48,64,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.041666666666666664,0.9375,0.7440571330443512,5.3125,1.0,0.041666666666666664,0.0,0.707481328161848,0.0
03,58,k008_l08_u2p0_ideal,native_erase_rescue_g3,48,64,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.9791666666666666,0.7011947563238441,4.5625,1.0,0.0,0.0,0.6847150147186913,0.5024772544464954
03,58,k008_l08_u2p0_ideal,native_no_carrier,48,64,0.0,0.020833333333333332,0.0,0.0,0.041666666666666664,0.041666666666666664,0.9375,0.7380719009945905,5.458333333333333,1.0,0.041666666666666664,0.0,0.7493025966641594,0.0
03,58,k008_l08_u2p0_ideal,native_random_mask,48,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6356326432739189,3.1458333333333335,1.0,0.0,0.0,0.5555156765703245,0.6975504586219383
03,58,k008_l08_u2p0_ideal,joint_relabel_correct,48,64,0.0,0.0,0.0,0.0,0.041666666666666664,0.0625,0.9583333333333334,0.7127743291506418,5.395833333333333,1.0,0.0625,0.0,0.6965238403547375,0.4437736623780861
03,25,k008_l08_u2p0_ideal,native_correct,48,64,0.020833333333333332,0.0,0.0,0.0625,0.14583333333333334,0.2916666666666667,0.8125,0.4534227869686185,6.4375,1.0,0.2708333333333333,0.0,0.3945437322243111,0.7066145062567132
03,25,k008_l08_u2p0_ideal,stranger_correct,48,64,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.14583333333333334,0.4166666666666667,0.3486698155217384,5.354166666666667,1.0,0.14583333333333334,0.0,0.48494796710906085,0.6571416961545327
03,25,k008_l08_u2p0_ideal,stranger_zero,48,64,0.0,0.0,0.0,0.0,0.020833333333333332,0.0625,0.4166666666666667,0.35334036422552284,4.479166666666667,1.0,0.0625,0.0,0.40333144328118814,0.0
03,25,k008_l08_u2p0_ideal,stranger_shuffled,48,64,0.0,0.0,0.020833333333333332,0.0,0.041666666666666664,0.14583333333333334,0.4791666666666667,0.3580368480975964,4.9375,1.0,0.14583333333333334,0.0,0.42524461111099693,-0.03921030280792059
03,25,k008_l08_u2p0_ideal,native_zero,48,64,0.0,0.020833333333333332,0.0,0.0,0.0625,0.0625,0.5833333333333334,0.39772545610622423,4.666666666666667,1.0,0.0625,0.0,0.30597171870247036,0.0
03,25,k008_l08_u2p0_ideal,native_shuffled,48,64,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.10416666666666667,0.1875,0.7291666666666666,0.42238692837266384,5.479166666666667,1.0,0.1875,0.0,0.31934915038683764,-0.03921030280792059
03,25,k008_l08_u2p0_ideal,native_reader_off,48,64,0.0,0.020833333333333332,0.0,0.0,0.0625,0.0625,0.5833333333333334,0.39772545610622423,4.666666666666667,1.0,0.0625,0.0,0.30597171870247036,0.6591713219060996
03,25,k008_l08_u2p0_ideal,native_founder_writer_off,48,64,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.08333333333333333,0.25,0.3541666666666667,0.6875,0.45060902074014003,6.916666666666667,1.0,0.3541666666666667,0.0,0.44617518443251947,0.7029308444081064
03,25,k008_l08_u2p0_ideal,native_renewal_off,48,64,0.020833333333333332,0.0,0.0,0.10416666666666667,0.14583333333333334,0.14583333333333334,0.7708333333333334,0.4267947554605363,5.520833333333333,1.0,0.08333333333333333,0.0,0.29173313222155434,1.0
03,25,k008_l08_u2p0_ideal,native_erase_after_g2,48,64,0.020833333333333332,0.0,0.0,0.020833333333333332,0.020833333333333332,0.16666666666666666,0.75,0.42676075978661426,5.708333333333333,1.0,0.16666666666666666,0.0,0.3588072363689736,0.0
03,25,k008_l08_u2p0_ideal,native_erase_rescue_g3,48,64,0.020833333333333332,0.020833333333333332,0.0,0.08333333333333333,0.25,0.3958333333333333,0.9166666666666666,0.455871168505058,7.166666666666667,1.0,0.375,0.0,0.4254437372725615,0.6956757176407403
03,25,k008_l08_u2p0_ideal,native_no_carrier,48,64,0.0,0.020833333333333332,0.0,0.0,0.0625,0.0625,0.5833333333333334,0.39772545610622423,4.666666666666667,1.0,0.0625,0.0,0.30597171870247036,0.0
03,25,k008_l08_u2p0_ideal,native_random_mask,48,64,0.0,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.7083333333333334,0.40141252010684925,4.8125,1.0,0.08333333333333333,0.0,0.3642654360260995,-0.0653967680891045
03,25,k008_l08_u2p0_ideal,joint_relabel_correct,48,64,0.0,0.0,0.0,0.0625,0.10416666666666667,0.20833333333333334,0.8333333333333334,0.4392937207217747,6.270833333333333,1.0,0.16666666666666666,0.0,0.375321236604685,0.6998692984658788
