candidate,matrix_id,setting_id,arm,terminal8_f32,capture_any_f32,arrival_f16,occupancy,extinction
02,11,k016_l08_u1p0_ideal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k016_l08_u1p0_ideal,native_opposite,0.0,0.0,0.875,0.4195054010258715,0.0
02,11,k016_l08_u1p0_ideal,native_shuffled,0.0,0.0,0.75,0.41902393066303867,0.0
02,11,k016_l08_u1p0_ideal,stranger_correct,0.0,0.0,1.0,0.38751248439511005,0.0
02,11,k016_l08_u1p0_ideal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k016_l08_u1p0_nominal,native_correct,0.0,0.125,0.625,0.32088748740027495,0.0
02,11,k016_l08_u1p0_nominal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k016_l08_u1p0_nominal,native_opposite,0.0,0.0,0.75,0.370722464150405,0.0
02,11,k016_l08_u1p0_nominal,native_shuffled,0.0,0.0,0.625,0.3687371422549294,0.0
02,11,k016_l08_u1p0_nominal,stranger_correct,0.0,0.125,0.75,0.32361937736228436,0.0
02,11,k016_l08_u1p0_nominal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k016_l08_u2p0_ideal,native_correct,0.0,0.0,0.625,0.22475674650731114,0.0
02,11,k016_l08_u2p0_ideal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k016_l08_u2p0_ideal,native_opposite,0.0,0.0,0.75,0.3983626085804558,0.0
02,11,k016_l08_u2p0_ideal,native_shuffled,0.0,0.0,1.0,0.3480889064286646,0.0
02,11,k016_l08_u2p0_ideal,stranger_correct,0.0,0.125,0.75,0.3996473340024872,0.0
02,11,k016_l08_u2p0_ideal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k016_l08_u2p0_nominal,native_correct,0.0,0.0,0.875,0.3574848674707655,0.0
02,11,k016_l08_u2p0_nominal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k016_l08_u2p0_nominal,native_opposite,0.0,0.0,0.75,0.39280019324031823,0.0
02,11,k016_l08_u2p0_nominal,native_shuffled,0.0,0.0,0.75,0.32594079578837754,0.0
02,11,k016_l08_u2p0_nominal,stranger_correct,0.0,0.0,0.875,0.3717248756354973,0.0
02,11,k016_l08_u2p0_nominal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l01_u0p5_ideal,native_correct,0.0,0.0,0.875,0.27489185031115826,0.0
02,11,k032_l01_u0p5_ideal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l01_u0p5_ideal,native_opposite,0.0,0.25,0.75,0.48534448211595155,0.0
02,11,k032_l01_u0p5_ideal,native_shuffled,0.0,0.125,0.75,0.44203014469299123,0.0
02,11,k032_l01_u0p5_ideal,stranger_correct,0.0,0.125,0.875,0.3251973971852828,0.0
02,11,k032_l01_u0p5_ideal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l01_u0p5_nominal,native_correct,0.0,0.0,0.875,0.3472581318114674,0.0
02,11,k032_l01_u0p5_nominal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l01_u0p5_nominal,native_opposite,0.0,0.0,0.875,0.48246482944512337,0.0
02,11,k032_l01_u0p5_nominal,native_shuffled,0.0,0.0,0.875,0.4060916961858081,0.0
02,11,k032_l01_u0p5_nominal,stranger_correct,0.0,0.0,0.625,0.40244654926056916,0.0
02,11,k032_l01_u0p5_nominal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l01_u1p0_ideal,native_correct,0.0,0.25,0.875,0.3528697197299734,0.0
02,11,k032_l01_u1p0_ideal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l01_u1p0_ideal,native_opposite,0.0,0.0,0.875,0.4673891200090119,0.0
02,11,k032_l01_u1p0_ideal,native_shuffled,0.0,0.0,0.625,0.3787136790994118,0.0
02,11,k032_l01_u1p0_ideal,stranger_correct,0.0,0.0,1.0,0.3444896571317342,0.0
02,11,k032_l01_u1p0_ideal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l01_u1p0_nominal,native_correct,0.0,0.0,0.375,0.2425610702902588,0.0
02,11,k032_l01_u1p0_nominal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l01_u1p0_nominal,native_opposite,0.0,0.125,1.0,0.386800556445295,0.0
02,11,k032_l01_u1p0_nominal,native_shuffled,0.0,0.0,0.875,0.39778779946388093,0.0
02,11,k032_l01_u1p0_nominal,stranger_correct,0.0,0.125,0.875,0.3562403375645766,0.0
02,11,k032_l01_u1p0_nominal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l01_u2p0_ideal,native_correct,0.0,0.0,0.5,0.2972631846846304,0.0
02,11,k032_l01_u2p0_ideal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l01_u2p0_ideal,native_opposite,0.0,0.0,0.875,0.3185990102740358,0.0
02,11,k032_l01_u2p0_ideal,native_shuffled,0.0,0.0,0.75,0.3882942551659465,0.0
02,11,k032_l01_u2p0_ideal,stranger_correct,0.0,0.0,0.625,0.2539700404610997,0.0
02,11,k032_l01_u2p0_ideal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l01_u2p0_nominal,native_correct,0.125,0.125,0.75,0.3053481542889892,0.0
02,11,k032_l01_u2p0_nominal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l01_u2p0_nominal,native_opposite,0.0,0.0,1.0,0.3817830946863088,0.0
02,11,k032_l01_u2p0_nominal,native_shuffled,0.0,0.0,0.625,0.3874667815055323,0.0
02,11,k032_l01_u2p0_nominal,stranger_correct,0.0,0.125,0.875,0.3757985483457043,0.0
02,11,k032_l01_u2p0_nominal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l04_u0p5_ideal,native_correct,0.0,0.0,1.0,0.29103589363660193,0.0
02,11,k032_l04_u0p5_ideal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l04_u0p5_ideal,native_opposite,0.125,0.25,1.0,0.46400671316221587,0.0
02,11,k032_l04_u0p5_ideal,native_shuffled,0.0,0.125,0.875,0.3914855976056009,0.0
02,11,k032_l04_u0p5_ideal,stranger_correct,0.125,0.125,1.0,0.4676546653567813,0.0
02,11,k032_l04_u0p5_ideal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l04_u0p5_nominal,native_correct,0.0,0.0,0.875,0.33734981497086614,0.0
02,11,k032_l04_u0p5_nominal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l04_u0p5_nominal,native_opposite,0.0,0.125,1.0,0.3940101858770986,0.0
02,11,k032_l04_u0p5_nominal,native_shuffled,0.0,0.125,1.0,0.3584866787037523,0.0
02,11,k032_l04_u0p5_nominal,stranger_correct,0.0,0.0,0.625,0.2752879312009971,0.0
02,11,k032_l04_u0p5_nominal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l04_u1p0_ideal,native_correct,0.0,0.0,0.75,0.4183696226460788,0.0
02,11,k032_l04_u1p0_ideal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l04_u1p0_ideal,native_opposite,0.0,0.0,0.875,0.35351354983271255,0.0
02,11,k032_l04_u1p0_ideal,native_shuffled,0.0,0.125,1.0,0.4652732288528261,0.0
02,11,k032_l04_u1p0_ideal,stranger_correct,0.0,0.0,0.625,0.34818826488961147,0.0
02,11,k032_l04_u1p0_ideal,stranger_zero,0.125,0.375,0.5,0.38107427651994763,0.0
02,11,k032_l04_u1p0_nominal,native_correct,0.0,0.125,1.0,0.4216400972090064,0.0
02,11,k032_l04_u1p0_nominal,native_zero,0.0,0.125,0.75,0.3799947869803786,0.0
02,11,k032_l04_u1p0_nominal,native_opposite,0.0,0.0,0.625,0.3890164912553369,0.0
02,11,k032_l04_u1p0_nominal,native_shuffled,0.0,0.0,0.75,0.4352540182930642,0.0
02,11,k032_l04_u1p0_nominal,stranger_correct,0.0,0.0,0.75,0.2868291592695582,0.0
