rule,notation,strict,break_by_8,median_gen_sweeps,mean_survival,library_size,in_band,support_masks,n_futures,total_sweeps
616,B1/S356,0.0,0.00390625,4.0,32.0,1,False,2207,256,32768
618,B1/S1356,0.0,0.0,4.0,32.0,0,False,,256,32768
1024,B2/S,0.0,0.0,4.0,28.55078125,0,False,,256,30256
2060,B3/S23,0.0,0.125,4.5,17.734375,4,False,139|143|651|2203,256,37066
2870,B13/S12458,0.0,0.07421875,4.0,32.0,2,False,3007|7103,256,32768
4718,B14/S12356,0.0,0.015625,4.0,32.0,2,False,14299|16087,256,32768
4719,B14/S012356,0.0,0.015625,4.0,32.0,2,False,30646|32598,256,32768
5307,B24/S013457,0.0,0.078125,4.0,32.0,1,False,15956,256,33050
6697,B134/S035,0.0,0.06640625,4.0,32.0,1,False,11743,256,32768
7959,B1234/S01248,0.0,0.2109375,4.0,32.0,3,False,28371|30419|32342,256,32768
11062,B135/S12458,0.0,0.12109375,4.0,32.0,2,False,32373|32628,256,32768
11063,B135/S012458,0.0,0.1640625,4.0,32.0,1,False,32628,256,32768
14573,B345/S023567,0.14453125,0.32421875,4.5,29.30859375,2,True,29760|29792,256,31418
14580,B345/S24567,0.1640625,0.28125,4.5,20.62109375,2,True,29760|29889,256,123255
15158,B1345/S12458,0.0,0.21484375,4.0,32.0,2,False,32332|32348,256,32768
16951,B16/S01245,0.0,0.05859375,4.0,31.953125,1,False,667,256,119019
17971,B126/S0145,0.0,0.03125,4.0,32.0,2,False,19167|19359,256,32768
17975,B126/S01245,0.00390625,0.09375,4.0,31.96484375,3,False,6911|19359|23455,256,32732
18444,B36/S23,0.00390625,0.10546875,4.5,21.19921875,6,False,139|155|651|2187|2207|2751,256,39350
18470,B36/S125,0.0,0.06640625,6.0,18.70703125,3,False,139|155|2191,256,37122
18743,B36/S012458,0.0,0.0234375,5.0,32.0,3,False,3071|13309|20443,256,35393
22017,B1246/S0,0.0,0.0078125,4.0,32.0,2,False,24207|28863,256,32768
22856,B346/S368,0.0,0.03125,4.5,15.6484375,1,False,139,256,34303
24343,B12346/S01248,0.0,0.11328125,4.0,32.0,4,False,25311|27357|31943|32468,256,32768
25051,B56/S0134678,0.0,0.078125,46.0,4.359375,1,False,139,256,46159
26167,B1256/S01245,0.0,0.0234375,4.0,32.0,1,False,32500,256,32768
30964,B3456/S24567,0.265625,0.29296875,4.5,21.27734375,2,True,13376|29770,256,61226
31048,B3456/S368,0.0,0.015625,4.5,17.671875,2,False,11|139,256,34516
31476,B13456/S24567,0.06640625,0.3984375,4.0,31.30859375,1,True,13376,256,87867
33792,B27/S,0.0,0.0,4.0,30.82421875,0,False,,256,32327
36060,B237/S23467,0.04296875,0.0859375,4.0,31.265625,5,True,3903|8053|15348|24374|32310,256,32025
37047,B47/S012457,0.0,0.03515625,11.5,26.875,1,False,139,256,74640
37947,B247/S01345,0.0,0.140625,4.0,32.0,1,False,32372,256,32813
38059,B247/S01357,0.0,0.13671875,4.0,32.0,2,False,3071|4031,256,32814
38075,B247/S013457,0.0,0.06640625,4.0,32.0,4,False,32084|32340|32372|32596,256,32818
38470,B1247/S126,0.0,0.00390625,4.0,32.0,1,False,28379,256,32768
38662,B1247/S128,0.0,0.0078125,4.0,31.87890625,1,False,23759,256,32648
